commit_id,nuc,aexp,ndev,nd,age,asexp,la,ld,target
813,15.666666666666698,767,1.6666666666666698,2,0.0,623.0,464,2,True
814,181.2,40,1.2,2,95.2,1.67866332828635,13,10,True
815,458.5,769,3.0,2,0.5,1.96679686551914,48,12,False
816,448.0,42,3.0,2,0.0,1.67866332828771,128,0,True
817,26.0,43,4.0,1,0.0,41.0,7,9,False
818,450.0,44,3.0,2,20.0,1.678663328288,4,0,False
819,160.333333333333,771,1.0,4,1.6666666666666698,1.96679686551914,56,16,False
820,71.5714285714286,772,0.4285714285714289,5,174.92857142857102,1.96679686551914,6,2590,False
821,316.33333333333303,773,2.3333333333333304,3,3.3333333333333304,1.96679686551914,65,53,True
822,216.2,774,1.4,3,9.8,1.96679686551914,69,44,True
823,194.6,776,1.4,3,1.4,1.96679686551914,795,39,True
824,516.5,777,3.0,2,1.0,1.96679686551914,12,5,False
825,456.0,779,3.0,2,0.5,1.96679686551914,13,13,True
826,470.5,781,3.0,2,25.0,1.96679686551914,9,8,False
827,143.0,782,0.666666666666667,4,7.0,1.96679686551914,113,155,True
828,32.0,783,3.0,1,2.0,634.0,12,13,False
829,465.0,784,3.0,2,25.0,1.96679686551914,5,1,False
830,466.0,45,3.0,2,0.0,1.67866332828805,7,2,False
831,33.0,785,5.0,1,1.0,636.0,14,2,True
832,217.2,786,1.2,2,5.2,1.96679686551914,24,24,True
833,191.166666666667,788,1.0,4,36.3333333333333,1.96679686551914,191,56,True
834,462.5,789,3.0,2,26.5,1.96679686551914,33,20,True
835,192.2,790,1.2,3,20.8,1.96679686551914,22,130,True
836,240.25,46,1.5,3,4.5,1.67866332828808,32,1,False
837,8.5,791,2.0,2,55.0,642.0,16,1,False
838,12.0,47,3.0,1,1.0,45.0,10,16,False
839,311.33333333333303,792,2.3333333333333304,2,1.6666666666666698,1.96679686551914,24,9,False
840,464.5,793,3.0,2,3.5,1.96679686551914,3,2,False
841,313.33333333333303,794,2.0,2,2.6666666666666696,1.96679686551914,44,6,False
842,344.333333333333,49,2.3333333333333304,3,2.0,0.8760691431443142,27,19,False
843,6.0,795,1.5,1,8.0,646.0,6,6,False
844,463.5,796,3.0,2,6.5,1.96679686551914,3,2,False
845,127.0,797,0.75,4,9.0,1.96679686551914,74,44,False
846,8.0,798,2.0,1,4.0,649.0,0,183,False
847,0.0,799,0.0,1,0.0,650.0,1,1,False
848,498.0,800,3.0,2,7.0,1.96679686551914,4,1,False
849,316.0,801,2.0,2,11.0,1.96679686551914,7,16,False
850,344.666666666667,39,2.0,3,2.3333333333333304,1.44897339469389,157,63,True
851,125.454545454545,802,0.6363636363636359,6,12.1818181818182,1.03470002073108,173,136,True
852,465.5,50,3.0,2,5.5,1.6786633282881,46,16,False
853,467.5,51,3.0,2,57.5,1.6786633282881105,3,2,False
854,353.0,52,2.0,3,12.0,1.6786633282881105,93,10,False
855,329.0,803,2.0,2,39.6666666666667,1.96679686551914,27,9,False
856,330.0,53,2.0,2,0.0,1.6786633282881105,9,27,False
857,132.0,806,5.0,1,2.0,657.0,3,4,False
858,535.5,807,3.0,2,0.0,1.96679686551914,3,1,False
859,492.0,808,3.0,2,0.0,1.96679686551914,2,0,False
860,250.75,809,1.75,3,27.5,1.96679686551914,71,49,False
861,0.0,810,0.0,1,0.0,661.0,73,0,False
862,51.0,811,5.0,1,1.0,662.0,3,2,False
863,65.0,814,6.0,1,4.0,664.0,4,0,False
864,475.0,815,3.0,2,58.0,1.96679686551914,5,2,False
865,263.0,816,1.5,3,15.5,1.96679686551914,162,30,True
866,499.0,817,3.0,2,0.0,1.96679686551914,3,2,False
867,540.0,818,3.0,2,0.5,1.96679686551914,4,1,False
868,480.0,55,3.0,2,4.0,1.6786633282881105,21,13,False
869,329.33333333333303,820,2.0,3,7.66666666666667,1.96679686551914,25,2,True
870,138.2,40,0.6,6,26.5,1.44897339469571,182,23,True
871,115.5,56,0.6,7,34.9,0.87606893406955,295,2,True
872,501.0,824,3.0,2,6.0,1.96679686551914,3,1,False
873,99.0,827,0.4615384615384621,4,28.53846153846149,1.96679686551914,340,169,True
874,132.6,829,0.7,6,25.7,1.03470002073108,121,36,True
875,0.0,831,0.0,1,0.0,677.0,1163,0,False
876,19.0,59,3.0,1,0.0,54.0,1,1,False
877,485.5,832,3.0,2,3.0,1.96679686551914,3,1,False
878,119.545454545455,41,0.6363636363636359,6,25.3636363636364,0.6734218847067509,108,115,True
879,262.25,43,1.5,3,18.75,1.4489733946973002,86,11,False
880,2.25,835,0.75,2,39.5,0.999999990570334,53,21,True
881,518.5,44,3.0,2,1.5,1.44897339469742,3,9,False
882,511.0,45,3.5,2,7.5,1.44897339469748,4,0,False
883,74.0,836,5.0,1,1.0,680.0,1,1,False
884,507.5,837,3.0,2,3.0,1.96679686551914,10,2,False
885,50.0,838,5.0,1,0.0,682.0,4,2,False
886,343.666666666667,839,2.0,2,6.33333333333333,1.96679686551914,101,32,True
887,52.0,840,5.0,1,0.0,684.0,0,2,False
888,487.0,61,3.0,2,21.5,1.6786633282881105,6,4,False
889,26.5862068965517,1,0.2413793103448279,8,23.4137931034483,1.0,201,88,True
890,209.8,841,1.6,3,1.2,1.96679686551914,31,21,True
891,11.0,842,2.0,2,3.0,686.0,234,138,True
892,17.2857142857143,845,0.321428571428571,10,3.678571428571431,687.0,94,209,False
893,268.2,846,1.6,3,1.0,1.96679686551914,2,8,False
894,13.0,2,3.0,1,6.0,2.0,63,0,True
895,104.545454545455,3,0.7272727272727271,5,11.9090909090909,0.875,210,62,True
896,500.5,4,4.0,2,4.0,1.0,2,1,False
897,508.5,5,4.0,2,4.0,1.0625,2,1,False
898,550.0,6,4.0,2,3.0,1.09375,3,3,False
899,339.33333333333303,62,2.6666666666666696,2,6.0,1.6786633282881105,19,16,False
900,206.4,852,1.6,2,5.4,1.96679686551914,90,116,True
901,9.63157894736842,63,0.368421052631579,1,105.473684210526,57.0,26,7,False
902,57.0,64,6.0,1,10.0,58.0,2,1,False
903,148.142857142857,855,1.14285714285714,5,2.42857142857143,1.96679686551914,90,88,False
904,60.0,67,6.0,1,0.0,61.0,3,3,False
905,22.0,68,2.0,2,33.0,62.0,13,5,False
906,19.0,858,1.0,4,6.66666666666667,0.500457247370828,67,2,False
907,511.5,8,4.0,2,5.5,1.11328125,3,1,False
908,2.0,866,2.0,1,0.0,698.0,1,0,False
909,0.0,867,0.0,1,0.0,699.0,6,7,False
910,102.083333333333,9,0.666666666666667,4,7.66666666666667,1.1171875,184,71,True
911,501.0,868,4.0,2,1.5,1.96679686551914,11,19,False
912,52.0,871,3.0,2,1.0,703.0,17,12,False
913,501.0,872,4.0,2,0.0,1.96679686551914,13,7,False
914,278.0,70,2.0,4,8.5,0.87606893406955,27,3,False
915,574.0,5,4.0,2,1.5,1.40625,6,2,True
916,517.0,876,4.0,2,0.0,1.96679686551914,5,2,False
917,386.0,71,2.6666666666666696,2,0.0,1.6786633282881105,29,8,True
918,337.0,72,2.6666666666666696,3,0.0,1.6786633282881105,268,0,True
919,181.125,6,1.125,5,7.75,0.821673525377229,28,43,True
920,183.666666666667,877,1.33333333333333,3,4.5,1.96679686551914,41,14,False
921,175.0,878,1.28571428571429,4,3.85714285714286,1.96679686551914,229,22,True
922,2.3333333333333304,879,0.666666666666667,1,0.0,710.0,11,79,False
923,526.0,881,4.0,2,3.5,1.96679686551914,9,6,False
924,549.0,882,4.0,2,0.0,1.96679686551914,12,3,False
925,347.0,885,2.6666666666666696,2,12.0,1.96679686551914,17,1,False
926,343.666666666667,886,2.6666666666666696,3,3.0,1.96679686551914,27,1,False
927,46.342105263157904,888,0.236842105263158,8,17.315789473684198,0.6819216412792839,529,613,True
928,99.2727272727273,889,0.7272727272727271,7,3.2727272727272703,1.96679686551914,171,155,True
929,515.5,890,4.0,2,0.0,1.96679686551914,19,7,False
930,554.0,891,4.0,2,1.0,1.96679686551914,4,2,False
931,37.1818181818182,892,0.6363636363636359,2,2.18181818181818,722.0,501,152,True
932,182.625,893,1.0,5,2.25,1.96679686551914,91,35,True
933,245.0,894,1.6,2,0.4,1.96679686551914,91,30,True
934,382.666666666667,897,2.6666666666666696,2,2.6666666666666696,1.96679686551914,16,3,False
935,517.5,73,4.0,2,3.0,1.6786633282881105,6,1,False
936,521.5,898,4.0,2,0.0,1.96679686551914,12,1,False
937,143.888888888889,904,1.0,5,51.6666666666667,1.03470002073108,566,1030,True
938,0.0,905,0.0,1,0.0,729.0,857,0,True
939,4.0,906,1.0,1,0.0,730.0,7,3,True
940,10.8627450980392,907,0.1764705882352939,8,0.980392156862745,1.11720656429313,6131,294,True
941,4.0,908,2.0,1,22.0,732.0,0,1,False
942,1.0,909,0.2,2,0.0,733.0,5,6,False
943,1.0,910,0.0555555555555556,2,0.0,734.0,106,21,False
944,5.14285714285714,911,0.333333333333333,5,1.47619047619048,735.0,40,18,False
945,1.0,78,1.0,1,0.0,72.0,9,8,False
946,2.0,79,1.0,1,0.0,73.0,50,10,False
947,17.0,915,1.5,3,11.25,739.0,4,7,False
948,57.0,916,6.0,1,0.0,740.0,1,1,False
949,3.0,83,1.0,1,0.0,77.0,38,65,False
950,7.4545454545454515,917,0.454545454545455,7,0.7272727272727271,0.992187490570336,54,22,False
951,3.0,920,0.5,3,3.0,742.0,125,19,True
952,3.75,921,0.5,3,0.75,743.0,90,64,True
953,49.0416666666667,922,0.375,6,11.166666666666698,1.96679686551914,776,82,True
954,5.5,923,1.5,2,0.5,745.0,60,2,False
955,53.45,925,0.4,3,11.7,1.96679686551914,732,1053,True
956,0.0,926,0.0,1,0.0,747.0,1374,0,True
957,160.428571428571,928,1.14285714285714,4,7.0,1.96679686551914,23,18,False
958,58.842105263157904,931,0.421052631578947,3,44.736842105263214,1.96679686551914,178,1173,True
959,2.0,933,1.0,1,0.0,752.0,6,2,False
960,241.4,934,1.6,3,2.8,1.96679686551914,24,8,False
961,4.0,84,1.0,1,3.0,78.0,2,2,False
962,1.0,85,1.0,1,3.0,79.0,23,13,True
963,209.4,935,1.6,2,0.4,1.96679686551914,111,43,True
964,523.5,936,4.0,2,3.0,1.96679686551914,6,3,False
965,80.0,937,7.0,1,8.0,756.0,18,0,False
966,1.11538461538462,86,0.0769230769230769,6,3.88461538461538,80.0,814,151,True
967,165.857142857143,938,1.14285714285714,4,4.57142857142857,1.96679686551914,72,86,False
968,161.625,939,1.0,5,5.5,1.96679686551914,267,80,True
969,77.1875,940,0.5625,7,28.125,1.96679686551914,68,94,False
970,97.8571428571429,7,0.7142857142857142,7,18.9285714285714,0.57977294921875,288,171,True
971,1.94444444444444,88,0.111111111111111,5,0.0,82.0,323,35,False
972,1.0,89,1.0,1,5.0,83.0,1,5,True
973,191.5,941,1.33333333333333,4,3.0,1.96679686551914,45,68,True
974,530.5,942,4.0,2,15.5,1.96679686551914,29,0,False
975,384.666666666667,46,2.6666666666666696,3,2.0,1.4489733946975,36,11,False
976,83.0,47,7.0,1,0.0,41.0,2,1,False
977,367.333333333333,943,2.6666666666666696,2,3.6666666666666696,1.96679686551914,23,2,False
978,528.0,944,4.0,2,0.0,1.96679686551914,16,7,False
979,568.0,945,4.0,2,11.0,1.96679686551914,4,1,False
980,355.333333333333,946,2.6666666666666696,2,14.666666666666698,1.96679686551914,36,8,False
981,362.0,947,2.6666666666666696,2,12.0,1.96679686551914,37,4,False
982,23.0,948,2.0,1,0.0,767.0,6,2,False
983,542.0,949,4.0,2,0.0,1.96679686551914,5,19,False
984,6.0,950,2.0,1,0.0,769.0,0,23,False
985,213.8,951,1.6,3,8.0,1.96679686551914,116,36,True
986,0.0,952,0.0,1,0.0,771.0,58,0,False
987,549.5,48,4.0,2,4.5,1.44897339469752,2,0,False
988,118.4,9,0.9,4,102.3,0.583728790283203,138,75,True
989,607.5,10,4.0,2,3.0,1.462890625,2,1,False
990,535.0,11,4.0,2,0.0,1.4638671875,19,9,False
991,316.75,953,2.0,3,6.75,0.997662957882437,17,14,False
992,537.5,956,4.0,2,5.0,1.96679686551914,3,2,False
993,157.428571428571,957,1.14285714285714,2,14.7142857142857,1.96679686551914,23,28,False
994,244.5,958,1.33333333333333,4,25.0,1.96679686551914,44,30,True
995,539.5,959,4.0,2,0.0,1.96679686551914,6,6,False
996,541.0,12,4.0,2,0.5,1.46435546875,18,1,False
997,19.5,960,3.0,2,17.5,778.0,2,2,False
998,39.0,961,6.0,1,0.0,779.0,1,1,False
999,364.333333333333,964,2.6666666666666696,3,16.6666666666667,1.96679686551914,36,16,True
1000,539.5,965,4.0,2,6.0,1.96679686551914,6,6,False
1001,9.0,36,4.0,1,3.0,34.0,1,1,False
1002,365.0,10,2.6666666666666696,3,17.3333333333333,1.119140625,27,2,False
1003,19.6666666666667,969,1.33333333333333,4,89.0,786.0,130,41,True
1004,24.0,0,2.0,1,0.0,0.0,4,3,False
1005,412.0,970,3.0,3,1.6666666666666698,1.96679686551914,161,25,True
1006,15.5,972,2.5,1,0.0,789.0,26,5,False
1007,542.5,973,4.0,2,4.0,1.96679686551914,7,4,False
1008,543.5,975,4.0,2,0.0,1.96679686551914,49,36,True
1009,130.8,90,0.8,8,13.9,1.6786633282881105,945,101,True
1010,345.0,977,2.0,3,103.25,1.96679686551914,29,41,True
1011,557.5,978,4.0,2,8.0,1.96679686551914,1,54,False
1012,118.9,1,0.8,3,15.6,0.5,220,138,True
1013,366.333333333333,981,3.0,3,12.666666666666698,1.96679686551914,48,33,True
1014,68.0,2,3.0,2,3.0,2.0,2,2,False
1015,40.6666666666667,984,0.6,5,28.2,800.0,175,100,True
1016,39.0,985,2.5,2,6.0,801.0,89,47,False
1017,33.0,987,5.0,1,0.0,803.0,16,27,False
1018,28.0,988,4.0,1,0.0,804.0,3,1,False
1019,29.3333333333333,989,1.6666666666666698,1,1.33333333333333,805.0,25,13,True
1020,55.6,990,2.0,3,16.2,806.0,44,52,False
1021,49.5,991,4.5,2,9.0,807.0,9,2,False
1022,1.25,992,0.75,3,14.75,808.0,165,3,False
1023,548.5,995,4.5,2,11.0,1.96679686551914,25,1,False
1024,1.0,996,0.125,2,4.375,811.0,9,35,False
1025,7.875,997,0.75,5,34.375,812.0,8,10,False
1026,2.0,998,1.0,1,0.0,813.0,11,8,False
1027,3.0,999,1.0,1,0.0,814.0,0,3,False
1028,547.5,1000,4.5,2,0.0,1.96679686551914,4,1,False
1029,4.0,1001,1.0,1,0.0,816.0,69,56,False
1030,375.666666666667,3,3.0,3,9.0,1.125,59,12,False
1031,21.0,1002,2.5,2,0.5,817.0,139,111,False
1032,6.0,1003,1.0,1,0.0,818.0,1,1,False
1033,7.0,1004,1.0,1,0.0,819.0,4,3,False
1034,80.6875,1005,0.5625,5,19.0,1.96679686551914,320,121,True
1035,38.0,1006,5.0,1,0.0,821.0,5,2,False
1036,389.0,1007,3.0,3,0.333333333333333,1.96679686551914,19,5,False
1037,0.0,1011,0.0,1,0.0,825.0,27,0,True
1038,2.0,93,1.0,1,22.0,87.0,18,46,False
1039,1.0,94,1.0,1,26.0,88.0,4,3,False
1040,560.5,1015,4.5,2,8.5,1.96679686551914,5,2,False
1041,20.0,1016,4.0,1,0.0,830.0,2,2,False
1042,32.0,1017,4.0,1,2.0,831.0,1,1,False
1043,321.0,1018,2.25,3,5.75,0.997662957882437,20,8,False
1044,593.5,97,4.5,2,6.0,1.6786633282881105,7,2,False
1045,567.5,1019,4.5,2,19.0,1.96679686551914,6,1,False
1046,153.75,1021,1.125,4,19.625,1.96679686551914,188,85,True
1047,3.0,1023,2.0,1,35.0,837.0,5,1,False
1048,2.0,98,2.0,1,10.0,92.0,58,15,True
1049,72.2941176470588,11,0.588235294117647,6,69.0588235294118,1.1201171875,1131,262,True
1050,232.8,12,1.8,2,10.4,1.12060546875,86,20,True
1051,185.42857142857105,1025,1.28571428571429,2,11.142857142857098,1.96679686551914,176,255,False
1052,186.57142857142895,1027,1.28571428571429,2,0.0,1.96679686551914,254,175,False
1053,131.384615384615,1028,0.6923076923076921,6,28.461538461538503,1.96679686551914,196,88,True
1054,8.0,4,2.0,1,20.0,4.0,7,4,False
1055,188.0,1030,1.28571428571429,2,0.0,1.96679686551914,177,257,True
1056,579.0,6,4.5,2,0.0,1.296875,4,0,False
1057,316.25,1031,2.25,2,18.75,1.96679686551914,21,20,False
1058,252.5,99,1.5,3,9.0,1.6786633282881105,43,27,False
1059,346.0,1032,2.25,3,0.75,1.96679686551914,23,6,True
1060,39.3333333333333,1033,2.6666666666666696,3,30.0,0.992187490570336,8,7,True
1061,577.0,1036,4.5,2,4.0,1.96679686551914,3,2,False
1062,569.5,1037,4.5,2,23.5,1.96679686551914,3,1,False
1063,642.0,1038,4.5,2,1.5,1.96679686551914,9,2,False
1064,413.333333333333,1039,3.3333333333333304,2,6.66666666666667,1.96679686551914,4,2,False
1065,565.0,1041,4.5,2,31.5,1.96679686551914,5,1,False
1066,580.0,1042,4.5,2,0.0,1.96679686551914,2,3,False
1067,594.5,7,4.5,2,2.0,1.3125,15,8,False
1068,263.6,1044,1.8,4,11.8,0.997662957882437,66,24,True
1069,427.666666666667,1045,3.0,2,0.0,1.96679686551914,26,0,False
1070,85.0,1046,7.0,1,10.0,857.0,1,2,False
1071,190.666666666667,1047,1.5,2,68.1666666666667,1.96679686551914,15,15,False
1072,611.0,50,4.5,2,7.5,1.44897339469753,11,2,False
1073,410.333333333333,8,3.0,2,10.0,1.3203125,46,11,False
1074,571.5,9,4.5,2,7.5,1.32421875,6,5,False
1075,638.5,10,4.5,2,7.0,1.326171875,3,2,False
1076,575.5,1048,4.5,2,53.5,1.96679686551914,6,2,False
1077,579.0,1049,4.5,2,8.5,1.96679686551914,159,57,True
1078,87.78947368421049,1050,0.526315789473684,6,21.368421052631604,0.997662957882437,915,594,True
1079,231.6,1051,1.8,4,18.0,1.96679686551914,184,43,True
1080,574.0,1052,4.5,2,22.0,1.96679686551914,3,3,True
1081,616.5,11,4.5,2,2.5,1.3271484375,11,2,False
1082,17.5,1054,1.5,2,0.0,864.0,3,4,False
1083,8.5,1055,2.5,1,56.0,865.0,2,4,False
1084,105.0,101,0.75,3,27.75,1.6786633282881105,285,486,True
1085,0.0,1056,0.0,1,0.0,866.0,287,0,True
1086,16.0,1058,3.0,1,3.0,868.0,5,6,False
1087,573.5,102,4.5,2,31.5,1.6786633282881105,9,2,False
1088,606.0,13,4.5,2,10.5,1.3277587890625,15,8,True
1089,462.0,51,3.0,3,5.0,1.44897339469753,15,11,False
1090,575.5,1059,4.5,2,28.5,1.96679686551914,22,168,False
1091,338.25,52,2.25,3,4.75,1.44897339469753,40,4,False
1092,241.0,1060,1.8,3,77.2,1.03470002073108,17,1,False
1093,336.75,103,2.25,2,23.25,1.6786633282881105,17,9,False
1094,417.0,53,3.0,3,5.66666666666667,1.44897339469753,117,35,True
1095,416.333333333333,1063,3.0,2,25.6666666666667,1.96679686551914,95,24,True
1096,589.0,1064,4.5,2,8.5,1.96679686551914,21,12,False
1097,23.0,1065,3.0,1,0.0,873.0,2,3,False
1098,611.5,1066,4.5,2,3.5,1.96679686551914,28,22,True
1099,580.5,104,4.5,2,43.0,1.6786633282881105,20,3,True
1100,67.0,14,0.45,4,21.45,1.327880859375,1787,416,True
1101,598.0,1068,4.5,2,16.5,1.96679686551914,14,9,False
1102,601.0,1069,4.5,2,27.5,1.96679686551914,240,56,True
1103,50.5,1070,3.5,1,22.5,878.0,14,9,True
1104,401.0,1071,3.0,3,6.66666666666667,1.96679686551914,9,6,False
1105,595.5,1076,4.5,2,3.5,1.96679686551914,20,20,False
1106,596.5,1077,4.5,2,0.0,1.96679686551914,20,20,False
1107,238.2,1078,1.8,4,84.0,1.96679686551914,136,6,True
1108,0.0,1079,0.0,2,0.0,883.0,135,0,True
1109,587.0,107,4.5,2,34.0,1.6786633282881105,2,1,True
1110,4.0,108,2.0,1,23.0,102.0,4,11,False
1111,408.0,13,3.0,3,11.0,1.120849609375,5,1,False
1112,609.5,1080,4.5,2,12.5,1.96679686551914,30,11,False
1113,235.666666666667,1081,1.5,2,11.0,1.96679686551914,290,244,True
1114,303.5,16,2.25,4,14.0,1.32797241210938,36,1,True
1115,2.8,109,0.4,2,43.8,103.0,39,9,True
1116,605.5,1083,4.5,2,1.5,1.96679686551914,22,0,True
1117,398.0,1084,3.0,3,18.6666666666667,1.96679686551914,7,4,False
1118,594.5,1085,4.5,2,24.0,1.96679686551914,13,6,False
1119,147.363636363636,1086,0.818181818181818,5,15.6363636363636,1.96679686551914,307,93,True
1120,397.333333333333,1087,3.0,2,18.0,1.96679686551914,93,4,False
1121,606.0,1088,4.5,2,2.5,1.96679686551914,15,11,False
1122,607.0,1089,4.5,2,0.0,1.96679686551914,8,7,False
1123,402.0,20,3.0,3,1.6666666666666698,1.32800102233887,18,6,False
1124,449.0,21,3.0,3,0.0,1.3280019760131798,20,4,True
1125,173.14285714285705,1090,1.28571428571429,2,11.142857142857098,1.96679686551914,274,29,True
1126,173.3,54,0.9,5,35.2,1.44897339469753,3,474,True
1127,679.5,1091,4.5,2,0.0,1.96679686551914,33,6,False
1128,0.0,1092,0.0,1,0.0,896.0,55,0,False
1129,245.0,1093,1.5,4,30.8333333333333,1.96679686551914,39,38,True
1130,422.333333333333,1095,3.0,2,1.0,1.96679686551914,72,1,False
1131,158.0,1099,1.125,5,12.25,0.997662957882437,552,9,True
1132,606.0,1101,4.5,2,4.0,1.96679686551914,4,3,True
1133,607.0,25,4.5,2,3.5,1.3280027806758898,5,0,False
1134,5.5,1102,1.0,1,8.0,904.0,32,2,False
1135,411.0,1104,3.0,2,4.66666666666667,1.96679686551914,10,1,False
1136,114.833333333333,114,0.75,4,51.8333333333333,1.6786633282881105,121,71,False
1137,617.0,115,4.5,2,20.0,1.6786633282881105,2,1,False
1138,607.5,1105,4.5,2,4.5,1.96679686551914,3,2,False
1139,613.0,1107,4.5,2,31.5,1.96679686551914,14,5,False
1140,70.0,1108,7.0,1,7.0,908.0,67,50,True
1141,205.0,1109,1.5,2,30.0,1.96679686551914,11,36,False
1142,6.0,1110,2.0,1,0.0,910.0,0,1,False
1143,472.0,1111,3.0,2,7.0,1.96679686551914,51,38,False
1144,52.0,1112,4.0,1,0.0,912.0,1,1,False
1145,607.0,1113,4.5,2,1.0,1.96679686551914,90,0,True
1146,162.18181818181802,1115,0.818181818181818,4,45.2727272727273,1.96679686551914,112,100,True
1147,214.666666666667,26,1.5,5,12.333333333333302,0.624142033949109,87,0,False
1148,13.0,1117,1.0,4,33.0,916.0,16,15,False
1149,307.0,1118,1.8,3,16.0,1.96679686551914,47,15,False
1150,155.0,1120,0.75,5,9.33333333333333,1.96679686551914,295,77,True
1151,309.2,1124,1.8,3,0.6,1.96679686551914,14,38,False
1152,33.8571428571429,1125,1.57142857142857,6,39.1428571428571,0.4995427526291721,38,25,True
1153,40.5,1126,3.5,1,11.5,923.0,25,2,False
1154,16.0,1128,4.0,1,0.0,925.0,73,3,True
1155,195.14285714285705,1130,1.28571428571429,4,1.28571428571429,0.998577452623946,92,38,False
1156,18.0,1131,4.0,1,0.0,927.0,16,0,False
1157,20.0,1133,4.0,1,0.0,929.0,24,0,False
1158,256.0,117,1.8,5,194.8,0.87606893406955,2,39,True
1159,635.0,1134,4.5,2,3.0,1.96679686551914,58,10,True
1160,45.0,1135,7.0,1,0.0,931.0,1,1,True
1161,176.42857142857102,1136,1.28571428571429,4,60.28571428571429,1.96679686551914,154,2,False
1162,169.555555555556,1139,1.11111111111111,5,17.4444444444444,1.96679686551914,358,84,True
1163,88.75,1140,2.0,2,4.0,934.0,12,12,False
1164,615.5,1141,4.5,2,0.0,1.96679686551914,2,1,False
1165,14.0,1142,0.7692307692307689,3,43.461538461538495,936.0,1088,1500,True
1166,214.333333333333,118,1.5,2,19.6666666666667,1.6786633282881105,44,0,True
1167,8.8,1143,0.8,2,57.0,937.0,281,652,True
1168,6.0,1144,3.0,2,26.0,938.0,1,16,False
1169,651.5,14,4.5,2,3.0,1.1209716796875,6,1,False
1170,160.0,119,1.0,4,44.0,1.6786633282881105,230,20,True
1171,620.0,120,4.5,2,2.5,1.6786633282881105,5,1,False
1172,32.078947368421105,121,0.131578947368421,15,62.3815789473684,1.6786633282881105,481,661,True
1173,23.6666666666667,122,2.0,3,0.0,111.0,11,38,True
1174,29.8846153846154,57,0.346153846153846,7,23.0,50.0,59,35,True
1175,175.0,58,7.0,1,0.0,51.0,1,1,False
1176,657.5,27,4.5,2,0.0,1.32800282537937,4,2,False
1177,249.666666666667,15,1.5,4,15.166666666666698,1.12103271484375,81,49,False
1178,636.5,28,4.5,2,1.0,1.32800283282995,2,1,False
1179,650.0,1147,4.5,2,1.0,1.96679686551914,4,3,False
1180,633.0,62,4.5,2,44.5,1.44897339469753,2,1,False
1181,418.666666666667,29,3.0,2,2.0,1.32800283655524,49,2,False
1182,675.0,1149,4.5,2,4.5,1.96679686551914,8,35,False
1183,358.25,63,2.25,3,5.5,1.44897339469753,123,174,True
1184,64.4285714285714,1151,1.14285714285714,6,0.0,943.0,7,118,False
1185,70.3333333333333,1152,3.3333333333333304,3,5.0,1.11720656429313,33,77,True
1186,55.8333333333333,1153,1.6666666666666698,5,2.3333333333333304,1.11720656429313,4,40,False
1187,60.0,1154,6.0,1,0.0,946.0,2,9,False
1188,2.0,64,2.0,1,0.0,57.0,7,6,False
1189,69.6666666666667,1155,2.3333333333333304,1,37.6666666666667,947.0,8,41,False
1190,288.8,65,1.8,3,0.2,1.44897339469753,85,50,True
1191,53.25,1156,1.75,2,0.0,948.0,7,75,False
1192,5.5,1157,0.625,2,2.875,0.999999990570334,1,2,False
1193,343.5,1159,2.5,3,61.25,0.998577452623946,1,15,False
1194,717.5,1161,4.5,2,0.5,1.96679686551914,3,2,False
1195,501.666666666667,67,3.3333333333333304,3,0.0,1.44897339469753,42,20,True
1196,662.0,68,5.0,2,0.0,1.44897339469753,1,1,False
1197,632.0,1162,4.5,2,5.0,1.96679686551914,14,8,False
1198,15.5,70,3.5,2,0.0,63.0,3,10,False
1199,70.0,72,8.0,1,3.0,65.0,8,2,False
1200,5.5,1165,1.5,1,15.5,954.0,32,0,False
1201,722.5,73,4.5,2,0.5,1.44897339469753,1,3,False
1202,635.0,1167,4.5,2,10.5,1.96679686551914,18,2,False
1203,359.5,1169,2.25,2,7.75,1.96679686551914,71,3,True
1204,231.333333333333,1170,1.5,4,22.5,1.96679686551914,584,36,True
1205,337.0,76,2.5,4,169.25,0.661025400430848,12,10,True
1206,212.5,123,1.5,3,7.83333333333333,1.6786633282881105,365,11,True
1207,1.0,1174,1.0,1,1.0,961.0,4,4,False
1208,16.4545454545455,1175,0.6363636363636359,5,6.27272727272727,0.999999990570334,24,31,False
1209,426.333333333333,1176,3.0,2,18.6666666666667,1.96679686551914,45,9,True
1210,652.0,1177,4.5,2,11.0,1.96679686551914,17,5,False
1211,638.5,124,4.5,2,147.5,1.6786633282881105,6,3,False
1212,6.0,1182,3.0,1,2.0,966.0,0,1,False
1213,216.0,77,1.5,3,4.0,1.44897339469753,424,70,True
1214,687.5,1189,4.5,2,9.5,1.96679686551914,13,1,True
1215,220.333333333333,1192,1.5,5,24.5,1.96679686551914,88,15,True
1216,649.5,1193,4.5,2,16.0,1.96679686551914,160,10,True
1217,375.25,1194,2.25,2,11.25,1.96679686551914,6,4,True
1218,656.0,137,4.5,2,14.5,1.6786633282881105,60,0,False
1219,739.0,144,4.5,2,15.5,1.6786633282881105,19,11,False
1220,479.0,1198,3.0,3,30.0,0.997662957882437,27,11,True
1221,741.0,78,4.5,2,1.5,1.44897339469753,7,2,False
1222,469.0,1199,3.0,3,89.6666666666667,1.96679686551914,43,6,True
1223,28.0,80,5.0,1,41.0,72.0,0,22,False
