commit_id,nuc,arexp,nd,ns,age,la,ld,target
1322,3.44444444444444,64.0,2,1,0.666666666666667,401,118,True
1323,3.0,65.0,1,1,0.0,1,1,False
1324,4.55555555555556,67.0,2,1,0.0,65,42,True
1325,8.0,68.0,2,1,0.0,159,147,False
1326,5.0,69.0,1,1,1.0,2,2,False
1327,2.4166666666666696,70.0,8,1,21.75,39,39,False
1328,0.0,72.0,2,1,0.0,17,8,True
1329,91.0,6.0,2,1,2.0,23,3,False
1330,55.0,214.0,1,1,5.0,4,0,False
1331,106.5,7.0,2,1,17.0,53,0,False
1332,1.0,215.0,1,1,49.0,1,4,False
1333,184.0,216.0,1,1,0.0,2,2,False
1334,10.0,73.0,1,1,6.0,0,4,False
1335,133.0,74.0,1,1,6.0,1,2,False
1336,0.25,75.0,2,1,1.0,10,10,False
1337,40.0,76.0,1,1,27.75,2719,2648,True
1338,37.5,77.0,3,1,72.0,1103,1064,True
1339,21.0,78.0,1,1,0.0,13,17,False
1340,53.3333333333333,79.0,1,1,0.0,24,30,False
1341,70.0,80.0,1,1,0.0,31,30,False
1342,7.0,81.0,1,1,0.0,12,4,False
1343,13.5,83.0,1,1,1.0,12,16,False
1344,30.5,84.0,1,1,4.5,5,5,False
1345,6.0,85.0,1,1,0.0,2,2,False
1346,13.0,86.0,1,1,15.0,9,32,True
1347,14.0,87.0,1,1,0.0,2,3,True
1348,15.0,88.0,1,1,0.0,14,7,False
1349,4.0,8.0,1,1,265.0,4,7,False
1350,15.0,9.0,1,1,44.0,5,1,False
1351,42.75,89.0,2,1,2.25,50,41,False
1352,18.0,63.0,2,1,6.33333333333333,94,0,False
1353,6.0,12.0,2,1,42.0,63,24,False
1354,16.0,13.0,1,1,5.0,7,2,False
1355,11.333333333333302,14.0,1,1,3.3333333333333304,303,68,True
1356,185.0,217.0,1,1,22.0,16,0,False
1357,12.727272727272696,90.0,4,2,0.9090909090909092,1094,1,False
1358,1.0,91.0,1,1,0.0,5,4,False
1359,1.5,92.0,2,1,0.0,102,22,False
1360,1.0,93.0,1,1,0.0,2,0,False
1361,0.0,94.0,1,1,0.0,1,5,False
1362,0.0,95.0,1,1,0.0,8,1,False
1363,11.0,96.0,1,1,548.0,24,1,False
1364,12.0,97.0,1,1,0.0,1,1,False
1365,99.5,24.0,2,1,1.5,10,11,False
1366,14.0,98.0,1,1,0.0,2,8,False
1367,28.3333333333333,99.0,3,1,6.0,228,7,False
1368,54.0,121.0,1,1,19.0,1,0,False
1369,21.0,122.0,2,1,16.5,35,0,True
1370,18.3333333333333,66.0,2,1,4.33333333333333,100,0,False
1371,1.0,100.0,1,1,2.0,1,1,False
1372,27.0,123.0,1,1,46.0,14,11,False
1373,28.0,124.0,1,1,0.0,2,1,False
1374,187.0,16.0,1,1,6.0,1,1,False
1375,17.5,218.0,2,1,69.0,2,2,False
1376,13.264367816092,219.0,13,1,99.3218390804598,1425,2715,True
1377,0.0,220.0,1,1,0.0,638,0,True
1378,189.0,102.0,1,1,1.0,28,27,False
1379,0.0,103.0,1,1,0.0,78,0,False
1380,43.0,222.0,2,1,2.5,72,28,True
1381,11.0,223.0,1,1,174.0,4,3,False
1382,32.0,224.0,1,1,0.0,10,6,False
1383,2.0,225.0,1,1,2.0,36,3,False
1384,3.0,226.0,1,1,0.0,2,1,False
1385,4.0,227.0,1,1,0.0,3,3,False
1386,0.0,104.0,1,1,0.0,362,0,False
1387,44.5,228.0,2,1,1.5,10,5,False
1388,1.0,105.0,1,1,0.0,43,19,False
1389,21.5,229.0,2,1,7.0,32,0,False
1390,21.0,127.0,2,1,30.6666666666667,112,94,False
1391,8.0,128.0,1,1,7.0,25,17,False
1392,16.0,232.0,1,1,7.0,3,0,False
1393,32.0,130.0,2,1,0.0,29,2,False
1394,2.0,106.0,1,1,0.0,40,32,False
1395,1.0,107.0,1,1,5.0,15,0,False
1396,2.0,108.0,1,1,0.0,1,1,False
1397,190.0,131.0,1,1,6.0,24,1,False
1398,7.0,233.0,1,1,0.0,4,2,False
1399,59.0,234.0,1,1,7.0,15,1,False
1400,60.0,235.0,1,1,0.0,2,1,False
1401,61.0,236.0,1,1,0.0,3,1,False
1402,62.0,237.0,1,1,0.0,4,4,False
1403,3.0,111.0,1,1,4.0,2,2,False
1404,57.0,27.0,1,1,14.0,1,0,False
1405,2.0,112.0,1,1,21.0,45,1,False
1406,2.0,113.0,1,1,2.0,258,145,False
1407,27.4,238.0,4,1,19.2,198,356,False
1408,192.0,9.0,1,1,8.0,55,44,False
1409,193.0,10.0,1,1,3.0,3,2,False
1410,6.5,12.0,2,1,31.5,11,0,False
1411,44.0,13.0,1,1,19.0,2,1,False
1412,57.0,236.5,1,1,0.0,1,1,False
1413,24.0,237.5,2,1,76.5,20,1,False
1414,46.0,238.5,1,1,0.0,1,1,False
1415,47.0,239.5,1,1,0.0,1,1,False
1416,32.8888888888889,240.5,4,1,46.4444444444444,115,30,True
1417,7.8,241.5,1,1,32.0,11,11,False
1418,7.0,19.0,2,1,16.5,16,128,False
1419,64.0,242.5,1,1,5.0,2,2,False
1420,22.0,243.5,1,1,37.0,1,1,False
1421,59.0,244.5,1,1,5.0,3,4,False
1422,24.0,246.5,1,1,0.0,1,1,True
1423,9.66666666666667,70.0,3,1,5.66666666666667,178,0,False
1424,6.96774193548387,72.0,10,1,134.032258064516,347,484,False
1425,3.5,73.0,1,1,0.0,13,6,False
1426,5.0,74.0,2,1,316.0,92,25,False
1427,7.0,75.0,1,1,0.0,1,1,False
1428,0.5,76.0,2,1,0.0,7,7,False
1429,20.0,77.0,2,1,23.75,8,8,False
1430,10.2857142857143,78.0,4,1,146.285714285714,46,69,False
1431,5.33333333333333,79.0,2,1,0.0,4,4,False
1432,29.0,80.0,1,1,0.0,6,6,False
1433,0.0,114.0,1,1,0.0,5,0,False
1434,9.16666666666667,82.0,4,1,2.5,38,58,False
1435,6.0,122.833333333333,1,1,269.0,48,6,False
1436,84.5,123.833333333333,2,2,0.5,127,0,False
1437,8.0,124.833333333333,1,1,0.0,40,34,False
1438,0.0,244.0,1,1,0.0,165,0,True
1439,21.0,245.0,2,1,74.3333333333333,25,6,False
1440,2.0,246.0,1,1,0.0,1,0,False
1441,8.0,248.0,1,1,10.0,6,7,False
1442,4.0,249.0,1,1,7.0,2,2,False
1443,5.0,251.0,1,1,0.0,1,1,False
1444,18.8571428571429,81.5,2,1,12.142857142857098,33,13,False
1445,8.0,48.0,1,1,177.0,6,1,False
1446,60.0,250.5,1,1,54.0,20,6,False
1447,62.0,258.5,1,1,7.0,2,1,False
1448,20.5,260.0,2,1,7.0,17,3,True
1449,59.6666666666667,262.5,3,1,4.66666666666667,25,3,False
1450,63.0,263.5,1,1,0.0,31,13,False
1451,61.0,264.5,1,1,1.0,2,3,False
1452,63.0,265.5,2,1,0.0,5,8,False
1453,17.2,266.5,3,1,29.0,45,21,True
1454,33.5,268.5,1,1,7.0,10,8,False
1455,35.5,269.5,2,1,4.0,16,0,True
1456,67.0,269.5,1,1,5.0,1,1,False
1457,46.0,127.333333333333,1,1,125.0,31,10,False
1458,2.0,128.333333333333,1,1,17.0,8,1,False
1459,31.0,271.0,2,1,13.0,36,41,False
1460,0.666666666666667,117.0,1,1,40.6666666666667,10,6,False
1461,8.0,86.5,1,1,577.0,4,4,False
1462,67.0,270.5,1,1,13.0,27,20,False
1463,1.0,118.0,1,1,99.0,7,1,True
1464,51.0,272.5,1,1,14.0,1,1,False
1465,2.0,119.0,1,1,0.0,1,1,False
1466,4.0,274.5,2,1,4.5,36,0,False
1467,9.0,275.5,1,1,0.0,3,1,False
1468,194.0,278.5,1,1,63.0,4,0,False
1469,21.0,128.833333333333,1,1,131.0,4,4,False
1470,9.5,130.833333333333,1,1,13.0,2,1,False
1471,10.0,120.0,1,1,73.0,6,6,False
1472,17.625,90.5,2,1,15.75,23,18,False
1473,69.0,282.5,1,1,7.0,2,1,False
1474,1.5,283.0,2,1,37.5,172,34,False
1475,4.0,284.0,1,1,0.0,43,65,False
1476,70.0,284.5,1,1,1.0,1,2,False
1477,0.9375,91.5,3,1,97.375,779,25,False
1478,2.64285714285714,94.5,2,1,5.571428571428571,90,18,False
1479,8.0,135.333333333333,1,1,354.0,1,1,False
1480,4.83333333333333,77.0,1,1,201.166666666667,154,29,False
1481,5.0,136.333333333333,1,1,378.0,76,42,False
1482,10.0,137.333333333333,1,1,1.0,13,13,False
1483,11.0,137.5,1,1,4.0,2,79,False
1484,76.6666666666667,97.5,3,1,10.6666666666667,51,0,False
1485,37.25,282.5,4,1,14.0,81,196,True
1486,27.6666666666667,283.5,3,1,25.3333333333333,16,7,True
1487,25.75,285.5,5,1,40.0,216,335,False
1488,38.5,287.5,1,1,11.5,13,2,False
1489,7.0,288.5,1,1,0.0,6,2,False
1490,74.0,120.333333333333,1,1,0.0,1,1,False
1491,75.0,289.5,1,1,0.0,17,1,False
1492,67.0,290.5,1,1,0.0,19,18,False
1493,40.5,290.5,1,1,1.0,11,1,False
1494,13.0,291.5,1,1,2.0,7,2,False
1495,22.3333333333333,293.5,2,1,47.3333333333333,26,6,False
1496,44.28571428571429,293.0,5,1,18.2857142857143,151,167,False
1497,78.0,294.0,1,1,0.0,1,1,False
1498,47.0,295.0,2,1,0.0,14,7,False
1499,53.3333333333333,296.0,2,1,8.0,9,8,False
1500,37.0,297.0,1,1,1.0,32,5,False
1501,16.0,298.0,1,1,0.0,9,0,False
1502,41.5,299.0,3,1,19.0,27,25,False
1503,10.0,303.0,1,1,24.0,2,1,False
1504,68.0,304.0,1,1,6.0,7,5,False
1505,9.0,0.0,1,1,110.0,1,1,False
1506,19.0,74.0,1,1,171.0,4,11,False
1507,8.0,294.5,1,1,19.0,2,1,False
1508,12.0,295.5,1,1,22.0,21,5,False
1509,9.0,296.5,1,1,2.0,40,52,False
1510,39.6666666666667,298.5,1,1,34.3333333333333,4,15,False
1511,83.0,299.5,1,1,0.0,5,2,False
1512,55.5,300.5,1,1,0.0,19,21,False
1513,11.0,301.5,1,1,21.0,13,0,False
1514,12.0,302.5,1,1,0.0,1,1,False
1515,85.0,304.5,1,1,0.0,6,0,False
1516,15.0,306.5,2,1,10.0,47,34,False
1517,86.0,307.5,1,1,0.0,16,49,False
1518,69.0,309.5,1,1,19.0,1,0,False
1519,26.5,310.5,2,1,10.5,5,4,False
1520,117.5,4.0,2,1,16.5,40,10,False
1521,5.0,135.666666666667,1,1,300.0,2,2,False
1522,3.0,136.666666666667,1,1,303.0,236,10,False
1523,7.33333333333333,137.666666666667,1,1,520.333333333333,1151,921,False
1524,30.0,139.666666666667,1,1,269.0,24,21,False
1525,0.0,140.666666666667,1,1,0.0,98,0,False
1526,53.0,117.333333333333,3,1,285.75,203,10,False
1527,70.0,117.833333333333,2,1,65.6666666666667,70,2,False
1528,4.0,141.5,1,1,8.0,238,206,False
1529,13.0,118.0,1,1,30.0,0,4,False
1530,72.6666666666667,98.5,2,1,210.666666666667,28,11,False
1531,18.0,292.0,1,1,51.0,139,0,False
1532,27.3333333333333,293.0,1,1,164.5,367,344,True
1533,24.0,294.0,5,1,130.5,213,222,False
1534,4.57142857142857,295.0,4,1,213.42857142857105,92,8,False
1535,71.0,296.0,1,1,1.0,0,3,False
1536,201.0,118.0,1,1,5.0,41,0,False
1537,20.0,294.0,1,1,312.0,3,2,False
1538,6.0,295.0,1,1,93.0,0,2,False
1539,21.3636363636364,296.0,3,1,105.272727272727,109,119,True
1540,67.0,299.0,1,1,91.0,7,6,False
1541,4.5,97.0,2,1,403.833333333333,219,387,False
1542,54.0,98.0,2,1,199.25,43,18,False
1543,5.0,99.0,1,1,0.0,7,211,False
1544,6.0,100.0,2,1,0.0,27,30,False
1545,29.0,5.0,1,1,70.6666666666667,131,1,False
1546,2.0,282.0,1,1,266.0,3,0,False
1547,10.0,283.0,1,1,15.0,30,80,False
1548,73.0,287.0,1,1,9.0,9,2,False
1549,12.666666666666698,288.0,3,1,57.0,12,1,False
1550,26.4,289.0,4,1,121.2,64,29,True
1551,88.0,290.0,1,1,2.0,4,0,False
1552,6.0,291.0,1,1,0.0,5,0,True
1553,9.0,6.0,2,1,356.5,78,11,False
1554,31.0,0.0,1,1,72.0,29,3,False
1555,22.71428571428569,122.333333333333,2,1,39.0,496,16,True
1556,0.363636363636364,123.333333333333,1,1,0.0,230,3,False
1557,2.0,124.333333333333,1,1,0.0,11,0,False
1558,41.0,293.0,1,1,12.0,11,1,False
1559,58.0,294.0,1,1,55.0,28,1,False
1560,17.0,296.0,1,1,2.0,7,2,False
1561,29.0,297.0,1,1,2.0,11,7,False
1562,43.4,298.0,4,1,78.8,43,26,True
1563,101.5,125.333333333333,1,1,9.0,271,5,False
1564,204.0,126.333333333333,1,1,0.0,14,40,False
1565,12.0,300.0,1,1,12.0,0,3,False
1566,73.0,293.0,1,1,11.0,2,2,False
1567,18.0,294.0,1,1,11.0,16,10,False
1568,17.0,295.0,2,1,337.66666666666697,9,1,False
1569,50.0,296.0,2,1,25.0,41,316,False
1570,28.5833333333333,297.0,7,1,125.083333333333,190,489,True
1571,10.5,299.0,2,1,21.5,4,2,False
1572,2.0,127.0,1,1,157.0,1,1,False
1573,0.0,128.0,1,1,0.0,139,19,True
1574,14.0,54.1666666666667,1,1,145.0,11,2,False
1575,13.25,54.8333333333333,1,1,36.5,22,7,False
1576,1.0,129.0,1,1,159.0,32,2,False
1577,14.25,55.8333333333333,1,1,1.0,79,9,False
1578,43.5,117.833333333333,2,1,33.5,8,8,False
1579,17.0,56.0,1,1,3.0,35,2,False
1580,13.0,56.8333333333334,1,1,33.4,82,9,False
1581,54.3333333333333,297.0,2,1,29.3333333333333,119,28,False
1582,92.0,298.0,1,1,0.0,4,5,False
1583,18.6666666666667,57.8333333333334,1,1,0.0,79,8,False
1584,19.6666666666667,58.8333333333334,1,1,0.0,35,1,False
1585,74.0,299.0,1,1,18.0,1,1,False
1586,23.0,302.0,1,1,15.0,8,0,False
1587,24.0,303.0,1,1,0.0,13,5,True
1588,52.6666666666667,305.0,2,1,130.333333333333,50,95,False
1589,20.6666666666667,57.3333333333334,1,1,3.0,65,2,False
1590,22.0,58.3333333333334,1,1,2.0,25,1,False
1591,23.0,59.3333333333334,1,1,0.0,28,8,False
1592,5.5,118.666666666666,1,1,22.5,135,17,True
1593,23.0,60.3333333333334,1,1,1.0,42,1,False
1594,32.0,120.666666666666,1,1,40.0,1,1,False
1595,89.0,121.666666666666,1,1,46.0,1,13,False
1596,12.0,122.666666666666,1,1,0.0,3,22,False
1597,45.0,7.0,1,1,1.0,200,9,False
1598,24.0,60.5,1,1,5.0,33,2,False
1599,91.0,306.0,1,1,4.0,3,0,False
1600,52.5,80.0,1,1,341.5,23,3,False
1601,80.5,306.5,3,1,73.5,90,9,False
1602,206.0,307.5,1,1,2.0,0,2,False
1603,6.5,122.666666666666,2,1,61.0,4,2,False
1604,2.0,123.666666666666,1,1,130.0,14,7,True
1605,1.5,124.666666666666,1,1,0.0,182,3,True
1606,3.0,130.5,1,1,60.0,1,1,False
1607,3.6666666666666696,131.5,2,1,36.3333333333333,11,0,False
1608,42.0,306.5,2,1,25.6666666666667,12,4,False
1609,26.0,59.8333333333334,1,1,15.0,24,1,False
1610,97.0,304.0,1,1,5.0,4,3,False
1611,57.0,307.0,1,1,110.5,19,1,False
1612,51.0,308.0,2,1,221.0,10,2,False
1613,52.0,309.0,2,1,221.0,9,1,False
1614,17.75,0.0,3,2,28.875,248,157,False
1615,14.5192307692308,1.0,18,1,263.807692307692,28,114,False
1616,23.0,307.5,1,1,7.0,7,1,False
1617,13.0,308.5,1,1,19.0,7,6,False
1618,9.0,309.0,1,1,63.0,2,2,False
1619,9.0,129.5,1,1,14.0,1,1,False
1620,15.5,122.666666666666,1,1,243.0,20,3,False
1621,11.0,9.0,1,1,105.0,11,3,False
1622,207.0,124.5,1,1,35.0,5,3,False
1623,9.66666666666667,10.0,1,1,70.6666666666667,23,1,False
1624,124.0,123.166666666666,2,1,25.0,29,1,False
1625,12.0,124.166666666666,2,1,16.0,8,2,False
1626,209.0,11.0,1,1,1.0,449,222,False
1627,25.0,125.166666666666,1,1,119.0,21,2,False
1628,26.0,126.166666666666,1,1,0.0,5,0,False
1629,12.0,300.5,4,1,365.833333333333,32,636,False
1630,13.5,301.5,3,1,32.75,79,65,False
1631,4.0,302.5,1,1,133.0,3,5,False
1632,15.0,303.5,1,1,196.0,1,1,False
1633,11.0,304.5,3,1,38.5,300,359,False
1634,4.0,0.0,1,1,1091.5,18,15,False
1635,0.5,1.0,2,1,449.0,87,2,True
1636,5.0,3.0,1,1,1.0,112,53,False
1637,20.0,305.5,5,1,19.4,594,27,True
1638,28.0,306.5,1,1,0.0,10,9,False
1639,1.5,4.0,2,1,1.0,79,21,False
1640,2.5,5.0,2,1,0.0,49,10,False
1641,4.16666666666667,6.0,4,1,233.833333333333,354,352,True
1642,108.5,7.0,2,1,0.5,25,27,False
1643,4.66666666666667,111.833333333333,2,1,79.3333333333333,194,90,False
1644,57.25,8.0,2,1,1.0,51,85,False
1645,45.71428571428571,307.5,4,1,334.571428571429,64,84,False
1646,3.0,110.333333333333,1,1,329.0,17,5,False
1647,4.0,9.0,1,1,1.0,41,11,False
1648,11.0,11.0,1,1,385.0,18,8,True
1649,37.6,13.0,3,2,25.8,89,96,False
1650,8.0,15.0,1,1,0.0,5,5,False
1651,30.5,58.3333333333334,2,1,69.0,27,1,False
1652,5.33333333333333,17.0,3,1,1.6666666666666698,259,43,True
1653,11.0,19.0,2,1,1.5,26,14,False
1654,5.3846153846153895,20.0,4,1,69.6153846153846,698,590,False
1655,2.75,23.0,2,1,36.0,83,5,True
1656,215.0,26.0,1,1,7.0,938,966,True
1657,6.0,27.0,1,1,675.0,172,114,False
1658,46.0,106.833333333333,1,1,143.25,44,35,False
1659,47.0,107.833333333333,1,1,1.0,35,44,False
1660,51.0,308.0,2,1,67.0,7,2,False
1661,216.0,3.0,1,1,7.0,39,11,False
1662,46.8,309.0,4,1,254.666666666667,409,460,False
1663,75.0,310.0,1,1,22.0,1,25,False
1664,14.5,311.0,2,1,0.0,96,30,False
1665,1.0,312.0,1,1,0.0,21,6,False
1666,130.5,5.0,2,1,2.0,4,0,False
1667,7.46153846153846,28.0,5,1,138.076923076923,290,380,True
1668,31.25,313.0,3,1,21.75,17,9,True
1669,56.8571428571429,314.0,5,1,10.0,192,144,False
1670,54.0,313.5,1,1,7.25,73,23,False
1671,18.5,314.5,2,1,6.0,14,8,False
1672,18.0,315.5,1,1,1.0,9,2,False
1673,10.0,29.0,1,1,77.0,9,0,False
1674,49.3333333333333,317.5,2,1,18.0,9,8,False
1675,4.0,319.5,1,1,34.0,5,12,False
1676,3.0,320.0,1,1,36.0,4,0,False
1677,2.0,321.0,1,1,34.0,3,5,False
1678,5.0,322.0,1,1,1.0,0,1,False
1679,36.0,323.0,1,1,2.0,46,58,False
1680,37.0,324.0,1,1,0.0,3,0,False
1681,12.0,11.5,5,1,225.666666666667,40,10,False
1682,10.5,101.833333333333,2,1,22.0,14,1,False
1683,8.0,33.0,1,1,84.0,76,58,False
1684,33.35,317.0,5,1,147.4,156,358,True
1685,4.0,318.0,1,1,305.5,1,73,False
1686,59.0,319.0,6,1,38.7142857142857,132,91,True
1687,23.0,320.0,1,1,87.0,3,2,False
1688,61.0,321.0,3,1,152.333333333333,15,3,False
1689,92.3333333333333,323.0,2,1,2.3333333333333304,128,38,True
1690,25.5,324.0,2,1,2.5,26,10,False
1691,7.66666666666667,34.0,2,1,17.3333333333333,90,38,True
1692,17.0,325.0,1,1,49.0,12,13,False
1693,4.33333333333333,99.333333333333,1,1,81.1666666666667,144,58,True
1694,0.0,100.333333333333,1,1,0.0,35,0,False
1695,9.0,101.333333333333,1,1,0.0,26,15,False
1696,4.85714285714286,102.333333333333,1,1,0.0,57,43,True
1697,5.857142857142861,102.833333333333,1,1,0.0,65,15,True
1698,6.0,103.833333333333,1,1,0.0,9,8,False
1699,12.0,104.833333333333,1,1,0.0,17,0,False
1700,10.5,36.0,1,1,2.0,18,5,False
1701,18.8,37.0,3,1,100.0,170,138,True
1702,12.5,38.0,1,1,0.0,31,2,True
1703,72.0,39.0,1,1,6.0,5,0,False
1704,73.0,40.0,1,1,0.0,17,0,False
1705,46.6666666666667,328.5,6,1,90.4666666666667,98,178,False
1706,29.5,329.5,3,1,3.5,49,34,False
1707,4.0,107.833333333333,1,1,29.0,18,16,False
1708,13.0,108.833333333333,1,1,4.0,49,3,False
1709,3.5,109.833333333333,2,1,211.5,13,3,False
1710,224.0,332.5,1,1,2.0,9,5,False
1711,225.0,333.5,1,1,0.0,1,1,False
1712,41.5,42.0,2,1,96.0,21,7,False
1713,9.0,110.833333333333,1,1,3.0,7,0,False
1714,27.0,58.1666666666667,1,1,49.0,193,4,False
1715,1.0,111.833333333333,1,1,420.0,46,5,False
1716,2.0,112.833333333333,1,1,2.0,20,5,False
1717,28.0,59.1666666666667,1,1,1.0,112,3,False
1718,2.0,115.833333333333,1,1,1.0,23,6,False
1719,29.0,60.1666666666667,1,1,0.0,159,22,False
1720,45.0,43.0,1,1,6.0,7,5,False
1721,31.3333333333333,44.0,3,1,16.3333333333333,21,2,False
1722,58.2,45.0,1,1,10.0,16,16,False
1723,7.0,116.833333333333,1,1,11.0,18,15,False
1724,7.0,117.833333333333,1,1,132.0,148,33,True
1725,23.8333333333333,335.33333333333303,4,1,81.1666666666667,407,160,True
1726,34.25,61.1666666666667,2,1,6.75,32,0,False
1727,46.0,336.33333333333303,1,1,10.0,1,1,False
1728,31.0,62.1666666666667,1,1,0.0,51,8,False
1729,36.0,63.00000000000011,2,1,1.25,99,2,False
1730,34.6666666666667,46.0,2,1,8.66666666666667,80,30,True
1731,3.3333333333333304,47.0,2,1,27.0,122,179,False
1732,79.8,333.83333333333303,2,1,12.0,264,173,True
1733,33.0,48.0,3,1,9.0,45,33,True
1734,29.5714285714286,49.0,2,1,105.285714285714,40,64,False
1735,5.44444444444444,50.0,5,1,438.833333333333,93,90,False
1736,8.0,332.33333333333303,1,1,20.0,0,2,False
1737,28.5,64.0000000000001,1,1,1.25,73,12,False
1738,68.3333333333333,333.33333333333303,2,1,25.0,63,28,False
1739,60.0,334.33333333333303,1,1,20.0,4,2,False
1740,4.5,335.33333333333303,1,1,28.0,27,8,False
1741,29.0,336.33333333333303,2,1,209.333333333333,26,9,False
1742,15.666666666666698,51.0,2,1,11.333333333333302,14,13,False
1743,19.25,337.33333333333303,3,1,116.25,12,13,False
1744,111.75,339.33333333333303,3,1,23.75,33,7,False
1745,6.0,340.33333333333303,1,1,122.0,1,1,False
1746,16.25,341.33333333333303,3,1,240.5,45,32,False
1747,13.0,54.0,1,1,58.0,25,2,False
1748,20.0,65.0000000000001,7,2,81.3333333333333,2506,4,True
1749,16.0,345.333333333333,5,1,135.555555555556,74,26,False
1750,1.0,67.0,1,1,0.0,109,80,False
1751,73.6666666666667,346.333333333333,1,1,4.0,30,26,False
1752,5.5,118.833333333333,2,1,27.5,51,108,True
1753,12.0,55.0,1,1,85.0,9,2,False
1754,5.0,56.0,1,1,1044.0,21,8,False
1755,98.0,57.0,1,1,32.0,34,31,False
1756,27.0,58.0,1,1,99.0,1,1,False
1757,30.0,349.333333333333,2,1,7.5,29,5,False
1758,35.0,350.333333333333,1,1,20.0,48,0,False
1759,36.0,351.333333333333,1,1,0.0,1,10,False
1760,57.0,352.333333333333,1,1,6.0,25,17,False
1761,3.0,21.0,2,1,10.5,59,4,False
1762,6.0,26.6666666666667,1,1,135.0,89,0,False
1763,7.0,120.833333333333,1,1,0.0,0,89,False
1764,112.0,352.833333333333,1,1,23.0,3,2,False
1765,22.2,67.6666666666667,2,1,18.6,377,102,False
1766,4.0,354.833333333333,1,1,62.0,4,0,False
1767,14.1111111111111,356.833333333333,3,1,54.8888888888889,906,2685,False
1768,1.0,62.0,1,1,556.0,6,16,False
1769,19.0,353.333333333333,2,1,39.0,9,0,False
1770,3.0,354.333333333333,1,1,49.0,16,2,False
1771,1.0,355.333333333333,1,1,3.0,7,22,False
1772,59.0,356.333333333333,1,1,3.0,1,1,False
1773,113.0,357.333333333333,1,1,6.0,6,4,False
1774,14.666666666666698,358.333333333333,3,1,0.0,8,31,False
1775,36.5714285714286,0.0,3,1,46.28571428571429,772,20,True
1776,14.0,1.0,1,1,0.0,2,0,False
1777,1.0,2.0,1,1,0.0,1,2,False
1778,115.0,362.333333333333,1,1,0.0,1,1,False
1779,9.0,3.0,1,1,31.0,2,2,False
1780,59.0,4.0,1,1,0.0,63,6,False
1781,16.5,121.333333333333,2,1,327.5,56,1,False
1782,227.0,364.333333333333,1,1,30.0,3,0,False
1783,33.0,366.333333333333,1,1,0.0,4,1,False
1784,9.33333333333333,367.333333333333,1,1,92.0,14,0,False
1785,6.0,369.333333333333,1,1,1.0,37,5,False
1786,121.5,370.333333333333,2,1,284.5,6,3,False
1787,122.0,12.0,2,1,59.0,135,19,False
1788,0.0,122.333333333333,1,1,0.0,558,0,False
1789,0.0,123.333333333333,2,1,0.0,182,0,False
1790,65.75,124.333333333333,1,1,31.75,73,54,False
1791,14.0,110.916666666666,1,1,345.0,71,52,False
1792,2.0,356.666666666666,1,1,17.0,15,3,False
1793,34.6666666666667,124.833333333333,3,1,52.3333333333333,17,17,False
1794,39.0,125.833333333333,1,1,3.0,56,0,False
1795,35.6666666666667,126.833333333333,2,1,1.0,9,23,False
1796,38.5,5.0,3,1,18.0,156,20,False
1797,35.0,6.0,1,1,1.0,2,2,False
1798,37.4166666666667,126.25,6,1,36.25,181,133,False
1799,0.0,127.25,1,1,0.0,30,0,False
1800,17.0,7.0,1,1,57.0,2,2,False
1801,18.0,8.0,1,1,1.0,1,4,False
1802,35.25,9.0,2,1,23.25,109,2,True
1803,33.4285714285714,129.166666666666,7,1,2.35714285714286,90,74,True
1804,4.16666666666667,131.166666666666,3,1,0.0,35,4,False
1805,4.0,10.0,1,1,3.0,7,1,False
1806,7.15789473684211,132.166666666666,4,1,94.4210526315789,36,23,False
1807,29.6666666666667,133.166666666667,1,1,44.3333333333333,27,6,False
1808,35.6666666666667,134.166666666667,3,1,6.33333333333333,38,11,False
1809,117.0,135.166666666667,1,1,10.0,14,14,False
1810,80.0,349.333333333333,1,1,30.0,1,1,False
1811,231.0,350.333333333333,1,1,0.0,2,1,False
1812,13.0,351.333333333333,1,1,128.0,56,120,False
1813,4.18181818181818,65.0,7,4,134.81818181818198,802,16,False
1814,40.5,352.166666666666,3,1,25.5,105,38,False
1815,232.0,353.166666666666,1,1,2.0,9,0,False
1816,233.0,354.166666666666,1,1,0.0,1,1,False
1817,16.0,355.166666666666,1,1,23.0,1,1,False
1818,0.0,2.0,1,1,0.0,103,0,False
1819,88.25,88.0,3,1,17.0,186,72,False
1820,18.3,3.0,6,1,3.9,33,16,True
1821,57.6666666666667,5.0,1,1,1.6666666666666698,20,9,False
1822,40.75,6.0,2,1,0.25,178,54,False
1823,88.6666666666667,89.0,3,1,8.0,129,17,False
1824,16.0,7.0,1,1,0.0,19,5,False
1825,19.6666666666667,12.666666666666698,2,1,82.0,6,6,True
1826,39.22222222222221,31.8333333333333,3,3,574.888888888889,2,916,False
1827,84.5,94.0,3,1,17.5,107,35,True
1828,15.0,95.0,1,1,117.0,6,11,False
1829,2.0,39.8333333333334,2,2,59.0,147,157,False
1830,4.0,103.0,1,1,7.0,4,0,False
1831,7.25,104.0,3,1,107.0,231,210,False
1832,5.0,11.0,1,1,10.0,4,13,False
1833,81.0,108.0,2,1,70.5,3,3,False
1834,18.0,109.0,1,1,107.0,98,175,False
1835,85.0,111.0,2,1,37.6666666666667,66,49,False
1836,3.54545454545455,113.0,5,2,692.1818181818179,42,41,False
