File,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,target
196,10,2,4,5,391,0,0.58,0,87,1,0,25,2,5.55357142857143,1,4.98214285714286,1,1,1.03448275862069,0,0.25,0,4,4,1,True
197,1,2,3,0,26,0,0.17,0,91,2,2,2,1,3.53333333333333,0,2.2,1,0,1.78947368421053,0,1.0,0,1,1,1,False
198,0,2,1,3,89,0,0.49,0,52,3,1,3,1,6.15789473684211,1,3.26315789473684,1,1,0.857142857142857,0,1.0,0,1,1,1,False
199,0,1,1,3,66,0,0.8,0,57,4,0,2,1,3.61538461538462,0,2.84615384615385,1,1,0.266666666666667,0,1.0,0,2,1,0,False
200,1,1,1,0,24,0,0.73,0,87,1,0,0,1,2.14285714285714,0,1.85714285714286,1,0,0.4,0,0.5,0,1,2,1,False
201,0,2,1,5,62,0,0.31,0,41,1,0,4,2,4.75,2,5.5,1,1,1.90909090909091,0,1.0,0,2,1,0,False
202,2,1,0,0,22,0,1.69,0,0,0,0,0,0,0.5,0,1.0,1,1,0.0,0,1.0,0,2,1,1,False
203,1,1,0,0,18,0,2.0,0,88,1,0,0,1,0.333333333333333,0,1.33333333333333,1,0,0.0,0,1.0,0,2,1,0,False
204,3,1,3,0,19,0,0.86,0,100,1,0,0,1,2.5,2,2.5,2,1,0.0,0,1.0,0,3,1,0,False
205,0,1,1,2,22,0,1.57,0,50,1,0,1,1,4.0,4,2.5,2,1,0.0,0,1.0,0,2,1,1,False
206,5,1,1,0,22,0,0.16,0,72,2,0,4,1,2.5,1,3.35,1,1,0.434782608695652,0,1.0,0,1,1,1,False
207,0,3,1,0,17,0,0.55,0,50,1,0,1,2,2.0,0,3.5,1,1,3.0,0,1.0,0,1,1,1,False
208,1,1,0,1,22,0,1.83,0,0,0,0,0,0,1.0,1,1.0,1,1,0.0,0,1.0,0,3,1,0,False
209,0,2,2,3,128,0,0.5,0,90,2,1,2,1,7.16666666666667,0,1.93333333333333,0,1,0.486486486486487,0,0.5,0,2,2,2,False
210,0,1,0,3,34,0,2.83,0,0,1,13,3,2,47.5,27,1.0,1,1,0.0,0,1.0,0,1,1,0,False
211,0,1,1,1,65,0,0.32,0,88,1,0,8,1,2.29032258064516,0,3.0,1,1,0.212121212121212,0,1.0,0,2,1,1,False
212,0,2,6,3,134,0,0.73,0,91,1,0,6,2,20.2307692307692,2,3.96153846153846,1,1,0.642857142857143,0,1.0,0,1,1,3,False
213,0,1,0,8,39,0,1.7,0,0,1,0,3,1,12.0,3,4.5,4,2,1.6,1,1.0,0,1,1,0,False
214,0,1,0,3,28,0,4.0,0,0,0,17,0,0,35.0,27,0.5,0,1,0.0,0,1.0,0,2,1,0,False
215,0,1,0,0,27,0,0.51,0,6,1,10,0,2,6.3125,0,1.25,0,1,0.315789473684211,0,1.0,0,1,1,1,False
216,0,1,1,0,82,1,0.26,0,100,2,3,5,2,2.38297872340426,0,2.61702127659574,0,0,0.704918032786885,0,1.0,0,1,1,3,False
217,0,2,1,5,45,0,0.68,0,58,1,0,1,1,6.75,5,3.0,2,1,1.5,0,1.0,0,2,1,2,False
218,0,1,0,9,75,0,0.89,0,0,1,0,0,1,4.0,2,3.33333333333333,2,1,0.75,0,1.0,0,3,1,1,False
219,0,1,1,0,21,0,2.1,0,100,1,0,0,2,0.0,0,0.5,0,1,1.2,0,1.0,0,3,1,2,False
220,1,2,0,2,33,0,0.3,2,0,1,0,5,1,2.5,1,11.0,2,1,1.83333333333333,0,1.0,0,5,1,1,False
221,1,1,0,7,92,0,1.19,0,0,3,0,12,1,4.125,1,5.25,2,1,0.8,0,1.0,0,1,1,1,False
222,0,1,0,2,30,0,2.0,0,0,3,0,4,1,2.5,1,2.5,1,1,0.0,0,1.0,0,1,1,0,False
223,1,1,0,7,85,0,0.96,0,0,3,0,12,1,4.77777777777778,0,4.88888888888889,2,1,0.727272727272727,0,1.0,0,2,1,1,False
224,0,3,5,2,130,0,0.26,0,84,1,0,3,1,8.71428571428571,1,5.78571428571429,1,1,2.13333333333333,0,0.5,0,4,2,5,True
225,1,2,1,14,543,0,1.47,0,68,1,0,8,1,9.75,2,4.78125,1,1,0.588235294117647,0,1.0,0,4,1,4,False
226,0,2,0,0,24,0,0.5,0,66,1,0,5,1,4.6,1,3.4,2,1,1.57142857142857,0,1.0,0,2,1,1,False
227,0,3,5,9,60,0,0.32,3,60,1,0,2,1,12.75,6,14.25,3,1,2.5,0,1.0,0,1,1,4,False
228,0,2,1,1,38,0,0.3,0,40,2,0,4,1,5.75,1,6.375,2,1,2.0,0,1.0,0,1,1,2,False
229,1,1,1,3,137,0,0.65,0,70,1,0,8,1,6.55555555555556,2,3.07407407407407,1,1,0.758620689655172,0,0.5,0,3,2,3,True
230,2,1,0,5,70,0,0.9,0,0,1,0,8,1,5.0,0,3.75,1,1,0.9,0,1.0,0,2,1,2,False
231,0,2,9,6,644,1,0.62,0,87,2,3,18,1,9.52272727272727,0,4.5,1,1,0.927083333333333,0,0.75,0,2,2,11,True
232,0,1,0,4,54,0,2.84,0,80,1,18,1,1,4.6,1,0.4,0,1,0.0,0,1.0,0,1,1,1,False
233,0,1,1,4,83,0,0.56,0,54,2,10,3,1,8.27272727272727,1,4.09090909090909,1,1,1.92307692307692,0,1.0,0,2,1,0,False
234,0,1,2,5,165,0,0.66,0,90,1,2,7,4,15.0,1,3.5,1,1,0.6,0,0.5,0,2,2,9,True
235,0,1,1,1,30,0,0.27,2,28,1,0,8,1,0.714285714285714,0,7.71428571428571,6,1,0.0,0,0.5,0,1,2,1,False
236,0,1,1,2,25,0,0.36,3,33,1,0,5,1,0.666666666666667,0,10.0,7,1,0.0,0,0.5,0,3,2,1,False
237,0,1,0,0,17,0,0.57,0,0,1,0,2,1,0.0,0,8.0,8,6,2.0,2,1.0,0,1,1,0,False
238,0,1,72,21,93,0,0.32,3,93,1,0,32,1,7.0,7,15.0,15,1,0.0,0,1.0,0,2,1,1,False
239,0,1,5,0,25,0,0.58,0,30,1,0,2,1,4.2,3,2.6,1,1,0.0,0,1.0,0,1,1,0,False
240,0,1,0,2,25,0,0.36,3,0,1,0,5,1,0.0,0,10.0,7,1,0.0,0,1.0,0,2,1,1,False
241,0,1,1,8,45,0,0.45,1,66,1,0,15,1,2.66666666666667,1,17.0,5,1,0.8,0,1.0,0,1,1,0,True
242,2,1,0,0,17,0,0.3,0,50,1,0,8,1,1.5,0,4.25,1,1,0.666666666666667,0,1.0,0,1,1,0,False
243,1,1,0,3,19,0,0.17,2,93,1,0,5,2,0.25,0,1.7,1,1,0.2,0,1.0,0,1,1,0,True
244,15,1,0,3,116,0,5.27,0,0,0,3,0,0,11.3333333333333,5,1.0,1,1,0.0,0,1.0,0,1,1,0,False
245,0,2,1,2,52,0,0.47,0,100,1,0,2,3,4.0,1,6.0,2,1,0.333333333333333,0,1.0,0,2,1,0,True
246,1,1,0,3,26,0,8.67,0,0,0,4,1,0,1.0,1,1.0,1,1,0.0,0,1.0,0,1,1,0,False
247,2,1,0,3,48,0,4.8,0,0,0,8,1,0,29.0,29,1.0,1,1,0.0,0,1.0,0,1,1,0,True
248,0,1,0,1,50,0,0.32,0,33,1,0,5,2,2.7037037037037,0,3.2962962962963,1,1,0.303030303030303,0,1.0,0,1,1,0,True
249,0,2,0,1,21,1,0.68,0,58,1,3,1,2,2.25,1,2.25,1,1,1.14285714285714,0,1.0,0,1,1,0,True
250,0,1,0,0,18,1,0.72,0,50,1,3,2,2,2.75,0,1.25,0,1,0.666666666666667,0,1.0,0,1,1,0,True
251,1,1,0,2,39,1,0.6,0,0,2,0,4,2,2.375,1,4.625,2,1,0.25,0,1.0,0,1,1,0,True
252,2,1,0,0,34,0,2.83,0,0,1,3,2,1,5.0,5,1.0,1,1,0.0,0,1.0,0,1,1,0,False
253,0,1,1,0,17,0,1.13,0,100,2,0,0,1,1.25,0,1.0,1,1,0.0,0,1.0,0,1,1,0,True
254,2,1,0,0,39,1,1.03,0,0,2,0,4,2,1.66666666666667,1,2.16666666666667,2,1,0.3,0,1.0,0,1,1,0,True
255,4,1,0,0,82,1,0.23,0,78,2,3,3,2,1.96428571428571,0,1.76785714285714,0,1,0.444444444444444,0,0.5,0,2,2,0,False
256,0,1,2,3,53,0,0.58,0,90,2,0,2,1,18.7,0,2.7,1,1,0.75,0,1.0,0,6,1,2,False
257,0,1,189,0,391,0,1.43,0,100,1,0,2,1,0.0,0,1.0,1,0,0.0,0,0.346153846153846,8,5,4,14,True
258,0,1,0,1,37,0,0.48,0,25,2,0,1,1,3.16666666666667,0,2.83333333333333,0,1,0.533333333333333,0,1.0,0,2,1,0,False
259,2,1,0,6,38,0,3.45,0,0,0,2,1,0,9.5,8,0.0,0,1,0.0,0,1.0,0,2,1,0,False
260,7,1,3,1,81,0,0.25,0,100,2,5,2,1,3.74193548387097,0,2.90322580645161,1,0,1.21951219512195,0,0.25,0,4,4,3,False
261,0,1,5,0,36,0,0.28,0,100,2,0,2,1,1.85714285714286,0,1.85714285714286,1,1,0.777777777777778,0,0.5,0,2,2,2,False
262,0,1,1,1,60,10,0.22,0,100,2,4,9,2,4.24,0,3.36,0,1,1.03225806451613,0,0.5,0,2,2,1,False
263,4,1,1,4,42,1,0.71,1,62,1,2,2,1,7.8,3,4.4,1,1,0.428571428571429,0,1.0,0,1,1,1,False
264,0,1,0,0,20,2,0.3,0,0,2,0,4,2,2.28571428571429,0,4.85714285714286,1,1,0.3,0,1.0,0,1,1,1,False
265,0,1,0,7,147,0,3.87,0,0,0,2,5,0,2.33333333333333,1,0.8,0,1,0.0,0,0.5,0,1,2,2,False
266,0,1,2,3,70,1,0.7,0,89,1,0,2,1,5.69230769230769,2,2.76923076923077,1,0,0.466666666666667,0,0.666666666666667,0,3,2,0,False
267,1,1,8,4,81,5,0.2,4,67,2,0,7,2,7.07142857142857,0,6.92857142857143,1,1,0.947368421052632,0,0.5,0,1,2,1,False
268,0,1,0,2,57,0,0.43,0,77,1,0,7,2,3.76923076923077,0,3.69230769230769,0,1,0.75,0,1.0,0,1,1,3,False
269,0,1,1,0,19,0,2.11,0,100,2,0,0,1,2.0,2,1.0,1,1,0.0,0,1.0,0,2,1,0,False
270,1,1,0,3,90,5,0.23,3,77,2,0,7,2,6.8125,0,5.9375,1,1,0.904761904761905,0,1.0,0,1,1,1,False
271,0,1,0,8,38,0,4.22,0,0,0,1,1,0,0.5,0,0.5,0,1,0.0,0,1.0,0,2,1,1,False
272,0,1,0,0,23,0,0.79,0,0,1,0,2,2,4.66666666666667,1,2.0,1,1,0.0,0,1.0,0,2,1,1,False
273,0,1,0,1,51,1,0.43,0,79,1,0,3,2,5.07692307692308,1,2.76923076923077,1,1,0.6,0,0.5,0,1,2,3,False
274,0,1,0,3,57,0,3.56,0,0,0,1,3,0,1.66666666666667,0,0.777777777777778,0,1,0.0,0,0.5,0,2,2,1,False
275,0,1,0,0,34,2,0.24,1,0,2,0,5,2,3.44444444444444,0,6.22222222222222,1,1,0.75,0,0.5,0,1,2,1,False
276,0,1,0,4,41,0,6.83,0,0,0,27,0,0,9.0,9,1.0,1,1,0.0,0,0.0,0,2,0,0,False
277,0,1,1,1,70,0,0.65,0,94,2,1,2,1,3.0,0,2.05263157894737,0,0,0.708333333333333,0,0.0,0,3,0,1,False
278,0,1,0,3,103,0,0.71,0,50,2,0,1,2,7.23809523809524,1,2.23809523809524,1,1,0.5,0,1.0,0,3,1,2,False
279,0,1,0,5,94,0,1.32,0,53,1,0,1,1,4.76923076923077,0,1.92307692307692,1,1,0.466666666666667,0,1.0,0,3,1,0,False
280,13,1,19,5,1164,5,0.82,0,97,3,2,12,4,11.5053191489362,0,3.11170212765957,1,0,0.283582089552239,0,0.636363636363636,0,3,4,9,False
281,0,1,0,0,27,7,0.19,0,0,1,0,7,1,6.30769230769231,2,4.92307692307692,2,1,1.0,0,0.75,0,2,2,0,False
282,0,1,0,2,52,2,0.41,0,0,1,0,7,1,5.875,1,6.0625,2,1,0.388888888888889,0,1.0,0,1,1,0,False
283,0,1,2,5,42,0,1.35,0,62,1,0,0,1,4.75,1,2.75,1,1,0.666666666666667,0,1.0,0,1,1,0,False
284,0,1,0,0,17,0,0.18,0,0,1,0,0,1,3.38461538461538,1,1.46153846153846,1,1,0.866666666666667,0,1.0,0,1,1,0,False
285,2,1,2,5,78,0,0.75,0,73,1,2,1,2,5.0,1,2.3,0,1,0.933333333333333,0,1.0,0,1,1,0,False
286,0,2,3,5,147,0,0.55,0,86,1,0,1,1,6.34782608695652,0,2.8695652173913,1,1,1.32,0,1.0,0,2,1,0,False
287,0,1,1,1,104,0,0.7,0,63,1,0,2,2,5.51851851851852,1,2.33333333333333,1,1,0.344827586206897,0,1.0,0,1,1,0,False
288,0,1,0,0,20,0,0.56,0,0,1,0,1,1,2.75,2,4.5,4,1,0.666666666666667,0,0.5,0,2,2,0,False
289,3,2,18,5,711,0,0.69,0,100,1,2,7,2,24.8695652173913,0,2.4,0,0,0.674603174603175,0,0.5,0,4,3,6,False
290,0,1,0,5,33,0,0.73,0,0,1,0,0,1,2.0,2,4.0,3,4,2.5,1,1.0,0,2,1,0,False
291,0,2,24,10,118,0,0.78,0,96,1,0,1,1,9.5,1,4.33333333333333,1,1,2.125,0,1.0,0,3,1,2,True
292,0,1,1,1,32,0,0.58,0,88,1,0,0,1,4.22222222222222,2,2.22222222222222,1,1,0.368421052631579,0,1.0,0,1,1,0,False
293,0,1,0,5,26,0,2.36,0,0,1,0,0,2,1.0,1,2.0,2,1,0.0,0,0.0,0,2,0,0,False
294,0,2,2,3,60,0,0.97,0,70,1,0,0,1,4.66666666666667,3,2.55555555555556,1,1,1.18181818181818,0,1.0,0,1,1,0,False
295,1,1,0,5,29,0,3.62,0,0,0,5,0,0,6.0,6,1.0,1,1,0.0,0,0.0,0,2,0,0,False
296,0,1,1,4,45,0,1.73,0,60,1,0,2,1,28.8,0,1.6,1,1,0.428571428571429,0,0.0,0,2,0,1,False
297,0,1,3,6,78,0,1.62,0,79,1,2,2,1,4.25,1,2.25,1,1,0.4,0,1.0,0,1,1,2,False
298,0,1,0,4,37,0,1.85,0,25,1,0,0,2,4.0,3,2.25,2,1,0.0,0,1.0,0,2,1,1,False
299,0,1,1,0,20,0,1.33,0,0,1,0,0,1,8.0,8,1.0,1,2,0.75,0,1.0,0,2,1,1,False
300,0,5,2,41,157,0,1.67,0,66,2,0,0,1,3.33333333333333,2,2.66666666666667,1,1,0.8,0,1.0,0,2,1,1,False
301,0,2,5,5,57,0,0.44,0,66,1,0,0,1,4.5,2,6.0,1,1,1.375,0,0.4,0,3,3,0,False
302,0,1,1,8,38,0,1.46,0,100,1,0,0,1,7.5,6,3.5,2,1,0.75,0,0.0,0,1,0,0,False
303,0,6,1,1,20,0,0.45,0,0,1,0,1,1,19.0,19,7.0,7,9,2.25,0,1.0,0,2,1,0,False
304,0,1,1,1,27,0,0.52,4,50,2,0,0,1,4.0,4,1.0,1,1,1.5,0,1.0,0,1,1,1,False
305,0,1,1,2,55,0,0.85,0,69,1,0,0,2,22.9090909090909,0,1.72727272727273,1,1,0.176470588235294,0,1.0,0,4,1,0,False
306,0,1,0,1,36,0,0.56,0,50,1,0,1,2,3.45454545454545,0,1.81818181818182,0,1,0.333333333333333,0,1.0,0,1,1,0,False
307,0,6,0,0,18,0,0.67,0,0,1,0,0,1,11.0,11,4.0,4,6,0.75,0,1.0,0,1,1,0,False
308,0,1,1,0,22,0,0.58,0,60,1,0,0,1,6.0,2,2.16666666666667,1,1,0.0,0,1.0,0,2,1,1,False
309,0,1,0,0,18,0,1.06,0,0,1,0,1,1,8.5,3,2.5,2,1,0.0,0,1.0,0,1,1,0,False
310,1,1,0,0,56,0,0.28,0,50,2,0,1,2,2.89285714285714,0,2.96428571428571,0,1,0.2,0,1.0,0,4,1,3,False
311,0,1,2,7,64,0,1.45,0,83,1,0,0,1,5.83333333333333,1,2.83333333333333,2,1,0.75,0,1.0,0,1,1,1,False
312,0,1,0,6,66,0,4.71,0,85,1,2,1,1,1.85714285714286,1,1.28571428571429,1,1,0.3,0,1.0,0,1,1,0,False
313,0,1,0,5,50,0,1.16,0,66,1,0,2,1,6.2,4,3.6,3,1,0.714285714285714,0,0.666666666666667,0,2,2,2,False
314,0,1,16,1,52,0,0.19,1,90,1,0,2,1,3.95652173913043,1,3.82608695652174,2,1,0.48,0,0.75,0,2,2,1,False
315,0,1,2,5,91,0,0.68,0,95,1,0,1,2,9.71428571428571,1,3.14285714285714,1,1,0.777777777777778,0,0.75,0,2,2,1,False
316,0,1,0,0,20,0,0.39,0,40,1,0,0,1,3.0,1,1.5,1,1,0.2,0,1.0,0,1,1,0,False
317,2,1,3,2,45,0,0.8,0,76,1,0,1,1,2.5,0,2.2,1,1,0.333333333333333,0,0.0,0,2,0,2,False
318,5,1,0,3,39,0,3.0,0,0,0,0,0,0,1.0,1,1.0,1,1,0.0,0,0.0,0,1,0,0,False
319,0,2,2,1,34,0,0.18,0,66,1,3,4,2,6.08333333333333,1,6.0,1,1,1.11111111111111,0,1.0,0,1,1,0,False
320,0,2,1,0,27,0,0.36,0,60,2,1,2,3,2.4,1,3.1,2,1,0.714285714285714,0,1.0,0,1,1,0,False
321,0,1,0,0,19,0,0.2,0,0,1,0,10,1,0.0,0,12.3333333333333,9,1,0.0,0,1.0,0,1,1,0,False
322,0,1,0,0,19,0,0.19,0,0,1,0,7,1,0.666666666666667,0,13.0,9,1,0.0,0,1.0,0,1,1,0,False
323,2,1,3,5,69,1,0.97,0,71,1,1,0,1,18.4285714285714,3,3.71428571428571,2,1,0.777777777777778,0,0.333333333333333,0,1,3,1,False
324,0,0,0,0,34,0,11.33,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,1,0,0,False
325,0,0,0,0,33,0,11.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,1,0,1,False
326,0,0,0,0,32,0,10.67,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,1,0,1,False
327,0,1,1,1,66,0,0.53,0,100,1,4,2,1,2.78947368421053,0,2.63157894736842,1,0,0.91304347826087,0,1.0,0,2,1,0,False
328,0,1,2,0,34,1,0.34,0,66,2,1,4,1,1.5,0,3.08333333333333,0,1,1.11764705882353,0,0.5,0,2,3,1,False
329,0,0,0,0,29,0,9.67,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,1,0,1,False
330,0,1,6,1,47,0,0.15,0,87,1,0,6,2,2.75,0,7.0,1,1,0.303030303030303,0,0.666666666666667,0,2,2,0,False
331,0,1,0,0,22,1,0.2,0,28,2,0,3,1,1.14285714285714,0,6.14285714285714,3,1,0.333333333333333,0,0.5,0,2,2,0,False
332,0,1,0,3,88,0,0.21,1,90,2,0,10,1,3.0,0,5.85714285714286,0,1,0.521739130434783,0,1.0,0,4,1,3,False
333,0,1,0,0,23,0,2.56,0,0,1,0,2,1,9.0,7,1.0,1,1,0.0,0,0.0,0,1,0,0,False
334,0,1,0,4,25,0,0.6,2,0,2,0,2,1,1.0,1,16.5,16,1,0.0,0,1.0,0,1,1,0,False
335,0,1,0,0,37,0,0.1,0,0,2,0,1,1,1.06666666666667,0,4.56666666666667,2,1,0.5625,0,0.6,0,5,3,3,False
336,0,1,0,0,21,0,0.24,0,0,1,0,2,2,0.0,0,3.28571428571429,1,1,0.6,0,1.0,0,1,1,0,False
337,0,1,0,0,19,0,0.47,0,0,1,0,4,1,0.5,0,8.5,8,1,0.0,0,0.0,0,1,0,3,False
338,0,1,2,0,16,0,0.33,0,58,1,0,1,1,2.0,0,6.33333333333333,6,2,1.6,1,1.0,0,3,1,2,False
339,0,1,3,0,18,0,0.38,2,0,1,0,2,2,3.0,2,6.5,5,1,0.0,0,0.0,0,2,0,0,True
340,0,1,4,10,101,0,1.22,0,79,2,7,1,1,4.28571428571429,0,3.57142857142857,1,1,0.857142857142857,0,1.0,0,1,1,0,False
341,0,4,0,8,42,0,0.19,10,0,0,0,0,0,8.0,6,17.0,3,2,2.25,1,1.0,0,2,1,0,False
342,0,1,0,0,7,0,1.4,0,0,0,0,0,0,0.0,0,1.0,1,1,0.0,0,1.0,0,1,1,0,False
343,0,0,0,0,7,0,1.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,1.0,0,1,1,0,False
344,0,1,0,1,46,0,0.3,0,0,1,0,6,1,0.0222222222222222,0,1.24444444444444,1,1,0.0,0,1.0,0,1,1,0,False
345,0,1,0,0,7,0,0.01,4,0,0,0,0,0,10.969696969697,3,8.06060606060606,0,1,1.29411764705882,0,1.0,0,1,1,0,False
346,0,1,0,0,29,0,0.05,0,78,1,0,5,1,3.0531914893617,0,2.15957446808511,1,1,0.41025641025641,0,1.0,0,1,1,0,False
347,0,1,0,0,25,0,0.0,4,0,0,0,0,0,5.4537037037037,1,12.2314814814815,2,1,1.50577367205543,0,1.0,0,1,1,0,False
348,0,1,0,0,53,0,0.01,0,81,1,4,137,1,1.21239954075775,0,1.92307692307692,0,1,0.513559322033898,0,1.0,0,1,1,0,False
349,0,2,2,2,74,0,0.37,0,66,2,0,24,3,4.125,0,6.625,0,1,2.58333333333333,0,0.666666666666667,0,1,2,2,True
350,13,1,21,0,30,9,0.02,0,95,2,3,7,2,2.15846994535519,0,3.09836065573771,0,0,0.346534653465347,0,1.0,0,1,1,0,False
351,2,1,10,0,14,9,0.02,0,96,2,3,7,2,1.9618320610687,0,2.74045801526718,0,1,0.333333333333333,0,1.0,0,1,1,0,False
352,0,1,0,3,45,0,0.42,0,50,2,0,14,3,1.5,0,5.0,0,1,2.0,0,1.0,0,1,1,1,True
353,0,1,3,3,63,1,0.4,0,88,2,0,17,2,4.44444444444444,0,6.77777777777778,0,1,1.41666666666667,0,0.25,0,2,4,2,False
354,0,1,2,1,60,2,0.71,0,100,2,0,6,1,4.75,2,8.25,6,2,1.875,1,0.333333333333333,0,1,3,3,True
355,0,1,1,7,61,0,0.87,2,0,2,0,3,1,4.66666666666667,3,7.66666666666667,6,1,0.833333333333333,0,1.0,0,2,1,0,False
356,1,2,2,2,46,0,0.19,5,75,1,0,9,1,3.5,1,9.625,1,1,1.81818181818182,0,0.666666666666667,0,1,2,2,False
357,1,1,5,0,33,0,0.11,0,90,2,0,3,4,2.31578947368421,0,2.23684210526316,0,0,0.782608695652174,0,1.0,0,1,1,0,False
358,1,1,6,0,38,0,0.08,0,89,2,0,4,4,2.85416666666667,0,2.85416666666667,0,0,0.763636363636364,0,1.0,0,1,1,0,False
359,1,2,19,0,67,0,0.07,0,93,2,0,3,4,4.2875,0,3.7625,0,0,0.390804597701149,0,1.0,0,1,1,0,False
360,86,1,580,0,4740,44,0.11,0,100,2,48,92,4,2.64733178654292,0,2.95739295507277,0,0,0.586066333148045,0,1.0,0,1,1,0,False
361,1,1,5,0,33,0,0.11,0,90,2,0,3,4,5.73684210526316,0,2.23684210526316,0,0,0.711111111111111,0,1.0,0,1,1,0,False
362,1,1,5,0,34,0,0.11,0,90,2,0,3,4,19.9736842105263,0,2.23684210526316,0,0,0.711111111111111,0,1.0,0,1,1,0,False
363,1,2,10,0,45,0,0.08,0,91,2,0,3,4,3.75438596491228,0,3.10526315789474,0,0,0.515625,0,1.0,0,1,1,0,False
364,1,1,7,0,40,0,0.1,0,90,2,0,3,4,3.91111111111111,0,2.75555555555556,0,0,0.615384615384615,0,1.0,0,1,1,0,False
365,1,2,9,0,46,0,0.08,0,91,2,0,3,4,3.50847457627119,0,3.05084745762712,0,0,0.515151515151515,0,1.0,0,1,1,0,False
366,1,2,14,0,57,0,0.07,0,93,2,0,3,4,3.92105263157895,0,3.5,0,0,0.421686746987952,0,1.0,0,1,1,0,False
367,1,1,6,0,40,0,0.09,0,89,2,0,4,4,5.34042553191489,0,3.06382978723404,0,0,0.777777777777778,0,1.0,0,1,1,0,False
368,1,2,12,0,55,0,0.07,0,93,2,0,3,4,3.74647887323944,0,3.50704225352113,0,0,0.58974358974359,0,1.0,0,1,1,0,False
369,0,0,0,7,40,0,0.3,10,0,0,0,0,0,0.0,0,0.0,0,2,2.0,1,1.0,0,2,1,0,False
370,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,1,0.0,0,1.0,0,1,1,0,False
371,0,0,0,0,7,0,3.5,0,0,0,0,0,0,0.0,0,0.0,0,1,0.0,0,1.0,0,1,1,0,False
372,0,0,0,0,1542,0,0.2,0,0,1,2,0,2,0.0,0,0.0,0,1,0.908690869086909,0,1.0,0,1,1,0,False
373,0,0,0,0,150,0,0.18,0,0,1,0,0,1,0.0,0,0.0,0,1,0.978260869565217,0,1.0,0,1,1,0,False
374,0,1,6,1,46,0,0.12,0,58,1,0,21,2,5.33333333333333,1,13.4,1,1,0.684210526315789,0,0.5,0,1,3,1,False
375,0,1,5,0,26,0,0.37,0,40,1,0,10,2,3.0,1,7.5,1,1,0.428571428571429,0,0.666666666666667,0,1,2,1,False
376,0,1,5,3,31,0,0.36,3,53,1,0,17,1,3.33333333333333,1,13.0,1,1,0.0,0,0.666666666666667,0,1,2,1,False
377,0,1,0,2,20,0,0.36,11,0,1,0,8,1,0.0,0,22.0,22,4,2.0,1,1.0,0,1,1,1,True
378,0,0,0,0,26,0,0.93,0,0,0,0,0,0,0.0,0,0.0,0,2,1.0,1,1.0,0,1,1,1,True
379,0,1,3,1,24,2,0.57,0,66,1,1,1,1,3.66666666666667,0,4.0,1,1,1.5,0,0.0,0,1,0,0,False
380,0,1,2,4,30,1,0.68,0,50,2,0,0,1,2.5,0,6.0,1,1,2.4,0,1.0,0,2,1,1,True
381,8,1,26,0,18,0,0.42,0,100,1,2,0,1,1.0,1,0.0,0,1,0.0,0,1.0,0,1,1,0,False
382,1,2,3,3,36,1,2.4,0,100,1,2,2,1,1.5,0,1.5,1,1,0.75,0,1.0,0,1,1,0,False
383,5,1,0,0,18,0,2.25,0,0,0,2,0,0,2.0,2,1.0,1,1,0.0,0,1.0,0,1,1,0,False
384,6,1,30,3,53,0,1.32,0,100,1,2,0,1,1.0,1,0.0,0,1,0.0,0,0.5,0,3,2,0,False
385,1,1,0,0,20,0,5.0,0,0,0,2,2,0,2.0,2,1.0,1,1,0.0,0,1.0,0,2,1,0,False
386,10,1,0,4,69,0,5.31,0,0,0,1,0,0,1.8,0,1.0,1,1,0.0,0,1.0,0,2,1,0,False
387,12,1,1,5,82,0,5.12,0,100,0,10,0,0,1.33333333333333,0,0.333333333333333,0,1,0.266666666666667,0,1.0,0,3,1,0,False
388,1,1,0,7,27,0,4.5,0,0,0,2,0,0,0.0,0,1.0,1,1,0.0,0,0.0,0,1,0,1,False
389,2,1,4,5,43,0,4.3,0,100,1,2,1,1,0.0,0,0.0,0,1,0.0,0,1.0,0,2,1,1,False
390,10,1,81,4,73,0,0.64,0,100,1,2,0,1,1.0,1,0.0,0,1,0.0,0,1.0,0,1,1,0,True
391,2,1,0,6,32,0,6.4,0,0,0,2,4,0,2.0,2,1.0,1,1,0.0,0,0.5,0,2,2,0,False
392,29,1,0,3,132,0,3.57,0,0,0,2,0,0,2.05882352941176,0,0.970588235294118,0,1,0.0,0,1.0,0,1,1,0,True
393,7,1,0,3,42,0,4.2,0,0,2,2,1,1,1.14285714285714,1,0.142857142857143,0,1,0.0,0,1.0,0,2,1,0,False
