File,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE,target
473,0,0,1,0,0,5,85,1,0,4,9,1.35,0,63,3,0,3,1,3.11111111111111,0,1,0.272727272727273,0,6,0.949438202247191,0,0,False
474,0,0,1,0,0,4,30,1,0,0,2,4.29,0,0,0,1,1,0,1.0,1,1,0.0,0,13,0.88,0,0,True
475,2,0,1,9,0,7,522,1,0,15,60,0.85,0,94,2,0,30,3,10.1290322580645,0,1,0.703125,0,6,0.980392156862745,0,2,False
476,0,0,1,0,0,1,54,1,0,8,18,0.49,0,86,3,0,8,1,4.11111111111111,0,1,0.25,0,86,0.553191489361702,0,1,False
477,0,0,1,4,0,7,380,1,1,21,40,0.96,0,91,2,0,18,5,3.75609756097561,0,0,0.418604651162791,0,73,0.966002344665885,0,3,True
478,0,1,1,4,0,1,71,1,2,1,6,1.37,0,93,1,15,7,1,7.0,0,1,0.363636363636364,0,6,0.960264900662252,0,1,False
479,0,0,1,0,0,6,41,1,0,0,2,4.56,0,0,1,4,2,1,0.0,0,1,0.0,0,6,0.9,0,0,False
480,0,0,1,0,0,5,26,1,0,0,1,4.33,0,0,0,9,1,0,2.0,2,1,0.0,0,6,0.85,0,0,False
481,0,0,1,1,0,7,177,1,0,5,17,0.96,1,79,2,0,14,4,4.94117647058824,0,0,0.526315789473684,0,73,0.976190476190476,0,2,False
482,0,0,1,0,0,7,32,1,0,0,1,3.56,0,0,0,2,2,0,7.0,7,0,0.0,0,6,0.884615384615385,0,0,False
483,0,2,1,0,0,5,31,1,0,0,0,5.17,0,0,1,1,1,1,1.0,1,1,0.0,0,6,0.872340425531915,0,0,False
484,0,2,1,0,0,10,44,1,0,0,0,5.5,0,0,1,20,3,1,7.0,5,1,0.0,0,6,0.904761904761905,0,0,False
485,0,0,1,0,0,9,87,1,0,0,6,5.12,0,0,3,1,2,1,1.0,1,0,0.0,0,6,0.950819672131147,0,1,False
486,0,3,1,0,0,6,39,1,0,0,0,4.88,0,0,0,1,0,0,1.66666666666667,1,1,0.0,0,6,0.896551724137931,0,0,False
487,0,2,1,0,0,9,49,1,0,0,1,8.17,0,0,2,2,0,1,2.0,0,0,0.0,0,6,0.907692307692308,0,0,False
488,0,15,1,0,0,5,107,1,0,0,1,4.12,0,0,3,2,6,1,3.1875,0,0,0.0,0,6,0.914110429447853,0,2,False
489,0,4,1,0,0,4,60,1,0,0,5,3.53,0,0,1,2,3,1,17.7777777777778,1,0,0.0,0,6,0.929292929292929,0,0,False
490,0,5,1,7,0,8,92,1,0,1,2,2.71,0,100,1,1,5,1,2.71428571428571,0,0,0.0,0,6,0.957446808510638,0,1,False
491,0,7,1,0,0,9,169,1,0,1,7,2.14,0,100,0,1,20,0,9.21428571428571,0,0,0.0,0,6,0.972027972027972,0,1,False
492,0,0,1,0,0,9,37,1,0,0,1,4.62,0,0,0,1,2,0,1.0,1,0,0.0,0,6,0.886792452830189,0,0,False
493,0,1,1,6,0,7,148,1,0,0,15,4.93,0,100,2,2,4,2,5.75,0,0,0.0,0,6,0.781553398058252,0,1,True
494,0,31,1,0,0,24,1012,1,0,1,9,2.52,1,100,0,1,6,0,0.025,0,1,0.0,0,29,0.942181340341656,0,3,True
495,0,1,1,0,0,3,43,1,0,1,3,2.69,0,100,0,2,6,0,0.5,0,1,0.0,0,6,0.922077922077922,0,0,False
496,0,0,1,0,0,7,99,1,0,0,11,3.0,1,0,0,1,5,0,2.72727272727273,1,0,0.0,0,21,0.871951219512195,0,1,True
497,0,0,1,0,0,7,156,1,0,0,17,6.5,0,0,0,1,0,0,0.235294117647059,0,1,0.0,0,6,0.970873786407767,0,1,False
498,0,1,1,0,0,3,22,1,0,0,0,1.57,0,0,1,1,1,1,2.0,2,0,0.0,0,6,0.875,0,0,False
499,0,0,1,0,0,10,43,1,0,0,2,4.3,0,0,1,1,3,1,1.5,1,0,0.0,0,6,0.907692307692308,0,0,False
500,0,0,1,0,0,3,47,1,0,0,6,3.36,0,0,0,1,3,0,1.33333333333333,0,0,0.0,0,6,0.907894736842105,0,0,False
501,0,0,1,0,0,8,36,1,0,0,2,3.6,0,0,0,1,3,0,0.5,0,0,0.0,0,6,0.875,0,0,False
502,0,1,1,0,0,10,58,1,0,1,2,3.22,0,100,0,1,4,0,1.0,1,1,0.0,0,6,0.931034482758621,0,0,False
503,0,0,0,3,0,0,35,1,0,0,0,5.0,0,0,0,0,0,0,0.0,0,0,0.0,0,6,0.877551020408163,0,0,False
504,0,9,1,0,0,6,164,1,0,0,10,6.07,0,0,0,1,3,0,3.57894736842105,0,0,0.0,0,6,0.974025974025974,0,1,False
505,0,11,1,0,0,7,171,1,0,0,8,4.5,0,0,2,1,6,2,2.05263157894737,1,0,0.0,0,6,0.9375,0,2,True
506,0,7,1,0,0,7,84,1,0,0,0,7.0,0,0,0,2,1,0,3.85714285714286,1,1,0.0,0,6,0.946428571428571,0,0,False
507,0,3,1,0,0,8,64,1,0,0,2,7.11,0,0,0,1,1,0,5.4,2,1,0.0,0,45,0.929411764705882,0,0,False
508,0,19,1,6,0,7,258,1,0,0,9,5.86,0,100,0,4,5,0,6.32142857142857,0,0,0.0,0,18,0.947674418604651,0,2,True
509,0,2,1,0,0,4,41,1,0,0,1,4.56,0,0,0,1,2,0,95.6666666666667,55,0,0.0,0,6,0.904761904761905,0,0,False
510,0,3,1,0,0,11,78,1,0,0,1,4.11,0,0,0,1,4,0,1.25,1,1,0.0,0,6,0.777777777777778,0,0,False
511,0,0,0,20,0,0,21,1,0,0,0,0.88,0,0,0,0,0,0,0.0,0,0,0.0,0,6,0.901639344262295,0,0,False
512,1,0,1,1,1,0,21,1,0,0,1,0.57,1,50,1,0,4,1,6.0,0,1,0.75,0,6,0.914285714285714,0,0,False
513,0,0,1,0,0,6,27,1,0,0,1,3.0,0,0,4,1,1,1,1.0,1,0,0.0,0,6,0.866666666666667,0,0,False
514,0,6,1,1,0,9,213,1,0,0,12,4.35,0,100,0,1,7,0,3.0,0,0,0.238095238095238,0,6,0.836065573770492,0,1,False
515,0,0,0,18,0,0,38,1,0,0,0,1.73,0,0,0,0,0,0,0.0,0,0,0.0,0,6,0.929411764705882,0,0,False
516,6,3,2,1,2,14,374,2,0,14,11,0.97,1,80,1,1,13,2,5.65,0,1,2.17391304347826,0,125,0.637575757575758,0,2,True
517,0,2,1,0,0,21,71,1,0,0,0,3.74,0,0,1,0,0,1,1.0,0,1,0.0,0,6,0.942307692307692,0,0,False
518,0,2,1,0,0,0,21,1,0,0,0,3.0,0,0,0,2,0,0,3.5,2,1,0.0,0,6,0.853658536585366,0,0,False
519,0,11,1,0,0,15,269,1,0,0,4,2.72,0,0,5,2,14,2,1.86666666666667,1,0,0.0,0,6,0.848258706467662,0,1,False
520,0,3,1,2,0,17,69,1,0,0,0,2.56,0,100,2,2,6,1,1.0,1,1,0.0,0,6,0.949152542372881,0,0,False
521,0,0,1,0,0,15,105,1,0,0,1,7.5,2,0,0,1,5,0,1.0,1,1,0.0,0,6,0.955223880597015,0,1,False
522,0,5,1,1,0,4,45,1,0,0,0,3.0,0,100,1,2,1,1,0.8,0,1,0.0,0,6,0.922077922077922,0,0,False
523,0,0,0,0,0,0,20,1,0,0,0,2.86,0,0,3,2,0,2,0.0,0,0,0.0,0,6,0.837837837837838,0,0,False
524,0,2,1,0,0,44,156,1,0,0,1,8.67,0,0,3,4,4,2,1.0,1,0,0.0,0,6,0.963157894736842,0,2,False
525,0,4,1,0,0,7,47,1,0,0,0,2.47,0,0,0,1,6,0,1.25,1,0,0.0,0,6,0.931818181818182,0,0,False
526,0,2,1,1,0,9,40,1,0,0,0,1.48,1,100,2,1,7,1,1.0,1,1,0.0,0,6,0.927710843373494,0,0,False
527,0,0,1,4,0,11,128,1,0,0,8,4.57,0,100,2,1,9,1,5.5,1,0,0.0,0,6,0.960674157303371,0,2,False
528,0,14,1,6,0,17,347,1,0,0,2,4.82,0,100,1,3,5,1,17.6875,1,0,0.0,0,6,0.958785249457701,0,2,False
529,0,2,1,0,0,27,77,1,0,0,0,7.7,0,0,0,1,1,0,7.5,3,0,0.0,0,6,0.940594059405941,0,0,False
530,0,0,1,0,0,8,83,1,0,0,5,7.55,0,0,2,1,0,1,3.6,0,1,0.0,0,6,0.945454545454545,0,0,False
531,2,1,2,0,0,6,105,2,0,14,9,0.39,0,71,1,0,16,2,6.83333333333333,1,1,1.93333333333333,0,14,0.963254593175853,0,2,True
532,0,0,0,0,0,0,35,1,0,0,0,7.0,0,0,0,1,0,0,0.0,0,0,0.0,0,6,0.888888888888889,0,0,False
533,0,0,1,1,0,8,94,1,0,0,6,4.7,1,100,0,1,2,0,2.33333333333333,1,0,0.0,0,6,0.915492957746479,0,2,True
534,0,7,1,0,0,17,161,1,0,0,0,5.75,1,0,1,2,5,1,18.2857142857143,2,0,0.0,0,6,0.959276018099548,0,2,False
535,0,0,2,0,0,2,41,1,0,3,3,0.68,3,0,1,2,0,1,5.33333333333333,4,1,1.6,1,6,0.954198473282443,0,1,False
536,0,1,1,0,0,30,121,1,0,0,2,5.76,0,0,2,1,3,1,3.33333333333333,1,1,0.0,0,6,0.925925925925926,0,2,False
537,0,0,2,0,1,4,49,1,0,1,6,0.86,1,16,1,0,0,1,4.16666666666667,2,1,1.0,0,6,0.953125,0,1,False
538,0,8,1,4,0,6,215,1,0,0,0,11.94,0,100,0,4,2,0,5.0,1,0,0.0,0,45,0.819230769230769,0,1,True
539,0,0,1,0,0,20,62,1,0,0,2,6.89,0,0,0,2,1,0,7.5,7,0,0.0,0,6,0.928571428571429,0,0,False
540,0,2,1,0,0,20,62,1,0,0,0,6.89,2,0,1,4,2,1,2.0,2,0,0.0,0,6,0.933333333333333,0,0,False
541,0,2,1,0,0,14,79,1,0,0,2,7.18,1,0,0,2,3,0,3.5,2,0,0.0,0,6,0.947368421052632,0,0,False
542,2,0,2,4,14,11,243,1,0,0,13,0.7,5,98,1,0,9,1,5.26666666666667,0,1,2.35294117647059,0,6,0.991573033707865,0,1,False
543,0,11,1,3,0,14,239,1,0,0,0,7.24,2,100,2,2,4,1,14.3636363636364,0,0,0.0,0,6,0.886904761904762,0,2,True
544,0,1,1,0,0,48,70,1,0,0,0,8.75,0,0,0,3,1,0,6.0,6,1,0.0,0,6,0.934065934065934,0,0,False
545,0,3,1,0,0,8,52,1,0,0,0,4.33,0,0,0,1,3,0,7.0,3,0,0.0,0,6,0.931034482758621,0,0,False
546,0,2,1,0,0,35,95,1,0,0,0,5.94,0,0,0,1,3,0,1.5,1,0,0.0,0,6,0.953125,0,1,False
547,0,1,1,0,0,44,65,1,0,0,0,8.12,0,0,0,1,1,0,3.0,3,1,0.0,0,6,0.929411764705882,0,0,False
548,0,2,1,0,0,10,101,1,0,0,2,5.61,0,0,0,3,2,0,1.0,1,0,0.0,0,6,0.954198473282443,0,1,False
549,0,0,1,0,0,3,33,1,0,0,4,4.12,0,0,0,1,0,0,1.5,1,1,0.0,0,6,0.890909090909091,0,0,False
550,0,1,1,0,0,3,34,1,0,0,0,4.25,0,0,4,2,1,1,2.0,2,1,0.0,0,6,0.896551724137931,0,0,False
551,0,2,1,9,0,49,321,1,0,0,3,7.3,0,100,1,3,5,1,1.6,1,0,0.0,0,6,0.979695431472081,0,2,False
552,0,0,1,0,0,3,33,1,0,0,4,4.12,0,0,0,2,0,0,12.0,1,0,0.0,0,6,0.888888888888889,0,0,False
553,0,29,1,22,0,25,1498,1,0,3,22,6.09,2,100,1,2,21,1,9.43137254901961,0,0,0.0,0,6,0.954128440366973,0,2,True
554,0,7,1,0,0,0,15,1,0,0,0,1.36,0,0,0,1,0,0,1.42857142857143,1,1,0.0,0,6,0.823529411764706,0,0,False
555,0,0,1,0,0,17,122,1,0,0,5,5.08,0,0,0,1,2,0,3.2,1,0,0.25,0,6,0.963414634146341,0,1,False
556,1,0,1,1,0,7,97,1,0,0,8,0.73,2,77,2,0,3,2,5.44444444444444,2,1,0.727272727272727,0,6,0.97923875432526,0,1,False
557,0,0,1,2,0,14,86,1,0,0,3,5.73,0,100,2,1,1,1,3.0,2,0,0.0,0,6,0.948275862068966,0,0,False
558,0,0,1,0,0,8,27,1,0,0,1,5.4,0,0,0,1,0,0,1.0,1,0,0.75,0,6,0.857142857142857,0,0,False
559,0,0,1,0,0,5,29,1,0,0,1,7.25,1,0,4,5,1,1,1.0,1,0,0.0,0,6,0.863636363636364,0,0,False
560,0,2,1,25,0,10,429,1,0,0,28,6.22,1,100,0,1,6,0,5.6,0,0,0.0,0,6,0.943894389438944,0,3,False
561,0,0,1,0,1,1,53,1,0,2,14,0.56,0,57,1,0,8,3,10.2142857142857,0,0,0.375,0,6,0.968085106382979,0,1,False
562,1,0,1,8,0,1,45,1,0,1,4,1.36,0,91,1,0,0,1,2.6,1,1,0.0,0,6,0.938775510204082,0,0,False
563,0,0,1,0,0,5,20,1,0,0,1,4.0,1,0,0,4,1,0,12.0,12,1,0.0,0,6,0.828571428571429,0,0,False
564,0,0,1,0,0,7,35,1,0,0,2,1.94,1,0,2,0,2,1,3.5,1,2,0.0,0,6,0.91304347826087,0,0,False
565,0,0,1,1,0,8,28,1,0,0,1,1.87,1,0,2,0,2,1,2.0,2,2,0.0,0,6,0.894736842105263,0,0,False
566,0,0,1,1,0,5,25,1,0,0,1,1.67,1,0,2,0,2,1,2.0,2,2,0.0,0,6,0.888888888888889,0,0,False
567,0,1,1,4,0,4,198,1,0,0,34,2.0,0,100,1,1,17,1,1.08571428571429,0,0,0.0,0,31,0.88031914893617,0,5,False
568,0,0,1,3,0,5,77,1,0,0,9,3.21,0,100,1,1,4,1,2.55555555555556,1,0,0.0,0,15,0.827067669172932,0,1,False
569,1,1,1,2,0,4,86,1,0,6,10,0.7,1,78,1,0,2,1,5.0,0,1,1.07142857142857,0,6,0.976284584980237,0,1,False
570,0,0,1,0,0,6,42,1,0,0,3,5.25,0,0,3,1,0,1,1.0,1,1,0.0,0,6,0.904761904761905,0,0,False
571,0,0,1,3,0,8,130,1,0,0,9,2.45,3,100,0,1,5,0,4.11111111111111,1,0,0.0,0,6,0.97119341563786,0,2,False
572,0,4,1,4,0,4,221,1,0,0,23,3.4,0,100,1,2,12,1,1.44444444444444,0,0,0.0,0,77,0.711864406779661,0,3,True
573,0,0,1,0,0,13,93,1,0,0,6,3.1,2,0,0,1,7,0,1.83333333333333,1,0,0.0,0,6,0.961038961038961,0,1,False
574,0,0,0,1,0,0,18,1,0,0,0,2.57,0,0,3,1,0,2,0.0,0,0,0.0,0,6,0.828571428571429,0,0,False
575,0,0,0,0,0,0,23,1,0,0,0,7.67,0,0,0,1,0,0,0.0,0,0,0.0,0,6,0.823529411764706,0,0,False
576,0,0,1,11,0,13,114,1,0,0,5,4.22,3,100,3,8,5,1,1.8,1,0,0.0,0,6,0.930232558139535,0,2,False
577,0,0,1,0,0,6,53,1,0,0,4,3.79,1,0,5,1,4,1,1.0,1,0,0.0,0,6,0.931818181818182,0,0,False
578,0,15,1,19,0,24,995,1,0,0,21,7.06,1,100,0,1,7,0,16.8888888888889,1,0,0.0,0,6,0.897745571658615,0,1,False
579,0,0,1,0,1,0,26,1,0,2,8,0.55,0,25,1,0,2,1,10.875,2,1,0.3,0,6,0.941747572815534,0,0,False
580,0,0,0,0,0,0,24,1,0,0,0,6.0,0,0,0,1,0,0,0.0,0,0,0.0,0,6,0.837837837837838,0,0,False
581,0,2,1,37,0,12,631,1,0,1,31,4.64,0,100,1,1,10,1,1.90909090909091,0,0,0.0,0,58,0.875413450937156,0,2,False
582,0,0,1,7,0,5,79,1,0,0,5,4.94,0,100,1,1,1,1,14.8,2,1,0.0,0,6,0.949579831932773,0,0,False
583,0,1,1,0,0,6,26,1,0,0,0,2.36,0,0,0,1,3,0,1.0,1,0,0.0,0,6,0.875,0,0,False
584,1,0,1,23,0,1,52,1,0,1,4,1.0,0,96,1,0,0,1,2.4,1,1,0.0,0,6,0.949579831932773,0,0,False
585,0,0,1,0,0,4,49,1,0,0,7,3.5,0,0,0,1,3,0,0.0,0,0,0.0,0,6,0.917808219178082,0,0,False
586,0,6,1,0,0,0,15,1,0,0,0,0.83,0,0,0,0,3,0,0.0,0,0,0.0,0,6,0.869565217391304,0,0,False
587,0,2,1,1,0,11,77,1,0,0,3,5.92,0,100,0,1,3,0,1.4,0,0,0.0,0,6,0.945945945945946,0,0,False
588,0,2,1,2,0,10,399,1,0,2,34,4.93,1,100,0,1,14,0,10.1111111111111,0,0,0.0,0,6,0.978827361563518,0,2,False
589,0,0,1,0,0,54,75,1,0,0,1,9.38,10,0,4,6,4,1,1.0,1,1,0.0,0,6,0.94392523364486,0,0,False
590,0,0,1,4,0,4,203,1,2,1,32,2.57,0,99,2,1,14,2,2.32352941176471,0,0,0.135135135135135,0,6,0.910364145658263,0,1,False
591,0,0,1,1,0,6,189,1,0,0,24,2.78,1,100,1,1,10,1,1.25,0,0,0.0,0,17,0.876876876876877,0,2,False
592,0,1,1,0,0,4,31,1,0,0,0,6.2,0,0,3,1,0,1,1.0,1,1,0.0,0,6,0.88,0,0,False
593,2,0,2,3,1,3,109,1,1,0,16,0.34,4,92,4,0,6,1,3.73684210526316,0,1,1.77272727272727,0,6,0.98886827458256,0,1,True
594,2,1,1,1,1,4,253,1,2,2,33,0.71,1,85,3,1,8,2,2.71052631578947,0,1,0.8,0,6,0.978991596638655,0,2,False
595,0,0,1,0,0,12,30,1,0,0,1,2.5,0,0,6,1,1,2,0.0,0,1,0.0,0,6,0.886792452830189,0,0,False
596,0,0,1,0,0,8,99,1,0,0,9,5.5,0,0,5,1,1,1,1.77777777777778,0,0,0.0,0,6,0.955223880597015,0,1,False
597,0,0,1,0,0,0,29,1,0,0,5,0.83,0,0,2,0,5,2,1.0,0,1,0.571428571428571,0,6,0.923076923076923,0,0,False
598,0,0,1,0,0,10,30,1,0,0,1,6.0,0,0,0,2,0,0,8.0,8,1,0.0,0,6,0.857142857142857,0,0,False
599,0,0,1,0,0,11,53,1,0,0,2,4.08,0,0,5,2,2,2,0.0,0,1,0.0,0,6,0.921052631578947,0,0,False
600,0,4,1,0,1,6,487,1,6,0,53,1.08,0,0,1,13,10,3,3.33333333333333,0,0,0.292307692307692,0,16,0.986628462273161,0,1,True
601,2,0,2,0,16,9,451,1,0,2,43,0.79,1,63,1,0,14,3,10.5333333333333,0,1,0.74468085106383,0,74,0.922413793103448,0,3,True
602,0,0,1,0,9,5,71,1,0,0,9,0.54,1,0,1,0,5,1,8.11111111111111,2,1,0.727272727272727,0,12,0.952173913043478,0,2,True
603,0,21,1,0,0,8,591,1,0,0,38,5.47,0,0,4,10,4,2,11.0,0,0,0.0,0,8,0.992317541613316,0,1,True
604,0,98,1,0,0,3,436,1,0,0,6,2.79,0,0,0,1,11,0,1.40384615384615,0,1,0.0,0,6,0.939169139465875,0,2,False
605,1,1,1,0,0,0,94,1,0,1,103,0.11,0,99,1,2,45,3,1.77142857142857,0,0,0.757009345794392,0,6,0.92616226071103,0,1,False
606,0,8,1,15,0,11,105,1,0,0,0,2.5,0,100,5,3,2,1,0.0,0,1,0.0,0,6,0.648484848484848,0,1,False
607,1,7,4,0,0,6,67,1,0,5,0,0.43,0,42,1,0,3,1,6.25,3,1,2.7,0,6,0.975,0,1,False
608,0,0,1,0,0,4,19,1,0,0,1,0.3,5,0,2,0,27,1,52.0,52,27,1.0,1,6,0.916666666666667,0,1,False
609,0,0,1,0,0,0,22,1,0,0,5,0.63,0,0,2,0,5,1,1.6,0,1,0.714285714285714,0,6,0.917808219178082,0,0,False
610,6,0,1,14,2,4,131,1,0,4,11,0.81,1,88,1,0,2,2,4.58823529411765,1,1,0.631578947368421,0,6,0.980337078651685,0,2,False
611,6,4,4,3,22,10,279,1,0,0,13,0.44,3,75,1,0,5,1,6.73913043478261,0,1,2.2,0,87,0.9189453125,0,3,True
612,0,1,1,3,3,7,205,1,3,0,19,0.75,1,97,2,8,7,2,3.95652173913043,0,1,0.96,0,6,0.970909090909091,0,2,False
613,0,0,1,2,0,11,152,1,0,0,12,3.71,0,100,5,1,1,1,0.833333333333333,0,0,0.0,0,6,0.973094170403587,0,1,False
614,0,0,0,5,0,0,39,1,0,0,0,3.9,0,0,0,2,0,0,0.0,0,0,0.0,0,6,0.90625,0,0,False
615,1,0,2,0,0,10,106,1,0,6,4,0.75,4,40,3,0,4,1,6.2,5,5,2.0,1,351,0.479020979020979,0,1,True
616,4,0,2,2,0,9,137,1,0,10,6,0.61,2,63,2,0,6,1,5.8,2,1,1.91666666666667,0,501,0.436893203883495,0,1,True
617,0,0,1,0,0,6,21,1,0,0,1,3.5,0,0,5,1,1,1,1.0,1,0,0.0,0,6,0.837837837837838,0,0,False
618,0,0,1,0,0,4,33,1,0,0,3,3.67,0,0,0,2,1,0,3.66666666666667,3,0,0.0,0,6,0.886792452830189,0,0,False
619,0,0,0,0,0,0,26,1,0,0,0,5.2,0,0,5,1,0,2,0.0,0,0,0.0,0,6,0.853658536585366,0,0,False
620,3,5,2,2,2,5,326,1,1,3,32,0.5,1,76,2,2,15,2,3.53658536585366,0,1,1.18604651162791,0,102,0.979591836734694,0,3,True
621,0,2,1,0,0,6,100,1,0,0,10,0.85,0,0,3,1,8,1,2.0,0,1,0.857142857142857,0,15,0.942965779467681,0,2,True
622,1,2,1,0,0,3,91,1,0,0,10,0.75,0,0,3,0,8,1,2.0,0,1,0.666666666666667,0,67,0.81496062992126,0,2,True
623,3,1,1,5,7,4,420,1,1,3,61,0.72,0,82,2,0,9,2,3.74242424242424,0,1,0.661764705882353,0,6,0.993886462882096,0,2,False
624,7,0,2,4,6,7,873,1,24,9,74,0.56,1,93,2,2,24,3,4.6,0,1,0.962616822429907,0,21,0.979429808733309,0,3,True
625,0,1,1,0,0,1,86,1,0,0,33,0.47,0,0,4,0,7,1,0.529411764705882,0,1,0.277777777777778,0,31,0.843558282208589,0,2,True
626,7,11,1,8,11,4,331,1,2,2,38,0.56,0,93,2,0,18,2,3.77586206896552,0,1,0.666666666666667,0,28,0.87774594078319,0,2,True
627,4,1,1,8,2,5,424,1,3,4,49,0.71,1,93,3,0,11,2,2.98245614035088,0,1,0.796610169491525,0,6,0.994132439228835,0,2,False
628,1,1,1,2,0,4,339,1,3,2,49,0.78,0,78,3,0,11,1,2.09259259259259,0,1,0.535714285714286,0,6,0.992282249173098,0,2,True
629,0,0,1,2,0,3,254,1,3,2,45,0.72,0,76,3,0,11,1,2.83333333333333,0,1,0.44,0,6,0.99171270718232,0,1,False
630,1,1,1,1,0,4,325,1,3,2,48,0.73,0,71,3,0,11,1,3.90566037735849,0,1,0.527272727272727,0,6,0.993399339933993,0,1,False
631,0,1,1,0,0,3,64,1,0,0,7,1.0,0,0,5,0,5,1,1.625,0,1,0.3,0,15,0.905063291139241,0,1,True
632,0,0,1,0,0,2,68,1,1,0,8,1.0,0,0,4,1,9,1,2.66666666666667,0,1,0.727272727272727,0,6,0.963636363636364,0,1,False
633,0,0,1,0,0,4,125,1,4,0,15,1.02,0,0,3,0,8,1,1.42105263157895,0,1,0.285714285714286,0,6,0.979452054794521,0,1,False
634,0,0,1,0,0,3,110,1,4,0,15,1.01,0,0,5,0,8,1,1.42105263157895,0,1,0.285714285714286,0,6,0.9765625,0,1,False
635,0,0,1,0,0,3,104,1,4,0,15,0.95,0,0,4,1,7,1,1.68421052631579,0,1,0.285714285714286,0,6,0.97609561752988,0,1,False
636,0,0,1,0,0,3,112,1,4,0,14,1.11,0,0,5,0,6,1,1.38888888888889,0,1,0.3,0,6,0.975903614457831,0,1,False
637,0,1,1,2,0,4,338,1,3,2,49,0.78,0,81,3,0,13,1,2.11320754716981,0,1,0.527272727272727,0,6,0.993318485523385,0,1,True
638,0,0,1,1,0,1,71,1,1,1,21,0.5,0,63,2,0,9,2,1.54545454545455,0,1,0.416666666666667,0,6,0.977272727272727,0,1,False
639,0,0,1,2,0,4,280,1,3,2,46,0.79,0,75,3,0,11,1,1.91836734693878,0,1,0.411764705882353,0,6,0.992021276595745,0,1,False
640,5,6,1,8,8,4,325,1,6,3,37,0.55,0,92,2,0,17,2,3.92592592592593,0,1,0.678571428571429,0,52,0.912023460410557,0,2,True
641,9,6,2,15,7,4,347,1,2,4,41,0.4,0,93,2,0,21,2,5.01724137931035,0,1,1.05,0,47,0.707623982235381,0,2,True
642,0,0,1,2,0,4,275,1,3,2,46,0.79,0,75,3,0,11,1,1.89795918367347,0,1,0.352941176470588,0,6,0.991935483870968,0,1,False
643,0,1,1,0,0,5,81,1,0,0,8,0.92,0,0,4,1,8,1,2.55555555555556,0,1,1.18181818181818,0,15,0.926829268292683,0,2,True
644,0,0,1,0,0,4,91,1,2,0,8,1.25,0,0,3,3,6,1,2.5,0,1,0.583333333333333,0,6,0.904522613065327,0,1,False
645,2,0,1,0,0,26,423,2,3,7,8,1.6,3,67,1,0,10,2,4.07692307692308,1,0,1.0625,0,843,0.893644617380026,0,1,True
646,0,0,1,3,0,10,102,1,0,0,8,3.29,0,100,6,1,3,1,0.0,0,1,0.0,0,6,0.95364238410596,0,2,False
647,2,0,2,131,4,6,467,1,0,21,53,0.41,1,97,1,0,39,2,14.5272727272727,0,1,0.526315789473684,0,24,0.940555555555556,0,4,True
648,0,0,1,0,0,5,20,1,0,0,1,3.33,0,0,5,1,1,1,4.0,4,0,0.0,0,6,0.823529411764706,0,0,False
649,0,1,2,1,0,3,202,1,1,1,37,0.66,0,62,2,1,16,2,2.30769230769231,0,1,0.878048780487805,0,6,0.99,0,1,False
650,0,0,1,1,0,0,37,1,0,0,1,3.7,0,100,0,3,1,0,4.0,4,0,0.0,0,6,0.894736842105263,0,0,False
651,1,0,1,11,1,12,466,1,1,3,29,1.32,1,92,2,0,20,3,3.19354838709677,0,1,0.96969696969697,0,519,0.50755939524838,0,3,True
652,0,0,1,0,0,9,97,1,0,0,8,5.71,0,0,5,1,4,1,1.25,1,0,0.0,0,83,0.592307692307692,0,1,True
653,1,0,1,0,1,1,53,1,0,3,14,0.61,0,37,1,0,0,1,5.0,2,1,0.666666666666667,0,6,0.965714285714286,0,1,False
654,2,0,2,12,3,13,60,1,0,0,1,0.65,8,66,1,0,0,1,7.66666666666667,2,2,2.2,1,6,0.967741935483871,0,1,False
655,0,0,1,0,0,0,24,1,0,2,5,0.67,1,9,2,0,0,1,3.0,2,2,0.857142857142857,0,6,0.926829268292683,0,0,False
656,8,0,2,2,26,5,186,1,0,0,18,0.48,1,100,1,0,6,1,4.61538461538461,2,1,2.03571428571429,0,6,0.934250764525994,0,1,False
657,1,0,1,0,0,2,84,1,0,2,18,0.59,0,31,1,0,2,1,10.2105263157895,1,1,0.857142857142857,0,6,0.976923076923077,0,1,False
658,0,0,1,0,0,4,24,1,0,0,1,6.0,0,0,0,2,0,0,4.0,4,1,0.0,0,6,0.833333333333333,0,0,False
659,0,0,1,0,0,3,22,1,0,0,1,5.5,0,0,0,0,0,0,1.0,1,0,0.0,0,6,0.823529411764706,0,0,False
660,0,0,1,0,4,18,94,1,0,0,4,1.16,4,0,1,1,0,1,5.25,3,2,1.83333333333333,0,6,0.961165048543689,0,1,False
661,1,0,2,10,5,0,24,1,0,0,5,0.3,0,83,1,0,0,1,10.3333333333333,0,1,1.125,0,6,0.952,0,1,False
