File,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
213,0,1,0,3,54,1,4,1.38,0,70,1,0,0,1,1.7,0,1,1,0.0,0,0.0,0,1,0,False
214,0,1,0,0,24,1,0,1.71,0,75,1,0,0,2,0.5,0,0,1,0.0,0,1.0,0,1,0,False
215,0,1,0,0,21,1,0,0.37,0,9,2,0,11,1,1.9,1,1,1,0.0,0,1.0,0,2,1,False
216,0,1,0,0,23,1,0,1.21,0,50,2,0,4,1,1.5,1,1,1,0.0,0,0.5,0,2,0,False
217,0,1,0,0,27,1,0,0.08,1,0,1,0,20,2,0.0615384615384615,0,0,1,0.0,0,1.0,0,1,0,False
218,2,1,0,0,20,1,0,0.29,0,91,2,0,11,1,1.16666666666667,0,1,1,0.214285714285714,0,1.0,0,1,0,False
219,0,1,0,0,17,1,0,0.57,0,0,3,0,4,1,3.0,2,4,2,1.0,1,1.0,0,2,0,False
220,9,1,6,3,137,2,0,0.08,8,76,2,2,26,2,6.03225806451613,1,1,1,1.08823529411765,0,0.4,0,7,6,True
221,0,1,0,0,17,1,2,0.22,1,33,2,1,14,1,5.0,1,2,1,0.6,0,0.0,0,1,0,False
222,0,1,0,0,18,2,0,0.67,0,0,3,0,3,2,2.5,1,2,1,0.6,0,0.0,0,1,1,False
223,0,1,0,0,18,1,2,0.21,1,16,2,0,9,1,4.33333333333333,1,4,1,1.4,0,0.0,0,1,1,False
224,0,1,0,0,24,1,1,0.83,0,66,2,0,8,1,1.66666666666667,0,1,1,0.0,0,1.0,0,1,0,False
225,12,1,0,0,26,2,3,0.1,2,90,2,0,33,2,4.25,0,1,1,0.157894736842105,0,0.5,0,3,1,False
226,0,1,0,1,21,2,0,0.5,0,50,3,2,4,2,3.75,1,2,1,0.714285714285714,0,1.0,0,4,0,False
227,0,1,0,1,28,2,0,0.49,1,33,2,1,5,2,3.5,2,4,1,0.857142857142857,0,1.0,0,1,0,False
228,0,1,0,0,17,1,0,2.12,0,0,3,0,1,1,2.0,2,2,1,0.0,0,1.0,0,1,0,False
229,0,1,0,1,18,1,0,2.0,0,0,4,1,1,1,2.0,2,4,1,0.0,0,1.0,0,1,0,False
230,0,1,0,1,18,1,0,2.57,0,0,4,0,0,1,0.0,0,1,1,0.0,0,1.0,0,1,0,False
231,0,1,0,1,18,1,0,2.57,0,0,5,0,0,1,0.0,0,1,1,0.0,0,1.0,0,1,0,False
232,0,1,0,1,35,0,0,0.17,0,0,0,0,0,0,6.73076923076923,1,3,1,0.740740740740741,0,0.0,0,1,0,False
233,0,0,0,0,500,0,0,10.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,1,0,False
234,0,2,0,2,32,0,0,0.82,1,0,0,0,0,0,26.0,5,4,2,1.25,0,0.0,0,1,2,False
235,0,0,0,0,86,0,0,43.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,1,0,False
236,0,1,0,0,22,0,0,0.19,3,0,0,0,0,0,3.58333333333333,2,1,1,0.230769230769231,0,0.0,0,1,0,False
237,0,0,0,0,37,1,0,1.68,0,73,0,0,1,0,0.0,0,0,0,0.5,0,0.0,0,1,0,False
238,0,1,0,0,37,0,0,4.62,0,0,0,0,0,0,3.0,3,3,1,0.0,0,0.0,0,1,0,False
239,0,0,0,0,39,0,0,1.15,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,1,0,False
240,0,2,0,3,135,0,0,0.32,2,0,0,0,0,0,5.09677419354839,0,1,1,0.875,0,0.0,0,1,0,False
241,0,1,0,1,96,4,0,1.19,0,68,1,3,10,1,4.0,4,1,1,1.0,0,0.0,0,1,0,False
242,0,2,0,2,83,0,0,0.23,0,0,0,0,0,0,4.27586206896552,0,1,1,0.433333333333333,0,0.0,0,1,1,False
243,0,0,0,0,81,3,0,1.25,0,63,1,2,3,1,0.0,0,0,0,0.75,0,0.0,0,1,0,False
244,0,0,0,0,31,0,0,1.55,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,1,0,False
245,0,21,0,11,167,0,0,0.16,12,0,0,0,0,0,6.0,0,1,1,0.916666666666667,0,0.0,0,1,0,False
246,0,3,1,0,17,1,0,0.85,0,0,1,0,1,1,2.0,2,6,3,2.0,2,0.0,0,1,0,False
247,0,1,0,3,26,1,0,2.6,0,0,0,0,0,0,1.5,1,1,1,0.0,0,0.0,0,1,0,False
248,0,1,0,3,29,1,0,2.42,0,0,0,0,1,0,1.33333333333333,1,1,1,0.0,0,0.0,0,1,0,False
249,1,1,3,0,21,3,4,0.13,0,60,2,0,5,1,2.0,0,2,1,1.13333333333333,0,0.0,0,1,0,False
250,0,1,0,0,20,1,1,0.43,0,50,2,0,0,1,1.0,0,1,1,1.6,0,0.0,0,1,0,False
251,0,1,0,0,6,0,0,1.2,0,0,0,0,0,0,0.0,0,1,1,0.0,0,0.0,0,3,0,True
252,0,0,0,0,6,1,0,0.86,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,1,1,True
253,0,2,0,0,6,0,0,0.01,4,0,0,0,0,0,8.57142857142857,4,13,2,2.66666666666667,1,0.0,0,2,0,True
254,0,1,0,0,20,7,0,0.04,0,74,0,0,9,0,1.45205479452055,0,1,1,0.387096774193548,0,0.0,0,2,0,True
255,2,2,3,0,47,2,9,0.11,0,86,1,0,2,4,2.66666666666667,0,0,0,0.795918367346939,0,0.0,0,3,0,True
256,1,1,1,1,12,1,3,0.48,0,73,1,0,0,2,1.4,0,1,0,0.428571428571429,0,0.0,0,1,1,True
257,2,2,3,0,48,2,9,0.1,0,86,1,0,3,4,2.6875,0,0,0,0.705882352941177,0,0.0,0,3,0,True
258,2,2,3,0,63,2,16,0.09,0,89,1,0,2,4,3.42622950819672,0,0,0,0.578125,0,0.0,0,3,0,True
259,1,1,1,1,12,1,19,0.16,0,78,1,0,0,2,4.6,0,1,0,0.428571428571429,0,0.0,0,1,1,True
260,2,2,3,0,60,2,20,0.07,0,91,1,0,3,4,3.63513513513514,0,0,0,0.519480519480519,0,0.0,0,3,0,True
261,2,2,3,0,36,2,10,0.08,0,87,1,0,2,4,2.82222222222222,0,0,0,0.6875,0,0.0,0,3,0,True
262,2,2,3,0,68,2,18,0.08,0,90,1,0,3,4,3.47826086956522,0,0,0,0.541666666666667,0,0.0,0,3,0,True
263,1,1,1,1,12,1,11,0.24,0,78,1,0,0,2,3.0,0,1,0,0.428571428571429,0,0.0,0,1,1,True
264,2,2,3,0,72,2,20,0.08,0,91,1,0,4,4,3.62162162162162,0,0,0,0.545454545454545,0,0.0,0,3,0,True
265,1,1,1,1,12,1,4,0.43,0,75,1,0,0,2,1.6,0,1,0,0.428571428571429,0,0.0,0,1,1,True
266,0,0,0,0,5,0,0,2.5,0,0,0,0,0,0,0.0,0,0,1,0.0,0,0.0,0,2,0,True
267,0,0,0,0,109,12,0,0.12,0,0,0,0,0,0,0.0,0,0,1,1.19354838709677,0,0.0,0,3,2,True
268,0,1,0,0,17,1,0,1.06,0,100,2,0,0,1,1.5,1,1,1,1.0,0,1.0,0,2,0,False
269,6,1,2,2,154,1,21,0.43,0,93,1,0,4,1,5.13333333333333,1,1,1,0.659574468085106,0,0.0,0,5,5,True
270,8,2,1,4,209,2,15,0.19,3,86,1,0,83,2,6.92307692307692,1,1,1,1.74418604651163,0,0.75,0,5,8,True
271,0,1,1,1,31,1,3,0.82,0,62,1,0,2,1,4.0,2,1,1,0.0,0,0.0,0,3,1,False
272,0,2,0,0,33,1,8,0.3,0,88,3,2,12,2,4.0,0,1,1,1.91666666666667,0,1.0,0,3,1,True
273,0,1,0,10,32,1,0,2.46,0,100,5,0,0,1,7.0,7,4,1,0.0,0,0.0,0,4,0,False
274,1,2,7,8,130,3,5,0.62,0,91,1,0,8,1,4.83333333333333,1,2,1,1.5625,0,0.5,0,1,1,True
275,0,1,0,2,51,3,9,0.72,0,33,2,0,2,1,3.85714285714286,2,2,1,0.727272727272727,0,0.0,0,2,1,False
276,0,1,0,0,22,1,3,0.67,0,33,1,0,0,2,2.0,1,1,1,0.666666666666667,0,0.0,0,1,1,False
277,0,1,0,0,17,1,0,1.42,0,0,0,1,0,0,1.5,0,0,1,0.0,0,0.0,0,2,0,False
278,0,1,0,0,31,2,1,0.52,0,0,2,0,1,2,1.1,0,1,1,0.230769230769231,0,0.0,0,2,0,False
279,0,1,0,0,22,1,4,0.42,0,60,2,0,6,2,3.25,0,1,1,0.666666666666667,0,0.0,0,4,0,False
280,0,1,0,0,33,1,6,0.36,0,85,1,0,4,2,9.4,0,1,1,0.0,0,0.0,0,4,1,False
281,11,2,2,1,136,2,32,0.2,2,88,2,2,16,2,7.29032258064516,0,1,1,1.58333333333333,0,0.5,0,3,1,True
282,0,3,0,2,38,1,1,0.57,5,0,1,0,6,2,4.0,2,2,1,3.0,0,0.0,0,3,1,False
283,0,1,0,1,50,1,5,0.37,0,85,2,0,9,2,3.29411764705882,0,1,1,1.0,0,0.0,0,3,0,True
284,0,2,0,1,26,1,0,0.34,1,90,2,0,6,2,1.4,0,0,1,1.28571428571429,0,0.0,0,5,2,False
285,52,3,2,7,500,2,2,0.19,4,86,2,0,116,2,7.48387096774194,0,0,1,2.10769230769231,0,0.285714285714286,0,4,12,True
286,0,1,0,0,18,1,3,0.5,0,60,1,0,0,2,1.4,0,1,1,0.857142857142857,0,0.0,0,2,0,False
287,0,1,0,7,44,1,1,0.96,3,0,1,1,4,2,2.5,2,2,1,2.25,0,0.0,0,3,2,False
288,0,1,0,5,40,1,1,2.67,0,0,1,0,2,2,2.0,2,2,1,0.0,0,0.0,0,2,2,False
289,0,1,0,0,21,1,0,2.33,0,0,0,0,0,0,1.0,1,1,1,0.0,0,0.0,0,2,0,False
290,0,1,0,1,29,1,0,0.81,2,0,2,0,1,1,3.0,3,4,1,2.2,0,0.0,0,1,0,False
291,0,1,0,0,20,1,2,0.74,0,19,1,0,0,1,3.2,2,1,1,0.428571428571429,0,0.0,0,1,0,False
292,0,1,0,7,46,1,0,6.57,0,0,0,1,1,0,1.0,1,0,1,0.0,0,0.0,0,1,0,False
293,0,1,0,0,27,1,1,0.75,0,33,2,0,3,1,2.66666666666667,2,3,1,1.2,0,0.0,0,1,0,False
294,0,0,0,0,18,0,0,18.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,1,0,False
295,0,1,0,0,35,1,7,0.49,0,77,1,3,1,2,3.18181818181818,0,1,1,0.846153846153846,0,0.0,0,1,0,False
296,0,1,0,1,29,1,0,0.83,2,0,2,0,1,1,1.5,1,4,1,2.25,0,0.0,0,1,0,False
297,0,1,0,3,62,2,6,0.42,2,60,1,0,8,1,3.33333333333333,1,1,1,1.66666666666667,0,1.0,0,2,0,False
298,5,1,7,4,139,1,2,0.19,3,85,2,1,36,3,4.85714285714286,0,1,1,1.6,0,0.75,0,6,7,True
299,1,1,2,2,47,2,12,0.25,1,69,2,0,8,2,4.7,1,1,1,1.69230769230769,0,0.0,0,4,4,False
300,1,1,0,0,38,1,9,0.37,0,86,1,0,8,1,2.35,0,1,1,0.136363636363636,0,1.0,0,3,1,False
301,1,1,0,5,46,1,21,0.19,4,54,2,0,15,2,13.75,2,1,2,2.83333333333333,1,0.0,0,4,2,False
302,7,2,11,1,47,2,0,0.09,3,97,2,0,11,2,4.33333333333333,0,0,1,1.76190476190476,0,0.75,0,4,3,True
303,0,1,0,1,23,1,7,0.3,0,33,2,0,7,1,5.66666666666667,2,2,1,2.8,0,0.0,0,3,0,False
304,0,1,0,0,21,1,2,1.0,0,33,2,0,4,1,2.33333333333333,2,1,1,0.0,0,0.0,0,4,0,False
305,0,1,0,4,33,1,0,3.3,0,0,1,5,2,1,11.3333333333333,1,1,1,0.0,0,1.0,0,3,1,False
306,1,4,1,2,26,1,0,0.87,0,0,1,0,12,1,8.5,0,1,1,0.75,0,0.0,0,2,1,False
307,0,2,0,0,23,1,8,0.37,1,37,2,0,8,1,5.66666666666667,2,5,1,2.0,0,0.0,0,4,0,False
308,0,1,0,1,42,3,10,0.32,0,44,2,0,15,2,4.1,1,1,1,1.35714285714286,0,0.333333333333333,0,5,1,False
309,0,1,0,0,23,1,1,1.21,0,66,2,0,4,1,1.0,0,1,1,0.0,0,0.0,0,3,0,False
310,0,1,0,0,20,1,1,0.8,0,66,2,0,5,2,2.66666666666667,1,1,1,0.0,0,0.0,0,3,2,False
311,4,2,1,1,54,1,19,0.16,0,87,1,0,16,2,3.875,0,1,1,1.5,0,0.0,0,3,3,True
312,0,2,0,1,39,1,4,0.27,1,84,2,0,19,2,3.18181818181818,0,1,1,1.23076923076923,0,0.0,0,4,3,False
313,9,1,0,2,126,4,60,0.2,1,100,3,6,38,2,6.44117647058824,0,0,0,1.46153846153846,0,1.0,0,4,5,False
314,0,2,0,2,39,2,10,0.39,1,100,2,0,12,2,3.71428571428571,0,1,0,1.0,0,1.0,0,4,2,False
315,0,1,0,0,20,1,0,1.18,0,100,2,0,2,2,2.0,1,1,1,0.0,0,0.0,0,3,1,False
316,0,1,0,2,54,1,5,0.68,0,66,1,0,6,1,3.33333333333333,1,1,1,0.571428571428571,0,0.0,0,3,0,False
317,3,2,48,3,195,1,0,0.21,0,90,1,0,190,1,4.63265306122449,0,1,1,0.942307692307692,0,0.5,0,6,7,True
318,3,1,0,0,21,1,1,0.24,0,88,2,0,12,1,1.77777777777778,0,0,1,0.727272727272727,0,1.0,0,4,3,False
319,9,1,0,6,215,2,49,0.29,2,89,2,0,33,2,7.25,0,1,1,2.0,0,1.0,0,4,6,True
320,8,1,3,2,110,4,11,0.2,1,82,2,0,21,2,3.66666666666667,0,1,1,1.0,0,0.333333333333333,0,2,4,True
321,0,1,0,0,17,1,0,1.55,0,0,0,2,1,0,1.0,1,0,1,0.0,0,0.0,0,1,0,False
322,0,1,0,0,17,1,0,0.44,0,100,2,0,5,2,0.8,0,0,1,0.428571428571429,0,0.0,0,1,1,False
323,2,1,1,2,85,2,33,0.29,2,84,3,0,29,2,5.93333333333333,0,1,1,1.38888888888889,0,1.0,0,2,1,True
324,0,1,0,0,25,2,3,1.0,0,100,1,0,1,1,1.2,0,1,0,0.375,0,0.0,0,2,0,False
325,3,2,0,1,42,3,9,0.23,2,57,1,0,8,2,3.90909090909091,2,1,1,1.46666666666667,0,0.5,0,2,1,True
326,1,1,1,1,23,1,0,0.96,1,0,1,0,0,1,2.0,0,1,1,0.75,0,1.0,0,2,0,False
327,2,2,0,4,64,2,3,0.36,1,100,3,0,13,2,5.1,0,1,0,2.30769230769231,0,0.5,0,3,4,True
328,0,2,13,2,52,1,0,0.19,2,0,1,0,25,1,6.84615384615385,3,2,2,1.73333333333333,1,0.0,0,1,1,True
329,0,1,0,0,17,1,0,1.7,0,0,1,2,2,1,1.8,1,0,1,0.0,0,0.0,0,1,0,False
330,5,1,0,0,21,3,14,0.11,0,58,2,0,10,1,3.47826086956522,1,1,1,0.37037037037037,0,0.0,0,1,0,False
331,0,1,0,0,23,1,0,1.21,0,100,2,0,2,1,1.33333333333333,0,1,1,0.0,0,0.0,0,1,1,False
332,0,1,0,2,71,1,2,1.2,1,70,2,0,7,1,3.5,0,1,1,0.666666666666667,0,0.0,0,3,1,False
333,0,1,0,0,20,1,4,0.45,0,64,2,0,3,2,2.2,0,1,1,0.571428571428571,0,0.0,0,3,2,False
334,0,1,4,0,17,1,0,0.71,0,60,1,0,1,1,4.2,0,1,1,0.0,0,0.0,0,1,0,False
335,2,2,0,1,40,1,6,0.18,2,86,4,0,21,2,4.91666666666667,0,1,1,2.0,0,0.5,0,3,2,True
336,3,2,1,2,101,4,26,0.22,0,100,2,0,24,2,3.95833333333333,0,1,0,1.27586206896552,0,1.0,0,6,1,True
337,5,1,1,2,59,1,4,0.16,2,87,2,0,31,2,3.70588235294118,0,0,1,1.31578947368421,0,0.6,0,2,2,True
338,3,2,2,6,103,1,5,0.28,4,86,3,0,16,2,5.84615384615385,0,1,1,1.4,0,0.666666666666667,0,6,5,True
339,2,2,0,5,69,1,0,0.26,2,87,2,0,24,2,3.125,0,0,1,2.7,0,0.0,0,3,8,False
340,0,1,0,10,32,1,0,2.46,0,100,5,0,0,1,5.0,5,4,1,0.0,0,0.0,0,1,0,False
341,0,3,0,4,47,1,1,0.68,5,0,1,0,6,2,4.0,2,2,1,3.0,0,0.0,0,3,1,False
342,0,1,0,0,24,1,0,4.0,0,0,2,0,1,1,0.0,0,4,1,0.0,0,0.0,0,3,0,False
343,0,1,0,2,34,1,0,1.42,0,0,2,0,3,1,3.0,2,2,1,1.5,0,0.0,0,3,1,False
344,6,1,5,2,313,4,1034,0.37,0,100,2,17,14,3,7.60227272727273,0,0,0,0.712765957446808,0,1.0,0,4,6,False
345,1,1,8,2,50,2,2,0.29,1,88,2,0,43,1,8.1,0,1,1,0.681818181818182,0,0.0,0,3,2,False
346,0,0,0,0,20,0,0,20.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,1,0,False
347,0,1,0,0,20,1,0,1.18,0,100,1,3,0,2,0.333333333333333,0,0,1,0.555555555555556,0,1.0,0,1,1,False
348,0,1,0,1,25,1,0,2.27,0,0,1,2,1,1,1.66666666666667,0,0,1,0.0,0,0.0,0,1,0,True
349,0,1,0,4,57,1,2,1.54,0,25,1,1,0,1,2.25,0,1,1,0.0,0,0.0,0,2,0,False
350,0,1,3,0,42,1,8,0.28,0,89,1,0,3,2,2.56666666666667,1,1,1,0.0882352941176471,0,0.0,0,3,0,False
351,0,2,0,2,39,1,2,0.34,1,27,2,0,7,1,2.45454545454545,0,1,1,1.53846153846154,0,0.5,0,1,2,False
352,0,2,0,1,33,1,1,0.31,0,11,2,0,7,1,2.44444444444444,0,1,1,2.09090909090909,0,0.5,0,3,1,False
353,0,1,0,2,41,1,2,0.37,1,35,1,0,9,2,2.5,0,1,1,1.83333333333333,0,0.0,0,3,0,True
354,0,1,0,0,25,1,2,0.43,0,27,2,0,1,1,2.55555555555556,1,1,1,0.666666666666667,0,0.0,0,1,0,True
355,0,1,0,1,31,1,1,0.35,1,11,2,0,7,1,2.11111111111111,0,1,1,1.27272727272727,0,0.5,0,1,1,False
356,1,1,0,4,58,1,1,1.09,0,12,2,0,1,1,1.375,0,1,1,0.818181818181818,0,0.0,0,2,0,False
357,7,2,0,1,83,1,29,0.22,1,80,2,0,14,1,7.5,2,1,1,1.76190476190476,0,0.0,0,3,1,True
358,0,1,0,1,25,1,0,2.08,0,0,0,3,0,0,1.0,1,0,1,0.0,0,0.0,0,2,1,False
359,0,1,0,0,21,1,0,2.1,0,0,0,2,0,0,1.0,1,0,1,0.0,0,0.0,0,1,0,False
360,0,1,1,6,65,1,21,0.29,2,71,3,0,18,2,9.4,0,1,1,2.85714285714286,0,0.0,0,4,4,True
361,0,1,0,0,20,1,1,0.74,0,60,1,0,1,2,13.6,1,1,1,0.428571428571429,0,0.0,0,3,0,False
362,0,1,3,1,94,8,25,0.19,1,100,2,2,18,2,4.32142857142857,0,0,0,1.05405405405405,0,0.0,0,5,2,False
363,0,1,0,1,25,1,2,0.42,1,66,2,0,7,2,4.25,0,1,1,1.16666666666667,0,0.0,0,3,2,False
364,5,3,0,1,55,1,17,0.21,1,79,1,0,15,1,6.41666666666667,2,1,1,2.07142857142857,0,0.0,0,2,1,False
365,12,2,0,1,63,1,13,0.13,1,84,4,0,17,2,4.69565217391304,0,1,1,1.56,0,0.5,0,2,2,True
366,0,1,0,0,20,1,2,0.45,0,42,1,0,0,1,2.85714285714286,1,1,1,0.555555555555556,0,0.0,0,2,0,False
367,4,1,1,2,98,3,4,0.26,1,87,2,1,26,2,4.0,0,0,1,1.2962962962963,0,1.0,0,2,4,False
368,2,2,0,2,57,1,8,0.32,1,82,2,0,17,2,3.66666666666667,0,1,1,1.28571428571429,0,1.0,0,3,2,False
369,1,1,0,1,95,2,24,0.28,0,100,2,12,14,3,4.83606557377049,0,0,0,0.461538461538462,0,0.5,0,5,3,True
370,0,1,0,0,21,1,0,1.62,0,100,2,0,0,1,1.66666666666667,1,1,1,0.0,0,0.0,0,1,0,False
371,1,1,6,0,27,3,2,0.23,0,78,2,0,26,2,10.1111111111111,0,1,1,0.764705882352941,0,0.0,0,2,7,False
372,0,1,0,1,30,1,0,3.75,0,0,1,1,0,1,0.0,0,1,1,0.0,0,0.0,0,2,0,False
373,0,1,0,0,20,1,2,0.91,0,50,1,0,0,1,2.0,1,1,1,0.0,0,0.0,0,1,1,False
374,0,1,0,0,23,1,3,0.77,0,41,2,0,3,1,3.25,1,1,1,0.5,0,0.0,0,2,0,False
375,0,0,0,0,20,1,0,3.33,0,0,2,3,0,2,0.0,0,0,0,0.0,0,0.0,0,2,0,False
376,0,1,0,0,21,1,3,0.64,0,58,1,0,0,2,1.5,1,1,1,0.666666666666667,0,0.0,0,1,1,False
377,0,1,0,0,21,1,1,0.95,0,0,1,0,1,2,1.66666666666667,1,1,1,0.0,0,0.0,0,1,0,False
378,1,3,1,6,37,1,0,0.61,3,50,1,0,1,1,5.5,0,1,1,2.25,0,0.0,0,3,1,False
379,0,1,0,3,66,1,1,4.12,0,0,1,10,2,1,1.25,0,1,1,0.0,0,0.0,0,3,1,False
380,0,1,0,3,26,1,0,6.5,0,0,0,24,0,0,1.0,1,0,1,0.0,0,0.0,0,3,0,False
381,0,1,0,3,33,1,0,4.71,0,0,0,1,1,0,1.0,1,1,1,0.0,0,0.0,0,3,1,False
382,0,1,0,3,52,1,1,2.17,0,33,1,93,2,1,2.5,2,1,1,0.0,0,1.0,0,4,2,False
383,1,1,1,1,39,1,3,0.62,0,75,4,4,1,1,4.625,1,1,1,1.2,0,0.0,0,4,0,False
384,0,1,0,0,20,1,0,3.33,0,0,5,0,0,1,32.0,32,2,1,0.0,0,0.0,0,2,0,False
385,0,1,0,0,20,1,1,1.43,0,33,5,0,0,1,16.3333333333333,0,1,1,0.0,0,0.0,0,2,0,False
386,0,1,0,7,37,1,0,5.29,0,0,0,3,1,0,1.0,1,1,1,0.0,0,0.0,0,2,1,False
387,0,1,0,2,40,1,5,0.59,1,88,2,0,12,2,3.16666666666667,1,1,1,0.5,0,0.0,0,2,2,False
388,0,1,0,4,37,1,5,0.41,2,58,2,0,6,2,5.0,0,1,1,1.33333333333333,0,0.0,0,2,3,False
389,8,1,97,3,503,14,10,0.32,0,100,2,6,63,2,4.71774193548387,0,1,0,1.08391608391608,0,0.375,0,6,6,True
390,1,1,2,3,144,8,33,0.45,1,100,2,3,11,1,4.95652173913043,0,0,0,1.21212121212121,0,0.5,0,3,3,True
391,0,1,0,1,33,1,4,0.48,1,66,1,0,5,2,4.33333333333333,1,1,1,0.875,0,0.0,0,2,0,False
392,0,1,0,4,34,1,0,4.25,0,0,1,2,1,1,1.0,1,0,1,0.0,0,1.0,0,1,0,False
393,0,0,0,0,21,1,0,5.25,0,0,2,1,0,1,0.0,0,0,0,0.0,0,1.0,0,1,0,False
394,0,1,0,0,17,1,1,1.06,0,0,1,0,0,2,1.33333333333333,1,1,1,0.0,0,1.0,0,1,0,False
395,1,1,0,1,92,2,11,0.57,0,100,1,2,4,2,3.03225806451613,0,1,0,0.342857142857143,0,1.0,0,1,0,False
396,0,1,0,6,28,1,0,7.0,0,0,1,16,1,1,1.0,1,0,1,0.0,0,0.0,0,1,0,False
397,0,0,0,0,22,1,0,7.33,0,0,0,6,0,0,0.0,0,0,0,0.0,0,0.0,0,1,0,False
398,0,1,0,0,21,2,12,0.21,0,100,1,0,9,1,2.59090909090909,0,1,0,0.12,0,0.0,0,2,1,False
399,0,1,0,2,196,7,15,1.3,0,100,1,0,4,2,2.9,0,1,0,0.0789473684210526,0,1.0,0,1,1,False
400,0,1,0,14,35,1,0,3.5,0,0,1,0,2,1,1.0,1,0,1,0.0,0,0.0,0,3,1,False
401,0,1,0,12,33,1,0,3.3,0,0,1,1,1,1,1.0,1,0,1,0.0,0,0.0,0,3,1,False
402,0,2,0,4,39,1,0,1.44,0,0,2,0,2,2,6.75,0,2,1,0.5,0,1.0,0,4,1,False
403,0,3,0,6,27,2,1,0.51,3,0,1,0,8,2,5.0,5,16,9,1.5,0,0.0,0,2,0,False
404,0,1,0,2,47,1,0,1.09,0,0,2,0,3,2,6.0,0,2,1,0.272727272727273,0,1.0,0,5,1,False
405,0,1,1,0,23,1,0,0.82,0,0,1,1,6,2,0.666666666666667,0,1,1,1.83333333333333,0,0.0,0,1,0,False
406,1,1,0,0,22,1,0,0.19,3,33,4,0,12,1,7.33333333333333,3,7,2,3.2,1,1.0,0,1,1,False
407,2,1,0,4,54,1,1,0.25,3,92,3,0,30,1,4.42857142857143,0,1,1,1.9,0,0.0,0,1,0,False
408,1,1,0,2,30,1,4,0.94,0,43,1,0,2,2,2.5,1,1,1,0.0,0,0.0,0,1,0,False
409,0,1,0,0,24,1,2,0.19,0,88,1,0,3,2,0.48,0,0,1,0.148148148148148,0,0.0,0,1,0,False
410,0,1,0,0,21,1,1,0.25,0,83,1,0,0,2,0.444444444444444,0,0,1,0.0,0,0.0,0,1,0,False
411,1,1,0,1,28,1,4,0.58,0,43,1,0,0,2,2.5,1,1,1,0.0,0,0.0,0,1,0,False
412,0,1,0,0,20,1,0,3.33,0,0,0,2,0,0,2.0,2,1,1,0.0,0,0.0,0,1,0,False
413,4,3,0,4,61,1,3,0.21,3,83,3,1,35,1,5.33333333333333,2,1,1,2.83333333333333,0,0.666666666666667,0,2,2,False
414,0,1,0,0,17,1,0,1.55,0,100,3,0,0,1,0.0,0,2,1,0.0,0,0.0,0,1,0,False
415,1,2,2,0,20,2,5,0.47,0,100,1,0,1,1,2.0,0,1,0,0.8,0,0.0,0,1,0,False
416,0,2,1,1,27,1,1,0.18,2,60,2,1,9,1,3.8,0,2,1,2.57142857142857,0,0.0,0,2,0,False
417,0,1,0,15,99,1,0,3.19,0,0,2,1,8,1,1.2,1,0,1,0.0,0,1.0,0,2,0,False
418,0,1,0,0,32,1,6,0.52,0,79,1,0,2,1,2.53846153846154,1,1,1,0.2,0,0.0,0,1,0,False
419,1,2,0,0,23,2,6,0.14,1,60,1,0,6,1,3.25,1,1,1,1.90909090909091,0,1.0,0,2,1,False
420,0,3,0,0,17,1,0,0.23,1,100,2,0,11,1,1.5,0,0,1,1.5,0,1.0,0,2,1,False
421,0,1,0,0,17,1,3,0.47,0,71,1,0,0,2,1.625,0,1,1,0.0,0,0.0,0,1,0,False
422,3,3,0,4,68,2,2,0.32,1,77,1,0,22,2,4.2,2,1,1,1.76923076923077,0,1.0,0,2,1,False
423,0,1,0,1,35,1,4,0.71,0,67,1,0,3,1,1.8,1,1,1,0.0,0,1.0,0,1,1,False
424,0,2,0,0,25,1,1,0.26,0,66,2,2,11,1,3.0,0,1,1,2.0,0,0.0,0,1,0,False
425,0,1,0,2,29,1,0,0.29,3,33,2,0,4,1,4.0,3,9,2,2.25,0,0.0,0,1,2,False
426,0,1,0,0,25,1,2,0.17,0,40,3,0,0,1,2.66666666666667,0,1,1,1.0,0,0.0,0,1,0,False
427,1,1,0,1,32,1,5,0.37,0,75,2,0,3,1,3.11111111111111,1,2,1,0.769230769230769,0,1.0,0,2,2,False
428,3,1,6,4,63,1,0,0.74,0,71,1,0,0,1,3.42857142857143,0,1,1,1.36363636363636,0,0.0,0,1,0,False
429,2,2,0,2,113,4,5,0.28,1,60,2,0,14,2,2.53125,0,1,1,0.974358974358974,0,0.5,0,6,0,True
