commit_id,nuc,arexp,ent,ndev,ns,age,asexp,la,ld,target
309,46.9090909090909,146.166666666667,2.83235151902961,0.6363636363636359,2,163.909090909091,0.748061656951876,166,25,False
310,251.5,12.333333333333302,0.468995593589281,3.5,2,105.0,0.126936674118042,7,13,True
311,139.0,62.3333333333334,1.1690802245952,1.75,2,91.25,8.867545560441939e-11,149,32,True
312,109.4,93.9999999999996,2.0095419864446,1.4,3,150.0,0.0002286232916088,12,7,False
313,167.0,13.333333333333302,0.2372546152308239,2.6666666666666696,2,0.666666666666667,0.126936793327332,92,0,True
314,82.75,14.333333333333302,1.897019701008969,1.0,2,16.875,0.126936852931976,362,119,True
315,173.0,127.833333333333,1.1770225546116295,2.6666666666666696,2,143.333333333333,0.748061656951876,21,1,True
316,52.3125,10.5,2.97669965711929,0.5,2,108.5,1.99603271484375,483,55,True
317,0.0,11.5,1.7904148113034202,0.0,1,0.0,15.0,524,0,True
318,110.2,1.0,1.88820307711595,1.8,2,52.2,1.0,187,13,True
319,171.333333333333,2.0,0.7167256591148791,3.0,2,28.0,1.5,29,0,True
320,149.5,3.0,0.50082441333099,2.5,3,80.75,0.962962962962963,5,214,False
321,0.0,4.0,0.0,0.0,1,0.0,3.0,24,0,False
322,185.666666666667,13.916666666666698,0.574828144380386,3.0,2,0.0,0.126936882734299,28,1,False
323,48.8571428571429,62.6666666666667,3.0045559168625293,0.6428571428571429,2,41.2857142857143,8.867545560441939e-11,135,91,True
324,175.0,63.3333333333334,1.2036908806058502,3.0,2,155.333333333333,8.867545560441939e-11,33,4,True
325,265.0,88.4999999999997,0.684038435639042,4.5,2,35.0,0.0078109206006038,18,4,True
326,29.0,89.4999999999997,0.0,4.0,1,0.0,152.0,5,3,False
327,36.4,3.0,3.86962413063125,0.45,2,91.35,1.75,97,73,True
328,180.666666666667,12.0,0.9765579078596972,3.0,2,25.0,1.9960708618164096,74,44,True
329,72.5714285714286,84.5833333333332,2.04275194359517,1.28571428571429,2,0.0,0.0078109206006038,989,0,True
330,115.6,5.0,1.91765949623364,1.8,2,14.8,1.90625,47,35,True
331,186.666666666667,66.1666666666668,1.10469718010153,3.0,2,23.3333333333333,8.867545560441939e-11,51,45,True
332,139.5,67.1666666666668,0.547580671843803,2.25,2,52.0,8.867545560441939e-11,47,0,False
333,31.1904761904762,5.0,3.26707994298197,0.4761904761904761,2,349.142857142857,1.78125,2311,89,True
334,186.333333333333,67.6666666666668,0.662994952256556,3.0,2,10.0,8.867545560441939e-11,145,6,True
335,65.4444444444444,126.999999999999,2.8050497166752897,1.11111111111111,4,274.66666666666697,0.2708333334689239,105,6,True
336,120.4,128.083333333333,0.5710218411817559,1.8,2,49.4,0.748061656951876,81,4,True
337,121.0,128.749999999999,1.24582900568591,1.8,2,41.4,0.748061656951876,131,87,False
338,146.0,131.749999999999,0.919280750384012,2.25,2,12.0,0.748061656951876,164,7,True
339,283.5,133.749999999999,0.970950594454669,4.5,2,53.5,0.748061656951876,5,0,False
340,282.5,134.749999999999,1.0,4.5,2,8.0,0.748061656951876,4,4,False
341,189.666666666667,7.0,1.34201921781952,3.0,2,3.6666666666666696,1.953125,21,1,True
342,192.333333333333,68.5000000000001,1.23266025681582,3.0,2,44.6666666666667,8.867545560441939e-11,32,4,True
343,151.25,138.0,1.46564514842099,2.25,2,42.25,0.748061656951876,41,29,True
344,137.0,86.4999999999999,1.15322200501852,2.25,2,46.75,0.0078109206006038,33,12,True
345,273.5,88.49999999999979,1.0,4.5,2,470.5,0.0078109206006038,4,0,False
346,90.1428571428571,89.49999999999979,1.93708866327001,1.28571428571429,3,56.8571428571429,0.0002286233872078,373,4,True
347,141.0,90.4999999999998,1.18755167315581,2.25,2,416.0,0.0078109206006038,23,20,False
348,149.0,8.0,1.39390173549496,2.25,2,38.5,1.9609375,216,7,True
349,282.5,142.416666666666,1.0,4.5,2,4.0,0.748061656951876,3,1,False
350,30.5882352941176,91.2499999999998,4.12383844904417,0.264705882352941,2,210.85294117647095,0.0078109206006038,35,181,False
351,64.9,92.2499999999998,2.46192823225664,1.0,4,822.5,2.03487771322693e-05,19,2364,True
352,155.5,94.2499999999997,1.4299111709758705,2.25,2,20.75,0.0078109206006038,11,17,False
353,32.4583333333333,95.583333333333,2.9135593877272403,0.375,2,146.333333333333,0.0078109206006038,431,477,True
354,80.6666666666667,97.583333333333,2.62443367524207,1.0,2,41.3333333333333,0.0078109206006038,259,297,True
355,71.1111111111111,98.583333333333,2.39391503919188,1.0,2,85.1111111111111,0.0078109206006038,199,46,False
356,199.333333333333,68.0833333333334,1.19417373425691,3.0,2,6.33333333333333,8.867545560441939e-11,61,11,True
357,125.0,146.5,1.96944920761134,1.8,2,25.0,0.748061656951876,26,11,True
358,7.0,12.0,0.0,4.0,1,13.0,12.0,3,1,True
359,168.25,13.0,1.52164063634332,2.25,2,3.25,1.9676513671875,19,9,True
360,286.5,147.5,0.147310666930454,4.5,2,20.5,0.748061656951876,90,100,False
361,310.5,15.0,0.0695296469948078,4.5,2,13.5,1.96783447265625,49,71,False
362,59.6153846153846,98.7499999999997,2.45216961830348,0.7692307692307689,4,151.69230769230802,2.03525024367786e-05,16,1418,False
363,58.8571428571429,99.7499999999997,3.09113440238446,0.6428571428571429,2,89.7857142857143,0.0078109206006038,274,280,True
364,293.0,100.833333333333,0.371232326640876,4.5,2,1.0,0.0078109206006038,42,0,True
365,315.0,101.833333333333,0.529360865287364,4.5,2,2.5,0.0078109206006038,7,18,False
366,207.333333333333,102.833333333333,0.737368531813812,3.0,2,23.6666666666667,0.0078109206006038,181,7,True
367,301.0,103.833333333333,0.954434002924965,4.5,2,99.0,0.0078109206006038,3,5,False
368,295.5,104.833333333333,1.0,4.5,2,99.0,0.0078109206006038,2,2,False
369,62.9166666666667,105.833333333333,3.172611975770589,0.75,2,79.25,0.0078109206006038,30,73,True
370,318.0,106.833333333333,0.529360865287364,4.5,2,0.5,0.0078109206006038,15,10,False
371,209.666666666667,16.0,0.445465943821275,3.0,2,2.0,1.96786499023438,89,65,True
372,311.5,108.833333333333,0.985228136034252,4.5,2,3.5,0.0078109206006038,4,3,False
373,214.333333333333,17.0,0.966464369761868,3.0,2,1.33333333333333,1.96788024902344,157,19,True
374,138.8,148.5,0.8853569152758459,1.8,2,17.0,0.748061656951876,119,6,True
375,130.6,18.0,1.02753364190563,1.8,2,12.0,1.9678878784179696,298,31,True
376,324.0,110.5,0.529360865287364,4.5,2,7.5,0.0078109206006038,18,7,False
377,221.666666666667,20.0,1.38964091157055,3.0,2,25.0,1.96789360046387,35,1,True
378,163.75,151.5,1.16723777109529,2.25,2,24.75,0.748061656951876,116,6,True
379,170.25,152.5,1.67154390717018,2.25,2,45.75,0.748061656951876,77,31,True
380,308.5,113.333333333333,0.271389587508111,4.5,2,123.0,0.0078109206006038,2,41,False
381,328.0,114.333333333333,0.985228136034252,4.5,2,2.5,0.0078109206006038,4,3,False
382,7.34090909090909,115.333333333333,4.9410586380726,0.1022727272727269,2,208.386363636364,0.0078109206006038,869,594,True
383,172.5,150.916666666667,1.27164499651647,2.25,2,8.5,0.748061656951876,112,40,True
384,315.5,60.4333333333335,0.0602978188014981,4.5,2,30.0,8.867545560441939e-11,165,120,True
385,167.0,116.0,1.67460006189841,2.25,2,66.75,0.0078109206006038,24,4,False
386,230.0,118.0,1.3516441151533898,3.0,2,40.6666666666667,0.0078109206006038,7,2,False
387,117.5,120.0,1.4435310351793602,1.5,3,86.3333333333333,0.0002288323769956,90,40,True
388,63.4166666666667,21.0,3.27335376270417,0.75,2,245.333333333333,1.96789455413818,65,18,False
389,64.4166666666667,22.0,3.27335376270417,0.75,2,0.0,1.96789503097534,18,65,False
390,223.333333333333,61.4333333333335,1.0748818876598,3.0,2,5.33333333333333,8.867545560441939e-11,133,49,True
391,224.666666666667,124.0,1.53049305675748,3.0,2,1.33333333333333,0.0078109206006038,4,5,False
392,178.0,10.3333333333333,1.25834337261367,2.25,2,7.5,1.99607849121094,103,6,True
393,94.875,148.333333333333,2.03283216294068,1.125,2,66.25,0.748061656951876,164,27,True
394,99.1428571428571,149.75,2.32540230719867,1.28571428571429,2,52.28571428571429,0.748061656951876,414,37,True
395,118.714285714286,150.75,2.45053469760955,1.28571428571429,2,69.4285714285714,0.748061656951876,106,87,True
396,174.75,152.75,0.879506460812007,2.25,2,147.5,0.748061656951876,42,15,False
397,323.0,156.75,0.205592508185083,4.5,2,10.5,0.748061656951876,88,5,False
398,87.8,123.5,1.4791317334317402,0.9,2,91.1,0.0078109206006038,447,18,True
399,186.5,126.166666666666,1.28762276934352,2.25,2,40.0,0.0078109206006038,42,1,True
400,30.9565217391304,126.833333333333,4.13013114867116,0.391304347826087,3,1.82608695652174,0.0002286232912153,1722,279,True
401,185.75,32.0,0.701433279574009,2.5,3,42.5,0.9958766197313828,142,3,True
402,331.5,13.666666666666698,0.1256580501725669,4.5,2,7.0,1.99608492851257,105,11,False
403,358.5,5.5,0.696212260125146,4.5,2,21.5,1.8125,16,0,False
404,354.5,10.0,0.529360865287364,4.5,2,8.5,1.8427734375,15,10,True
405,226.666666666667,125.1,0.9917601481809732,3.0,2,48.0,0.0078109206006038,54,6,True
406,189.75,31.5,1.4696977761136298,2.25,2,56.0,1.9678955000126697,190,22,True
407,114.0,126.416666666667,2.09770853523479,1.28571428571429,2,106.714285714286,0.0078109206006038,499,6,True
408,104.714285714286,127.416666666667,2.04724940564205,1.28571428571429,2,135.857142857143,0.0078109206006038,678,53,True
409,230.333333333333,130.55,1.33628623116887,3.0,2,206.0,0.0078109206006038,3,32,False
410,249.333333333333,131.55,1.42763157110731,3.0,2,105.333333333333,0.0078109206006038,23,9,True
411,31.0,132.55,0.7642045065086199,3.5,1,0.0,219.0,13,5,False
412,70.3636363636364,131.416666666666,2.56045343713612,0.818181818181818,2,157.636363636364,0.0078109206006038,268,39,True
413,78.8,129.733333333333,1.95636933291864,0.9,2,149.7,0.748061656951876,326,102,True
414,11.0,109.966666666667,0.0,6.0,1,51.0,221.0,53,51,False
415,30.0,110.966666666667,0.0,4.0,1,372.0,222.0,16,0,False
416,155.8,111.166666666667,1.43604909756672,1.8,2,110.0,0.0078109206006038,266,20,True
417,103.125,111.666666666667,1.91390695371603,1.125,2,131.875,0.0078109206006038,955,107,True
418,72.4545454545455,114.516666666667,1.98748917819982,0.9090909090909092,3,133.090909090909,0.0002288326547443,147,11,True
419,241.666666666667,116.516666666667,1.47721700146248,3.0,2,489.333333333333,0.0078109206006038,11,5,False
420,265.66666666666697,121.516666666667,0.6111417341594979,3.0,2,49.6666666666667,0.0078109206006038,44,1,True
421,377.5,120.85,0.881290899230693,4.5,2,41.5,0.0078109206006038,10,0,False
422,371.5,119.683333333333,1.0,4.5,2,1.5,0.748061656951876,5,1,True
423,88.4,122.85,2.2006662143634905,0.9,2,100.4,0.0078109206006038,1457,525,True
424,49.12,123.85,3.84996642007543,0.4,2,373.76,0.0078109206006038,924,43,True
425,245.333333333333,124.85,0.8269501165883321,3.0,2,21.3333333333333,0.0078109206006038,60,42,True
426,205.0,8.88333333333333,0.5847364732597541,2.25,2,63.0,0.12693690508604,122,67,False
427,206.0,9.88333333333333,0.5847364732597541,2.25,2,2.0,0.126936908811331,67,122,True
428,164.0,121.8,1.65912096326664,1.8,2,79.2,0.0078109206006038,103,7,True
429,248.333333333333,123.8,0.93730124130749,3.0,2,12.0,0.0078109206006038,88,0,False
430,184.5,124.8,1.50987593131824,2.25,2,196.5,0.0078109206006038,96,3,False
431,146.0,23.5,1.13911531403924,1.5,2,83.8333333333333,1.96789550009998,218,58,False
432,381.0,132.783333333333,0.811278124459133,4.5,2,243.0,0.0078109206006038,12,0,False
433,34.0,21.0,0.0,5.0,1,25.0,22.0,1,1,False
434,213.25,12.85,0.5085818381787729,2.25,2,34.75,0.1269369123037899,199,124,True
435,73.9166666666667,0.0,2.66972338180544,0.75,3,302.5,0.0,1588,170,True
436,387.5,126.166666666667,0.836640741941167,5.0,2,123.0,0.0078109206006038,15,0,False
437,193.5,27.5,0.819422679531409,2.5,2,273.75,1.96789550012222,62,327,False
438,209.0,18.5666666666667,1.03203295866545,2.5,2,461.5,0.126936912531164,51,0,True
439,260.33333333333303,29.5,0.918918342091986,3.3333333333333304,2,378.666666666667,1.96789550012225,69,3,True
440,131.0,22.5666666666667,2.51977119833746,1.25,2,201.75,0.126936912534575,66,10,True
441,397.0,94.13333333333394,0.45868581620054,5.0,2,0.0,0.748061656951876,22,9,False
442,3.0,30.1666666666667,0.453716339186945,1.0,1,4.0,46.0,13,8,False
443,265.0,121.483333333334,0.716175747993518,3.3333333333333304,2,220.0,0.0078109206006038,36,0,False
444,272.0,17.0,1.55665670746282,3.3333333333333304,2,398.666666666667,1.84374983981252,5,2,False
445,190.0,3.0,1.02757843083246,2.0,2,48.8,1.75,322,41,True
446,2.6666666666666696,125.683333333334,1.27979863803416,0.666666666666667,1,223.666666666667,262.0,30,1,False
447,215.0,31.0,1.27740568327047,2.5,2,207.5,1.96789550012225,206,0,True
448,277.66666666666697,130.61666666666702,0.953013885331597,3.3333333333333304,3,5.33333333333333,0.0002286232912153,15,4,False
449,167.0,25.35,2.0394885087309,1.6666666666666698,2,48.1666666666667,0.126936912534774,126,6,True
450,222.75,26.35,1.22404231965057,2.5,2,79.0,0.126936912534788,266,39,True
451,287.66666666666697,5.0,1.4926140680171298,3.3333333333333304,2,13.0,1.9375,14,0,False
452,274.33333333333303,31.3333333333333,1.19879445019463,3.3333333333333304,2,216.333333333333,1.96789550012225,44,2,True
453,126.375,34.380952380952394,2.5562227406835,1.25,2,42.75,8.867545560441939e-11,95,47,True
454,6.0,6.0,0.0,4.0,1,44.0,6.0,8,0,False
455,281.66666666666697,28.6666666666667,1.18167423855991,3.3333333333333304,2,538.0,0.1269369125348,31,3,True
456,424.5,21.0,0.970950594454669,5.0,2,82.5,1.84374984703027,5,0,False
457,281.66666666666697,30.5833333333333,0.360559864375575,3.3333333333333304,2,5.33333333333333,0.1269369125348019,107,1,True
458,1.0,31.5833333333333,0.0,1.0,1,0.0,48.0,4,3,False
459,297.66666666666697,32.5833333333333,0.8451064151274781,3.3333333333333304,2,188.333333333333,0.1269369125348019,34,18,True
460,53.0,33.5833333333333,0.0,6.0,1,0.0,50.0,17,0,False
461,427.0,24.0,0.91829583405449,5.0,2,48.5,1.8437498472339904,6,3,False
462,279.66666666666697,26.0,1.5,3.3333333333333304,2,95.6666666666667,1.84374984725582,12,0,True
463,226.25,33.9833333333333,0.5270814401590029,2.5,2,43.25,0.1269369125348019,67,33,False
464,0.0,28.0,0.0,0.0,1,0.0,38.0,243,0,True
465,80.2,125.25,2.10041741112421,0.666666666666667,2,208.266666666667,0.0078109206006038,1356,16,True
466,184.2,34.4833333333333,1.33762705784767,2.0,2,297.6,0.1269369125348019,116,5,False
467,424.0,35.4833333333333,0.5032583347756461,5.0,2,172.0,0.1269369125348019,12,6,False
468,424.0,28.5,0.479832023616128,5.0,2,11.0,1.8437498472617293,21,8,False
469,445.0,31.166666666666604,0.479832023616128,5.0,2,71.0,1.96789550012225,11,18,True
470,436.0,35.0,0.970950594454669,5.0,2,71.0,1.84374984726255,3,2,False
471,300.66666666666697,38.0,0.549425819734981,3.3333333333333304,2,50.0,1.84374984726256,72,11,True
472,223.75,40.0,1.62041629954191,2.5,2,88.5,1.84374984726256,28,28,False
473,65.1904761904762,41.0,3.42986582099195,0.4761904761904761,2,173.285714285714,1.84374984726256,257,43,True
474,434.5,42.0,1.0,5.0,2,229.5,1.84374984726256,6,0,False
475,296.0,44.0,1.14883485428092,3.3333333333333304,2,275.33333333333303,1.84374984726256,18,3,False
476,289.66666666666697,48.0,0.597345488767474,3.3333333333333304,2,664.0,1.84374984726256,54,1,False
477,472.0,51.0,0.8631205685666309,5.0,2,0.0,1.84374984726256,12,2,True
478,166.666666666667,52.0,1.95145117469228,1.6666666666666698,2,12.333333333333302,1.84374984726256,146,2,False
479,457.0,53.5,0.970950594454669,5.0,2,93.0,1.84374984726256,5,0,False
480,229.0,54.5,0.8071372201399,2.5,2,0.0,1.84374984726256,434,0,True
481,477.0,62.25,0.970950594454669,5.0,2,7.5,1.84374984726256,4,1,True
482,98.6666666666667,31.3333333333333,1.80055338945699,0.916666666666667,2,33.5833333333333,1.96789550012225,565,58,True
483,450.0,4.0,0.6722948170756379,5.5,2,55.5,1.875,15,2,False
484,228.75,71.9999999999999,1.1402463752033605,2.75,2,270.5,1.84374984726256,402,109,True
485,197.6,73.9999999999999,1.7820695604456398,2.2,2,49.4,1.84374984726256,157,36,True
486,452.5,6.0,0.7219280948873621,5.5,2,313.0,1.96875,14,1,False
487,321.0,74.4999999999999,0.953871924257284,3.6666666666666696,2,34.6666666666667,1.84374984726256,91,79,True
488,0.0,75.4999999999999,0.0,0.0,1,0.0,83.0,82,0,False
489,112.666666666667,77.4999999999999,2.39853859459786,1.22222222222222,2,430.111111111111,1.84374984726256,389,9,True
490,141.714285714286,35.895238095238106,2.18708947123514,1.57142857142857,2,14.7142857142857,0.1269369125348019,484,14,True
491,184.666666666667,36.8119047619048,1.8907467386900905,1.8333333333333304,2,109.833333333333,0.1269369125348019,41,14,True
492,232.25,115.083333333334,1.47820511161196,2.75,2,288.0,0.0078109206006038,529,5,False
493,230.75,29.416666666666604,1.43761869450531,2.75,2,217.75,1.96789550012225,50,27,True
494,333.33333333333303,117.502380952381,1.33467914105159,4.0,2,11.666666666666698,0.0078109206006038,11,2,False
495,172.666666666667,7.0,1.59958633295297,2.0,2,127.166666666667,1.984375,512,90,True
496,89.0,78.0833333333333,2.10552959342162,0.923076923076923,2,198.0,1.84374984726256,283,206,True
497,189.8,79.0833333333333,1.31932067731317,2.4,2,205.2,1.84374984726256,244,63,True
498,214.0,44.7785714285714,0.8452267645008579,2.4,2,52.6,0.1269369125348019,423,191,True
499,174.5,120.654761904762,2.04380707215542,2.1666666666666696,4,419.166666666667,2.03487771322693e-05,62,6,False
500,195.0,121.654761904762,2.01511236685777,2.0,2,27.0,0.0078109206006038,40,34,False
501,489.5,124.630952380952,0.970950594454669,6.0,2,7.0,0.0078109206006038,4,1,False
502,190.0,125.630952380952,2.46772662931161,2.0,2,103.5,0.0078109206006038,21,2,False
503,480.5,129.607142857143,0.574635697837679,6.0,2,1.0,0.0078109206006038,14,8,False
504,259.0,131.607142857143,1.5949774385035402,3.0,2,4.5,0.0078109206006038,138,52,True
505,122.0,10.0,2.0609830887755303,1.33333333333333,2,184.333333333333,1.998046875,198,213,True
506,268.0,1.0,0.999839237929548,3.0,2,4.5,1.0,326,183,True
507,126.333333333333,2.0,2.20450979941334,1.33333333333333,2,16.3333333333333,1.5,609,191,True
508,209.8,5.0,1.6821519010237398,2.4,3,90.8,0.991769547325103,190,94,True
509,480.5,79.8333333333333,0.156491062905702,6.0,2,13.5,1.84374984726256,42,46,False
510,193.8,80.8333333333333,0.969054357403884,2.4,2,46.0,1.84374984726256,289,44,True
511,476.5,8.0,0.650022421648354,6.0,2,19.0,1.953125,12,0,False
512,500.0,80.1666666666666,0.881290899230693,6.0,2,17.0,1.84374984726256,9,1,True
513,483.5,11.0,0.7219280948873621,6.0,2,48.0,1.9990234375,4,1,False
514,261.25,17.0,1.50572314173559,3.0,2,128.5,1.9999008178710904,257,85,True
515,100.727272727273,41.802380952381,2.33425407761661,1.09090909090909,2,190.54545454545504,0.1269369125348019,758,175,True
516,46.459459459459495,77.1666666666666,4.27029101128861,0.324324324324324,2,438.432432432432,1.84374984726256,310,115,True
517,51.961538461538495,80.4999999999999,4.18111354007353,0.4615384615384621,2,268.961538461538,1.84374984726256,223,75,True
518,492.0,23.0,0.954434002924965,6.0,2,39.5,1.99991571903229,4,4,False
519,61.07142857142861,26.0,4.0960149008713405,0.4642857142857139,3,150.285714285714,0.9999997676832528,834,124,True
520,332.0,78.4999999999999,1.12738148523571,4.0,2,280.0,1.84374984726256,58,8,True
521,532.0,79.4999999999999,0.91829583405449,6.0,2,23.5,1.84374984726256,6,3,False
522,73.8823529411765,27.0,2.9472487563836003,0.7058823529411771,2,278.529411764706,1.99991594254971,975,39,True
523,378.666666666667,28.0,0.718864416746046,4.66666666666667,2,95.0,1.9999159500002897,72,4,True
524,547.0,2.0,0.970950594454669,7.0,2,12.5,1.0,4,1,False
525,86.1333333333333,66.73333333333339,2.74534456718636,0.933333333333333,2,312.2,1.84374984726256,36,208,True
526,80.8,6.0,2.40786665261867,1.0,3,426.066666666667,0.661179698216735,341,57,True
527,542.0,27.5,0.91829583405449,7.0,2,2.5,1.99991595558822,7,2,False
528,534.5,8.0,0.811278124459133,7.0,2,7.5,1.4609375,10,2,False
529,520.0,8.0,0.881290899230693,7.0,2,678.5,1.4921875,9,1,False
530,512.0,9.0,0.811278124459133,7.0,2,179.5,1.49609375,10,2,False
531,60.53846153846151,10.0,3.39126607692886,0.538461538461538,2,210.538461538462,1.498046875,813,110,True
532,529.5,11.0,0.985228136034252,7.0,2,160.5,1.4990234375,5,2,False
533,530.5,12.0,0.5032583347756461,7.0,2,0.0,1.49951171875,27,0,False
534,279.5,13.0,1.95914791702724,3.5,2,49.75,1.499755859375,8,4,False
535,10.0,14.0,0.0,6.0,1,340.0,13.0,3,0,False
536,362.0,16.0,0.80036082789557,4.66666666666667,2,0.333333333333333,1.49992370605469,70,5,True
537,534.0,18.0,0.954434002924965,7.0,2,4.0,1.49994659423828,5,3,False
538,54.9047619047619,24.0,3.59935495561894,0.666666666666667,2,17.571428571428598,1.49995410442352,977,977,True
539,23.7966101694915,26.0,5.0695102501659015,0.254237288135593,4,624.2372881355931,0.6823527006587629,276,168,True
540,101.083333333333,27.0,2.93089738659404,1.16666666666667,2,176.833333333333,1.4999542087316498,153,6,True
541,365.333333333333,29.5,0.584600894629432,4.66666666666667,2,61.0,1.99991595701431,82,3,True
542,526.5,31.0,0.74959525725948,7.0,2,241.5,1.4999542222358302,13,1,False
543,350.333333333333,32.0,0.803071727324102,4.66666666666667,2,41.0,1.49995422270149,53,1,True
544,553.5,0.0,0.970950594454669,7.0,2,31.5,0.0,4,1,False
545,530.0,61.5333333333334,0.985228136034252,7.5,2,1088.0,1.84374984726256,7,0,False
546,192.666666666667,34.0,1.8276514676045,2.5,2,345.333333333333,1.49995422305074,88,60,True
547,280.5,37.0,1.27913023447142,3.75,3,447.5,0.666666573744373,79,9,True
548,570.0,38.0,0.529360865287364,7.5,2,74.0,1.4999542231598797,17,8,False
549,88.0,42.0,3.09971263699243,1.06666666666667,4,397.333333333333,0.6823527006587641,233,117,True
550,387.333333333333,44.0,1.37095059445467,5.0,2,129.666666666667,1.4999542231661298,14,1,False
551,574.5,45.0,0.91829583405449,7.5,2,0.0,1.49995422316618,7,2,True
552,197.5,48.0,2.0888400352209,2.5,2,130.0,1.49995422316623,81,61,False
553,296.5,50.0,1.1398373294034,3.75,2,63.75,1.49995422316624,112,7,True
554,361.0,51.0,0.659459211658581,5.0,2,41.0,1.49995422316624,91,2,True
555,273.0,52.0,1.06764982070543,3.75,2,37.25,1.49995422316624,132,0,False
556,552.0,29.5,0.591672778582327,7.5,2,54.5,1.99991595707161,14,7,True
557,2.57142857142857,81.74047619047609,2.50818588194861,0.5714285714285711,1,307.428571428571,303.0,286,87,False
558,184.42857142857105,17.7166666666666,1.87689993596115,2.14285714285714,2,180.285714285714,1.96789550012225,550,141,True
559,551.0,24.6996031746032,0.811278124459133,7.5,2,178.5,0.1269369125348019,4,0,False
560,53.148148148148096,25.6662698412698,3.73935840033646,0.555555555555556,2,428.703703703704,0.1269369125348019,1000,234,True
561,284.0,5.5,1.5680859870987098,3.75,2,245.5,1.9580078125,621,236,True
562,264.6,92.5238095238097,2.23226289702427,3.0,2,331.6,0.0078109206006038,12,3,False
563,581.0,47.5,0.353359335021421,7.5,2,190.5,1.49995422316624,22,23,True
564,563.5,93.5000000000002,0.301378643593086,7.5,2,204.5,0.0078109206006038,39,17,False
565,557.0,94.5000000000002,0.5435644431995961,7.5,2,492.0,0.0078109206006038,17,7,False
566,225.666666666667,12.0,0.9840886783593292,2.5,2,117.666666666667,1.62451171875,286,11,True
567,166.625,13.0,1.89836025245935,1.875,2,401.375,1.624755859375,143,35,True
568,43.1428571428571,93.5845238095241,4.501499574533249,0.535714285714286,2,911.214285714286,0.0078109206006038,550,259,True
569,187.5,95.8162698412702,2.40563906222957,2.5,2,7.83333333333333,0.0078109206006038,8,0,False
570,378.666666666667,96.7000000000004,1.47721700146248,5.0,2,7.33333333333333,0.0078109206006038,13,3,False
571,92.1333333333333,27.3234126984127,2.76461712743267,1.0,2,336.4,0.1269369125348019,456,35,True
572,85.4285714285714,100.628571428572,2.87286258622689,0.7142857142857142,4,47.04761904761912,2.0345050931588e-05,56,20,False
573,288.0,106.228571428572,1.55795527340691,3.75,2,163.0,0.0078109206006038,196,56,False
574,386.333333333333,107.228571428572,0.432104846453069,5.0,2,8.66666666666667,0.0078109206006038,268,9,True
575,69.1153846153846,17.0,3.4406585338886297,0.6923076923076921,3,276.11538461538504,0.995876619731253,779,104,True
576,24.4444444444444,0.0,3.99241876462992,0.5,2,322.472222222222,0.0,1273,244,True
577,29.2727272727273,0.0,2.8155753707605804,1.18181818181818,1,100.545454545455,0.0,588,41,False
578,23.357142857142897,1.0,1.64247287914436,0.9285714285714292,1,817.8571428571429,1.0,585,579,True
579,25.75,20.5,2.52235415317389,1.625,1,447.375,37.0,78,10,False
580,7.75,22.5,3.31866973867923,0.916666666666667,1,0.0,39.0,20,14,False
581,1.0,23.5,0.0,1.0,1,1.0,40.0,3,1,False
582,3.0,0.0,1.97126427083592,1.2,1,193.6,0.0,125,8,True
583,14.0,0.0,0.0,6.0,1,109.0,0.0,12,0,False
584,2.0,4.0,0.0,2.0,1,14.0,4.0,16,2,False
585,20.75,19.1186507936508,0.7479802831711079,3.5,1,75.0,100.0,154,1,True
586,54.5,1.0,0.99498482818597,5.5,1,404.0,1.0,23,1,False
587,8.0,0.0,0.0,5.0,1,143.0,0.0,10,5,False
588,78.0,5.0,0.6734503665674519,6.5,1,147.5,5.0,128,98,True
589,37.75,0.0,1.65080111036568,4.0,1,88.5,0.0,69,17,True
590,19.0,2.0,0.0,5.0,1,289.0,2.0,16,2,False
591,25.285714285714302,7.0,2.04762361821226,2.28571428571429,1,178.85714285714295,6.0,466,15,True
592,6.0,8.0,0.0,5.0,1,30.0,7.0,3,0,False
593,5.0,2.0,0.0,4.0,1,239.0,2.0,32,5,True
594,22.0,12.0,0.0,8.0,1,52.0,10.0,0,1,False
595,2.0,3.0,0.0,2.0,1,65.0,3.0,2,0,False
596,74.0,4.0,0.0,12.0,1,98.0,4.0,3,3,False
597,15.0,5.0,0.0,7.0,1,351.0,5.0,3,2,True
598,18.875,5.0,2.57244992627869,2.25,1,449.625,4.0,109,4,False
599,16.0,0.0,0.0,8.0,1,195.0,0.0,4,2,False
600,39.6666666666667,0.0,1.19145315442169,4.0,1,778.333333333333,0.0,25,6,False
601,64.0,0.0,0.0,15.0,1,20.0,0.0,1,0,True
602,17.0,16.0,0.0,9.0,1,30.0,14.0,1,1,False
603,56.0,7.0,0.0,11.0,1,110.0,7.0,0,5,False
604,39.0,0.0,0.927526588431676,7.0,1,175.5,0.0,31,4,True
605,82.0,17.0,0.0,10.0,1,199.0,15.0,0,2,False
606,69.0,0.0,0.783776947484701,8.5,1,19.0,0.0,30,0,False
607,37.75,0.0,0.774601613871298,5.25,1,352.5,0.0,153,5,True
608,18.8,0.0,1.79013918870652,2.6,1,485.0,0.0,49,63,True
609,19.0,0.0,0.0,7.0,1,450.0,0.0,1,1,False
610,20.0740740740741,12.0,3.78235490663795,1.03703703703704,3,732.407407407407,0.4999990591617879,125,21,False
