File,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
184,0,0,1,0,0,0,2,1,0,4,0.05,0,65,1,0,1,1,2.75,1,2.125,1,1,0.3,0,1.0,0,1,0,False
185,0,0,1,9,0,0,9,1,1,1,0.31,0,95,2,0,0,1,1.0,0,1.75,1,1,0.0,0,0.555555555555556,0,2,0,False
186,0,0,1,0,0,0,8,1,0,1,0.28,0,16,2,1,0,1,1.83333333333333,1,1.83333333333333,1,1,0.375,0,1.0,0,1,0,False
187,0,0,1,0,0,0,4,1,0,5,0.07,0,68,1,2,1,1,2.11111111111111,1,1.66666666666667,1,1,0.545454545454545,0,1.0,0,1,0,False
188,0,0,1,0,0,0,10,1,0,1,0.23,0,45,1,2,0,1,1.45454545454545,0,1.36363636363636,1,1,0.230769230769231,0,0.8,0,2,0,False
189,0,0,1,0,0,0,30,1,0,0,0.81,0,0,3,0,12,1,2.0,0,2.28571428571429,1,1,0.0,0,1.0,0,2,0,True
190,0,0,1,0,0,1,55,1,0,1,0.92,0,25,2,6,4,1,24.9166666666667,0,2.66666666666667,1,1,0.571428571428571,0,0.0,0,3,2,False
191,0,0,1,0,0,0,12,1,0,1,0.5,0,60,2,0,3,2,2.2,1,2.0,1,1,0.0,0,1.0,0,1,0,False
192,0,0,1,0,0,2,62,1,0,2,1.13,0,65,3,0,9,2,3.9,0,2.9,1,1,0.333333333333333,0,0.0,0,3,3,False
193,0,0,1,0,0,2,62,1,0,2,1.29,0,70,2,0,8,2,2.1,0,1.9,1,1,0.0,0,0.0,0,3,3,False
194,0,0,1,0,0,1,43,1,0,2,0.96,0,50,2,0,8,1,2.875,0,1.875,1,1,0.0,0,0.0,0,3,3,False
195,0,0,1,0,0,1,43,1,0,3,0.81,0,62,2,0,11,1,2.875,0,2.0,1,1,0.3,0,0.0,0,4,2,False
196,0,0,1,0,0,1,39,1,0,1,1.18,0,33,2,0,8,1,2.5,1,2.0,1,1,0.0,0,0.0,0,4,2,False
197,0,0,1,0,0,4,56,1,0,4,1.7,0,62,2,2,4,2,4.0,2,2.66666666666667,1,1,0.0,0,0.0,0,2,0,False
198,0,0,1,0,0,2,52,1,0,3,1.0,0,54,2,0,11,2,3.375,1,2.5,1,1,0.3,0,0.0,0,3,3,False
199,0,0,1,0,0,0,31,1,0,4,0.43,0,72,3,0,12,1,5.58333333333333,1,2.75,1,1,0.357142857142857,0,0.0,0,1,1,False
200,0,0,1,0,0,1,46,1,0,2,0.57,0,50,3,0,15,1,5.41666666666667,1,2.58333333333333,1,1,0.571428571428571,0,1.0,0,4,3,False
201,0,0,1,0,0,1,53,1,0,1,1.32,0,33,2,0,9,1,5.0,1,3.0,1,1,0.375,0,0.0,0,3,3,False
202,0,0,1,0,0,1,43,1,0,1,1.16,0,28,2,0,10,2,2.85714285714286,1,1.85714285714286,1,1,0.0,0,1.0,0,5,2,False
203,0,0,1,1,0,0,5,1,0,0,0.62,0,100,3,0,1,2,1.0,1,2.0,2,1,0.0,0,0.0,0,2,0,False
204,0,0,1,0,0,0,41,1,0,0,1.05,0,0,2,1,8,3,2.5,0,1.625,1,1,0.0,0,0.0,0,3,3,False
205,0,0,1,1,1,0,47,1,2,1,0.64,0,88,1,85,10,2,55.3846153846154,0,2.38461538461538,1,1,0.533333333333333,0,0.0,0,4,2,False
206,0,0,1,0,0,2,39,1,0,111,0.65,0,96,1,0,0,1,7.0,0,1.0,1,0,0.714285714285714,0,1.0,0,2,1,False
207,0,0,1,0,0,0,7,1,0,0,1.4,0,0,0,5,1,0,0.0,0,1.0,1,1,0.0,0,1.0,0,1,0,False
208,0,0,1,0,0,1,42,1,0,1,1.31,0,33,2,0,7,1,3.33333333333333,1,2.16666666666667,1,1,0.0,0,0.0,0,4,2,False
209,0,0,1,0,0,1,42,1,0,1,1.02,0,42,2,0,10,1,2.71428571428571,1,2.42857142857143,1,1,0.666666666666667,0,0.0,0,3,3,False
210,0,0,1,0,0,1,44,1,0,2,0.86,0,50,2,0,9,2,3.625,1,2.125,1,1,0.4,0,1.0,0,4,3,False
211,0,0,1,0,0,2,54,1,0,5,0.75,0,65,2,0,10,1,6.1,1,2.6,1,1,0.5,0,0.0,0,3,4,False
212,1,0,1,0,0,1,43,1,0,2,0.67,0,55,2,0,9,2,4.44444444444444,1,2.44444444444444,1,1,0.454545454545455,0,1.0,0,4,3,False
213,0,0,1,0,0,2,60,1,0,6,0.81,0,64,2,3,11,1,6.55555555555556,1,3.11111111111111,1,1,0.636363636363636,0,0.0,0,3,4,False
214,0,0,1,0,0,0,40,1,0,1,1.67,3,0,3,0,8,1,6.5,6,6.0,5,1,0.75,0,0.0,0,1,1,False
215,0,0,1,0,0,0,40,1,0,1,1.67,2,0,3,0,8,1,7.0,6,5.5,5,1,0.0,0,0.0,0,1,1,False
216,0,0,1,0,0,0,31,1,0,1,0.7,0,25,2,0,7,2,2.875,0,1.75,1,1,0.3,0,1.0,0,2,0,False
217,0,0,1,0,0,1,46,1,0,2,1.1,0,42,2,0,7,2,3.71428571428571,1,2.0,1,1,0.333333333333333,0,0.0,0,4,2,False
218,0,0,1,0,0,1,38,1,0,0,1.46,0,0,3,0,9,1,2.5,1,2.75,1,1,0.0,0,1.0,0,3,3,False
219,0,0,1,0,0,1,36,1,0,0,1.0,1,0,3,0,10,1,2.5,1,3.5,1,1,0.5,0,0.5,0,2,1,False
220,0,0,1,0,0,1,41,1,0,0,1.21,0,0,2,0,8,2,1.14285714285714,0,1.42857142857143,1,1,0.0,0,1.0,0,4,3,False
221,0,0,1,0,0,0,42,1,0,3,0.84,0,66,2,0,8,2,3.11111111111111,1,1.77777777777778,1,1,0.272727272727273,0,0.0,0,4,3,False
222,0,0,1,0,0,2,50,1,0,3,1.09,0,58,2,0,8,1,4.75,1,2.0,1,1,0.4,0,0.0,0,4,2,False
223,5,0,2,0,0,2,63,1,0,3,0.48,0,64,2,0,21,1,6.07692307692308,1,4.15384615384615,1,1,1.06666666666667,0,1.0,0,3,4,False
224,0,0,1,0,0,0,32,1,0,1,1.52,0,50,3,1,3,2,2.75,1,1.75,1,1,0.0,0,0.0,0,2,0,False
225,0,0,1,0,0,0,39,1,0,0,1.15,0,0,2,0,8,2,1.14285714285714,0,1.42857142857143,1,1,0.0,0,1.0,0,5,2,False
226,0,0,1,0,0,0,38,1,0,2,0.9,0,61,2,0,8,2,2.55555555555556,1,1.66666666666667,1,1,0.0,0,1.0,0,5,1,False
227,0,0,1,0,0,3,61,1,0,3,1.09,0,58,2,0,9,1,3.0,1,3.0,1,1,0.3,0,0.0,0,2,0,False
228,0,0,1,0,0,2,58,1,0,3,0.98,0,54,2,0,13,1,3.375,1,3.0,1,1,0.6,0,0.0,0,3,3,False
229,0,0,1,0,0,1,41,1,0,0,1.17,0,0,2,0,8,2,1.0,0,1.42857142857143,1,1,0.0,0,0.0,0,3,3,False
230,0,0,1,0,0,0,29,1,0,0,1.81,0,0,3,0,6,1,4.0,3,2.5,2,1,0.0,0,1.0,0,1,0,False
231,0,0,1,0,0,0,29,1,0,1,0.88,0,33,2,1,8,1,3.33333333333333,1,2.0,1,1,0.0,0,1.0,0,3,1,False
232,0,0,1,0,0,1,44,1,0,0,1.69,0,0,2,0,7,1,3.2,0,1.2,1,1,0.0,0,0.0,0,5,2,False
233,0,0,1,0,0,1,43,1,0,1,1.0,0,42,2,1,8,2,4.71428571428571,1,2.28571428571429,1,1,0.0,0,1.0,0,4,1,False
234,0,0,1,0,0,0,43,1,0,3,0.67,0,60,2,0,12,2,3.4,1,2.9,1,1,0.416666666666667,0,1.0,0,3,3,True
235,0,0,1,0,0,0,29,1,0,1,0.88,0,33,2,1,8,1,2.66666666666667,1,2.0,1,1,0.0,0,1.0,0,4,3,False
236,0,0,1,0,0,0,39,1,0,2,0.89,0,68,2,0,8,4,2.875,1,1.875,1,1,0.3,0,0.0,0,5,3,False
237,0,0,1,0,0,0,29,1,0,1,0.91,0,33,2,0,8,1,2.66666666666667,1,2.0,1,1,0.0,0,0.0,0,4,2,False
238,0,0,1,0,0,0,41,1,0,0,1.05,0,0,2,0,8,3,1.625,0,1.625,1,1,0.0,0,0.0,0,3,4,False
239,0,0,1,0,0,0,8,1,0,1,0.5,0,0,3,0,1,1,2.66666666666667,1,2.0,1,1,0.0,0,0.0,0,1,0,False
240,0,0,1,0,0,0,32,1,0,0,6.4,0,0,0,4,1,0,1.0,1,1.0,1,1,0.0,0,0.0,0,2,1,False
241,0,0,1,0,0,0,8,1,0,0,1.0,0,0,0,5,4,0,1.0,1,1.0,1,1,0.0,0,0.0,0,1,0,False
242,0,0,0,0,0,0,32,1,0,0,10.67,0,0,0,12,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,2,0,False
243,0,0,1,0,0,0,27,1,0,0,6.75,0,0,0,32,0,0,7.0,7,1.0,1,1,0.0,0,0.0,0,2,0,False
244,0,0,1,0,0,1,42,1,0,1,1.08,0,33,2,0,9,1,2.33333333333333,1,2.5,1,1,0.375,0,1.0,0,4,3,False
245,0,0,1,0,0,0,31,1,0,0,4.43,0,0,4,0,1,1,5.0,5,2.0,2,1,0.0,0,0.0,0,1,0,False
246,0,0,2,0,0,2,52,1,0,4,0.73,0,69,2,0,12,1,4.0,1,2.33333333333333,1,1,0.818181818181818,0,0.0,0,3,3,False
247,0,0,2,0,5,3,52,1,0,0,1.24,1,0,1,0,4,1,5.8,3,3.0,2,1,1.0,0,0.0,0,3,3,False
248,44,0,1,0,2,0,12,1,0,1,0.04,0,8,1,0,42,1,4.95744680851064,1,3.21276595744681,0,1,0.183673469387755,0,0.6,0,2,2,False
249,0,0,1,0,0,1,46,1,0,2,1.24,0,57,2,0,8,1,2.71428571428571,1,2.0,1,1,0.0,0,0.0,0,4,2,False
250,0,0,1,0,0,1,44,1,0,1,1.16,0,57,2,0,10,2,2.57142857142857,1,2.14285714285714,1,1,0.0,0,0.0,0,3,4,False
251,0,0,1,0,0,0,39,1,0,0,0.19,0,0,0,0,99,0,1.0,1,1.0,1,1,0.0,0,1.0,0,3,2,False
252,0,0,1,0,0,1,48,1,0,4,0.79,0,63,2,1,12,1,4.66666666666667,1,2.55555555555556,1,1,0.636363636363636,0,0.0,0,3,3,False
253,2,0,2,0,0,0,10,1,0,0,0.29,1,0,3,0,7,1,7.25,6,3.5,2,1,0.833333333333333,0,0.0,0,1,0,False
254,0,0,2,0,0,2,61,1,0,4,0.7,0,69,2,0,15,1,4.44444444444444,1,3.11111111111111,1,1,1.36363636363636,0,0.0,0,3,3,False
255,0,0,1,0,0,1,42,1,0,1,1.24,0,50,2,0,8,2,2.5,1,2.0,1,1,0.0,0,0.0,0,3,2,False
256,0,0,1,0,0,2,54,1,0,2,1.08,0,55,2,4,9,1,3.0,1,2.33333333333333,1,1,0.363636363636364,0,1.0,0,3,4,False
257,0,0,1,0,0,0,8,1,0,1,0.36,0,0,3,0,9,1,3.66666666666667,3,4.0,3,1,0.0,0,0.0,0,1,0,False
258,0,0,1,0,0,0,8,1,0,3,0.33,0,0,3,0,8,1,5.0,3,5.5,5,1,0.0,0,0.0,0,1,0,False
259,0,0,1,0,0,0,8,1,0,2,0.38,0,0,3,0,8,1,4.5,3,5.0,5,1,0.0,0,0.0,0,1,0,False
260,0,0,1,0,0,0,40,1,0,0,1.48,0,0,2,0,7,2,2.2,1,1.6,1,1,0.0,0,0.0,0,4,1,False
261,0,0,1,0,0,1,47,1,0,0,2.04,0,0,2,0,4,2,1.0,0,1.4,1,1,0.0,0,0.0,0,4,1,False
262,0,0,1,0,0,0,41,1,0,2,0.72,0,66,2,0,13,3,2.11111111111111,0,2.88888888888889,1,1,0.363636363636364,0,1.0,0,3,3,True
263,0,0,1,0,0,0,8,1,0,0,0.53,0,0,3,0,6,1,3.5,1,3.0,2,1,0.0,0,0.0,0,1,0,False
264,1,0,1,1,61,0,37,3,0,1,0.12,0,98,1,0,20,2,1.36708860759494,0,2.27848101265823,0,1,0.261904761904762,0,1.0,0,1,0,False
265,0,1,1,0,0,0,33,2,0,52,0.46,0,99,1,2,3,1,2.16666666666667,0,0.583333333333333,0,0,0.0625,0,0.0,0,1,5,False
266,0,0,1,0,0,0,31,1,0,1,1.55,0,77,1,0,3,2,0.333333333333333,0,0.444444444444444,0,1,0.0,0,0.0,0,3,0,False
267,0,0,1,0,0,1,47,1,0,1,0.92,0,45,1,0,6,3,12.3636363636364,1,2.81818181818182,1,1,0.230769230769231,0,1.0,0,5,2,False
268,0,0,3,0,1,0,0,1,0,3,0.0,0,77,1,0,0,1,1.33333333333333,0,1.33333333333333,1,0,0.6,0,0.0,0,1,0,False
269,0,0,1,0,0,0,8,1,0,0,2.0,0,0,1,9,0,1,14.0,14,1.0,1,1,1.5,0,0.0,0,1,0,False
270,0,0,1,0,0,0,12,1,0,0,3.0,0,0,0,15,1,0,11.0,11,0.0,0,1,0.0,0,0.0,0,1,0,False
271,14,0,2,0,0,0,257,143,3,5,0.08,1,99,1,1,119,2,3.84429065743945,0,4.22837370242215,0,1,0.598152424942263,0,0.538461538461538,0,1,4,False
272,2,0,1,0,0,1,57,11,2,0,0.21,1,0,2,0,24,2,3.04347826086957,1,4.60869565217391,1,1,1.0,0,0.5,0,1,1,False
273,0,0,6,25,3,2,98,1,0,2,0.14,0,90,1,0,70,1,11.6,1,7.6,1,1,0.727272727272727,0,1.0,0,2,2,False
274,0,0,1,0,0,1,354,1,0,0,1.93,0,0,0,1,11,0,2.64457831325301,0,0.0301204819277108,0,1,0.0,0,0.555555555555556,0,2,3,False
275,0,0,1,0,0,0,12,1,0,0,3.0,0,0,0,72,1,0,24.0,24,0.0,0,1,0.0,0,0.0,0,1,0,False
276,0,0,1,0,0,0,8,1,0,0,0.3,0,0,0,1,6,0,2.0,1,0.0,0,1,0.0,0,0.0,0,1,0,False
277,0,0,1,0,0,0,30,1,0,0,7.5,0,0,0,68,1,0,65.0,65,0.0,0,1,0.0,0,0.0,0,1,0,False
278,0,0,2,0,5,0,0,4,0,6,0.0,0,60,2,1,19,1,2.77777777777778,0,3.77777777777778,1,1,0.391304347826087,0,1.0,0,1,0,False
279,0,1,1,0,0,0,8,1,0,6,0.44,0,91,1,0,3,1,0.75,0,1.25,1,0,0.0,0,0.0,0,1,0,False
280,0,0,1,0,0,1,68,1,4,7,0.18,1,67,1,2,14,2,5.52380952380952,0,6.14285714285714,1,1,1.16666666666667,0,1.0,0,1,1,False
281,8,0,1,0,0,0,171,14,14,15,0.08,1,93,1,2,64,2,5.80645161290323,0,5.62672811059908,0,1,0.280172413793103,0,0.821428571428571,0,1,1,True
282,0,0,1,0,0,0,1,1,0,1,0.05,0,50,3,1,4,1,4.0,1,3.5,3,1,0.0,0,1.0,0,1,0,False
283,0,0,1,0,0,1,4,1,1,0,0.16,1,0,4,0,4,1,5.0,2,4.66666666666667,3,1,0.6,0,0.0,0,1,0,False
284,0,0,1,0,0,0,1,1,0,1,0.05,0,50,3,0,4,1,3.5,1,3.5,3,1,0.0,0,1.0,0,1,0,False
285,0,0,1,0,0,1,14,1,3,0,0.12,0,0,2,2,18,1,4.69230769230769,0,4.76923076923077,1,1,0.6,0,1.0,0,1,0,False
286,0,0,1,0,0,1,4,1,1,0,0.17,1,0,3,0,6,1,4.33333333333333,2,4.66666666666667,3,1,0.6,0,0.0,0,1,0,False
287,0,0,1,0,0,1,4,1,0,0,0.12,1,0,3,0,11,1,5.0,2,5.66666666666667,2,1,0.0,0,0.0,0,1,0,False
288,0,0,1,0,0,1,47,1,0,0,0.17,1,0,2,0,9,1,5.75,2,8.75,2,1,1.35714285714286,0,1.0,0,1,1,False
289,1,0,1,0,0,0,23,1,0,21,0.05,1,86,1,0,23,2,8.5,2,10.05,2,1,1.40909090909091,0,0.714285714285714,0,1,1,False
290,0,0,1,0,0,6,42,1,0,0,0.58,4,0,2,0,10,1,7.5,2,7.5,4,1,2.25,0,0.0,0,1,0,False
291,0,0,1,0,0,1,22,1,1,2,0.15,1,70,3,0,15,1,5.5,2,7.4,1,1,1.0,0,1.0,0,1,0,False
292,0,0,1,0,0,1,24,1,2,1,0.18,1,70,2,3,16,1,6.2,3,7.8,2,1,1.08333333333333,0,0.0,0,1,0,False
293,0,0,1,1,0,0,18,1,0,1,0.03,0,98,1,0,2,3,7.57788944723618,0,2.10552763819095,1,1,0.0597014925373134,0,0.0,0,1,2,False
294,1,0,1,0,0,1,49,1,0,1,0.45,0,66,2,0,10,1,4.58333333333333,0,3.75,1,1,1.07142857142857,0,1.0,0,1,1,False
295,6,0,1,18,7,0,70,3,0,31,0.13,1,96,1,0,24,3,5.72881355932203,1,4.15254237288136,1,1,0.333333333333333,0,1.0,0,1,2,True
296,0,0,2,0,0,4,138,2,0,2,0.22,2,14,1,1,18,2,6.5,1,10.8181818181818,1,1,0.92,0,1.0,0,1,1,False
297,0,0,1,0,0,2,60,1,0,0,3.0,0,0,0,1,4,0,1.8,1,0.0666666666666667,0,1,0.0,0,0.0,0,1,1,False
298,0,2,1,3,2,0,1,3,1,1,0.05,0,83,2,2,2,1,1.28571428571429,0,2.28571428571429,2,1,0.25,0,0.666666666666667,0,2,0,False
299,0,0,1,0,0,1,2,1,0,0,0.08,1,0,1,0,7,2,0.5,0,4.0,1,1,1.0,0,1.0,0,2,0,False
300,0,0,1,0,0,0,0,1,0,0,0.0,0,0,1,0,2,2,0.666666666666667,0,1.0,1,1,0.6,0,0.0,0,1,0,False
301,0,0,1,0,0,0,2,1,0,0,0.29,0,0,0,7,1,0,1.0,1,0.5,0,1,0.0,0,0.0,0,1,0,False
302,0,0,1,0,0,0,1,1,0,0,0.04,0,0,1,0,3,2,0.666666666666667,0,2.33333333333333,1,1,1.2,0,0.5,0,1,1,False
303,0,0,1,0,0,0,2,1,0,0,0.09,1,0,1,0,4,2,0.5,0,4.0,1,1,0.75,0,1.0,0,2,0,False
304,0,0,1,0,0,3,11,1,0,0,0.42,0,0,1,0,7,2,0.666666666666667,0,3.33333333333333,1,1,0.6,0,0.5,0,2,0,False
305,0,0,1,0,0,0,0,1,0,0,0.0,1,0,1,0,7,2,1.0,0,4.5,1,1,1.8,0,1.0,0,2,0,False
306,2,0,1,0,2,6,31,1,0,0,0.25,1,0,1,0,23,2,2.8,0,8.4,1,1,3.0,0,0.555555555555556,0,1,1,False
307,0,0,1,0,0,0,2,1,0,0,0.4,0,0,0,1,1,0,0.0,0,0.0,0,1,0.0,0,0.0,0,2,0,False
308,0,0,2,0,0,1,19,1,0,2,0.13,2,50,2,0,16,1,3.0,0,7.875,1,1,2.63636363636364,0,0.571428571428571,0,2,0,False
309,0,0,2,0,0,0,4,1,0,3,0.06,0,72,2,0,9,1,2.54545454545455,0,2.54545454545455,1,1,1.0,0,1.0,0,1,0,False
310,0,0,2,0,0,4,42,1,0,4,0.26,3,56,2,0,20,1,3.625,0,8.125,0,1,2.3,0,0.571428571428571,0,2,0,False
311,0,0,2,0,0,0,12,1,0,2,0.21,0,66,2,0,9,1,2.77777777777778,0,2.77777777777778,1,1,1.18181818181818,0,0.666666666666667,0,1,1,False
312,2,3,1,0,0,4,57,1,0,4,0.27,1,64,2,0,13,1,3.33333333333333,1,6.41666666666667,1,1,2.28571428571429,0,0.5,0,1,1,False
313,1,0,1,0,0,1,23,1,0,4,0.27,0,79,2,0,7,1,3.1875,1,2.4375,1,1,0.777777777777778,0,0.0,0,1,0,False
314,0,3,1,6,0,0,1,4,0,0,0.03,0,0,2,0,7,1,0.0,0,1.0,1,1,0.25,0,0.0,0,1,0,False
315,2,1,1,0,0,0,15,2,1,9,0.14,0,100,1,3,5,1,3.31578947368421,0,3.0,1,0,0.454545454545455,0,0.0,0,1,0,False
316,0,0,1,0,0,0,3,1,0,1,0.5,0,0,1,0,1,1,2.0,2,3.0,3,1,0.0,0,0.0,0,1,0,False
317,1,0,1,0,0,1,31,1,0,2,0.49,0,68,1,3,5,1,2.45454545454545,1,2.09090909090909,0,1,0.846153846153846,0,0.0,0,1,0,False
318,1,0,1,0,1,0,5,1,0,1,0.18,0,40,2,0,6,1,1.6,0,2.0,0,1,0.875,0,0.8,0,2,0,False
319,0,0,1,0,0,0,0,1,0,0,0.0,0,0,3,0,3,1,4.0,4,2.0,2,1,0.0,0,1.0,0,1,0,False
320,0,0,1,0,0,0,2,1,0,4,0.08,0,50,2,0,5,1,2.75,0,2.5,0,1,0.0,0,1.0,0,1,0,False
321,0,0,1,0,0,0,0,1,0,0,0.0,0,0,3,0,2,1,6.0,6,2.0,2,1,0.0,0,1.0,0,1,0,False
322,0,0,1,0,0,0,0,1,0,0,0.0,0,0,3,0,1,1,1.0,1,2.0,2,1,0.0,0,1.0,0,2,0,False
323,0,0,1,0,0,0,0,1,0,0,0.0,0,0,4,0,3,1,14.0,14,2.0,2,1,0.0,0,1.0,0,1,0,False
324,0,0,1,0,0,0,0,1,0,1,0.0,0,0,3,1,3,1,4.33333333333333,4,2.0,1,1,0.0,0,0.0,0,2,0,False
325,0,0,1,0,0,0,16,1,0,0,1.6,0,0,3,0,2,1,3.0,3,2.0,2,1,0.0,0,1.0,0,1,0,False
326,0,0,1,0,0,0,4,1,0,0,0.24,0,0,3,0,5,1,2.75,1,1.5,1,1,0.0,0,1.0,0,1,0,False
327,4,0,2,0,1,1,45,1,0,6,0.27,1,77,3,2,12,1,4.5,0,3.40909090909091,1,1,0.791666666666667,0,0.833333333333333,0,1,0,False
328,0,0,1,0,0,0,5,1,0,4,0.14,0,75,3,0,4,1,2.83333333333333,2,2.5,1,1,0.375,0,1.0,0,2,0,False
329,0,0,1,0,0,0,0,1,0,0,0.0,0,0,3,0,2,1,5.0,5,2.0,2,1,0.0,0,1.0,0,1,0,False
330,0,0,1,0,0,0,2,1,0,0,0.11,0,0,3,0,3,1,7.0,2,1.66666666666667,1,1,0.0,0,1.0,0,1,0,False
331,0,0,1,0,0,0,0,1,0,2,0.0,0,0,3,0,1,1,3.0,2,3.0,2,1,0.0,0,1.0,0,1,0,False
332,0,0,1,0,0,0,1,1,0,2,0.06,0,0,3,0,3,1,3.0,2,4.0,4,1,0.0,0,0.666666666666667,0,2,0,False
333,0,0,1,0,0,0,0,1,0,2,0.0,0,0,3,0,3,1,3.0,2,4.0,4,1,0.0,0,0.666666666666667,0,2,0,False
334,0,0,1,0,0,0,1,1,0,0,0.11,0,0,3,0,3,1,6.0,6,2.0,2,1,0.0,0,1.0,0,1,0,False
335,0,0,1,0,0,0,0,1,0,1,0.0,0,0,3,0,1,1,2.0,1,2.5,2,1,0.0,0,0.5,0,1,0,False
336,0,0,1,0,0,0,2,1,0,2,0.09,0,0,3,0,3,1,4.66666666666667,4,3.0,1,1,0.0,0,1.0,0,2,0,False
337,0,0,1,0,0,0,7,1,0,0,0.24,0,0,3,0,5,1,5.0,4,2.66666666666667,2,1,0.6,0,1.0,0,1,0,False
338,0,0,1,0,1,1,2,1,0,0,0.11,0,0,3,0,6,1,4.0,3,2.5,2,1,0.75,0,1.0,0,2,0,False
339,0,0,1,0,0,0,0,1,0,0,0.0,0,0,3,0,3,1,5.0,5,2.0,2,1,0.0,0,1.0,0,1,0,False
340,0,0,1,0,0,0,0,1,0,0,0.0,0,0,3,0,3,1,4.0,4,3.0,3,1,0.0,0,1.0,0,1,0,False
341,0,0,1,0,0,0,1,1,0,2,0.05,0,25,2,5,3,1,4.25,2,2.25,1,1,0.0,0,0.0,0,1,0,False
342,0,0,1,0,0,0,1,1,0,0,0.17,0,0,3,0,1,1,1.0,1,2.0,2,1,0.0,0,1.0,0,2,0,False
343,0,0,1,0,0,1,43,1,0,4,0.81,0,72,1,11,4,1,6.27272727272727,1,1.90909090909091,0,1,0.230769230769231,0,0.666666666666667,0,2,1,False
344,0,0,1,0,0,0,4,1,0,0,0.17,0,0,3,0,5,1,6.0,5,2.5,2,1,0.75,0,1.0,0,1,0,False
345,0,0,1,0,0,0,0,1,0,0,0.0,0,0,4,0,3,1,4.0,0,1.66666666666667,1,1,0.0,0,0.666666666666667,0,2,0,False
346,0,0,1,0,0,0,1,1,0,1,0.06,0,0,3,0,3,1,1.5,1,1.75,1,1,0.0,0,1.0,0,1,0,False
347,0,0,1,0,0,0,0,1,0,1,0.0,0,0,3,0,2,1,4.66666666666667,1,2.33333333333333,1,1,0.0,0,1.0,0,2,0,False
348,0,0,1,0,0,0,0,1,0,1,0.0,0,0,3,0,2,1,8.5,1,2.5,2,1,0.0,0,1.0,0,2,0,False
349,0,0,1,0,0,0,0,1,0,1,0.0,0,0,3,0,1,1,2.0,1,2.5,2,1,0.0,0,1.0,0,1,0,False
350,1,0,1,0,1,0,11,1,0,0,0.52,0,0,3,0,6,1,3.33333333333333,2,2.33333333333333,1,1,0.6,0,0.8,0,2,0,False
351,0,0,1,0,0,0,2,1,0,1,0.08,0,0,2,3,3,1,3.5,1,2.25,1,1,0.5,0,0.666666666666667,0,3,0,False
352,0,0,1,0,0,0,4,1,0,0,0.22,0,0,2,15,3,1,4.75,0,1.25,0,1,0.0,0,1.0,0,3,0,False
353,0,0,1,0,0,0,2,1,0,1,0.09,0,0,2,10,3,1,5.75,1,2.0,1,1,0.0,0,1.0,0,2,0,False
354,0,0,1,0,0,0,0,1,0,0,0.0,0,0,3,0,4,1,6.0,5,2.5,2,1,0.0,0,1.0,0,2,0,False
355,0,0,1,0,1,1,2,1,0,0,0.12,0,0,3,0,5,1,5.5,3,2.5,2,1,0.75,0,1.0,0,1,1,False
356,0,0,1,0,0,0,0,1,0,0,0.0,0,0,3,0,2,1,7.0,7,2.0,2,1,0.0,0,1.0,0,1,0,False
357,0,0,1,0,0,0,0,1,0,0,0.0,0,0,3,0,3,1,6.0,6,3.0,3,1,0.0,0,1.0,0,2,0,False
358,0,0,1,0,0,0,1,1,0,3,0.04,0,16,2,5,2,1,4.75,3,2.75,1,1,0.0,0,0.0,0,1,0,False
359,0,0,1,0,0,0,3,1,0,2,0.15,0,33,3,0,2,1,4.33333333333333,2,2.66666666666667,2,1,0.0,0,0.8,0,1,0,False
360,0,0,1,0,0,0,0,1,0,2,0.0,0,0,3,0,2,1,3.5,2,3.0,2,1,0.0,0,1.0,0,2,0,False
361,0,0,1,0,0,0,5,1,0,0,0.5,0,0,3,0,2,1,3.0,3,2.0,2,1,0.0,0,1.0,0,1,0,False
362,0,0,1,0,0,0,0,1,0,0,0.0,0,0,3,0,2,1,3.0,3,2.0,2,1,0.0,0,1.0,0,1,0,False
363,0,0,1,0,0,0,3,1,0,0,0.25,0,0,3,0,4,1,5.0,5,3.0,3,1,0.0,0,1.0,0,1,0,False
364,0,0,1,1,0,0,0,1,0,1,0.0,0,66,2,0,3,1,1.33333333333333,0,1.33333333333333,0,1,0.0,0,1.0,0,1,0,False
365,0,0,1,1,0,0,0,1,0,6,0.0,0,76,2,0,4,1,2.125,0,1.875,0,1,0.3,0,1.0,0,1,0,False
366,0,0,1,0,0,0,1,1,0,1,0.08,0,0,3,0,2,1,2.0,2,3.0,3,1,0.0,0,1.0,0,1,0,False
367,0,0,1,0,0,0,0,1,0,0,0.0,0,0,3,0,2,1,4.0,4,2.0,2,1,0.0,0,1.0,0,1,0,False
368,0,0,1,0,0,0,4,1,0,0,0.14,0,0,4,0,4,1,2.0,0,1.33333333333333,1,1,0.0,0,0.8,0,2,0,False
