File,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE,target
444,0,0,0,0,0,0,19,1,0,1,0,3.8,0,0,0,0,0,0.0,0,0,0.0,0,0,0.806451612903226,0.0,0,0,False
445,0,21,1,16,0,5,351,1,0,1,33,3.22,100,1,1,16,1,3.07407407407407,0,0,0.0,0,0,0.89048473967684,1.0,0,2,True
446,0,10,1,0,0,5,77,1,0,0,1,4.81,0,1,1,0,1,9.72727272727273,0,0,0.0,0,0,0.946428571428571,1.0,0,0,False
447,0,0,0,0,0,0,21,1,0,0,0,5.25,0,0,1,0,0,0.0,0,0,0.0,0,0,0.8125,0.0,0,0,False
448,0,15,1,0,0,10,204,1,0,0,3,2.96,0,0,1,10,0,1.61111111111111,1,0,0.0,0,9,0.903654485049834,1.0,0,4,False
449,0,0,1,1,0,16,317,1,0,0,18,1.26,100,1,1,6,1,23.9444444444444,0,1,0.0,0,0,0.9872,1.0,0,2,False
450,0,21,1,0,0,6,319,1,0,0,25,4.2,0,0,1,12,0,2.95652173913043,0,0,0.0,0,0,0.867549668874172,0.0,0,2,True
451,0,0,1,0,0,6,75,1,0,0,9,5.36,0,0,1,4,0,2.77777777777778,1,0,0.0,0,0,0.944444444444444,0.0,0,0,False
452,0,15,1,0,0,5,96,1,0,0,0,3.69,0,0,1,4,0,1.8,0,0,0.0,0,0,0.946308724832215,0.0,0,2,False
453,0,13,1,0,0,9,229,1,0,0,10,3.95,0,0,1,7,0,2.82608695652174,0,0,0.0,0,0,0.981481481481482,0.0,0,1,True
454,0,3,1,62,0,7,203,1,0,9,18,1.81,100,0,1,8,0,2.57142857142857,1,0,0.0,0,0,0.890140845070423,0.0,0,2,True
455,0,0,1,0,0,9,60,1,0,1,4,3.0,100,0,1,8,0,1.75,1,1,0.0,0,0,0.927083333333333,0.0,0,0,False
456,0,0,1,0,0,6,47,1,0,0,3,3.92,0,0,1,2,0,2.33333333333333,1,1,0.0,0,0,0.906666666666667,1.0,0,0,False
457,0,6,1,3,0,8,75,1,0,0,0,3.95,100,0,1,4,0,1.16666666666667,1,0,0.0,0,0,0.944954128440367,0.0,0,0,True
458,0,10,1,3,0,11,134,1,0,0,0,4.96,100,0,1,2,0,1.5,1,0,0.0,0,0,0.966480446927374,0.0,0,1,False
459,0,11,1,17,0,9,137,1,0,0,0,2.91,100,0,1,7,0,4.54545454545455,1,0,0.0,0,31,0.887387387387387,0.5,0,2,False
460,0,0,1,1,0,7,26,1,0,0,1,3.71,100,0,1,2,0,3.0,3,1,0.0,0,0,0.863636363636364,1.0,0,0,False
461,0,1,1,0,0,8,28,1,0,0,0,4.0,0,0,1,2,0,0.0,0,1,0.0,0,0,0.86046511627907,1.0,0,0,False
462,0,3,1,0,0,18,75,1,0,0,0,8.33,0,0,11,2,0,26.6666666666667,26,1,0.0,0,0,0.936170212765957,1.0,0,0,False
463,0,0,1,21,0,6,75,1,0,0,6,2.14,100,0,1,2,0,2.66666666666667,0,0,0.111111111111111,0,0,0.611940298507463,0.0,0,2,True
464,0,0,1,0,1,7,22,1,0,0,1,1.05,0,1,0,7,1,33.0,33,3,1.0,1,0,0.894736842105263,0.0,0,0,False
465,0,34,1,14,0,6,739,1,0,0,77,4.2,100,1,1,25,1,4.14414414414414,0,0,0.0,0,8,0.941564561734213,0.5,0,5,True
466,0,11,1,0,0,3,87,1,0,1,2,1.98,100,0,1,20,0,3.53846153846154,1,1,0.0,0,0,0.932098765432099,1.0,0,2,False
467,0,0,1,0,0,6,168,1,0,0,22,3.91,0,1,1,5,1,2.13636363636364,1,0,0.0,0,0,0.928571428571429,0.0,0,2,False
468,0,3,1,0,0,4,35,1,0,0,0,4.38,0,0,1,3,0,3.66666666666667,1,1,0.0,0,0,0.892857142857143,0.0,0,0,False
469,0,4,1,39,0,11,420,1,0,0,9,5.45,100,0,1,9,0,5.23076923076923,0,0,0.0,0,0,0.886446886446886,0.0,0,3,True
470,0,3,1,0,0,6,41,1,0,0,0,2.93,0,1,6,3,1,2.33333333333333,0,0,0.0,0,0,0.917808219178082,1.0,0,0,False
471,0,0,0,0,0,0,22,1,0,0,0,3.14,0,1,11,0,1,0.0,0,0,0.0,0,0,0.85,0.0,0,0,False
472,0,3,1,0,0,3,30,1,0,0,0,3.0,0,3,1,2,1,2.66666666666667,0,1,0.0,0,0,0.882352941176471,0.0,0,0,False
473,0,0,1,0,0,5,24,1,0,0,1,2.67,0,2,0,2,1,2.0,2,2,0.0,0,0,0.857142857142857,0.0,0,0,False
474,0,0,1,0,1,5,156,1,0,9,21,0.89,82,2,0,14,3,4.52380952380952,1,1,0.625,0,71,0.958762886597938,0.333333333333333,0,2,True
475,0,0,1,0,0,4,156,1,1,13,24,1.09,91,1,17,14,1,8.52,1,1,0.333333333333333,0,8,0.979942693409742,0.5,0,1,True
476,0,1,1,0,0,5,76,1,0,2,9,0.85,60,3,0,8,1,3.0,0,1,0.333333333333333,0,6,0.957446808510638,0.5,0,1,False
477,0,0,1,0,0,2,54,1,0,4,14,0.57,76,3,0,9,1,3.5,0,1,0.3125,0,0,0.511627906976744,0.0,0,1,False
478,1,0,1,0,1,6,200,1,0,11,25,0.96,83,2,0,10,1,8.88461538461539,0,1,0.357142857142857,0,0,0.785249457700651,1.0,0,3,True
479,0,0,2,0,0,8,62,1,0,0,5,1.02,0,2,0,2,1,8.8,1,0,1.28571428571429,0,0,0.931506849315068,0.0,0,0,False
480,0,1,1,0,0,6,166,1,0,9,20,0.93,83,2,0,15,3,11.1904761904762,1,1,0.608695652173913,0,55,0.981958762886598,0.666666666666667,0,1,True
481,0,0,2,0,0,9,78,1,0,0,7,0.63,0,2,0,3,1,1.85714285714286,1,4,2.0,2,0,0.966386554621849,0.0,0,1,False
482,0,0,1,0,0,6,60,1,0,0,6,4.29,0,3,1,4,1,0.833333333333333,0,1,0.0,0,0,0.936842105263158,1.0,0,0,False
483,0,2,1,4,1,8,333,1,0,9,33,1.12,92,2,2,18,4,5.11428571428571,0,1,0.621621621621622,0,65,0.987252124645892,0.666666666666667,0,1,True
484,0,0,2,0,0,7,90,1,0,1,10,0.64,80,2,0,6,1,5.5,1,1,1.75,0,0,0.978181818181818,0.0,0,1,False
485,0,0,1,0,0,7,163,1,1,2,17,0.53,50,1,0,23,1,9.83333333333333,2,2,0.25,0,0,0.852882703777336,1.0,0,1,False
486,0,1,1,41,0,10,1292,1,0,1,110,3.52,100,0,2,31,0,4.0990990990991,0,0,0.0,0,44,0.833517699115044,0.428571428571429,0,7,True
487,7,0,3,0,11,14,284,1,0,0,4,0.56,0,1,0,15,1,9.54545454545454,4,2,3.53846153846154,0,1,0.992349726775956,0.5,0,2,False
488,0,0,1,0,0,6,111,1,0,3,12,1.05,69,2,0,14,4,2.08333333333333,0,1,0.357142857142857,0,7,0.975708502024291,0.666666666666667,0,1,False
489,0,0,1,0,0,5,67,1,0,4,6,1.37,50,2,0,5,2,4.66666666666667,4,1,0.0,0,0,0.955223880597015,0.0,0,1,False
490,0,0,1,1,0,3,64,1,0,4,11,0.88,80,2,0,7,3,2.54545454545455,1,1,0.461538461538462,0,0,0.963855421686747,0.0,0,1,False
491,0,1,1,0,0,9,116,1,1,4,7,0.79,66,4,0,11,1,7.77777777777778,1,1,0.818181818181818,0,1,0.976666666666667,0.5,0,1,False
492,0,0,2,0,0,5,37,1,0,1,4,0.95,50,2,0,2,1,2.75,1,1,1.0,0,0,0.935483870967742,0.0,0,0,False
493,1,0,2,0,0,8,108,1,0,7,7,0.99,75,1,0,4,1,3.0,1,2,1.5,0,0,0.976,0.0,0,1,False
494,1,0,1,0,0,4,153,1,0,2,27,0.68,53,1,0,17,3,5.32142857142857,0,1,0.633333333333333,0,38,0.89749430523918,1.0,0,1,False
495,0,1,1,0,0,6,78,1,0,2,6,1.22,50,3,2,8,1,4.0,0,1,0.444444444444444,0,0,0.962962962962963,1.0,0,1,False
496,0,1,1,0,0,2,63,1,2,3,10,1.03,74,2,3,5,3,5.15384615384615,0,1,0.4,0,2,0.503448275862069,1.0,0,2,False
497,1,0,2,0,0,8,123,1,1,6,9,0.64,83,4,0,10,1,5.45454545454545,1,1,1.0,0,0,0.980281690140845,1.0,0,1,False
498,0,0,1,0,0,2,54,1,0,3,14,0.6,78,3,0,8,1,2.78571428571429,0,1,0.3125,0,0,0.535714285714286,0.0,0,1,False
499,0,0,1,25,0,6,209,1,0,6,19,1.2,95,2,0,11,3,8.94736842105263,1,1,0.285714285714286,0,87,0.885135135135135,0.4,0,4,False
500,3,0,1,5,1,9,504,1,0,15,37,0.95,91,2,0,28,4,6.125,1,1,0.738095238095238,0,22,0.946397188049209,0.5,0,6,True
501,1,0,3,0,0,8,78,1,0,1,6,0.59,14,3,0,12,1,5.14285714285714,2,1,2.22222222222222,0,0,0.674107142857143,0.0,0,1,False
502,0,1,1,0,0,11,51,1,0,0,2,3.64,0,1,3,4,1,1.0,0,0,0.0,0,0,0.48,0.0,0,1,False
503,0,0,1,0,0,2,26,1,0,1,3,0.57,0,2,0,12,1,4.33333333333333,2,2,1.2,0,0,0.776470588235294,0.0,0,0,False
504,0,0,2,0,0,5,44,1,0,3,3,0.77,33,2,0,11,1,5.0,0,1,1.2,0,0,0.435897435897436,0.0,0,0,True
505,0,0,1,0,0,4,73,1,3,2,8,0.58,40,2,1,10,1,5.18181818181818,2,1,0.615384615384615,0,0,0.893518518518518,0.0,0,1,False
506,0,0,1,0,0,0,31,1,0,8,10,0.61,81,2,0,3,1,3.5,0,1,0.0,0,0,0.934782608695652,0.0,0,0,False
507,0,0,1,0,0,5,57,1,0,2,5,1.43,50,3,0,4,1,2.0,0,1,0.428571428571429,0,0,0.939655172413793,1.0,0,0,False
508,0,1,1,0,0,5,71,1,0,2,6,1.73,57,2,2,4,2,2.14285714285714,0,1,0.333333333333333,0,0,0.947761194029851,1.0,0,0,False
509,0,0,1,0,0,5,84,1,0,4,9,1.33,63,3,0,3,1,3.11111111111111,0,1,0.272727272727273,0,0,0.949152542372881,1.0,0,0,False
510,0,0,1,0,0,4,29,1,0,0,2,4.14,0,0,1,1,0,1.0,1,1,0.0,0,0,0.877551020408163,1.0,0,0,False
511,2,0,1,9,0,7,532,1,0,15,61,0.86,94,2,0,28,3,10.2063492063492,0,1,0.707692307692308,0,42,0.95810705973623,0.5,0,3,True
512,0,0,1,0,0,1,54,1,0,8,18,0.49,86,3,0,8,1,4.05555555555556,0,1,0.25,0,0,0.553191489361702,0.0,0,1,False
513,0,0,1,4,0,7,378,1,1,21,40,0.92,91,2,0,18,5,3.90243902439024,0,1,0.441860465116279,0,36,0.971363115693013,0.75,0,3,True
514,0,1,1,0,0,1,52,1,2,1,6,1.08,66,1,15,6,1,7.66666666666667,0,1,0.363636363636364,0,1,0.952755905511811,0.666666666666667,0,1,False
515,0,0,1,0,0,6,40,1,0,0,2,4.44,0,1,4,2,1,0.0,0,1,0.0,0,0,0.898305084745763,1.0,0,0,False
516,0,0,1,0,0,5,25,1,0,0,1,4.17,0,0,9,1,0,2.0,2,1,0.0,0,0,0.846153846153846,1.0,0,0,False
517,0,0,1,1,0,9,185,1,0,5,16,0.98,78,2,0,15,4,5.4375,0,1,0.555555555555556,0,24,0.910138248847926,0.5,0,4,False
518,0,0,1,0,0,7,33,1,0,0,1,3.67,0,0,6,2,0,4.0,4,0,0.0,0,3,0.886792452830189,0.5,0,0,False
519,0,2,1,0,0,5,30,1,0,0,0,5.0,0,1,1,1,1,1.0,1,1,0.0,0,0,0.869565217391304,1.0,0,0,False
520,0,2,1,0,0,10,43,1,0,0,0,5.38,0,1,21,3,1,7.0,5,1,0.0,0,0,0.903225806451613,1.0,0,0,False
521,0,0,1,0,0,9,87,1,0,0,6,5.12,0,3,1,2,1,1.0,1,0,0.0,0,0,0.950819672131147,0.0,0,1,False
522,0,3,1,0,0,6,38,1,0,0,0,4.75,0,0,1,0,0,1.66666666666667,1,1,0.0,0,0,0.894736842105263,1.0,0,0,False
523,0,2,1,0,0,9,48,1,0,0,1,8.0,0,2,2,0,1,2.0,0,0,0.0,0,0,0.90625,1.0,0,0,False
524,0,15,1,0,0,5,106,1,0,0,1,4.08,0,3,2,6,1,3.1875,0,0,0.0,0,0,0.91358024691358,1.0,0,2,False
525,0,5,1,0,0,4,63,1,0,0,4,4.2,0,1,2,2,1,17.8888888888889,2,0,0.0,0,9,0.854166666666667,0.333333333333333,0,0,False
526,0,2,1,7,0,7,47,1,0,1,0,1.62,100,1,1,3,1,1.5,1,1,0.0,0,0,0.930232558139535,0.666666666666667,0,0,False
527,0,7,1,0,0,10,155,1,0,1,5,2.31,100,0,1,18,0,10.8333333333333,0,0,0.0,0,0,0.968627450980392,0.5,0,1,False
528,0,0,1,0,0,9,36,1,0,0,1,4.5,0,0,1,2,0,1.0,1,0,0.0,0,0,0.884615384615385,1.0,0,0,False
529,0,1,1,6,0,7,147,1,0,0,15,4.9,100,2,2,4,2,5.75,0,0,0.0,0,5,0.780487804878049,0.5,0,1,True
530,0,32,1,0,0,23,1025,1,0,1,9,2.37,100,0,1,7,0,0.024390243902439,0,1,0.0,0,51,0.923566878980892,0.25,0,4,True
531,0,1,1,0,0,3,42,1,0,1,3,2.62,100,0,2,6,0,0.5,0,1,0.0,0,0,0.921052631578947,1.0,0,0,False
532,0,0,1,0,0,7,99,1,0,0,11,3.0,0,0,1,5,0,2.72727272727273,1,0,0.0,0,0,0.871951219512195,0.0,0,1,True
533,0,0,1,0,0,7,156,1,0,0,17,6.5,0,0,1,0,0,0.235294117647059,0,1,0.0,0,0,0.970873786407767,0.0,0,1,False
534,0,1,1,0,0,3,22,1,0,0,0,1.57,0,1,1,1,1,2.0,2,0,0.0,0,0,0.875,0.0,0,0,False
535,0,0,1,0,0,10,42,1,0,0,2,4.2,0,1,1,3,1,1.5,1,0,0.0,0,0,0.90625,1.0,0,0,False
536,0,0,1,0,0,3,46,1,0,0,6,3.29,0,0,1,3,0,1.33333333333333,0,0,0.0,0,0,0.906666666666667,1.0,0,0,False
537,0,0,1,0,0,8,35,1,0,0,2,3.5,0,0,1,3,0,0.5,0,0,0.0,0,0,0.872727272727273,1.0,0,0,False
538,0,1,1,0,0,10,57,1,0,1,2,3.17,100,0,1,4,0,1.0,1,1,0.0,0,0,0.930232558139535,1.0,0,0,False
539,0,0,0,3,0,0,35,1,0,0,0,5.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.877551020408163,0.0,0,0,False
540,0,9,1,0,0,6,163,1,0,0,10,6.04,0,0,1,3,0,3.57894736842105,0,0,0.0,0,2,0.965217391304348,0.333333333333333,0,3,False
541,0,11,1,0,0,7,170,1,0,0,8,4.47,0,2,1,6,1,2.05263157894737,1,0,0.0,0,1,0.937238493723849,0.5,0,2,True
542,0,7,1,0,0,7,83,1,0,0,0,6.92,0,0,2,1,0,3.85714285714286,1,1,0.0,0,0,0.945945945945946,1.0,0,0,False
543,0,3,1,0,0,9,95,1,0,0,5,7.92,0,0,1,1,0,3.625,1,0,0.0,0,1,0.934426229508197,0.5,0,3,False
544,0,19,1,6,0,7,257,1,0,0,9,5.84,100,0,4,5,0,6.28571428571429,0,0,0.0,0,0,0.947521865889213,1.0,0,2,False
545,0,2,1,0,0,4,40,1,0,0,1,4.44,0,0,1,2,0,96.3333333333333,55,0,0.0,0,0,0.903225806451613,1.0,0,0,False
546,0,3,1,0,0,11,77,1,0,0,1,4.05,0,0,1,4,0,1.25,1,1,0.0,0,0,0.775700934579439,1.0,0,0,False
547,0,0,0,20,0,0,20,1,0,0,0,0.83,0,0,0,0,0,0.0,0,0,0.0,0,0,0.9,1.0,0,0,False
548,1,0,1,1,1,0,20,1,0,0,1,0.54,50,1,0,4,1,6.0,0,1,0.75,0,0,0.91304347826087,1.0,0,0,False
549,0,0,1,0,0,6,26,1,0,0,1,2.89,0,4,1,1,1,1.0,1,0,0.0,0,0,0.863636363636364,1.0,0,0,False
550,0,6,1,1,0,9,213,1,0,0,12,4.35,100,0,1,7,0,3.0,0,0,0.238095238095238,0,0,0.836065573770492,0.0,0,1,False
551,0,0,0,18,0,0,38,1,0,0,0,1.73,0,0,0,0,0,0.0,0,0,0.0,0,0,0.929411764705882,0.0,0,0,False
552,7,2,2,1,2,14,372,2,0,14,11,1.04,80,1,1,11,2,5.6,0,1,1.95652173913043,0,92,0.608531994981179,0.6,0,2,False
553,0,2,1,0,0,21,71,1,0,0,0,3.74,0,1,0,0,1,1.0,0,1,0.0,0,0,0.942307692307692,0.0,0,0,False
554,0,2,1,0,0,0,21,1,0,0,0,3.0,0,0,2,0,0,3.5,2,1,0.0,0,0,0.853658536585366,0.0,0,0,False
555,0,11,1,0,0,15,270,1,0,0,4,2.7,0,5,2,14,2,1.86666666666667,1,0,0.0,0,3,0.841584158415842,1.0,0,1,False
556,0,3,1,2,0,17,70,1,0,0,0,2.5,100,2,2,6,1,1.0,1,1,0.0,0,2,0.933333333333333,1.0,0,1,False
557,0,0,1,0,0,15,105,1,0,0,1,7.5,0,0,1,5,0,1.0,1,1,0.0,0,1,0.947761194029851,1.0,0,2,False
558,0,5,1,1,0,4,45,1,0,0,0,3.0,100,1,2,1,1,0.8,0,1,0.0,0,0,0.922077922077922,0.0,0,0,False
559,0,0,0,0,0,0,20,1,0,0,0,2.86,0,3,2,0,2,0.0,0,0,0.0,0,0,0.837837837837838,0.0,0,0,False
560,0,2,1,0,0,44,156,1,0,0,1,8.67,0,3,4,4,2,1.0,1,0,0.0,0,0,0.963157894736842,0.0,0,2,True
561,0,4,1,0,0,7,47,1,0,0,0,2.47,0,0,1,6,0,1.25,1,0,0.0,0,0,0.931818181818182,0.0,0,0,False
562,0,2,1,1,0,9,40,1,0,0,0,1.48,100,2,1,7,1,1.0,1,1,0.0,0,0,0.927710843373494,0.0,0,0,False
563,0,0,1,4,0,12,139,1,0,0,8,4.34,100,2,1,8,1,5.25,1,0,0.0,0,24,0.84020618556701,1.0,0,1,True
564,0,14,1,6,0,17,347,1,0,0,2,4.82,100,1,3,5,1,17.9375,1,0,0.0,0,0,0.958785249457701,0.0,0,2,False
565,0,2,1,0,0,27,77,1,0,0,0,7.7,0,0,1,1,0,7.5,3,0,0.0,0,0,0.940594059405941,0.0,0,0,False
566,0,0,1,0,0,8,83,1,0,0,5,7.55,0,2,1,0,1,3.6,0,1,0.0,0,0,0.945454545454545,0.0,0,0,False
567,2,1,2,0,0,8,132,2,0,16,9,0.4,72,1,0,19,2,7.58333333333333,1,1,2.0,0,37,0.551440329218107,0.333333333333333,0,3,False
568,0,0,0,0,0,0,35,1,0,0,0,7.0,0,0,1,0,0,0.0,0,0,0.0,0,0,0.888888888888889,0.0,0,0,False
569,0,0,1,1,0,7,78,1,0,0,5,5.2,100,0,1,2,0,1.8,1,0,0.0,0,0,0.899159663865546,0.0,0,0,False
570,0,7,1,0,0,17,161,1,0,0,0,5.75,0,1,2,5,1,18.2857142857143,2,0,0.0,0,0,0.959276018099548,0.0,0,2,False
571,0,0,2,0,0,2,41,1,0,3,3,0.6,0,1,2,0,1,5.33333333333333,4,1,2.2,1,11,0.877697841726619,0.5,0,2,True
572,0,1,1,0,0,30,121,1,0,0,2,5.76,0,2,1,3,1,3.33333333333333,1,1,0.0,0,0,0.925925925925926,0.0,0,2,False
573,0,0,2,0,1,4,49,1,0,1,6,0.86,16,1,0,0,1,4.16666666666667,2,1,1.0,0,0,0.953125,0.0,0,1,False
574,0,8,1,4,0,6,215,1,0,0,0,11.94,100,0,4,2,0,5.0,1,0,0.0,0,0,0.819230769230769,0.0,0,2,False
575,0,0,1,0,0,20,62,1,0,0,2,6.89,0,0,2,1,0,7.5,7,0,0.0,0,0,0.928571428571429,0.0,0,0,False
576,0,2,1,0,0,20,62,1,0,0,0,6.89,0,1,4,2,1,2.0,2,0,0.0,0,0,0.933333333333333,0.0,0,0,False
577,0,2,1,0,0,14,79,1,0,0,2,7.18,0,0,2,3,0,3.5,2,0,0.0,0,1,0.93859649122807,1.0,0,1,False
578,2,0,2,4,14,10,241,1,0,0,13,0.73,98,1,0,8,1,5.33333333333333,0,1,2.29411764705882,0,40,0.942196531791908,0.5,0,3,False
579,0,12,1,3,0,14,248,1,0,0,0,7.29,100,2,2,4,1,13.5,0,0,0.0,0,12,0.85632183908046,1.0,0,3,False
580,0,1,1,0,0,48,70,1,0,0,0,8.75,0,0,3,1,0,6.0,6,1,0.0,0,0,0.934065934065934,0.0,0,0,False
581,0,3,1,0,0,7,48,1,0,0,0,4.36,0,0,1,3,0,7.0,3,0,0.0,0,6,0.925,1.0,0,0,False
582,0,2,1,0,0,35,95,1,0,0,0,5.94,0,0,1,3,0,1.5,1,0,0.0,0,0,0.953125,0.0,0,1,False
583,0,1,1,0,0,44,65,1,0,0,0,8.12,0,0,1,1,0,3.0,3,1,0.0,0,0,0.929411764705882,0.0,0,0,False
584,0,2,1,0,0,10,101,1,0,0,2,5.61,0,0,3,2,0,1.0,1,0,0.0,0,0,0.954198473282443,0.0,0,1,False
585,0,0,1,0,0,3,33,1,0,0,4,4.12,0,0,1,0,0,1.5,1,1,0.0,0,0,0.890909090909091,0.0,0,0,False
586,0,1,1,0,0,3,34,1,0,0,0,4.25,0,4,2,1,1,2.0,2,1,0.0,0,0,0.896551724137931,0.0,0,0,False
587,0,2,1,9,0,49,321,1,0,0,3,7.3,100,1,3,5,1,1.6,1,0,0.0,0,0,0.979695431472081,0.0,0,2,False
588,0,0,1,0,0,3,33,1,0,0,4,4.12,0,0,2,0,0,12.0,1,0,0.0,0,0,0.888888888888889,0.0,0,0,False
589,0,29,1,22,0,26,1547,1,0,3,23,6.11,100,1,3,23,1,9.42307692307692,0,0,0.0,0,72,0.922469135802469,0.2,0,4,False
590,0,7,1,0,0,0,15,1,0,0,0,1.36,0,0,1,0,0,1.42857142857143,1,1,0.0,0,0,0.823529411764706,0.0,0,0,False
591,0,0,1,0,0,17,122,1,0,0,5,5.08,0,0,1,2,0,3.2,1,0,0.25,0,0,0.963414634146341,0.0,0,1,False
592,1,0,1,1,0,7,97,1,0,0,8,0.73,77,2,0,3,2,5.55555555555556,2,1,0.727272727272727,0,1,0.975778546712803,1.0,0,2,False
593,0,0,1,2,0,14,86,1,0,0,3,5.73,100,2,1,1,1,3.0,2,0,0.0,0,0,0.948275862068966,0.0,0,0,False
594,0,0,1,0,0,8,27,1,0,0,1,5.4,0,0,1,0,0,1.0,1,0,0.75,0,0,0.857142857142857,0.0,0,0,False
595,0,0,1,0,0,5,29,1,0,0,1,7.25,0,4,5,1,1,1.0,1,0,0.0,0,0,0.863636363636364,0.0,0,0,False
596,0,2,1,25,0,10,428,1,0,0,28,6.2,100,0,1,6,0,5.7,0,0,0.0,0,19,0.915702479338843,1.0,0,4,False
597,0,0,1,0,1,1,53,1,0,2,14,0.56,57,1,0,8,3,10.0714285714286,0,0,0.375,0,0,0.968085106382979,0.0,0,1,False
598,1,0,1,8,0,1,51,1,0,3,3,1.27,79,1,0,0,1,3.0,2,1,1.0,0,0,0.62962962962963,0.0,0,0,False
599,0,0,1,0,0,5,20,1,0,0,1,4.0,0,0,4,1,0,12.0,12,1,0.0,0,0,0.828571428571429,0.0,0,0,False
600,0,0,1,0,0,7,35,1,0,0,2,1.94,0,2,0,2,1,3.5,1,2,0.0,0,0,0.91304347826087,0.0,0,0,False
601,0,0,1,1,0,8,28,1,0,0,1,1.87,0,2,0,2,1,2.0,2,2,0.0,0,1,0.87719298245614,1.0,0,1,False
602,0,0,1,1,0,5,25,1,0,0,1,1.67,0,2,0,2,1,2.0,2,2,0.0,0,1,0.87037037037037,1.0,0,1,False
603,0,1,1,4,0,4,202,1,0,0,35,2.02,100,1,1,17,1,1.33333333333333,0,0,0.0,0,25,0.821989528795812,0.666666666666667,0,7,False
604,0,0,1,3,0,5,77,1,0,0,9,3.21,100,1,1,4,1,2.55555555555556,1,0,0.0,0,9,0.766917293233083,1.0,0,1,False
605,1,1,1,2,0,4,86,1,0,6,10,0.7,78,1,0,2,1,5.0,0,1,1.07142857142857,0,0,0.976284584980237,0.0,0,1,False
606,0,0,1,0,0,6,42,1,0,0,3,5.25,0,3,1,0,1,1.0,1,1,0.0,0,0,0.904761904761905,0.0,0,0,False
607,0,0,1,3,0,8,115,1,0,0,7,2.67,100,0,1,4,0,5.0,2,0,0.0,0,5,0.941747572815534,1.0,0,3,False
608,0,4,1,4,0,4,221,1,0,0,23,3.4,100,1,2,12,1,1.51851851851852,0,0,0.0,0,7,0.692090395480226,1.0,0,4,True
609,0,0,1,0,0,13,93,1,0,0,6,3.1,0,0,1,7,0,1.83333333333333,1,0,0.0,0,3,0.941558441558442,1.0,0,2,False
610,0,0,0,1,0,0,18,1,0,0,0,2.57,0,3,1,0,2,0.0,0,0,0.0,0,0,0.828571428571429,0.0,0,0,False
611,0,0,0,0,0,0,23,1,0,0,0,7.67,0,0,1,0,0,0.0,0,0,0.0,0,0,0.823529411764706,0.0,0,0,False
612,0,0,1,11,0,13,114,1,0,0,5,4.22,100,3,8,5,1,1.8,1,0,0.0,0,3,0.912790697674419,1.0,0,3,False
613,0,0,1,0,0,6,53,1,0,0,4,3.79,0,5,1,4,1,1.0,1,0,0.0,0,2,0.909090909090909,1.0,0,1,False
614,0,13,1,19,0,23,897,1,0,0,20,7.12,100,0,1,7,0,19.3333333333333,1,0,0.0,0,27,0.874555160142349,0.5,0,2,True
615,0,0,1,0,1,0,26,1,0,2,8,0.55,25,1,0,2,1,10.625,2,1,0.3,0,0,0.932038834951456,0.0,0,1,False
616,0,0,0,0,0,0,24,1,0,0,0,6.0,0,0,1,0,0,0.0,0,0,0.0,0,0,0.837837837837838,0.0,0,0,False
617,0,2,1,38,0,12,649,1,0,1,32,4.54,100,1,1,11,1,1.88235294117647,0,0,0.0,0,45,0.82762312633833,0.333333333333333,0,4,False
618,0,0,1,7,0,5,79,1,0,0,5,4.94,100,1,1,1,1,14.2,2,1,0.0,0,0,0.949579831932773,0.0,0,0,True
619,0,1,1,0,0,6,26,1,0,0,0,2.36,0,0,1,3,0,1.0,1,0,0.0,0,0,0.875,0.0,0,0,False
620,1,0,1,23,0,1,58,1,0,3,3,0.98,91,1,0,0,1,2.75,1,1,1.0,0,0,0.682170542635659,0.0,0,1,False
621,0,0,1,0,0,4,49,1,0,0,7,3.5,0,0,1,3,0,0.0,0,0,0.0,0,0,0.917808219178082,0.0,0,0,False
622,0,6,1,0,0,0,15,1,0,0,0,0.83,0,0,0,3,0,0.0,0,0,0.0,0,0,0.869565217391304,0.0,0,0,False
623,0,2,1,1,0,11,77,1,0,0,3,5.92,100,0,1,3,0,1.4,0,0,0.0,0,2,0.927927927927928,1.0,0,1,False
624,0,2,1,2,0,10,410,1,0,2,35,4.82,100,0,1,16,0,9.97297297297297,0,0,0.0,0,31,0.929936305732484,0.333333333333333,0,4,False
625,0,0,1,0,0,54,75,1,0,0,1,9.38,0,4,6,4,1,1.0,1,1,0.0,0,1,0.934579439252336,1.0,0,1,False
626,0,0,1,4,0,4,206,1,2,1,33,2.54,99,2,1,15,2,2.2,0,0,0.131578947368421,0,6,0.881542699724518,0.5,0,4,False
627,0,0,1,1,0,6,189,1,0,0,24,2.74,100,1,1,11,1,1.25,0,0,0.0,0,16,0.82934131736527,0.666666666666667,0,4,False
