commit_id,nuc,aexp,nd,ns,age,la,ld,target
566,164.833333333333,57,5,2,0.0,346,1,False
567,437.5,45,2,2,0.5,14,4,False
568,436.5,46,2,2,8.0,12,2,False
569,438.5,48,2,2,0.0,109,32,False
570,190.6,51,3,2,70.8,11,6,False
571,139.428571428571,162,7,2,6.428571428571429,63,12,False
572,57.5,22,1,1,18.5,35,3,False
573,247.8,163,3,2,12.4,402,197,True
574,177.4,20,3,2,21.8,74,6,True
575,467.0,166,2,2,3.5,11,0,False
576,131.0,141,2,2,7.75,283,249,False
577,356.0,142,2,2,9.33333333333333,59,1,False
578,471.0,167,2,2,0.5,5,3,False
579,255.75,143,2,2,4.5,25,22,False
580,19.91891891891889,6,4,2,23.1351351351351,5601,52,True
581,173.5,145,2,2,37.5,427,112,False
582,450.0,170,2,2,114.0,13,5,False
583,117.222222222222,171,3,2,8.33333333333333,1415,8,True
584,242.0,97,3,2,27.25,114,28,False
585,223.25,2,2,2,0.0,287,0,False
586,311.0,148,3,2,7.0,136,133,False
587,306.0,23,2,2,3.3333333333333304,45,0,False
588,232.0,25,2,2,9.0,508,346,False
589,313.33333333333303,149,3,2,0.666666666666667,26,23,False
590,31.5,98,1,1,29.0,11,2,False
591,135.25,28,6,3,88.5,137,1,True
592,135.2,36,4,2,0.6,95,66,True
593,462.0,31,2,2,0.5,53,4,False
594,468.5,152,2,2,13.0,5,47,False
595,509.5,61,2,2,3.5,3,1,False
596,310.66666666666697,175,3,2,39.0,7,46,False
597,256.75,34,2,2,1.75,211,16,False
598,366.666666666667,155,2,2,23.6666666666667,67,14,False
599,242.75,39,3,2,29.75,145,26,True
600,348.333333333333,178,3,2,26.3333333333333,3,8,False
601,467.0,157,2,2,0.0,417,0,True
602,368.666666666667,62,2,2,11.0,10,2,False
603,353.0,179,3,2,2.6666666666666696,8,3,False
604,60.1666666666667,46,4,2,7.66666666666667,639,647,True
605,59.9090909090909,47,4,2,0.0,50,246,True
606,330.0,46,3,2,6.33333333333333,672,662,False
607,320.33333333333303,64,3,2,28.0,10,1,False
608,0.0,65,1,1,0.0,63,0,False
609,5.0,66,1,1,0.0,0,1,False
610,476.5,67,2,2,0.0,5,1,False
611,71.625,68,6,2,68.1875,51,43,False
612,2.0,47,1,1,0.0,1,0,False
613,15.4259259259259,47,16,7,174.574074074074,2593,157,True
614,22.4444444444444,180,7,1,37.8333333333333,405,159,False
615,23.4444444444444,181,7,1,0.0,159,405,True
616,329.33333333333303,49,3,2,99.0,25,7,False
617,481.5,51,2,2,1.5,7,12,False
618,76.1666666666667,183,9,3,2.88888888888889,402,155,True
619,356.0,53,2,2,32.0,21,2,False
620,493.5,161,2,2,8.0,381,113,True
621,483.5,163,2,2,0.0,136,57,False
622,334.0,55,3,2,3.3333333333333304,7,25,False
623,251.0,185,3,2,9.25,22,19,False
624,488.5,165,2,2,0.0,12,3,False
625,491.5,166,2,2,23.0,23,20,False
626,494.0,59,2,2,5.5,4,1,False
627,16.0,6,1,1,0.0,1,0,False
628,527.5,188,2,2,0.0,7,0,False
629,91.5,61,5,2,25.5625,1009,124,False
630,563.5,3,2,2,0.0,17,13,False
631,501.0,26,2,2,21.0,4,1,False
632,343.666666666667,82,3,2,5.0,21,7,False
633,60.6333333333333,167,8,2,5.06666666666667,1130,899,False
634,1.33333333333333,43,2,1,1.0,102,0,True
635,4.5,3,1,1,1.5,6,4,True
636,6.0,1,2,1,7.66666666666667,158,15,True
637,5.0,71,1,1,8.25,113,72,True
638,2.5,72,4,1,7.875,295,244,True
639,6.66666666666667,2,2,1,3.6666666666666696,64,3,True
640,7.33333333333333,3,2,1,3.0,106,0,True
641,6.0,4,1,1,10.0,45,20,False
642,6.25,6,3,1,10.75,23,2,True
643,4.83333333333333,57,2,1,12.0,82,108,True
644,2.94339622641509,77,10,1,0.0,489,350,True
645,7.33333333333333,62,2,1,8.0,28,32,True
646,8.75,5,2,1,9.0,98,10,True
647,17.5,82,2,1,11.0,9,0,False
648,8.4,86,4,1,3.0,77,16,True
649,13.666666666666698,8,2,1,13.333333333333302,76,25,True
650,20.0,6,2,1,14.5,15,3,True
651,15.0,88,2,1,15.0,127,0,True
652,8.66666666666667,89,4,1,0.666666666666667,63,49,True
653,12.75,9,3,1,7.75,90,1,False
654,23.5,90,1,1,1.5,23,23,True
655,5.9,92,4,1,21.5,39,25,True
656,6.58333333333333,93,3,1,10.3333333333333,138,101,True
657,4.96,94,9,1,18.48,225,234,True
658,29.5,76,2,1,1.0,6,11,True
659,17.5,12,3,1,10.0,147,31,True
660,9.66666666666667,99,3,1,3.6666666666666696,617,551,True
661,8.8,49,2,1,7.8,464,256,True
662,7.0,100,4,1,15.5882352941176,162,117,True
663,4.82608695652174,79,4,1,25.4782608695652,267,170,True
664,12.5,80,2,1,25.5,937,223,True
665,8.91666666666667,102,5,1,5.25,426,382,True
666,4.07407407407407,103,5,1,30.962962962963,99,74,True
667,14.857142857142902,51,4,1,3.85714285714286,95,124,True
668,24.0,15,2,1,2.6666666666666696,97,1,False
669,8.36363636363636,78,4,1,25.3636363636364,148,141,True
670,13.666666666666698,79,2,1,0.5,234,115,True
671,10.0,108,6,1,9.846153846153848,393,6,True
672,9.0,88,2,1,9.5,267,209,True
673,7.384615384615389,89,2,1,4.6153846153846105,286,270,True
674,43.5,114,2,1,10.0,68,34,True
675,8.0,93,3,1,6.4,368,142,True
676,3.11111111111111,57,4,1,17.5555555555556,377,44,True
677,9.54545454545454,58,6,1,15.6818181818182,193,167,True
678,9.38461538461539,90,3,1,37.0,254,217,True
679,3.3333333333333304,91,1,1,20.0,14,21,True
680,47.0,121,1,1,11.5,12,4,True
681,28.0,123,4,1,17.75,123,88,True
682,10.3333333333333,96,5,1,27.0,649,493,True
683,0.7758620689655171,15,20,4,0.0,5934,8,True
684,0.0,125,2,1,0.0,191,171,True
685,0.285714285714286,126,4,1,0.0,168,102,True
686,1.0,99,2,1,0.0,426,18,True
687,5.0,17,2,1,0.0,6,0,False
688,10.5,106,2,1,0.0,10,0,True
689,2.82352941176471,108,3,1,2.0,245,235,True
690,2.69230769230769,139,4,1,2.0,367,138,True
691,4.16666666666667,126,3,1,0.0,15,10,True
692,7.0,141,3,1,2.4,22,14,True
693,4.5454545454545485,147,6,1,5.0,500,19,True
694,14.666666666666698,10,3,1,1.6666666666666698,16,3,True
695,14.333333333333302,24,3,1,6.33333333333333,296,2,True
696,23.5,15,2,1,1.5,16,6,True
697,12.4,66,2,1,9.6,340,230,True
698,5.454545454545452,16,2,1,12.727272727272696,720,513,True
699,9.33333333333333,9,3,1,13.833333333333302,252,53,True
700,11.5,154,4,1,1.25,208,13,True
701,16.2,155,3,1,7.4,140,134,True
702,11.0,17,5,1,11.166666666666698,122,21,True
703,2.52777777777778,13,8,1,1.75,4724,145,True
704,3.4,40,6,1,6.0,301,25,True
705,5.83333333333333,12,5,1,9.75,230,52,True
706,32.0,13,2,1,0.0,12,5,True
707,19.2,67,3,1,3.0,40,36,True
708,3.75,68,3,1,8.5,274,122,True
709,39.5,3,2,1,3.0,4,1,True
710,4.2222222222222205,69,4,1,7.44444444444444,339,128,True
711,12.0,19,14,3,5.7,728,379,True
712,18.0,160,4,1,13.333333333333302,39,3,True
713,16.3333333333333,22,2,1,0.0,112,20,True
714,27.0,50,2,1,1.33333333333333,84,1,True
715,16.7142857142857,161,4,1,3.28571428571429,174,19,True
716,9.5,76,4,1,7.3,547,12,True
717,8.8125,162,3,1,20.4375,335,30,True
718,5.5,77,5,1,0.875,1310,18,True
719,18.8,32,2,1,14.6,158,11,True
720,19.3333333333333,78,5,1,21.0,18,60,True
721,23.4285714285714,163,5,1,6.142857142857139,186,9,True
722,54.5,164,2,1,0.0,60,19,True
723,17.3333333333333,166,3,1,4.5,82,62,True
724,4.954545454545452,82,3,1,6.63636363636364,1733,11,True
725,14.5,126,3,1,15.5,352,61,True
726,15.5,127,3,1,0.0,352,61,True
727,14.142857142857098,168,3,1,0.0,412,127,True
728,26.5,15,3,1,0.0,7537,158,True
729,14.1111111111111,171,4,1,15.333333333333302,96,38,True
730,26.4,131,3,1,19.6,187,2,True
731,25.2,173,3,1,11.2,40,12,True
732,24.1666666666667,33,2,1,16.1666666666667,53,7,True
733,20.6666666666667,27,2,1,26.8333333333333,44,5,True
734,17.1,175,6,1,7.3,483,172,True
735,42.3333333333333,176,2,1,6.33333333333333,32,4,True
736,21.8,178,2,1,2.2,155,100,True
737,2.20338983050847,134,40,4,1.2711864406779698,1203,3,True
738,9.5625,135,5,1,10.5625,3743,2180,True
739,43.6666666666667,34,2,1,19.6666666666667,11,4,True
740,16.25,29,7,1,12.833333333333302,278,31,True
741,11.7692307692308,137,3,1,9.538461538461537,357,63,True
742,66.0,138,2,1,3.0,37,6,True
743,8.0,140,9,1,10.0,841,125,True
744,19.9090909090909,179,4,1,6.454545454545452,325,166,True
745,25.125,180,5,1,4.0,72,61,True
746,38.2,182,3,1,8.8,104,25,True
747,0.0,142,1,1,0.0,7,2,True
748,12.7142857142857,143,5,1,8.428571428571429,1772,110,True
749,38.25,144,3,1,4.5,212,160,True
750,24.71428571428569,145,2,1,17.571428571428598,177,145,True
751,33.5,102,4,1,8.83333333333333,27,30,True
752,79.5,105,2,1,0.5,17,1,True
753,75.0,110,2,1,37.5,10,1,True
754,78.5,148,2,1,0.5,8,1,True
755,31.6,111,6,2,21.2,86,49,True
756,77.0,149,2,1,38.5,4,1,True
757,51.6666666666667,88,2,1,0.0,9176,0,True
758,52.0,89,2,1,0.0,2596,0,True
759,4.811320754716982,90,8,1,19.377358490566,252,199,True
760,5.8,152,3,1,26.8,65,23,True
761,5.71428571428571,153,7,1,25.785714285714302,356,207,True
762,33.7142857142857,189,6,1,13.857142857142902,56,8,True
763,99.0,19,2,1,0.0,4,0,False
764,3.7058823529411806,154,6,1,16.2941176470588,448,167,True
765,5.35714285714286,155,7,1,24.035714285714302,904,66,True
766,9.0,157,2,1,0.0,412,163,True
767,4.0,158,3,1,2.0,137,10,True
768,11.0434782608696,164,5,1,0.217391304347826,642,72,True
769,15.916666666666698,97,4,1,4.66666666666667,2136,487,True
770,16.5,98,3,1,2.5833333333333304,545,59,True
771,17.5454545454545,99,4,1,1.27272727272727,4668,2,True
772,7.1,165,5,1,3.1,434,30,True
773,9.0,166,4,1,3.90909090909091,331,48,True
774,24.5454545454545,191,6,2,22.9090909090909,378,46,True
775,12.7058823529412,35,4,1,5.82352941176471,2754,1675,True
776,16.7894736842105,102,7,1,8.89473684210526,283,113,True
777,15.4666666666667,19,6,1,17.4,2303,78,True
778,20.0,103,4,1,2.90909090909091,150,69,True
779,41.8,124,3,1,28.6,238,79,True
780,104.0,126,2,1,0.5,8,8,True
781,66.0,127,2,1,14.0,80,44,True
782,15.6153846153846,36,5,1,0.384615384615385,1996,0,True
783,26.6666666666667,37,7,1,3.0833333333333304,78,32,True
784,10.7777777777778,173,11,1,0.266666666666667,2635,293,True
785,12.5,174,1,1,0.0,20,0,True
786,8.83333333333333,66,5,1,9.91666666666667,573,144,True
787,10.7,178,5,1,12.0,34,18,True
788,116.0,68,2,1,1.0,5,0,False
789,32.4285714285714,36,4,2,36.5714285714286,35,37,True
790,3.5,189,3,1,7.5,61,7,True
791,110.5,195,2,1,7.0,6,1,True
792,44.0,38,4,1,2.4,40,2,False
793,8.81818181818182,191,7,1,12.0,431,133,True
794,44.4,39,4,1,4.8,219,1,True
795,23.3,40,8,2,24.0,68,11,True
796,13.7777777777778,194,5,1,7.33333333333333,421,31,True
797,17.4,195,3,1,14.0,77,25,True
798,30.5,196,2,1,4.5,22,9,True
799,16.0,39,5,1,5.5,926,38,True
800,6.82352941176471,198,3,1,13.2941176470588,721,365,True
801,5.81818181818182,199,3,1,7.27272727272727,198,148,True
802,20.3333333333333,204,3,1,2.0,7,2,True
803,11.666666666666698,82,3,1,2.3333333333333304,205,98,True
804,9.83333333333333,83,3,1,18.5833333333333,136,58,True
805,119.0,23,2,1,3.0,6,2,True
806,29.0,205,3,1,3.0,87,15,True
807,20.0,89,2,1,5.0,60,7,True
808,11.8888888888889,206,5,2,44.22222222222221,191,118,True
809,15.6,207,3,1,7.6,120,19,True
810,14.166666666666698,209,4,1,11.0,163,48,True
811,15.4,92,3,1,3.6,105,86,True
812,66.0,213,2,1,0.75,89,14,True
813,82.6666666666667,215,3,1,72.6666666666667,50,83,True
814,10.904761904761903,94,7,1,18.6666666666667,282,85,True
815,84.3333333333333,219,2,1,13.0,37,11,True
816,34.6666666666667,220,3,1,0.666666666666667,64,5,True
817,76.0,221,3,1,1.0,107,7,True
818,127.0,50,2,1,20.0,4,2,False
819,35.3333333333333,146,3,1,20.6666666666667,22,3,True
820,48.6666666666667,223,4,1,46.5,151,3,True
821,87.3333333333333,100,2,1,63.0,11,6,True
822,22.461538461538503,49,4,1,28.3846153846154,267,24,True
823,16.375,225,10,1,38.9375,456,56,True
824,0.0,103,1,1,0.0,59,0,True
825,12.083333333333302,226,4,1,18.1666666666667,204,70,True
826,18.0,150,4,1,18.7142857142857,104,19,True
827,102.0,199,2,1,24.6666666666667,50,4,True
828,131.0,124,2,1,31.5,31,19,True
829,15.2,104,3,1,5.4,91,5,True
830,21.4285714285714,200,3,1,47.6428571428571,65,61,True
831,40.625,44,4,1,34.25,194,58,True
832,31.3636363636364,51,6,1,37.54545454545449,294,163,True
833,16.923076923076902,230,4,1,7.76923076923077,191,35,True
834,19.6363636363636,231,4,1,20.4545454545455,156,64,True
835,147.5,52,2,1,15.0,12,10,True
836,15.2222222222222,155,5,2,19.3333333333333,192,124,True
837,0.0,156,1,1,0.0,234,0,True
838,15.923076923076902,157,5,2,7.0,167,21,True
839,26.6,159,4,1,0.4,89,43,True
840,6.68181818181818,127,5,1,84.5151515151515,35,8304,True
841,25.9333333333333,128,5,1,9.46666666666667,432,138,True
842,63.8,55,5,1,25.6,36,45,True
843,15.375,203,2,1,47.375,374,292,True
844,76.6666666666667,1,2,1,0.0,101,2,True
845,25.142857142857103,162,3,2,4.42857142857143,79,13,True
846,144.0,205,2,1,29.5,6,3,True
847,74.6,120,3,1,21.0,109,14,True
848,64.5,243,2,1,0.0,5,1,True
849,27.6,59,2,1,5.6,55,23,True
850,34.0,250,1,1,0.0,3,1,True
851,99.6666666666667,60,2,1,33.6666666666667,104,13,True
852,52.0,131,3,1,5.66666666666667,14,2,True
853,19.0416666666667,209,5,1,43.5416666666667,159,155,True
854,30.285714285714302,255,5,1,12.0,493,87,True
855,52.8571428571429,257,5,1,13.7142857142857,99,39,True
856,49.0,258,3,1,2.0,18,10,True
857,41.8,166,3,1,17.4,27,20,True
858,32.9285714285714,137,5,1,29.71428571428569,35,32,True
859,20.625,259,6,1,36.75,479,66,True
860,92.5,138,2,1,6.5,85,1,True
861,67.6666666666667,161,4,1,24.11111111111111,825,158,True
862,50.6666666666667,260,2,1,2.0,33,0,True
863,86.25,261,3,1,7.5,60,14,True
864,68.0,262,2,1,6.0,3,0,False
865,81.75,64,3,1,13.0,208,9,True
866,11.423076923076902,144,7,1,22.7692307692308,507,466,True
867,44.5,147,4,1,14.0,97,8,True
868,15.416666666666698,267,5,1,42.5,653,162,True
869,23.6363636363636,150,4,1,9.09090909090909,196,50,True
870,24.0,218,3,1,18.0,144,126,True
871,164.5,152,2,1,46.0,6,0,False
872,89.75,220,2,1,13.25,171,16,True
873,111.333333333333,221,3,1,96.3333333333333,1072,1139,True
874,52.75,222,3,1,29.375,393,392,True
875,39.4285714285714,272,6,1,19.6428571428571,685,62,True
876,38.9230769230769,224,3,1,20.8461538461538,40,136,True
877,121.0,162,2,1,18.0,44,23,True
878,118.666666666667,274,3,1,17.6666666666667,28,0,True
879,18.3703703703704,232,3,1,23.5925925925926,317,193,True
880,34.1111111111111,234,7,1,16.8888888888889,127,96,True
881,87.6,165,5,2,11.8,29,1,True
882,60.8,277,4,1,15.0,535,1,True
883,32.8,235,6,1,22.0,80,72,True
884,33.8333333333333,278,2,1,55.4166666666667,978,334,True
885,126.0,279,2,1,13.333333333333302,41,0,True
886,76.8,236,4,1,13.0,54,4,True
887,122.0,174,2,1,89.0,57,32,True
888,30.75,281,6,2,21.0,239,164,True
889,77.25,282,2,1,29.25,548,265,True
890,21.3157894736842,286,3,2,0.1052631578947369,543,348,True
891,50.125,167,4,1,21.375,268,26,True
892,97.5,241,3,1,18.0,34,4,True
893,34.0,289,3,1,0.0,989,16,True
894,186.0,169,2,1,31.0,70,0,True
895,123.333333333333,143,2,1,0.0,431,0,True
896,63.4285714285714,180,5,1,88.7142857142857,49,48,True
897,28.3157894736842,242,4,1,37.9473684210526,150,192,True
898,148.0,173,2,1,13.333333333333302,14,0,True
899,2.25,295,2,1,0.25,654,277,True
900,29.85,190,9,1,35.9,90,102,True
901,27.0416666666667,192,6,1,31.5,171,163,True
902,129.333333333333,176,2,1,54.6666666666667,264,1,True
903,26.25,201,7,1,58.6,20,39,True
904,72.28571428571429,203,3,1,1.0,119,3,True
905,3.625,298,6,1,2.0,383,4,True
906,68.8333333333333,244,4,1,21.8333333333333,196,29,True
907,94.6666666666667,246,4,1,11.666666666666698,121,150,True
908,134.0,177,3,1,0.0,205,0,True
909,92.4,304,3,1,9.0,106,13,True
910,87.8333333333333,178,4,1,7.66666666666667,233,12,True
911,17.1153846153846,205,6,1,27.2692307692308,1784,2444,True
912,204.0,206,2,1,18.5,24,5,True
913,102.5,248,3,1,0.0,165,130,True
914,113.5,207,3,1,5.25,20,4,True
915,37.4375,208,6,1,10.375,125,70,True
916,50.4444444444444,310,5,2,3.6666666666666696,69,31,True
917,51.57142857142861,58,3,1,45.0,207,29,True
918,141.333333333333,316,2,1,36.0,88,20,True
919,33.2666666666667,250,6,1,11.4,400,82,True
920,132.5,10,3,1,4.0,44,5,True
921,158.666666666667,182,3,1,1.6666666666666698,21,0,False
922,122.25,324,3,1,16.75,447,31,True
923,145.333333333333,327,2,1,11.666666666666698,106,19,True
924,13.3846153846154,329,8,2,17.961538461538503,590,121,True
925,36.8421052631579,184,9,1,40.0526315789474,490,62,True
926,219.5,185,2,1,0.0,4,0,False
927,151.0,333,3,1,12.333333333333302,16,6,True
928,107.6,186,3,1,1.8,128,30,True
929,98.2,187,2,1,32.2,80,5,True
930,66.625,255,3,1,3.25,93,54,True
931,99.8,335,4,1,41.6,35,8,True
932,52.5454545454545,257,6,1,52.3636363636364,266,79,True
933,166.333333333333,258,2,1,28.6666666666667,146,46,True
934,39.0,84,8,1,111.583333333333,250,115,True
935,128.75,11,2,1,4.5,13,36,True
936,0.0,12,1,1,0.0,71,0,True
937,129.0,193,2,1,7.5,92,7,True
938,102.4,262,3,1,0.0,118,36,True
939,120.5,263,2,1,6.0,94,22,True
940,117.5,89,3,1,63.75,6,4,True
941,25.9444444444444,90,11,2,11.0,227,82,True
942,60.2,264,3,1,15.5,125,55,True
943,127.666666666667,91,2,1,97.6666666666667,53,4,True
944,157.666666666667,266,2,1,115.333333333333,28,6,True
945,182.333333333333,267,3,1,13.333333333333302,4,2,True
946,4.5,13,1,1,3.5,133,4,True
947,54.4,269,4,1,11.4,34,36,True
948,163.333333333333,270,3,1,38.0,41,14,True
949,120.25,93,3,1,22.5,22,11,True
950,121.0,271,2,1,7.25,174,33,True
951,152.5,272,3,1,6.5,26,9,True
952,48.875,94,3,1,55.5,294,23,True
953,23.3333333333333,15,2,1,14.666666666666698,65,4,True
954,9.5,16,1,1,44.5,36,8,True
955,79.5714285714286,341,3,1,25.0,134,74,True
956,8.115384615384611,342,11,3,24.076923076923105,1409,91,True
957,16.0,17,1,1,16.0,3,0,True
958,175.333333333333,344,2,1,57.0,18,1,True
959,126.0,347,3,1,16.25,183,7,True
960,40.22222222222221,226,9,2,24.88888888888889,215,604,True
961,251.5,198,2,1,2.5,17,2,True
962,184.333333333333,199,3,2,2.3333333333333304,9,3,True
963,47.75,232,7,1,25.0,179,143,True
964,46.0666666666667,282,3,2,8.06666666666667,134,131,True
965,132.25,233,3,1,63.5,106,3,True
966,48.0,237,7,1,9.91666666666667,99,64,True
967,195.666666666667,283,3,1,26.0,59,16,True
968,171.666666666667,238,3,1,17.0,23,16,True
969,295.0,44,2,1,1.0,23,6,False
970,156.75,203,2,1,8.75,102,17,True
971,70.3,353,5,1,22.2,306,49,True
972,61.0,355,3,1,30.0,340,47,True
973,6.571428571428571,356,4,2,16.2857142857143,65,64,True
974,266.5,249,2,1,3.0,9,0,False
975,178.666666666667,250,3,1,4.0,7,4,True
976,73.55555555555559,363,4,1,49.22222222222221,174,91,True
977,77.75,364,4,1,80.875,99,26,True
978,67.5555555555556,365,3,1,14.0,117,7,True
979,76.25,366,6,1,42.875,97,84,True
980,36.5416666666667,254,8,2,37.9583333333333,65,61,True
981,95.7142857142857,287,3,1,9.0,55,79,True
982,273.0,288,2,1,22.0,25,14,True
983,200.0,289,3,1,29.0,48,13,True
984,30.92,369,5,1,37.44,657,558,True
985,147.0,47,3,1,15.75,113,8,True
986,13.272727272727304,22,4,1,0.0,715,227,True
987,70.71428571428571,56,5,2,8.571428571428571,39,21,True
988,15.0,24,1,1,14.0,9,2,True
989,42.466666666666704,290,8,2,50.3333333333333,421,44,True
990,110.0,259,2,1,72.0,166,46,True
991,186.666666666667,209,2,1,34.6666666666667,126,27,True
992,278.0,263,2,1,10.0,8,0,True
993,280.5,210,2,1,7.5,5,1,True
994,279.0,266,2,1,36.0,19,0,False
995,96.6,293,5,2,34.2,171,35,True
996,86.625,295,4,1,37.5,39,51,True
997,285.0,270,2,1,69.5,5,0,False
998,137.2,296,3,1,20.6,93,5,True
999,67.9090909090909,378,3,1,13.4545454545455,549,74,True
1000,48.25,297,4,2,42.875,675,120,True
1001,96.8333333333333,277,2,1,50.0,153,60,True
1002,291.0,278,2,1,9.5,57,4,True
1003,154.25,299,3,1,4.75,108,4,True
1004,13.0,0,14,6,0.6461538461538461,845,203,True
1005,116.0,0,2,1,1.8,9,8,False
1006,158.75,303,2,1,64.25,44,6,True
1007,128.0,304,2,1,31.6,167,55,True
1008,169.75,281,2,1,9.5,381,14,True
1009,105.666666666667,305,4,1,20.6666666666667,198,12,True
1010,23.0,124,5,1,129.074074074074,1138,1371,True
1011,114.166666666667,379,5,2,48.0,30,37,True
1012,235.0,128,2,1,122.0,8,2,True
1013,176.25,282,4,1,8.25,66,5,True
1014,62.2,215,4,1,102.6,90,25,True
1015,105.833333333333,152,2,1,30.6666666666667,215,159,True
1016,87.2222222222222,382,4,1,26.6666666666667,77,33,True
1017,72.6666666666667,383,4,1,15.7777777777778,213,60,True
1018,123.6,384,4,2,40.0,97,13,True
1019,208.333333333333,287,3,1,2.3333333333333304,8,5,True
1020,103.666666666667,309,3,2,8.5,853,6,True
1021,104.333333333333,386,5,1,12.666666666666698,153,24,True
1022,16.8571428571429,216,6,1,51.4285714285714,390,75,True
1023,209.666666666667,66,3,1,17.6666666666667,47,1,True
1024,158.0,35,3,1,13.25,78,0,True
1025,212.666666666667,36,2,1,40.3333333333333,38,0,True
1026,161.25,292,3,1,11.0,298,43,True
1027,82.625,218,6,2,17.375,689,249,True
1028,319.5,74,2,1,6.0,7,3,True
1029,53.4210526315789,300,8,2,38.7894736842105,276,310,True
1030,173.0,310,3,1,13.25,101,33,True
1031,67.9090909090909,4,2,1,11.3636363636364,109,65,True
1032,163.2,390,4,1,0.8,133,11,True
1033,333.0,328,2,1,3.5,11,3,True
1034,171.5,393,2,1,1.75,137,14,True
1035,245.0,394,3,1,2.3333333333333304,77,1,True
1036,67.9090909090909,226,6,1,38.0,133,56,True
1037,175.0,152,3,2,3.3333333333333304,209,164,True
1038,1.0,395,3,1,5.0,97,21,True
1039,1.7142857142857095,397,2,1,2.85714285714286,47,38,True
1040,86.44444444444441,398,4,2,39.8888888888889,185,25,True
1041,233.333333333333,311,2,1,9.66666666666667,206,14,True
1042,22.1875,146,11,1,34.4375,3251,193,True
1043,58.8571428571429,228,9,2,53.0,292,59,True
1044,230.666666666667,6,2,1,3.0,331,67,True
1045,133.25,155,4,2,4.25,95,2,True
1046,2.6666666666666696,403,3,1,32.3333333333333,88,9,True
1047,55.2,314,5,1,0.4,380,256,True
1048,238.666666666667,231,3,1,2.3333333333333304,9,4,True
1049,26.3018867924528,235,17,2,46.5283018867925,1973,241,True
1050,136.0,157,2,1,0.0,302,143,True
1051,2.4,404,3,1,11.6,426,165,True
1052,106.857142857143,240,4,1,14.4285714285714,553,443,True
1053,71.9230769230769,407,5,1,25.846153846153804,271,76,True
1054,382.5,411,2,1,1.5,19,2,True
1055,222.25,315,3,1,11.75,76,8,True
1056,133.333333333333,414,5,2,19.8333333333333,192,52,True
1057,50.2083333333333,336,9,1,17.2916666666667,291,92,True
1058,66.1875,163,7,2,20.8125,236,93,True
1059,2.84210526315789,415,7,1,13.0,274,33,True
1060,2.6,416,3,1,19.6,63,2,True
1061,5.66666666666667,417,2,1,0.0,62,1,True
1062,7.625,418,4,1,0.125,321,45,True
1063,363.5,316,2,1,13.5,5,1,True
1064,47.8571428571429,320,6,3,79.4285714285714,93,106,True
1065,360.5,322,2,1,8.0,54,16,True
1066,49.952380952380885,244,10,1,32.4285714285714,1146,9,True
1067,32.1481481481481,324,12,3,20.2222222222222,490,71,True
1068,10.0,245,2,1,5.0,7,0,False
1069,34.4473684210526,167,12,1,42.1315789473684,75,1347,True
1070,366.5,168,2,1,0.0,5,2,True
1071,151.833333333333,247,3,2,12.666666666666698,61,2,True
1072,108.625,251,2,1,28.125,136,27,True
1073,150.8,354,5,1,10.8,132,35,True
1074,134.285714285714,255,2,1,14.5714285714286,105,3,True
1075,257.66666666666697,256,3,1,14.666666666666698,49,1,False
1076,130.714285714286,359,3,1,25.285714285714302,204,44,True
1077,375.5,179,2,1,15.5,8,0,False
1078,258.33333333333303,10,2,1,24.6666666666667,59,12,True
1079,150.0,181,6,1,52.8333333333333,39,22,True
1080,5.4375,425,7,1,15.625,421,43,True
1081,9.1,426,5,1,21.1,165,9,True
1082,12.333333333333302,427,2,1,0.0,34,2,True
1083,8.0,428,2,1,3.5,171,8,True
1084,98.4545454545455,429,8,1,9.54545454545454,128,0,True
1085,206.0,430,3,1,23.0,75,0,False
1086,99.5,364,3,2,10.5,122,77,True
1087,196.5,366,2,1,9.0,127,6,True
1088,14.4285714285714,433,3,1,6.71428571428571,40,21,True
1089,17.0,258,8,2,33.6428571428571,226,75,True
1090,285.66666666666697,369,3,1,11.333333333333302,31,10,True
1091,11.75,438,6,1,44.5833333333333,31,17,True
1092,8.16666666666667,440,7,1,4.58333333333333,215,21,True
1093,14.75,444,3,1,18.375,160,80,True
1094,43.1428571428571,371,9,2,87.09523809523809,110,75,True
1095,164.4,374,3,1,8.0,28,8,True
1096,422.5,375,2,1,0.0,3,0,False
1097,133.0,184,6,1,18.0,291,46,True
1098,195.25,263,4,1,20.25,17,12,True
1099,128.0,175,5,3,36.2,93,60,True
1100,95.5454545454545,382,3,1,57.2727272727273,85,71,True
1101,12.2777777777778,451,6,1,12.833333333333302,136,62,True
1102,17.4,454,3,1,0.0,74,30,True
1103,420.5,383,2,1,0.0,7,1,False
1104,220.25,90,2,1,15.75,46,4,True
1105,131.857142857143,333,2,1,15.857142857142902,382,87,True
1106,198.0,192,3,1,97.5,45,38,True
1107,407.5,392,2,1,17.0,5,0,False
1108,1.0,393,1,1,1.0,2,0,False
1109,17.3333333333333,458,3,2,22.6666666666667,21,7,True
1110,48.4210526315789,194,4,1,62.2105263157895,127,265,True
1111,276.33333333333303,195,2,1,36.6666666666667,67,0,False
1112,286.66666666666697,398,2,1,13.666666666666698,47,6,True
1113,407.5,404,2,1,42.0,3,1,True
1114,460.5,276,2,1,13.5,7,1,True
1115,104.363636363636,198,6,1,18.4545454545455,634,162,True
