File,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,target
166,1,0,1,1,0,1,29,1,0,2,2,0.4,1,33,3,0,3,1,3.33333333333333,1,4.33333333333333,2,1,0.6,114,0.666666666666667,0,1,2,1,False
167,4,2,2,9,0,2,65,2,0,14,4,0.26,1,85,2,1,7,1,6.9,1,7.3,3,1,1.69230769230769,367,0.333333333333333,0,1,4,3,False
168,0,0,1,0,0,3,91,1,0,11,18,0.59,0,84,1,0,15,1,7.61111111111111,1,3.83333333333333,1,1,0.65,44,0.6,0,4,3,2,False
169,1,0,1,0,2,8,35,1,0,0,1,0.7,4,0,1,0,7,1,0.5,0,8.0,2,1,0.0,4,0.5,0,1,2,2,False
170,1,0,1,0,0,3,45,1,0,3,5,1.45,0,66,1,0,3,1,3.83333333333333,2,2.0,1,1,0.111111111111111,9,0.5,0,2,2,1,False
171,0,0,1,0,0,2,31,1,0,4,5,1.24,0,60,1,0,0,1,6.8,6,1.8,1,1,0.0,1,1.0,0,1,1,2,False
172,0,2,1,0,0,2,82,1,0,10,12,0.96,0,78,1,0,1,2,4.64285714285714,1,3.28571428571429,1,1,0.25,36,0.333333333333333,0,1,3,3,False
173,0,0,1,0,0,0,29,1,1,2,6,0.66,0,64,2,0,4,1,1.14285714285714,0,2.71428571428571,1,1,1.1,11,0.333333333333333,0,3,3,1,False
174,0,0,1,0,0,0,16,1,0,0,1,2.0,0,0,1,3,3,1,1.0,1,1.0,1,1,0.0,27,1.0,0,1,1,0,False
175,0,0,1,0,0,0,23,1,1,0,2,1.44,0,0,2,0,2,1,0.333333333333333,0,2.33333333333333,1,1,0.0,2,1.0,0,1,1,2,False
176,0,0,1,0,0,0,22,1,0,1,4,0.65,0,50,2,0,2,1,2.5,0,3.5,1,1,1.0,12,0.5,0,2,2,2,False
177,0,0,1,0,0,0,21,1,0,0,2,1.11,0,0,2,0,2,1,0.5,0,4.5,2,1,0.75,6,0.5,0,2,2,2,False
178,0,0,1,0,0,0,20,1,0,1,4,0.54,0,50,2,0,4,1,1.25,0,3.0,1,1,1.0,39,0.6,0,2,3,1,False
179,0,0,1,0,0,0,23,1,1,2,3,0.61,0,50,2,0,4,1,2.0,1,4.0,1,1,0.5,71,0.333333333333333,0,1,3,2,False
180,0,0,1,0,2,0,36,1,0,0,4,0.4,1,0,2,0,8,1,7.25,3,8.75,2,1,1.16666666666667,74,0.714285714285714,0,2,3,3,False
181,0,0,1,0,0,0,33,1,0,3,5,0.63,0,73,2,0,4,1,0.8,0,5.0,1,1,1.28571428571429,95,0.75,0,1,2,1,False
182,0,0,1,2,0,1,35,1,1,3,5,0.81,0,66,2,0,3,1,1.83333333333333,0,3.33333333333333,1,1,0.375,21,0.5,0,4,3,2,False
183,0,0,1,0,0,0,16,1,0,1,4,0.47,0,50,2,0,3,1,1.0,0,3.0,1,1,0.5,59,0.5,0,2,3,1,False
184,0,0,1,0,0,1,34,1,0,1,4,0.68,2,50,2,0,3,1,1.0,0,4.0,1,1,1.0,67,0.666666666666667,0,1,2,1,False
185,0,0,1,0,1,2,32,1,0,2,5,0.52,0,60,2,0,3,1,3.0,0,5.0,1,1,1.14285714285714,21,0.666666666666667,0,2,2,1,False
186,0,0,1,4,0,0,28,1,0,1,4,0.6,0,90,2,0,8,1,1.0,0,3.75,1,1,0.666666666666667,36,0.75,0,3,2,1,False
187,0,0,1,1,1,0,22,1,0,2,5,0.3,0,66,2,0,7,1,2.2,0,4.8,1,1,1.28571428571429,88,0.5,0,2,4,2,False
188,0,0,1,0,0,0,21,1,0,1,4,0.88,0,50,2,0,2,1,0.75,0,2.75,1,1,0.0,4,0.5,0,3,2,2,False
189,1,2,1,2,0,2,119,1,5,10,19,0.74,0,91,1,29,5,2,6.81481481481481,1,2.85185185185185,0,1,0.344827586206897,136,0.285714285714286,0,4,4,2,False
190,0,0,1,0,0,0,16,1,0,1,4,0.48,0,50,2,0,4,1,0.75,0,3.75,1,1,0.5,60,0.5,0,2,3,1,False
191,0,0,1,1,0,3,83,1,4,2,13,0.49,0,90,2,4,19,1,2.11764705882353,1,4.17647058823529,1,1,1.36842105263158,112,0.454545454545455,0,3,5,2,True
192,0,1,1,0,0,0,30,2,1,6,7,0.31,0,60,2,0,7,1,1.77777777777778,0,3.77777777777778,0,1,1.16666666666667,22,0.5,0,2,3,2,False
193,0,0,1,0,0,0,20,1,0,0,2,1.0,0,0,2,0,2,1,0.5,0,4.0,2,1,0.75,6,0.5,0,2,2,1,False
194,0,0,1,0,0,1,25,1,1,0,2,0.58,0,0,3,0,4,1,1.33333333333333,0,7.0,2,1,1.8,4,0.5,0,2,2,2,False
195,0,0,1,10,0,2,50,1,6,0,1,0.52,0,82,2,4,5,1,5.42857142857143,0,6.28571428571429,1,1,1.33333333333333,25,0.333333333333333,0,2,3,3,False
196,0,0,1,0,0,0,21,1,1,0,2,0.48,0,0,4,0,4,1,2.0,1,8.33333333333333,2,1,1.8,4,0.5,0,2,2,2,False
197,0,0,1,0,0,2,28,1,1,0,2,0.64,0,0,3,0,4,1,1.33333333333333,0,7.66666666666667,2,1,2.4,5,0.5,0,3,2,1,False
198,0,0,1,0,0,2,27,1,1,0,2,0.63,0,0,3,0,4,1,1.66666666666667,0,7.33333333333333,2,1,2.4,5,0.5,0,3,2,1,False
199,0,0,1,0,0,1,24,1,1,0,2,0.55,0,0,4,0,4,1,2.0,1,8.0,2,1,2.4,5,0.5,0,3,2,1,False
200,0,0,1,0,0,0,26,1,1,1,4,0.51,0,19,3,2,4,1,2.2,1,5.2,1,1,1.71428571428571,6,0.5,0,1,2,2,False
201,0,0,1,0,0,0,24,1,1,0,2,1.5,0,0,2,1,1,1,0.666666666666667,0,2.0,1,1,0.0,2,1.0,0,1,1,1,False
202,0,0,1,0,0,0,23,1,0,0,2,1.92,0,0,4,0,1,1,0.5,0,2.5,2,1,0.0,2,0.5,0,1,2,4,False
203,0,0,1,0,0,0,23,1,0,0,2,1.92,0,0,3,1,1,1,1.0,0,2.5,2,1,0.0,2,0.5,0,1,2,3,False
204,0,0,1,0,0,0,20,1,0,1,2,0.8,0,100,2,0,2,1,0.5,0,4.5,2,1,1.5,52,1.0,0,1,1,0,False
205,0,0,1,0,0,0,22,1,0,0,6,0.79,0,0,3,1,2,1,0.5,0,1.5,1,1,0.0,5,1.0,0,2,1,1,False
206,0,0,1,0,0,0,44,2,2,6,6,0.49,0,78,4,1,8,2,2.75,0,4.5,1,1,1.0,42,0.6,0,2,3,2,False
207,0,0,1,0,0,0,30,1,1,1,4,0.77,0,60,4,0,5,1,1.0,0,2.6,1,1,0.428571428571429,6,0.5,0,3,2,2,False
208,0,0,1,0,0,0,28,1,0,0,2,2.55,0,0,4,0,1,1,0.5,0,1.5,1,1,0.0,1,1.0,0,1,1,3,False
209,0,0,1,0,0,0,42,2,2,5,6,0.47,0,80,4,0,7,2,2.0,0,3.625,1,1,1.0,152,0.5,0,1,3,2,False
210,0,0,1,0,0,0,30,1,0,1,9,0.71,0,77,3,4,2,1,0.777777777777778,0,1.55555555555556,1,1,0.0,8,1.0,0,3,1,0,False
211,1,0,1,0,0,0,31,1,0,3,11,0.27,0,83,3,0,4,1,1.5,0,2.33333333333333,1,1,0.785714285714286,23,0.333333333333333,0,3,3,1,False
212,0,0,1,0,0,1,32,1,0,2,4,1.14,0,50,2,0,2,1,1.0,0,3.5,1,1,0.5,4,0.5,0,2,2,2,False
213,8,0,1,1,0,1,75,3,1,21,23,0.21,0,83,2,0,7,1,4.46875,1,3.5625,1,1,1.22222222222222,205,0.333333333333333,0,3,5,4,False
214,0,0,1,0,0,0,30,1,1,2,6,0.59,0,64,2,0,5,1,0.857142857142857,0,3.0,1,1,0.444444444444444,14,0.333333333333333,0,2,3,1,False
215,0,0,1,0,0,0,27,1,0,1,4,0.69,0,50,2,0,1,1,0.75,0,2.75,1,1,1.0,75,1.0,0,1,1,0,False
216,0,0,1,0,0,0,27,1,0,0,6,0.96,0,0,3,0,2,1,0.166666666666667,0,1.16666666666667,1,1,0.0,5,1.0,0,2,1,0,False
217,0,0,1,2,0,1,43,1,1,3,5,0.52,1,70,2,0,5,1,5.5,0,4.83333333333333,1,1,0.625,29,0.333333333333333,0,2,5,3,False
218,1,0,5,0,0,6,53,1,0,1,4,0.24,3,0,1,0,5,1,4.8,2,10.4,2,1,3.375,35,0.4,0,2,3,4,False
219,4,0,1,1,0,5,116,1,0,5,12,0.46,0,71,1,0,1,1,6.4375,2,6.9375,1,1,1.33333333333333,23,0.75,0,3,2,3,False
220,0,0,7,0,1,7,26,1,0,0,1,1.13,0,0,1,0,0,1,3.0,3,5.0,5,7,4.0,0,0.0,0,1,0,0,False
221,0,0,1,2,8,4,56,1,0,0,8,1.02,0,31,1,0,0,1,5.25,4,4.0,3,1,0.3,5,0.5,0,2,2,2,False
222,1,0,1,0,0,1,60,1,0,4,10,0.62,0,59,2,0,0,1,3.36363636363636,0,2.63636363636364,0,1,0.461538461538462,182,0.333333333333333,0,1,3,2,False
223,0,0,0,5,0,0,19,1,0,0,0,2.11,0,0,1,0,0,1,0.0,0,0.0,0,0,0.0,0,0.0,0,1,0,0,False
224,0,0,1,0,0,7,40,1,0,0,3,5.71,0,0,0,1,1,0,1.33333333333333,1,1.0,1,1,0.5,0,0.0,0,1,0,0,False
225,1,0,1,0,0,4,69,1,0,6,6,0.91,0,61,1,0,10,1,5.14285714285714,1,4.0,1,1,0.777777777777778,2,1.0,0,1,1,1,False
226,0,0,1,0,0,3,50,1,0,2,5,1.79,0,40,1,0,0,2,3.2,1,2.4,1,1,0.428571428571429,6,1.0,0,2,1,0,False
227,0,0,1,0,0,5,24,1,0,0,1,4.0,0,0,0,1,3,0,1.0,1,1.0,1,1,0.0,0,0.0,0,1,0,0,False
228,3,0,1,2,1,3,93,2,0,12,16,0.51,0,77,1,0,1,1,4.0,1,3.63157894736842,1,1,0.590909090909091,4,0.5,0,1,2,2,False
229,0,0,1,0,1,6,26,1,0,0,1,0.6,9,0,1,0,12,1,2.0,2,15.0,15,2,2.0,29,0.333333333333333,0,3,3,2,False
230,0,0,2,0,0,7,42,1,0,1,2,1.11,0,0,1,0,1,1,1.5,1,7.0,2,1,2.25,3,1.0,0,1,1,1,False
231,0,2,1,0,0,2,39,2,0,3,6,0.38,0,37,1,0,2,2,3.0,2,5.0,1,1,1.72727272727273,11,1.0,0,2,1,0,False
232,1,0,2,1,0,5,53,1,0,0,2,0.84,0,66,1,0,1,1,4.0,2,5.66666666666667,1,1,2.2,3,1.0,0,1,1,1,False
233,0,0,1,0,0,3,30,2,0,2,3,1.36,0,0,1,0,3,2,4.33333333333333,3,2.66666666666667,2,1,0.428571428571429,0,0.0,0,1,0,0,False
234,4,2,1,1,2,1,30,3,1,3,1,0.32,0,60,2,0,8,1,3.5,2,4.375,1,1,0.916666666666667,9,0.5,0,1,4,4,False
235,0,0,1,0,0,2,28,1,0,3,2,1.12,0,16,1,0,6,2,4.5,4,5.0,3,1,0.75,5,0.666666666666667,0,2,2,1,True
236,1,0,1,1,0,3,35,1,0,3,3,0.7,0,50,1,0,5,1,5.75,2,4.5,1,1,0.666666666666667,0,0.0,0,1,0,0,False
237,0,0,1,0,0,0,20,1,0,6,2,1.05,0,50,1,0,0,1,5.0,0,2.5,2,1,1.4,1,1.0,0,1,1,1,False
238,0,0,1,0,2,2,35,1,0,5,3,0.92,0,33,1,0,2,1,3.33333333333333,1,4.0,1,1,2.4,3,0.5,0,1,2,2,False
239,0,3,1,12,5,0,83,4,1,23,27,0.18,0,90,1,0,10,1,3.25806451612903,1,3.54838709677419,1,1,0.833333333333333,40,0.333333333333333,0,2,3,2,False
240,0,0,1,0,0,0,32,1,0,4,15,0.27,0,78,1,0,2,1,2.06666666666667,0,3.26666666666667,1,1,0.588235294117647,17,0.5,0,2,2,2,False
241,0,0,1,0,1,1,36,1,1,6,10,0.65,0,66,1,0,0,1,2.09090909090909,0,2.90909090909091,1,1,0.230769230769231,4,0.5,0,1,2,2,False
242,1,0,1,3,2,1,28,2,1,3,4,0.22,1,73,1,0,0,2,3.33333333333333,1,5.16666666666667,1,1,2.8,0,0.0,0,1,0,1,False
243,1,0,1,2,2,0,20,1,0,2,5,0.18,1,75,1,0,4,1,4.16666666666667,1,5.66666666666667,1,1,1.375,12,0.5,0,2,2,1,False
244,0,0,1,0,0,1,18,1,0,0,2,1.64,1,0,1,0,0,2,0.0,0,0.0,0,1,0.0,39,0.5,0,2,2,0,False
245,0,0,1,1,0,0,17,1,0,0,1,1.31,0,0,2,5,0,1,13.0,13,1.0,1,1,0.0,0,0.0,0,1,0,0,False
246,2,0,1,0,0,2,31,2,0,1,4,0.31,2,50,3,0,16,1,2.33333333333333,0,6.33333333333333,0,1,0.666666666666667,163,0.5,0,1,2,1,False
247,3,0,1,1,0,1,28,1,0,0,4,0.28,1,85,3,0,14,1,2.71428571428571,0,6.42857142857143,3,1,0.777777777777778,145,1.0,0,1,1,0,False
248,2,1,1,0,0,1,31,2,0,1,7,0.11,1,33,3,0,5,1,3.0,0,4.5,1,1,0.615384615384615,335,0.666666666666667,0,2,2,1,False
249,0,0,1,2,0,0,19,2,1,0,3,0.46,0,83,5,0,9,2,3.5,1,3.5,2,1,0.428571428571429,19,0.5,0,2,2,1,False
250,1,0,1,4,1,0,19,1,0,0,3,0.68,0,62,4,0,1,1,1.5,0,2.75,1,1,0.5,1,1.0,0,2,1,1,False
251,1,0,1,0,0,0,18,1,0,0,2,0.35,1,0,3,0,4,1,1.0,0,7.66666666666667,4,1,0.6,80,1.0,0,1,1,0,False
252,2,0,1,0,0,0,18,2,0,0,4,0.42,0,0,3,0,4,1,2.66666666666667,0,2.33333333333333,1,1,0.333333333333333,73,0.5,0,1,2,1,False
253,2,0,1,1,0,0,33,6,0,0,12,0.2,0,88,3,0,8,1,3.28571428571429,0,6.0,4,1,0.380952380952381,123,0.4,0,2,3,1,False
254,4,0,1,3,4,4,153,4,0,3,24,0.25,1,95,4,0,20,1,2.10714285714286,0,8.17857142857143,1,1,0.515151515151515,176,0.666666666666667,0,4,4,2,False
255,0,0,1,3,0,0,20,1,0,0,3,0.35,0,77,2,0,4,1,1.0,1,9.33333333333333,1,1,1.6,0,0.0,0,3,0,0,False
256,1,0,1,1,0,5,36,1,0,0,2,0.33,7,66,2,0,13,1,1.66666666666667,1,9.33333333333333,1,1,1.8,6,0.666666666666667,0,1,2,2,False
257,0,0,1,0,0,0,64,2,0,3,3,1.68,0,0,2,0,5,1,2.66666666666667,2,4.33333333333333,2,1,0.714285714285714,11,0.333333333333333,0,2,3,1,False
258,0,0,1,0,0,2,64,1,0,2,2,1.64,0,0,4,0,2,1,5.0,4,8.0,5,1,1.5,24,0.25,0,3,4,2,False
259,0,0,1,0,0,0,57,2,0,3,3,1.5,0,0,2,0,5,1,2.66666666666667,2,4.33333333333333,2,1,0.5,12,0.333333333333333,0,2,3,1,False
260,0,0,1,0,0,2,59,1,0,3,2,1.44,0,16,4,0,2,1,6.5,6,7.5,5,1,1.5,25,0.25,0,3,4,2,False
261,1,0,1,0,0,4,56,1,1,4,5,0.28,3,100,2,4,26,1,11.4285714285714,1,11.4285714285714,4,1,0.888888888888889,23,0.833333333333333,0,2,2,0,True
262,0,0,1,0,0,0,21,1,0,6,5,0.46,0,46,3,0,2,1,3.6,1,1.4,1,1,0.0,2,1.0,0,1,1,1,False
263,0,1,1,0,0,0,21,2,0,7,6,0.35,0,46,3,0,3,1,3.14285714285714,1,1.71428571428571,1,1,0.0,3,0.5,0,1,2,2,False
264,0,0,1,0,0,0,24,1,0,6,5,0.55,0,46,3,0,2,1,3.6,1,1.4,1,1,0.0,2,1.0,0,1,1,1,False
265,0,1,1,0,0,0,24,2,0,7,6,0.41,0,46,3,0,3,1,3.14285714285714,1,1.71428571428571,1,1,0.0,3,0.5,0,1,2,2,False
266,0,0,1,0,0,0,21,1,6,2,0,0.45,0,25,1,0,3,1,8.33333333333333,1,2.66666666666667,1,1,1.11111111111111,0,0.0,0,3,0,1,False
267,1,0,2,1,0,0,23,1,10,6,0,0.14,2,71,1,0,1,1,7.27272727272727,2,5.81818181818182,1,1,2.07692307692308,0,0.0,0,2,0,2,False
268,0,0,1,0,0,2,58,1,0,5,14,0.46,1,88,2,0,7,1,1.78571428571429,0,3.5,1,1,1.0,16,0.666666666666667,0,1,2,5,False
269,0,0,1,0,0,0,20,1,1,5,7,0.22,2,42,2,0,4,1,4.25,0,4.125,0,1,1.0,7,1.0,0,1,1,3,False
270,0,0,1,3,0,0,24,1,1,5,7,0.27,1,54,2,0,3,1,5.125,1,4.5,1,1,0.6,7,1.0,0,2,1,4,False
271,0,0,1,0,0,0,20,1,0,1,4,0.87,0,25,2,0,0,1,0.5,0,1.25,1,1,0.0,3,1.0,0,4,1,1,False
272,0,0,1,0,0,0,22,1,0,4,5,0.04,21,19,3,0,4,1,8.0,3,16.0,1,8,3.71428571428571,2,1.0,0,1,1,5,False
273,1,0,1,0,2,0,26,1,0,0,2,1.62,0,0,1,0,0,1,2.33333333333333,0,1.0,1,1,0.0,0,0.0,0,2,0,0,False
274,0,0,1,0,0,0,16,1,6,2,0,0.26,0,25,1,0,3,1,8.66666666666667,1,3.0,1,1,1.11111111111111,0,0.0,0,3,0,1,False
275,0,0,1,0,0,1,52,1,0,5,16,0.31,1,83,2,0,8,1,2.0625,0,3.5,1,1,0.888888888888889,16,0.666666666666667,0,2,2,4,False
276,0,0,1,0,0,0,16,1,1,5,7,0.15,2,44,2,0,4,1,4.125,0,4.0,0,1,1.0,7,1.0,0,1,1,3,False
277,0,0,1,3,0,0,20,1,1,5,7,0.19,1,54,2,0,3,1,5.125,1,4.5,1,1,0.6,7,1.0,0,2,1,4,False
278,0,0,1,0,0,0,22,1,0,1,4,0.96,0,25,2,0,0,1,0.5,0,1.25,1,1,0.0,3,1.0,0,3,1,0,False
279,1,0,2,1,0,0,17,1,10,6,0,0.09,2,71,1,0,1,1,7.81818181818182,2,6.18181818181818,1,1,2.07692307692308,0,0.0,0,2,0,2,False
280,0,0,1,0,0,0,21,1,0,4,4,0.06,15,18,3,0,4,1,6.5,3,15.25,1,8,3.16666666666667,2,1.0,0,1,1,4,False
281,0,0,1,0,1,0,23,1,0,0,1,2.3,0,0,1,0,0,1,1.0,1,1.0,1,1,0.0,0,0.0,0,1,0,0,False
282,0,1,1,2,1,0,17,1,7,2,3,0.19,0,90,1,2,7,2,5.54545454545455,1,3.09090909090909,1,1,1.21428571428571,126,0.5,0,1,2,1,True
283,1,0,1,2,0,6,77,1,0,4,8,1.67,0,75,1,0,10,1,4.33333333333333,1,2.66666666666667,1,1,0.0,139,0.5,0,1,2,1,False
284,0,1,1,0,0,2,35,3,0,9,5,0.59,0,50,1,0,2,1,4.5,2,3.83333333333333,2,1,0.6,105,0.5,0,1,2,1,False
285,0,2,2,0,0,0,32,3,0,7,9,0.24,0,62,1,0,5,1,5.72727272727273,2,5.09090909090909,1,1,1.73333333333333,189,0.666666666666667,0,1,2,1,False
286,8,9,2,0,0,0,104,2,0,10,10,0.41,0,82,1,0,7,1,6.62962962962963,1,4.11111111111111,1,1,1.26666666666667,395,0.666666666666667,0,1,2,1,False
287,0,1,2,0,1,2,50,2,0,6,12,0.48,0,53,1,0,20,2,10.1538461538462,2,3.53846153846154,1,1,0.375,175,0.5,0,1,3,2,True
288,0,0,1,0,0,7,27,1,0,0,1,6.75,0,0,0,1,2,0,1.0,1,1.0,1,1,0.0,34,1.0,0,1,1,0,False
289,0,0,1,0,0,11,42,1,0,0,2,4.67,0,0,0,1,2,0,1.0,1,1.0,1,1,0.0,57,1.0,0,1,1,0,False
290,0,0,2,0,0,3,32,2,0,0,4,1.1,0,0,2,0,1,2,2.25,1,1.75,1,1,0.857142857142857,71,0.333333333333333,0,1,3,2,False
291,0,0,10,2,0,1,20,1,0,0,1,0.38,5,0,1,0,3,2,24.0,24,10.0,10,338,4.0,86,0.333333333333333,0,1,3,1,False
292,0,0,1,0,0,4,32,1,0,0,3,2.13,0,0,2,0,0,1,3.66666666666667,1,1.66666666666667,1,1,0.0,54,0.5,0,1,2,1,False
293,1,0,1,6,0,1,60,3,25,23,7,0.24,0,93,4,7,19,1,5.39393939393939,1,3.24242424242424,1,1,0.405405405405405,372,0.375,0,1,4,3,True
294,0,0,1,0,0,0,25,1,0,0,13,0.18,1,0,3,0,5,1,3.15384615384615,3,9.53846153846154,9,1,0.0,197,1.0,0,1,1,0,False
295,0,0,1,0,0,3,111,1,0,0,22,0.18,3,0,3,0,7,1,2.86363636363636,0,7.90909090909091,5,1,0.0,829,0.5,0,1,2,1,False
296,2,0,1,0,0,1,29,1,0,0,9,0.27,1,0,3,0,5,1,3.18181818181818,3,7.09090909090909,1,1,0.0,167,1.0,0,1,1,0,False
297,3,1,1,0,2,0,32,3,0,3,22,0.13,0,50,3,0,9,2,3.80769230769231,1,7.96153846153846,1,1,0.1,328,0.25,0,1,4,3,False
298,1,0,1,0,0,0,17,1,0,0,1,0.81,0,0,3,0,9,1,4.5,3,5.5,4,1,0.0,43,1.0,0,1,1,0,False
299,1,0,1,0,0,0,17,1,0,0,13,0.13,0,0,3,0,7,1,2.57142857142857,1,6.57142857142857,3,1,0.1875,193,0.5,0,2,3,0,False
300,1,0,1,0,0,0,19,1,1,0,7,0.2,0,0,3,0,17,1,3.55555555555556,2,7.11111111111111,4,1,0.0,137,0.5,0,2,3,1,True
301,0,0,1,0,0,0,19,1,0,0,2,1.9,0,0,1,0,0,2,1.0,1,1.0,1,1,1.2,0,0.0,0,1,0,1,False
302,0,1,1,0,0,3,22,1,0,0,0,5.5,0,0,0,2,0,0,1.0,1,1.0,1,1,0.0,1,1.0,0,1,1,2,False
303,0,1,1,0,0,5,26,1,0,0,0,5.2,0,0,0,3,1,0,1.0,1,1.0,1,1,0.0,0,0.0,0,3,0,0,False
304,0,0,1,0,0,6,35,1,0,0,2,5.83,0,0,0,3,1,0,1.0,1,0.5,0,1,0.0,26,1.0,0,3,1,0,False
305,2,0,1,1,2,5,58,1,2,15,3,0.39,0,72,1,1,1,2,6.0,2,6.14285714285714,1,1,1.11111111111111,5,0.5,0,1,2,5,False
306,1,0,1,1,0,6,158,2,0,5,19,0.48,1,85,2,0,18,1,7.65,1,4.2,1,1,1.26086956521739,44,0.375,0,2,4,8,False
307,0,0,1,0,0,0,20,1,0,0,1,2.5,0,0,2,0,0,1,2.0,2,1.0,1,1,0.0,31,1.0,0,1,1,0,False
308,0,0,1,0,0,0,20,1,0,0,2,2.22,0,0,1,0,1,2,0.0,0,0.5,0,1,0.0,4,1.0,0,3,1,0,False
309,2,0,1,0,0,3,100,1,0,14,15,0.74,0,85,1,0,11,2,4.52941176470588,0,3.64705882352941,1,1,0.526315789473684,370,0.5,0,1,4,4,False
310,3,0,1,0,7,6,69,1,0,0,4,0.74,0,0,1,0,9,1,5.28571428571429,2,4.57142857142857,2,1,2.0,12,0.5,0,3,3,3,False
311,0,0,1,0,0,3,76,1,0,6,10,1.17,0,80,1,0,8,2,3.2,0,3.1,0,1,0.583333333333333,170,0.75,0,1,2,1,False
312,0,0,1,0,0,7,49,1,0,0,4,5.44,0,0,0,3,2,0,1.0,1,0.75,0,1,0.0,60,1.0,0,3,1,0,False
313,0,0,1,1,0,1,36,1,0,3,6,1.12,0,62,1,0,3,2,4.5,1,2.0,1,1,0.375,50,0.666666666666667,0,3,2,1,False
314,0,0,1,0,1,1,22,1,0,0,3,0.47,2,0,1,0,0,2,1.33333333333333,1,2.66666666666667,1,1,1.8,1,1.0,0,1,1,2,False
315,0,0,1,2,0,1,26,1,0,2,3,1.08,0,50,1,0,1,2,5.66666666666667,3,3.33333333333333,2,1,0.6,2,1.0,0,4,1,1,False
316,0,0,2,1,0,1,33,1,0,9,4,0.57,1,55,1,0,7,2,4.75,3,6.0,2,1,1.5,40,0.5,0,3,2,0,False
317,0,0,2,2,0,0,26,1,0,0,2,0.59,1,75,2,0,1,1,5.0,5,4.5,2,1,0.75,3,0.5,0,2,2,3,False
318,0,1,1,0,0,1,38,1,0,5,7,0.83,0,60,1,0,0,1,3.375,1,2.125,1,1,0.0,14,0.666666666666667,0,5,2,0,False
319,0,3,1,1,0,1,41,1,0,10,7,0.54,0,79,1,0,5,1,3.0,1,2.9,1,1,1.0,99,0.666666666666667,0,2,2,2,False
320,0,1,1,0,8,5,87,3,0,4,10,0.52,0,12,3,0,9,2,4.27272727272727,2,4.63636363636364,2,1,0.933333333333333,54,0.333333333333333,0,4,4,5,True
321,0,0,1,0,0,2,41,2,0,4,8,0.89,0,50,2,0,1,1,3.125,1,2.125,1,1,0.545454545454545,6,1.0,0,2,1,0,False
322,8,1,2,1,0,4,120,3,0,8,13,0.31,1,83,3,0,30,1,3.22727272727273,1,6.22727272727273,1,1,1.33333333333333,406,0.608695652173913,2,3,4,3,True
323,0,0,1,0,0,2,32,1,0,2,5,1.19,0,40,1,1,0,1,2.8,1,1.4,1,1,0.0,0,0.0,0,2,0,1,False
324,7,5,1,5,2,1,172,34,4,36,90,0.12,3,84,4,27,52,2,4.61320754716981,0,6.14150943396226,0,1,0.361702127659574,783,0.392857142857143,2,2,4,9,True
325,0,2,2,0,0,0,19,1,0,8,2,0.63,0,90,1,1,0,2,1.75,0,2.0,1,1,1.28571428571429,2,0.5,0,1,2,1,False
326,0,5,1,0,0,0,20,1,0,1,0,0.36,1,19,1,0,1,2,4.0,1,4.4,1,1,0.571428571428571,1,0.5,0,1,2,1,False
327,0,1,1,1,0,0,29,1,0,3,7,0.78,0,75,1,0,1,2,4.125,1,1.5,1,1,0.0,1,1.0,0,1,1,1,False
328,0,8,1,1,0,1,61,1,0,7,12,0.25,1,86,1,0,18,3,4.7,2,4.9,0,1,0.863636363636364,19,0.5,0,2,3,2,True
329,0,0,1,0,0,2,109,2,5,6,25,0.41,0,84,2,0,22,1,3.26666666666667,0,4.3,0,1,0.818181818181818,32,0.333333333333333,0,3,3,2,True
330,2,0,1,0,0,4,155,4,1,19,24,0.37,3,100,2,0,23,2,2.77777777777778,0,5.62962962962963,0,1,0.6875,40,0.375,0,2,6,5,True
331,0,2,1,3,0,3,97,3,0,3,16,0.87,0,89,1,0,3,2,3.77777777777778,1,2.22222222222222,1,1,0.318181818181818,7,0.5,0,1,2,2,False
332,0,0,2,0,0,2,36,1,0,4,9,0.49,0,61,1,1,7,2,3.11111111111111,0,4.11111111111111,0,1,1.09090909090909,0,0.0,0,1,0,0,True
333,0,4,1,4,0,0,44,4,0,5,9,0.7,0,85,1,0,3,2,3.30769230769231,1,2.0,1,1,0.0,2,0.5,0,1,2,2,False
334,0,0,1,0,0,2,30,1,0,3,6,0.73,0,50,2,0,4,1,2.0,0,2.66666666666667,0,1,0.375,4,0.5,0,1,2,2,False
335,0,0,1,1,0,0,28,1,0,4,9,0.42,0,71,1,1,3,3,2.55555555555556,1,2.55555555555556,1,1,1.09090909090909,2,0.5,0,1,2,2,False
336,0,0,1,0,0,4,47,1,0,1,7,1.18,0,14,2,0,2,2,2.14285714285714,0,2.71428571428571,2,1,0.333333333333333,1,1.0,0,1,1,1,False
