,nuc,aexp,nd,ns,age,asexp,la,ld,target
386,8.51,170.15,3.44,1.0,14.21,118.85,227.73,23.84,True
387,8.48,170.28,3.43,1.0,14.25,118.72,224.97,23.39,True
388,8.9,168.78,3.57,1.0,13.78,120.22,258.3,28.91,True
389,10.65,162.56,4.13,1.0,11.85,126.44,396.51,51.8,True
390,10.5,163.12,4.08,1.0,12.03,125.88,384.04,49.74,True
391,11.55,159.4,4.42,1.0,10.87,129.6,466.67,63.42,True
392,9.91,165.19,3.89,1.0,12.67,123.81,337.96,42.1,True
393,10.32,163.75,4.02,1.0,12.22,125.25,370.11,47.43,True
394,12.52,155.95,4.73,1.0,9.8,133.05,543.53,76.15,True
395,9.83,165.49,3.86,1.0,12.76,123.51,331.27,41.0,True
396,10.57,162.87,4.1,1.0,11.95,126.13,389.69,50.67,True
397,8.18,171.32,3.33,1.0,14.57,117.68,201.71,19.53,True
398,8.19,171.28,3.34,1.0,14.56,117.72,202.64,19.69,True
399,11.85,158.32,4.52,1.0,10.54,130.68,490.71,67.41,True
400,10.9,161.7,4.21,1.0,11.58,127.3,415.65,54.97,True
401,8.05,171.77,3.29,1.0,14.71,117.23,191.69,17.88,True
402,11.12,160.93,4.28,1.0,11.34,128.07,432.8,57.81,True
403,10.87,161.78,4.2,1.0,11.61,127.22,413.82,54.67,True
404,13.16,153.68,4.94,1.0,9.09,135.32,593.92,84.5,True
405,12.97,154.34,4.88,1.0,9.3,134.66,579.22,82.07,True
406,7.19,174.85,3.01,1.0,15.67,114.15,123.39,6.56,True
407,10.36,163.61,4.04,1.0,12.18,125.39,373.09,47.92,True
408,10.63,162.64,4.12,1.0,11.88,126.36,394.62,51.49,True
409,12.76,155.08,4.81,1.0,9.53,133.92,562.67,79.33,True
410,12.21,157.06,4.63,1.0,10.14,131.94,518.68,72.04,True
411,8.19,171.3,3.34,1.0,14.56,117.7,202.27,19.63,True
412,7.35,174.26,3.07,1.0,15.49,114.74,136.34,8.71,True
413,10.83,161.94,4.19,1.0,11.66,127.06,410.33,54.09,True
414,8.41,170.52,3.41,1.0,14.32,118.48,219.63,22.5,True
415,7.83,172.55,3.22,1.0,14.95,116.45,174.37,15.01,True
416,7.22,174.72,3.03,1.0,15.63,114.28,126.31,7.04,True
417,9.91,165.18,3.89,1.0,12.66,123.82,338.29,42.16,True
418,10.45,163.27,4.07,1.0,12.07,125.73,380.69,49.18,True
419,7.96,172.12,3.26,1.0,14.82,116.88,184.06,16.61,True
420,8.9,168.77,3.57,1.0,13.78,120.23,258.46,28.94,True
421,11.32,160.19,4.35,1.0,11.12,128.81,449.15,60.52,True
422,9.79,165.61,3.85,1.0,12.8,123.39,328.67,40.57,True
423,9.86,165.37,3.88,1.0,12.72,123.63,334.0,41.45,True
424,12.29,156.75,4.66,1.0,10.05,132.25,525.66,73.19,True
425,7.44,173.94,3.1,1.0,15.39,115.06,143.53,9.9,True
426,9.41,166.98,3.73,1.0,13.23,122.02,298.17,35.51,True
427,10.41,163.42,4.05,1.0,12.12,125.58,377.47,48.65,True
428,7.47,173.85,3.1,1.0,15.36,115.15,145.61,10.24,True
429,9.85,165.4,3.87,1.0,12.73,123.6,333.37,41.34,True
430,10.25,163.98,4.0,1.0,12.29,125.02,364.93,46.57,True
431,7.32,174.36,3.06,1.0,15.51,114.64,134.34,8.37,True
432,9.47,166.75,3.75,1.0,13.15,122.25,303.35,36.37,True
433,9.06,168.22,3.62,1.0,13.61,120.78,270.75,30.97,True
434,10.81,162.01,4.18,1.0,11.68,126.99,408.74,53.83,True
435,12.62,155.61,4.76,1.0,9.69,133.39,551.05,77.4,True
436,7.15,174.97,3.0,1.0,15.7,114.03,120.7,6.12,True
437,9.94,165.1,3.9,1.0,12.64,123.9,340.02,42.45,True
438,8.69,169.52,3.5,1.0,14.01,119.48,241.7,26.16,True
439,10.11,164.5,3.95,1.0,12.45,124.5,353.43,44.67,True
440,10.26,163.97,4.0,1.0,12.29,125.03,365.26,46.63,True
441,8.28,170.96,3.37,1.0,14.46,118.04,209.69,20.86,True
442,7.54,173.59,3.13,1.0,15.28,115.41,151.36,11.2,True
443,10.7,162.4,4.15,1.0,11.8,126.6,400.05,52.39,True
444,7.82,172.6,3.22,1.0,14.97,116.4,173.33,14.83,True
445,8.34,170.77,3.38,1.0,14.4,118.23,214.09,21.59,True
446,8.6,169.84,3.47,1.0,14.11,119.16,234.71,25.0,True
447,10.54,162.96,4.09,1.0,11.97,126.04,387.67,50.34,True
448,9.24,167.57,3.68,1.0,13.41,121.43,285.14,33.35,True
449,12.84,154.83,4.83,1.0,9.45,134.17,568.43,80.28,True
450,12.09,157.46,4.59,1.0,10.27,131.54,509.9,70.59,True
451,10.82,161.98,4.18,1.0,11.67,127.02,409.33,53.93,True
452,10.43,163.34,4.06,1.0,12.09,125.66,379.2,48.93,True
453,9.32,167.28,3.7,1.0,13.32,121.72,291.53,34.41,True
454,9.81,165.54,3.86,1.0,12.78,123.46,330.34,40.84,True
455,7.25,174.62,3.03,1.0,15.6,114.38,128.46,7.4,True
456,13.0,154.24,4.89,1.0,9.27,134.76,581.38,82.42,True
457,10.99,161.37,4.24,1.0,11.48,127.63,422.87,56.17,True
458,10.79,162.07,4.18,1.0,11.7,126.93,407.36,53.6,True
459,10.59,162.77,4.11,1.0,11.92,126.23,391.79,51.02,True
460,8.28,170.96,3.37,1.0,14.46,118.04,209.8,20.87,True
461,11.01,161.3,4.25,1.0,11.46,127.7,424.46,56.43,True
462,11.79,158.54,4.5,1.0,10.6,130.46,485.79,66.59,True
463,12.22,157.02,4.63,1.0,10.13,131.98,519.57,72.19,True
464,10.59,162.78,4.11,1.0,11.92,126.22,391.62,50.99,True
465,9.97,165.0,3.91,1.0,12.61,124.0,342.26,42.82,True
466,12.5,156.01,4.73,1.0,9.82,132.99,541.99,75.9,True
467,10.56,162.9,4.1,1.0,11.96,126.1,388.99,50.56,True
468,8.82,169.05,3.54,1.0,13.87,119.95,252.16,27.89,True
469,10.75,162.23,4.16,1.0,11.75,126.77,403.93,53.03,True
470,7.3,174.45,3.05,1.0,15.54,114.55,132.32,8.04,True
471,12.18,157.14,4.62,1.0,10.17,131.86,516.97,71.76,True
472,11.48,159.65,4.4,1.0,10.95,129.35,461.28,62.53,True
473,9.52,166.56,3.77,1.0,13.09,122.44,307.54,37.07,True
474,10.86,161.85,4.2,1.0,11.63,127.15,412.31,54.42,True
475,12.44,156.22,4.71,1.0,9.88,132.78,537.39,75.14,True
476,11.31,160.25,4.34,1.0,11.13,128.75,447.79,60.3,True
477,13.12,153.82,4.93,1.0,9.14,135.18,590.83,83.99,True
478,11.18,160.71,4.3,1.0,11.28,128.29,437.66,58.62,True
479,10.02,164.82,3.93,1.0,12.55,124.18,346.24,43.47,True
480,13.08,153.98,4.91,1.0,9.19,135.02,587.13,83.38,True
481,11.9,158.16,4.53,1.0,10.49,130.84,494.23,67.99,True
482,8.81,169.11,3.54,1.0,13.88,119.89,250.96,27.69,True
483,11.87,158.24,4.52,1.0,10.51,130.76,492.44,67.69,True
484,8.76,169.26,3.52,1.0,13.93,119.74,247.6,27.14,True
485,9.71,165.91,3.83,1.0,12.89,123.09,322.1,39.48,True
486,7.97,172.08,3.27,1.0,14.81,116.92,184.9,16.75,True
487,8.61,169.79,3.47,1.0,14.1,119.21,235.73,25.17,True
488,9.3,167.35,3.7,1.0,13.34,121.65,290.13,34.18,True
489,11.1,160.96,4.28,1.0,11.36,128.04,431.99,57.68,True
490,9.31,167.33,3.7,1.0,13.33,121.67,290.56,34.25,True
491,9.9,165.25,3.89,1.0,12.69,123.75,336.71,41.9,True
492,8.9,168.77,3.57,1.0,13.78,120.23,258.58,28.96,True
493,11.19,160.65,4.3,1.0,11.26,128.35,439.05,58.85,True
494,10.73,162.3,4.15,1.0,11.77,126.7,402.36,52.77,True
495,10.62,162.68,4.12,1.0,11.89,126.32,393.8,51.35,True
496,10.17,164.28,3.97,1.0,12.38,124.72,358.32,45.48,True
497,7.22,174.74,3.02,1.0,15.63,114.26,125.86,6.97,True
498,7.41,174.06,3.09,1.0,15.42,114.94,140.88,9.46,True
499,10.2,164.18,3.98,1.0,12.36,124.82,360.43,45.83,True
500,8.6,169.82,3.47,1.0,14.11,119.18,235.06,25.06,True
501,12.58,155.75,4.75,1.0,9.74,133.25,547.97,76.89,True
502,13.09,153.94,4.91,1.0,9.18,135.06,588.01,83.52,True
503,10.53,162.99,4.09,1.0,11.98,126.01,386.98,50.22,True
504,7.36,174.23,3.07,1.0,15.48,114.77,137.11,8.83,True
505,11.68,158.93,4.46,1.0,10.72,130.07,477.14,65.16,True
506,8.32,170.83,3.38,1.0,14.42,118.17,212.73,21.36,True
507,12.08,157.52,4.59,1.0,10.29,131.48,508.51,70.35,True
508,11.81,158.47,4.5,1.0,10.58,130.53,487.49,66.87,True
509,7.47,173.83,3.11,1.0,15.35,115.17,146.06,10.32,True
510,11.66,159.0,4.45,1.0,10.75,130.0,475.57,64.9,True
511,10.84,161.89,4.19,1.0,11.64,127.11,411.36,54.26,True
512,9.68,166.0,3.82,1.0,12.92,123.0,319.96,39.12,True
513,8.22,171.18,3.35,1.0,14.53,117.82,204.98,20.08,True
514,9.16,167.87,3.65,1.0,13.5,121.13,278.53,32.26,True
515,11.34,160.13,4.35,1.0,11.1,128.87,450.61,60.76,True
516,7.62,173.32,3.15,1.0,15.19,115.68,157.44,12.2,True
517,7.56,173.51,3.14,1.0,15.25,115.49,153.12,11.49,True
518,12.48,156.08,4.72,1.0,9.84,132.92,540.49,75.65,True
519,8.03,171.86,3.29,1.0,14.74,117.14,189.9,17.58,True
520,8.58,169.89,3.46,1.0,14.13,119.11,233.55,24.81,True
521,12.02,157.73,4.57,1.0,10.35,131.27,503.82,69.58,True
522,9.55,166.48,3.77,1.0,13.07,122.52,309.36,37.37,True
523,9.1,168.07,3.63,1.0,13.56,120.93,273.97,31.5,True
524,8.85,168.96,3.55,1.0,13.84,120.04,254.19,28.23,True
525,12.12,157.37,4.6,1.0,10.24,131.63,511.8,70.9,True
526,12.22,157.03,4.63,1.0,10.13,131.97,519.52,72.18,True
527,13.13,153.78,4.93,1.0,9.12,135.22,591.76,84.14,True
528,9.89,165.28,3.88,1.0,12.7,123.72,336.04,41.79,True
529,11.89,158.18,4.53,1.0,10.49,130.82,493.87,67.93,True
530,13.27,153.3,4.97,1.0,8.98,135.7,602.36,85.9,True
531,7.36,174.23,3.07,1.0,15.48,114.77,137.11,8.83,True
532,11.44,159.78,4.38,1.0,10.99,129.22,458.25,62.03,True
533,7.27,174.54,3.04,1.0,15.57,114.46,130.13,7.68,True
534,9.21,167.69,3.66,1.0,13.45,121.31,282.42,32.9,True
535,12.84,154.83,4.83,1.0,9.45,134.17,568.28,80.26,True
536,11.91,158.12,4.53,1.0,10.47,130.88,495.16,68.14,True
537,9.28,167.43,3.69,1.0,13.36,121.57,288.29,33.88,True
538,9.42,166.94,3.73,1.0,13.21,122.06,299.07,35.66,True
539,12.1,157.45,4.6,1.0,10.27,131.55,509.98,70.6,True
540,11.88,158.21,4.53,1.0,10.5,130.79,493.17,67.81,True
541,12.48,156.09,4.72,1.0,9.84,132.91,540.27,75.62,True
542,12.37,156.49,4.68,1.0,9.96,132.51,531.52,74.17,True
543,7.54,173.6,3.13,1.0,15.28,115.4,151.19,11.17,True
544,7.94,172.18,3.26,1.0,14.84,116.82,182.71,16.39,True
545,12.81,154.94,4.82,1.0,9.48,134.06,565.87,79.86,True
546,13.33,153.09,4.99,1.0,8.91,135.91,607.05,86.68,True
547,10.34,163.69,4.03,1.0,12.2,125.31,371.38,47.64,True
548,11.91,158.09,4.54,1.0,10.46,130.91,495.76,68.24,True
549,9.06,168.22,3.62,1.0,13.61,120.78,270.79,30.98,True
550,9.52,166.56,3.77,1.0,13.09,122.44,307.49,37.06,True
551,12.76,155.11,4.81,1.0,9.54,133.89,562.19,79.25,True
552,7.89,172.37,3.24,1.0,14.9,116.63,178.54,15.7,True
553,12.39,156.41,4.69,1.0,9.94,132.59,533.14,74.43,True
554,13.0,154.25,4.89,1.0,9.27,134.75,581.26,82.41,True
555,9.19,167.74,3.66,1.0,13.46,121.26,281.3,32.72,True
556,11.81,158.46,4.5,1.0,10.58,130.54,487.59,66.89,True
557,12.52,155.94,4.73,1.0,9.8,133.06,543.58,76.16,True
558,8.74,169.36,3.51,1.0,13.96,119.64,245.45,26.78,True
559,12.39,156.43,4.69,1.0,9.95,132.57,532.79,74.38,True
560,12.33,156.62,4.67,1.0,10.01,132.38,528.55,73.67,True
561,12.8,154.94,4.82,1.0,9.49,134.06,565.84,79.85,True
562,10.99,161.37,4.24,1.0,11.48,127.63,422.98,56.19,True
563,13.07,154.0,4.91,1.0,9.19,135.0,586.68,83.3,True
564,10.81,162.01,4.18,1.0,11.68,126.99,408.65,53.81,True
565,12.9,154.62,4.85,1.0,9.39,134.38,572.95,81.03,True
566,10.88,161.75,4.2,1.0,11.6,127.25,414.5,54.78,True
567,9.86,165.38,3.87,1.0,12.73,123.62,333.87,41.43,True
568,9.73,165.84,3.83,1.0,12.87,123.16,323.69,39.74,True
569,13.3,153.18,4.98,1.0,8.94,135.82,605.02,86.34,True
570,12.84,154.83,4.83,1.0,9.45,134.17,568.42,80.28,True
571,11.66,158.99,4.46,1.0,10.74,130.01,475.92,64.96,True
572,9.5,166.65,3.76,1.0,13.12,122.35,305.55,36.74,True
573,8.44,170.39,3.42,1.0,14.28,118.61,222.5,22.98,True
574,9.41,166.95,3.73,1.0,13.22,122.05,298.84,35.62,True
575,9.64,166.15,3.8,1.0,12.96,122.85,316.79,38.6,True
576,9.02,168.36,3.6,1.0,13.65,120.64,267.48,30.43,True
577,11.11,160.93,4.28,1.0,11.34,128.07,432.75,57.81,True
578,12.11,157.39,4.6,1.0,10.25,131.61,511.41,70.83,True
579,7.65,173.22,3.16,1.0,15.16,115.78,159.58,12.56,True
580,11.01,161.32,4.24,1.0,11.46,127.68,424.15,56.38,True
581,7.77,172.78,3.2,1.0,15.03,116.22,169.25,14.16,True
582,11.51,159.51,4.41,1.0,10.91,129.49,464.2,63.01,True
583,12.44,156.22,4.71,1.0,9.88,132.78,537.36,75.13,True
584,12.29,156.76,4.66,1.0,10.05,132.24,525.32,73.14,True
585,8.09,171.66,3.3,1.0,14.68,117.34,194.3,18.31,True
586,8.01,171.92,3.28,1.0,14.76,117.08,188.45,17.34,True
587,12.23,156.99,4.64,1.0,10.12,132.01,520.34,72.31,True
588,10.93,161.57,4.22,1.0,11.54,127.43,418.43,55.43,True
589,9.59,166.32,3.79,1.0,13.02,122.68,313.02,37.97,True
590,11.38,159.98,4.37,1.0,11.05,129.02,453.78,61.29,True
591,8.21,171.22,3.34,1.0,14.54,117.78,204.11,19.93,True
592,12.8,154.98,4.82,1.0,9.5,134.02,565.1,79.73,True
593,10.95,161.51,4.23,1.0,11.53,127.49,419.76,55.65,True
594,12.21,157.07,4.63,1.0,10.14,131.93,518.63,72.03,True
595,12.43,156.26,4.7,1.0,9.89,132.74,536.63,75.01,True
596,12.08,157.52,4.59,1.0,10.29,131.48,508.49,70.35,True
597,9.8,165.58,3.86,1.0,12.79,123.42,329.48,40.7,True
598,7.85,172.48,3.23,1.0,14.93,116.52,175.92,15.26,True
599,10.57,162.86,4.1,1.0,11.94,126.14,389.89,50.71,True
600,12.12,157.37,4.6,1.0,10.24,131.63,511.95,70.92,True
601,8.1,171.59,3.31,1.0,14.66,117.41,195.74,18.55,True
602,11.06,161.12,4.26,1.0,11.4,127.88,428.52,57.11,True
603,11.92,158.08,4.54,1.0,10.46,130.92,496.11,68.3,True
604,8.29,170.95,3.37,1.0,14.46,118.05,210.03,20.91,True
605,9.59,166.32,3.79,1.0,13.02,122.68,312.99,37.97,True
606,9.64,166.16,3.8,1.0,12.97,122.84,316.5,38.55,True
607,12.66,155.44,4.78,1.0,9.64,133.56,554.83,78.03,True
608,9.42,166.94,3.73,1.0,13.21,122.06,299.05,35.66,True
609,9.64,166.16,3.8,1.0,12.97,122.84,316.47,38.54,True
610,9.51,166.63,3.76,1.0,13.12,122.37,306.02,36.81,True
611,13.15,153.72,4.93,1.0,9.11,135.28,593.02,84.35,True
612,7.41,174.05,3.09,1.0,15.42,114.95,141.04,9.49,True
613,8.69,169.51,3.5,1.0,14.01,119.49,242.04,26.22,True
614,8.75,169.32,3.52,1.0,13.95,119.68,246.25,26.91,True
615,8.31,170.87,3.38,1.0,14.43,118.13,211.79,21.21,True
616,11.43,159.82,4.38,1.0,11.0,129.18,457.39,61.89,True
617,12.2,157.07,4.63,1.0,10.15,131.93,518.44,72.0,True
618,8.04,171.83,3.29,1.0,14.73,117.17,190.39,17.66,True
619,11.69,158.9,4.46,1.0,10.71,130.1,477.92,65.29,True
620,9.71,165.92,3.83,1.0,12.89,123.08,321.82,39.43,True
621,11.01,161.29,4.25,1.0,11.46,127.71,424.67,56.47,True
622,7.64,173.24,3.16,1.0,15.17,115.76,159.18,12.49,True
623,8.19,171.3,3.34,1.0,14.56,117.7,202.33,19.64,True
624,13.28,153.26,4.98,1.0,8.96,135.74,603.18,86.04,True
625,12.44,156.22,4.71,1.0,9.88,132.78,537.44,75.15,True
626,10.41,163.44,4.05,1.0,12.13,125.56,376.87,48.55,True
627,7.36,174.24,3.07,1.0,15.48,114.76,136.88,8.8,True
628,12.48,156.1,4.72,1.0,9.85,132.9,540.04,75.58,True
629,8.68,169.57,3.49,1.0,14.03,119.43,240.76,26.0,True
630,7.97,172.07,3.27,1.0,14.81,116.93,185.02,16.77,True
631,12.17,157.2,4.62,1.0,10.19,131.8,515.73,71.55,True
632,8.18,171.34,3.33,1.0,14.58,117.66,201.38,19.48,True
633,9.01,168.37,3.6,1.0,13.66,120.63,267.36,30.41,True
634,10.88,161.76,4.2,1.0,11.6,127.24,414.32,54.75,True
635,10.31,163.77,4.02,1.0,12.23,125.23,369.7,47.36,True
636,8.34,170.75,3.39,1.0,14.39,118.25,214.49,21.65,True
637,9.72,165.86,3.83,1.0,12.88,123.14,323.07,39.64,True
638,11.56,159.37,4.42,1.0,10.86,129.63,467.47,63.56,True
639,7.68,173.11,3.17,1.0,15.13,115.89,162.01,12.96,True
640,9.98,164.96,3.91,1.0,12.6,124.04,343.23,42.98,True
641,13.13,153.78,4.93,1.0,9.12,135.22,591.76,84.14,True
642,9.21,167.69,3.66,1.0,13.44,121.31,282.44,32.91,True
643,8.62,169.78,3.47,1.0,14.09,119.22,235.94,25.21,True
644,11.65,159.03,4.45,1.0,10.76,129.97,474.88,64.78,True
645,8.08,171.69,3.3,1.0,14.69,117.31,193.6,18.19,True
646,12.64,155.52,4.77,1.0,9.66,133.48,553.01,77.73,True
647,9.09,168.1,3.63,1.0,13.57,120.9,273.47,31.42,True
648,9.1,168.08,3.63,1.0,13.57,120.92,273.72,31.46,True
649,7.62,173.31,3.15,1.0,15.19,115.69,157.48,12.21,True
650,8.23,171.16,3.35,1.0,14.52,117.84,205.26,20.12,True
651,11.71,158.81,4.47,1.0,10.69,130.19,479.8,65.6,True
652,10.71,162.37,4.15,1.0,11.79,126.63,400.63,52.48,True
653,11.75,158.68,4.48,1.0,10.65,130.32,482.64,66.07,True
654,7.43,173.97,3.09,1.0,15.39,115.03,143.0,9.81,True
655,12.15,157.26,4.61,1.0,10.21,131.74,514.27,71.31,True
656,9.09,168.1,3.63,1.0,13.57,120.9,273.28,31.39,True
657,12.19,157.1,4.63,1.0,10.16,131.9,517.78,71.89,True
658,9.15,167.9,3.65,1.0,13.51,121.1,277.73,32.13,True
659,7.92,172.26,3.25,1.0,14.86,116.74,180.96,16.1,True
660,11.27,160.39,4.33,1.0,11.18,128.61,444.84,59.81,True
661,12.43,156.26,4.7,1.0,9.89,132.74,536.6,75.01,True
662,12.41,156.34,4.7,1.0,9.92,132.66,534.74,74.7,True
663,8.03,171.84,3.29,1.0,14.73,117.16,190.24,17.64,True
664,9.79,165.62,3.85,1.0,12.8,123.38,328.44,40.53,True
665,9.98,164.95,3.91,1.0,12.59,124.05,343.39,43.0,True
666,12.33,156.63,4.67,1.0,10.01,132.37,528.39,73.65,True
667,10.11,164.48,3.96,1.0,12.45,124.52,353.8,44.73,True
668,8.6,169.85,3.47,1.0,14.12,119.15,234.44,24.96,True
669,9.48,166.73,3.75,1.0,13.15,122.27,303.79,36.44,True
670,12.72,155.24,4.8,1.0,9.58,133.76,559.16,78.74,True
671,9.3,167.34,3.7,1.0,13.34,121.66,290.2,34.19,True
672,7.47,173.84,3.11,1.0,15.35,115.16,145.83,10.28,True
673,11.39,159.97,4.37,1.0,11.05,129.03,454.13,61.35,True
674,7.47,173.83,3.11,1.0,15.35,115.17,145.92,10.29,True
675,7.47,173.86,3.1,1.0,15.36,115.14,145.39,10.21,True
676,12.04,157.66,4.58,1.0,10.33,131.34,505.39,69.84,True
677,11.74,158.7,4.48,1.0,10.65,130.3,482.29,66.01,True
678,11.02,161.26,4.25,1.0,11.45,127.74,425.39,56.59,True
679,12.15,157.26,4.61,1.0,10.21,131.74,514.25,71.3,True
680,11.96,157.92,4.55,1.0,10.41,131.08,499.62,68.88,True
681,12.05,157.61,4.58,1.0,10.31,131.39,506.57,70.03,True
682,9.71,165.91,3.83,1.0,12.89,123.09,321.96,39.45,True
683,9.96,165.03,3.91,1.0,12.62,123.97,341.51,42.69,True
684,8.35,170.73,3.39,1.0,14.39,118.27,214.95,21.73,True
685,9.33,167.25,3.7,1.0,13.31,121.75,292.26,34.53,True
686,8.88,168.84,3.56,1.0,13.8,120.16,256.85,28.67,True
687,11.88,158.21,4.53,1.0,10.5,130.79,493.09,67.8,True
688,11.45,159.75,4.39,1.0,10.98,129.25,458.9,62.14,True
689,7.47,173.84,3.11,1.0,15.35,115.16,145.76,10.27,True
690,8.78,169.22,3.53,1.0,13.92,119.78,248.58,27.3,True
691,12.01,157.77,4.57,1.0,10.36,131.23,502.89,69.42,True
692,12.18,157.17,4.62,1.0,10.18,131.83,516.32,71.65,True
693,12.11,157.41,4.6,1.0,10.25,131.59,510.92,70.75,True
694,8.15,171.44,3.32,1.0,14.61,117.56,199.06,19.1,True
695,8.32,170.82,3.38,1.0,14.42,118.18,212.9,21.39,True
696,7.71,173.0,3.18,1.0,15.09,116.0,164.43,13.36,True
697,9.03,168.31,3.61,1.0,13.64,120.69,268.79,30.65,True
698,10.44,163.3,4.06,1.0,12.08,125.7,379.98,49.06,True
699,9.8,165.59,3.86,1.0,12.79,123.41,329.19,40.65,True
700,7.27,174.57,3.04,1.0,15.58,114.43,129.66,7.6,True
701,11.85,158.33,4.52,1.0,10.54,130.67,490.43,67.36,True
702,11.48,159.63,4.4,1.0,10.94,129.37,461.64,62.59,True
703,12.2,157.08,4.63,1.0,10.15,131.92,518.21,71.96,True
704,12.54,155.89,4.74,1.0,9.78,133.11,544.81,76.37,True
705,9.89,165.28,3.88,1.0,12.7,123.72,336.03,41.78,True
706,11.72,158.79,4.47,1.0,10.68,130.21,480.32,65.69,True
707,8.44,170.39,3.42,1.0,14.28,118.61,222.53,22.98,True
708,8.66,169.64,3.49,1.0,14.05,119.36,239.09,25.73,True
709,10.08,164.59,3.95,1.0,12.48,124.41,351.42,44.33,True
710,10.72,162.34,4.15,1.0,11.78,126.66,401.49,52.63,True
711,11.37,160.01,4.36,1.0,11.06,128.99,453.21,61.19,True
712,10.42,163.38,4.06,1.0,12.11,125.62,378.25,48.78,True
713,9.82,165.51,3.86,1.0,12.77,123.49,330.85,40.93,True
714,12.07,157.54,4.59,1.0,10.29,131.46,508.17,70.3,True
715,12.97,154.34,4.88,1.0,9.3,134.66,579.14,82.05,True
716,10.22,164.1,3.99,1.0,12.33,124.9,362.3,46.14,True
717,9.87,165.33,3.88,1.0,12.71,123.67,334.85,41.59,True
718,9.89,165.28,3.88,1.0,12.7,123.72,336.04,41.79,True
719,7.38,174.18,3.07,1.0,15.46,114.82,138.31,9.03,True
720,12.71,155.26,4.79,1.0,9.59,133.74,558.69,78.67,True
721,11.63,159.11,4.44,1.0,10.78,129.89,473.2,64.5,True
722,8.8,169.14,3.53,1.0,13.89,119.86,250.35,27.59,True
723,7.87,172.41,3.24,1.0,14.91,116.59,177.48,15.52,True
724,9.24,167.58,3.67,1.0,13.41,121.42,285.0,33.33,True
725,10.79,162.09,4.17,1.0,11.71,126.91,406.92,53.53,True
726,7.39,174.12,3.08,1.0,15.44,114.88,139.63,9.25,True
727,12.7,155.31,4.79,1.0,9.6,133.69,557.7,78.5,True
728,9.12,168.0,3.64,1.0,13.54,121.0,275.53,31.76,True
729,12.25,156.89,4.65,1.0,10.09,132.11,522.53,72.68,True
730,9.76,165.73,3.84,1.0,12.84,123.27,326.02,40.13,True
731,8.72,169.43,3.51,1.0,13.98,119.57,243.84,26.51,True
732,10.76,162.2,4.16,1.0,11.74,126.8,404.47,53.12,True
733,9.72,165.86,3.83,1.0,12.88,123.14,323.18,39.65,True
734,12.84,154.81,4.84,1.0,9.44,134.19,568.8,80.34,True
735,11.04,161.2,4.25,1.0,11.43,127.8,426.79,56.82,True
736,10.58,162.83,4.11,1.0,11.93,126.17,390.6,50.82,True
737,7.95,172.15,3.26,1.0,14.83,116.85,183.3,16.49,True
738,9.16,167.87,3.65,1.0,13.5,121.13,278.55,32.26,True
739,7.56,173.51,3.14,1.0,15.25,115.49,153.23,11.5,True
740,11.95,157.97,4.55,1.0,10.42,131.03,498.63,68.72,True
741,10.77,162.14,4.17,1.0,11.72,126.86,405.79,53.34,True
742,8.83,169.03,3.54,1.0,13.86,119.97,252.71,27.98,True
743,12.15,157.27,4.61,1.0,10.21,131.73,514.14,71.29,True
744,7.41,174.04,3.09,1.0,15.41,114.96,141.42,9.55,True
745,9.25,167.54,3.68,1.0,13.4,121.46,285.91,33.48,True
746,10.22,164.11,3.99,1.0,12.33,124.89,362.13,46.11,True
747,8.31,170.88,3.37,1.0,14.43,118.12,211.63,21.18,True
748,11.77,158.61,4.49,1.0,10.62,130.39,484.38,66.36,True
749,9.86,165.38,3.87,1.0,12.73,123.62,333.82,41.42,True
750,10.42,163.41,4.05,1.0,12.11,125.59,377.7,48.69,True
751,10.51,163.09,4.08,1.0,12.01,125.91,384.83,49.87,True
752,11.95,157.98,4.55,1.0,10.43,131.02,498.2,68.65,True
753,7.25,174.6,3.04,1.0,15.59,114.4,128.83,7.46,True
754,13.29,153.24,4.98,1.0,8.96,135.76,603.76,86.13,True
755,10.61,162.72,4.12,1.0,11.9,126.28,392.93,51.21,True
756,13.03,154.13,4.9,1.0,9.23,134.87,583.88,82.84,True
757,8.83,169.02,3.54,1.0,13.86,119.98,252.86,28.01,True
758,13.11,153.85,4.92,1.0,9.15,135.15,590.1,83.87,True
759,8.54,170.04,3.45,1.0,14.17,118.96,230.21,24.26,True
760,7.24,174.65,3.03,1.0,15.61,114.35,127.78,7.29,True
761,10.87,161.78,4.2,1.0,11.61,127.22,413.79,54.66,True
762,10.56,162.88,4.1,1.0,11.95,126.12,389.38,50.62,True
763,12.3,156.74,4.66,1.0,10.04,132.26,525.89,73.23,True
764,12.84,154.8,4.84,1.0,9.44,134.2,568.96,80.37,True
765,12.41,156.33,4.7,1.0,9.92,132.67,534.92,74.73,True
766,13.34,153.06,4.99,1.0,8.9,135.94,607.63,86.77,True
767,9.49,166.7,3.75,1.0,13.14,122.3,304.56,36.57,True
768,10.47,163.2,4.07,1.0,12.05,125.8,382.3,49.45,True
769,7.41,174.04,3.09,1.0,15.42,114.96,141.3,9.53,True
770,12.66,155.47,4.78,1.0,9.65,133.53,554.2,77.92,True
771,11.25,160.44,4.32,1.0,11.19,128.56,443.53,59.59,True
772,7.67,173.13,3.17,1.0,15.13,115.87,161.56,12.88,True
773,8.37,170.65,3.4,1.0,14.36,118.35,216.77,22.03,True
