,nuc,aexp,nd,ns,age,asexp,la,ld,target
387,3.94,370.82,3.29,1.0,1.4,223.7,360.7,133.53,True
388,3.99,283.33,3.04,1.0,0.74,181.89,458.26,181.27,True
389,3.82,571.39,3.89,1.0,2.91,319.55,137.05,24.07,True
390,3.91,429.23,3.47,1.0,1.84,251.61,295.57,101.65,True
391,3.93,388.59,3.35,1.0,1.53,232.19,340.89,123.83,True
392,3.87,495.01,3.66,1.0,2.33,283.05,222.22,65.75,True
393,3.99,286.27,3.05,1.0,0.76,183.3,454.97,179.67,True
394,3.9,444.5,3.51,1.0,1.95,258.91,278.54,93.32,True
395,3.85,531.03,3.77,1.0,2.6,300.26,182.05,46.09,True
396,3.83,565.32,3.87,1.0,2.86,316.65,143.82,27.38,True
397,3.92,399.15,3.38,1.0,1.61,237.24,329.11,118.07,True
398,3.98,298.21,3.08,1.0,0.85,189.0,441.66,173.15,True
399,3.94,377.43,3.31,1.0,1.45,226.86,353.32,129.92,True
400,3.95,352.26,3.24,1.0,1.26,214.83,381.39,143.66,True
401,3.81,595.19,3.96,1.0,3.09,330.92,110.52,11.08,True
402,3.82,578.76,3.91,1.0,2.96,323.07,128.84,20.05,True
403,3.97,323.21,3.15,1.0,1.04,200.95,413.78,159.51,True
404,3.92,407.76,3.4,1.0,1.67,241.35,319.51,113.37,True
405,3.94,377.38,3.31,1.0,1.45,226.84,353.38,129.94,True
406,3.89,456.07,3.55,1.0,2.04,264.44,265.64,87.01,True
407,3.92,412.44,3.42,1.0,1.71,243.59,314.29,110.81,True
408,3.81,597.04,3.96,1.0,3.1,331.81,108.45,10.07,True
409,3.96,341.9,3.21,1.0,1.18,209.88,392.94,149.31,True
410,3.8,606.76,3.99,1.0,3.18,336.45,97.61,4.77,True
411,3.91,424.77,3.45,1.0,1.8,249.48,300.54,104.08,True
412,3.83,564.72,3.87,1.0,2.86,316.36,144.48,27.71,True
413,3.84,543.78,3.8,1.0,2.7,306.35,167.84,39.14,True
414,3.88,472.16,3.59,1.0,2.16,272.13,247.7,78.22,True
415,3.9,442.23,3.51,1.0,1.93,257.82,281.08,94.56,True
416,4.0,274.21,3.01,1.0,0.67,177.53,468.42,186.25,True
417,3.9,440.52,3.5,1.0,1.92,257.01,282.98,95.49,True
418,3.86,511.07,3.71,1.0,2.45,290.73,204.31,56.99,True
419,3.82,578.03,3.91,1.0,2.96,322.72,129.65,20.45,True
420,3.96,346.24,3.22,1.0,1.21,211.96,388.1,146.94,True
421,3.83,554.99,3.84,1.0,2.79,311.71,155.34,33.02,True
422,3.98,305.73,3.1,1.0,0.9,192.6,433.28,169.05,True
423,3.81,593.36,3.95,1.0,3.07,330.05,112.55,12.08,True
424,3.85,527.68,3.76,1.0,2.58,298.66,185.79,47.92,True
425,3.97,329.77,3.17,1.0,1.09,204.08,406.47,155.93,True
426,3.85,522.62,3.74,1.0,2.54,296.24,191.43,50.68,True
427,3.93,388.1,3.35,1.0,1.53,231.96,341.43,124.1,True
428,3.92,406.95,3.4,1.0,1.67,240.97,320.41,113.81,True
429,3.85,523.03,3.74,1.0,2.54,296.44,190.97,50.46,True
430,3.89,456.62,3.55,1.0,2.04,264.7,265.03,86.7,True
431,3.85,531.77,3.77,1.0,2.61,300.62,181.23,45.69,True
432,3.97,313.79,3.13,1.0,0.97,196.45,424.29,164.65,True
433,3.94,367.36,3.28,1.0,1.37,222.05,364.55,135.41,True
434,3.81,586.87,3.93,1.0,3.03,326.95,119.79,15.62,True
435,3.82,567.79,3.88,1.0,2.88,317.83,141.06,26.03,True
436,3.97,315.97,3.13,1.0,0.98,197.49,421.86,163.46,True
437,3.95,354.07,3.25,1.0,1.27,215.7,379.37,142.67,True
438,3.99,279.88,3.03,1.0,0.71,180.24,462.1,183.15,True
439,3.84,537.35,3.79,1.0,2.65,303.28,175.01,42.65,True
440,3.98,297.23,3.08,1.0,0.84,188.54,442.75,173.69,True
441,3.86,507.86,3.7,1.0,2.43,289.19,207.89,58.74,True
442,3.89,453.48,3.54,1.0,2.02,263.2,268.52,88.42,True
443,3.95,362.96,3.27,1.0,1.34,219.95,369.46,137.81,True
444,3.91,428.56,3.46,1.0,1.83,251.29,296.32,102.02,True
445,3.83,565.48,3.87,1.0,2.86,316.72,143.65,27.3,True
446,3.89,460.62,3.56,1.0,2.07,266.61,260.57,84.52,True
447,3.83,562.24,3.86,1.0,2.84,315.18,147.25,29.06,True
448,3.87,488.22,3.64,1.0,2.28,279.81,229.79,69.46,True
449,3.91,431.83,3.47,1.0,1.86,252.86,292.66,100.23,True
450,3.81,598.37,3.97,1.0,3.11,332.44,106.97,9.35,True
451,3.91,419.73,3.44,1.0,1.76,247.08,306.16,106.83,True
452,3.97,319.53,3.14,1.0,1.01,199.19,417.88,161.51,True
453,3.98,307.51,3.11,1.0,0.92,193.45,431.29,168.08,True
454,3.87,490.63,3.65,1.0,2.3,280.96,227.1,68.14,True
455,3.87,487.59,3.64,1.0,2.28,279.5,230.49,69.8,True
456,3.92,401.08,3.38,1.0,1.62,238.16,326.95,117.01,True
457,3.87,494.45,3.66,1.0,2.33,282.78,222.85,66.06,True
458,3.99,281.02,3.03,1.0,0.72,180.79,460.82,182.53,True
459,3.92,400.57,3.38,1.0,1.62,237.92,327.53,117.29,True
460,3.86,507.15,3.7,1.0,2.42,288.85,208.68,59.13,True
461,3.9,447.19,3.52,1.0,1.97,260.2,275.53,91.85,True
462,3.98,299.91,3.09,1.0,0.86,189.81,439.77,172.23,True
463,3.85,519.16,3.73,1.0,2.51,294.59,195.29,52.57,True
464,3.88,480.91,3.62,1.0,2.23,276.31,237.94,73.45,True
465,3.84,536.14,3.78,1.0,2.64,302.71,176.35,43.31,True
466,3.89,459.38,3.56,1.0,2.06,266.02,261.95,85.2,True
467,3.89,451.46,3.53,1.0,2.0,262.24,270.78,89.52,True
468,3.96,346.7,3.22,1.0,1.21,212.18,387.59,146.69,True
469,3.81,587.97,3.94,1.0,3.03,327.47,118.56,15.02,True
470,3.92,401.76,3.39,1.0,1.63,238.49,326.2,116.64,True
471,3.98,299.45,3.08,1.0,0.86,189.6,440.27,172.47,True
472,3.91,423.1,3.45,1.0,1.79,248.69,302.4,105.0,True
473,3.98,299.91,3.09,1.0,0.86,189.82,439.76,172.22,True
474,3.86,506.51,3.69,1.0,2.42,288.54,209.4,59.48,True
475,3.89,459.64,3.56,1.0,2.07,266.15,261.66,85.05,True
476,3.99,291.89,3.06,1.0,0.8,185.98,448.71,176.6,True
477,3.89,463.27,3.57,1.0,2.09,267.88,257.61,83.07,True
478,3.87,486.34,3.64,1.0,2.27,278.91,231.89,70.48,True
479,3.9,434.9,3.48,1.0,1.88,254.32,289.25,98.56,True
480,3.93,395.23,3.37,1.0,1.58,235.37,333.48,120.2,True
481,3.99,291.2,3.06,1.0,0.8,185.65,449.48,176.98,True
482,3.89,450.83,3.53,1.0,2.0,261.93,271.49,89.87,True
483,3.88,478.11,3.61,1.0,2.21,274.97,241.06,74.98,True
484,3.84,533.92,3.78,1.0,2.63,301.65,178.83,44.52,True
485,3.98,304.47,3.1,1.0,0.9,191.99,434.68,169.74,True
486,3.98,306.27,3.1,1.0,0.91,192.86,432.67,168.75,True
487,3.96,333.07,3.18,1.0,1.11,205.66,402.79,154.13,True
488,3.98,304.19,3.1,1.0,0.89,191.86,434.99,169.89,True
489,3.9,435.07,3.48,1.0,1.88,254.4,289.06,98.46,True
490,3.95,362.95,3.27,1.0,1.34,219.94,369.47,137.82,True
491,3.93,388.7,3.35,1.0,1.53,232.25,340.76,123.77,True
492,3.81,584.58,3.93,1.0,3.01,325.85,122.34,16.87,True
493,3.98,301.08,3.09,1.0,0.87,190.37,438.46,171.59,True
494,3.91,430.52,3.47,1.0,1.85,252.23,294.13,100.95,True
495,3.81,585.31,3.93,1.0,3.01,326.2,121.53,16.48,True
496,3.92,403.24,3.39,1.0,1.64,239.19,324.55,115.84,True
497,3.98,308.86,3.11,1.0,0.93,194.09,429.79,167.34,True
498,3.85,519.99,3.73,1.0,2.52,294.98,194.37,52.12,True
499,4.0,278.34,3.02,1.0,0.7,179.51,463.81,183.99,True
500,4.0,274.52,3.01,1.0,0.67,177.68,468.08,186.08,True
501,3.87,493.25,3.66,1.0,2.32,282.21,224.18,66.71,True
502,3.96,335.22,3.19,1.0,1.13,206.69,400.4,152.96,True
503,3.8,608.54,4.0,1.0,3.19,337.3,95.63,3.8,True
504,3.85,532.08,3.77,1.0,2.61,300.76,180.88,45.52,True
505,3.9,446.61,3.52,1.0,1.97,259.92,276.19,92.16,True
506,3.91,420.05,3.44,1.0,1.77,247.23,305.8,106.66,True
507,3.88,471.21,3.59,1.0,2.15,271.68,248.75,78.74,True
508,3.82,582.08,3.92,1.0,2.99,324.66,125.13,18.23,True
509,3.82,577.21,3.9,1.0,2.95,322.33,130.56,20.89,True
510,3.96,340.53,3.21,1.0,1.17,209.23,394.47,150.06,True
511,3.95,347.55,3.23,1.0,1.22,212.58,386.64,146.23,True
512,3.99,285.6,3.04,1.0,0.75,182.98,455.71,180.03,True
513,3.89,464.71,3.57,1.0,2.1,268.57,256.01,82.29,True
514,3.89,456.59,3.55,1.0,2.04,264.69,265.06,86.72,True
515,3.86,502.45,3.68,1.0,2.39,286.6,213.92,61.69,True
516,3.85,524.76,3.75,1.0,2.56,297.26,189.05,49.52,True
517,3.93,394.56,3.36,1.0,1.57,235.05,334.23,120.57,True
518,3.94,371.29,3.3,1.0,1.4,223.93,360.17,133.27,True
519,3.99,280.5,3.03,1.0,0.71,180.54,461.41,182.82,True
520,3.97,316.77,3.14,1.0,0.99,197.87,420.96,163.02,True
521,3.9,448.86,3.52,1.0,1.98,260.99,273.68,90.94,True
522,3.99,288.8,3.05,1.0,0.78,184.51,452.15,178.28,True
523,3.84,540.92,3.8,1.0,2.68,304.99,171.02,40.7,True
524,3.87,498.31,3.67,1.0,2.36,284.63,218.54,63.95,True
525,3.93,381.33,3.33,1.0,1.48,228.72,348.98,127.79,True
526,3.92,405.27,3.4,1.0,1.66,240.16,322.29,114.73,True
527,3.83,566.97,3.87,1.0,2.88,317.44,141.98,26.48,True
528,4.0,274.35,3.01,1.0,0.67,177.6,468.27,186.17,True
529,3.83,550.82,3.83,1.0,2.75,309.72,159.99,35.29,True
530,3.88,476.48,3.61,1.0,2.19,274.2,242.88,75.86,True
531,3.83,563.07,3.86,1.0,2.85,315.57,146.33,28.61,True
532,3.81,594.35,3.95,1.0,3.08,330.52,111.45,11.54,True
533,3.89,452.66,3.54,1.0,2.01,262.81,269.44,88.86,True
534,3.96,331.65,3.18,1.0,1.1,204.98,404.38,154.9,True
535,3.88,478.12,3.61,1.0,2.21,274.98,241.05,74.97,True
536,3.92,408.4,3.41,1.0,1.68,241.66,318.79,113.02,True
537,3.93,386.32,3.34,1.0,1.51,231.11,343.41,125.06,True
538,3.97,325.23,3.16,1.0,1.05,201.91,411.53,158.41,True
539,3.96,341.26,3.21,1.0,1.17,209.58,393.66,149.66,True
540,3.82,580.29,3.91,1.0,2.98,323.8,127.13,19.22,True
541,3.95,351.95,3.24,1.0,1.25,214.68,381.74,143.82,True
542,3.96,342.61,3.21,1.0,1.18,210.22,392.15,148.92,True
543,3.99,288.41,3.05,1.0,0.77,184.32,452.59,178.5,True
544,3.92,412.69,3.42,1.0,1.71,243.71,314.01,110.68,True
545,3.82,580.88,3.91,1.0,2.98,324.08,126.47,18.89,True
546,4.0,272.72,3.01,1.0,0.66,176.82,470.08,187.06,True
547,3.84,547.43,3.82,1.0,2.73,308.1,163.77,37.15,True
548,3.91,428.31,3.46,1.0,1.83,251.17,296.59,102.15,True
549,3.91,418.3,3.43,1.0,1.75,246.39,307.75,107.61,True
550,3.96,344.85,3.22,1.0,1.2,211.29,389.65,147.7,True
551,3.82,569.1,3.88,1.0,2.89,318.45,139.61,25.32,True
552,3.86,505.6,3.69,1.0,2.41,288.11,210.41,59.97,True
553,3.82,569.89,3.88,1.0,2.9,318.83,138.73,24.89,True
554,3.97,328.32,3.17,1.0,1.08,203.39,408.08,156.72,True
555,3.92,414.5,3.42,1.0,1.73,244.57,312.0,109.69,True
556,3.94,377.34,3.31,1.0,1.45,226.82,353.43,129.97,True
557,3.97,326.63,3.16,1.0,1.06,202.58,409.97,157.64,True
558,3.91,427.33,3.46,1.0,1.82,250.7,297.69,102.69,True
559,3.86,508.94,3.7,1.0,2.44,289.71,206.68,58.15,True
560,3.9,437.04,3.49,1.0,1.9,255.35,286.86,97.39,True
561,3.88,478.79,3.61,1.0,2.21,275.3,240.3,74.6,True
562,3.97,325.92,3.16,1.0,1.06,202.25,410.76,158.03,True
563,3.91,428.31,3.46,1.0,1.83,251.18,296.59,102.15,True
564,3.99,287.6,3.05,1.0,0.77,183.93,453.49,178.94,True
565,3.95,356.1,3.25,1.0,1.28,216.67,377.11,141.56,True
566,3.91,425.97,3.46,1.0,1.81,250.06,299.2,103.43,True
567,3.85,519.9,3.73,1.0,2.52,294.94,194.47,52.17,True
568,3.95,356.64,3.25,1.0,1.29,216.93,376.5,141.26,True
569,3.91,429.96,3.47,1.0,1.84,251.96,294.75,101.25,True
570,3.95,349.74,3.23,1.0,1.24,213.63,384.2,145.03,True
571,3.97,318.33,3.14,1.0,1.0,198.62,419.23,162.17,True
572,4.0,278.14,3.02,1.0,0.7,179.41,464.03,184.1,True
573,3.88,482.29,3.62,1.0,2.24,276.97,236.41,72.7,True
574,3.86,515.09,3.72,1.0,2.48,292.64,199.83,54.8,True
575,3.97,326.14,3.16,1.0,1.06,202.35,410.52,157.91,True
576,3.93,394.41,3.36,1.0,1.57,234.98,334.39,120.65,True
577,3.96,333.31,3.18,1.0,1.11,205.78,402.52,154.0,True
578,3.95,353.52,3.24,1.0,1.27,215.43,379.99,142.97,True
579,3.88,477.78,3.61,1.0,2.2,274.82,241.43,75.15,True
580,3.88,481.51,3.62,1.0,2.23,276.6,237.27,73.12,True
581,3.89,460.57,3.56,1.0,2.07,266.59,260.62,84.55,True
582,4.0,272.93,3.01,1.0,0.66,176.92,469.85,186.95,True
583,3.85,523.41,3.74,1.0,2.55,296.62,190.55,50.26,True
584,3.99,287.72,3.05,1.0,0.77,183.99,453.36,178.88,True
585,3.86,510.29,3.71,1.0,2.45,290.35,205.19,57.42,True
586,3.88,468.91,3.58,1.0,2.14,270.58,251.32,79.99,True
587,3.98,299.98,3.09,1.0,0.86,189.85,439.69,172.19,True
588,3.86,514.3,3.72,1.0,2.48,292.27,200.71,55.22,True
589,3.84,541.93,3.8,1.0,2.69,305.47,169.9,40.14,True
590,3.89,456.43,3.55,1.0,2.04,264.61,265.24,86.81,True
591,3.86,515.26,3.72,1.0,2.49,292.73,199.64,54.7,True
592,3.95,361.53,3.27,1.0,1.33,219.26,371.06,138.6,True
593,3.89,453.99,3.54,1.0,2.02,263.45,267.96,88.14,True
594,3.98,306.17,3.1,1.0,0.91,192.81,432.79,168.81,True
595,3.93,383.1,3.33,1.0,1.49,229.57,347.0,126.82,True
596,3.88,472.92,3.6,1.0,2.17,272.49,246.85,77.81,True
597,3.8,604.74,3.98,1.0,3.16,335.49,99.87,5.87,True
598,3.89,453.2,3.54,1.0,2.02,263.07,268.84,88.57,True
599,3.97,321.28,3.15,1.0,1.02,200.03,415.94,160.56,True
600,3.98,311.95,3.12,1.0,0.95,195.57,426.34,165.65,True
601,3.83,563.82,3.86,1.0,2.85,315.93,145.5,28.2,True
602,3.82,582.76,3.92,1.0,2.99,324.98,124.37,17.87,True
603,3.85,517.5,3.73,1.0,2.5,293.8,197.14,53.48,True
604,3.88,470.6,3.59,1.0,2.15,271.38,249.44,79.08,True
605,3.98,299.63,3.08,1.0,0.86,189.68,440.08,172.38,True
606,3.86,515.66,3.72,1.0,2.49,292.92,199.2,54.48,True
607,3.86,510.26,3.71,1.0,2.45,290.34,205.22,57.43,True
608,3.95,351.86,3.24,1.0,1.25,214.64,381.84,143.87,True
609,3.93,392.58,3.36,1.0,1.56,234.1,336.43,121.65,True
610,3.89,449.8,3.53,1.0,1.99,261.44,272.63,90.42,True
611,3.92,403.83,3.39,1.0,1.64,239.47,323.89,115.51,True
612,3.94,380.52,3.32,1.0,1.47,228.34,349.88,128.23,True
613,3.89,455.48,3.54,1.0,2.03,264.16,266.29,87.32,True
614,3.81,593.98,3.95,1.0,3.08,330.35,111.86,11.74,True
615,3.93,381.59,3.33,1.0,1.48,228.85,348.68,127.65,True
616,3.81,591.42,3.95,1.0,3.06,329.12,114.72,13.14,True
617,3.96,339.7,3.2,1.0,1.16,208.83,395.39,150.51,True
618,3.85,518.03,3.73,1.0,2.51,294.05,196.55,53.19,True
619,3.98,308.04,3.11,1.0,0.92,193.7,430.7,167.79,True
620,4.0,278.13,3.02,1.0,0.7,179.41,464.05,184.11,True
621,3.88,469.91,3.59,1.0,2.14,271.05,250.21,79.45,True
622,3.81,586.65,3.93,1.0,3.02,326.84,120.03,15.74,True
623,3.85,531.41,3.77,1.0,2.61,300.44,181.64,45.89,True
624,3.98,310.17,3.12,1.0,0.94,194.72,428.33,166.63,True
625,3.96,338.41,3.2,1.0,1.15,208.22,396.83,151.21,True
626,3.82,581.03,3.91,1.0,2.98,324.16,126.3,18.81,True
627,3.97,322.08,3.15,1.0,1.03,200.41,415.04,160.12,True
628,3.9,448.15,3.52,1.0,1.98,260.66,274.47,91.32,True
629,3.88,475.02,3.6,1.0,2.18,273.5,244.51,76.66,True
630,3.91,429.15,3.47,1.0,1.84,251.58,295.66,101.69,True
631,3.84,538.39,3.79,1.0,2.66,303.78,173.85,42.08,True
632,3.8,604.76,3.98,1.0,3.16,335.49,99.85,5.86,True
633,3.96,340.2,3.2,1.0,1.16,209.07,394.84,150.24,True
634,3.99,295.56,3.07,1.0,0.83,187.74,444.61,174.6,True
635,3.93,391.4,3.36,1.0,1.55,233.53,337.75,122.3,True
636,3.95,355.48,3.25,1.0,1.28,216.37,377.8,141.9,True
637,3.97,321.12,3.15,1.0,1.02,199.95,416.12,160.65,True
638,3.95,363.14,3.27,1.0,1.34,220.03,369.26,137.72,True
639,3.94,372.6,3.3,1.0,1.41,224.55,358.72,132.56,True
640,3.88,481.45,3.62,1.0,2.23,276.57,237.34,73.15,True
641,3.89,462.56,3.57,1.0,2.09,267.54,258.4,83.46,True
642,3.86,515.5,3.72,1.0,2.49,292.84,199.38,54.57,True
643,3.85,522.88,3.74,1.0,2.54,296.37,191.14,50.54,True
644,3.84,549.17,3.82,1.0,2.74,308.93,161.83,36.2,True
645,3.97,327.39,3.17,1.0,1.07,202.95,409.12,157.23,True
646,4.0,277.53,3.02,1.0,0.69,179.12,464.72,184.44,True
647,3.82,580.36,3.91,1.0,2.98,323.83,127.06,19.18,True
648,4.0,273.95,3.01,1.0,0.67,177.41,468.72,186.39,True
649,3.92,406.42,3.4,1.0,1.66,240.71,321.01,114.1,True
650,3.84,544.97,3.81,1.0,2.71,306.92,166.51,38.49,True
651,3.95,348.97,3.23,1.0,1.23,213.26,385.06,145.45,True
652,3.81,597.16,3.96,1.0,3.1,331.87,108.31,10.01,True
653,3.88,466.79,3.58,1.0,2.12,269.57,253.68,81.15,True
654,4.0,274.07,3.01,1.0,0.67,177.47,468.58,186.33,True
655,3.99,290.91,3.06,1.0,0.79,185.52,449.8,177.13,True
656,3.99,284.09,3.04,1.0,0.74,182.26,457.4,180.85,True
657,3.87,490.7,3.65,1.0,2.3,280.99,227.03,68.11,True
658,3.96,340.98,3.21,1.0,1.17,209.44,393.97,149.81,True
659,3.99,282.63,3.03,1.0,0.73,181.56,459.03,181.65,True
660,3.93,387.08,3.34,1.0,1.52,231.47,342.56,124.65,True
661,3.83,554.11,3.84,1.0,2.78,311.29,156.32,33.5,True
662,3.97,315.8,3.13,1.0,0.98,197.41,422.05,163.55,True
663,3.95,360.4,3.26,1.0,1.32,218.72,372.31,139.21,True
664,3.85,531.89,3.77,1.0,2.61,300.67,181.1,45.63,True
665,3.82,569.05,3.88,1.0,2.89,318.43,139.66,25.35,True
666,3.81,597.28,3.96,1.0,3.1,331.92,108.19,9.94,True
667,3.84,538.34,3.79,1.0,2.66,303.76,173.9,42.11,True
668,3.91,429.39,3.47,1.0,1.84,251.69,295.39,101.56,True
669,3.97,321.05,3.15,1.0,1.02,199.92,416.19,160.69,True
670,3.96,335.28,3.19,1.0,1.13,206.72,400.32,152.92,True
671,3.84,545.57,3.81,1.0,2.71,307.21,165.84,38.16,True
672,3.94,370.05,3.29,1.0,1.39,223.33,361.56,133.95,True
673,3.89,454.96,3.54,1.0,2.03,263.91,266.88,87.61,True
674,3.86,505.24,3.69,1.0,2.41,287.94,210.81,60.17,True
675,3.96,340.4,3.2,1.0,1.17,209.16,394.62,150.13,True
676,3.82,582.78,3.92,1.0,2.99,324.99,124.36,17.86,True
677,3.98,311.22,3.12,1.0,0.95,195.22,427.15,166.05,True
678,3.93,395.64,3.37,1.0,1.58,235.56,333.03,119.98,True
679,3.95,350.42,3.23,1.0,1.24,213.95,383.45,144.66,True
680,3.83,558.78,3.85,1.0,2.81,313.53,151.11,30.95,True
681,3.84,541.26,3.8,1.0,2.68,305.15,170.65,40.51,True
682,3.94,364.83,3.28,1.0,1.35,220.84,367.37,136.79,True
683,3.82,578.65,3.91,1.0,2.96,323.02,128.95,20.11,True
684,3.94,373.11,3.3,1.0,1.41,224.8,358.14,132.27,True
685,3.86,509.44,3.7,1.0,2.44,289.95,206.12,57.88,True
686,3.94,366.63,3.28,1.0,1.36,221.7,365.37,135.81,True
687,3.81,587.59,3.93,1.0,3.03,327.29,118.99,15.23,True
688,3.82,574.93,3.9,1.0,2.94,321.24,133.11,22.14,True
689,3.93,395.41,3.37,1.0,1.58,235.45,333.27,120.1,True
690,3.95,358.7,3.26,1.0,1.3,217.91,374.21,140.14,True
691,3.82,574.82,3.9,1.0,2.93,321.19,133.23,22.2,True
692,3.86,512.33,3.71,1.0,2.46,291.33,202.9,56.3,True
693,3.97,318.67,3.14,1.0,1.0,198.78,418.84,161.98,True
694,3.99,282.95,3.04,1.0,0.73,181.71,458.68,181.48,True
695,3.88,476.03,3.6,1.0,2.19,273.98,243.39,76.11,True
696,3.82,575.45,3.9,1.0,2.94,321.49,132.52,21.85,True
697,3.86,509.05,3.7,1.0,2.44,289.76,206.57,58.09,True
698,3.94,379.53,3.32,1.0,1.46,227.87,350.98,128.77,True
699,3.87,491.37,3.65,1.0,2.31,281.31,226.28,67.74,True
700,3.99,287.99,3.05,1.0,0.77,184.12,453.05,178.73,True
701,3.92,413.1,3.42,1.0,1.71,243.9,313.56,110.46,True
702,3.85,517.08,3.73,1.0,2.5,293.6,197.61,53.71,True
703,3.97,316.27,3.13,1.0,0.98,197.63,421.52,163.29,True
704,3.81,595.59,3.96,1.0,3.09,331.12,110.06,10.86,True
705,3.89,454.8,3.54,1.0,2.03,263.83,267.06,87.7,True
706,3.95,352.4,3.24,1.0,1.26,214.9,381.23,143.58,True
707,3.93,383.77,3.33,1.0,1.49,229.89,346.26,126.46,True
708,3.97,320.93,3.15,1.0,1.02,199.86,416.32,160.75,True
709,3.87,496.88,3.67,1.0,2.35,283.94,220.14,64.73,True
710,3.88,477.7,3.61,1.0,2.2,274.78,241.52,75.2,True
711,3.83,552.98,3.83,1.0,2.77,310.75,157.58,34.12,True
712,3.98,310.31,3.12,1.0,0.94,194.78,428.17,166.55,True
713,3.94,366.69,3.28,1.0,1.36,221.73,365.3,135.78,True
714,3.88,480.09,3.62,1.0,2.22,275.92,238.86,73.9,True
715,3.86,510.3,3.71,1.0,2.45,290.36,205.17,57.41,True
716,3.96,342.33,3.21,1.0,1.18,210.09,392.47,149.08,True
717,3.83,558.86,3.85,1.0,2.81,313.56,151.02,30.91,True
718,3.83,555.99,3.84,1.0,2.79,312.19,154.22,32.48,True
719,3.95,358.65,3.26,1.0,1.3,217.89,374.27,140.17,True
720,3.85,523.56,3.75,1.0,2.55,296.69,190.39,50.17,True
721,3.85,519.57,3.73,1.0,2.52,294.79,194.83,52.35,True
722,3.93,384.15,3.33,1.0,1.5,230.07,345.83,126.25,True
723,3.99,281.82,3.03,1.0,0.72,181.17,459.93,182.09,True
724,3.99,293.59,3.07,1.0,0.81,186.79,446.82,175.67,True
725,3.94,378.8,3.32,1.0,1.46,227.52,351.79,129.17,True
726,3.89,463.49,3.57,1.0,2.09,267.99,257.36,82.95,True
727,3.82,568.18,3.88,1.0,2.88,318.02,140.63,25.82,True
728,3.88,475.32,3.6,1.0,2.18,273.64,244.17,76.5,True
729,3.88,473.49,3.6,1.0,2.17,272.76,246.22,77.5,True
730,3.97,318.58,3.14,1.0,1.0,198.74,418.95,162.04,True
731,3.86,513.64,3.72,1.0,2.47,291.95,201.45,55.59,True
732,3.96,342.26,3.21,1.0,1.18,210.05,392.54,149.11,True
733,3.81,600.16,3.97,1.0,3.13,333.3,104.97,8.37,True
734,3.81,599.55,3.97,1.0,3.12,333.01,105.65,8.7,True
735,3.9,442.41,3.51,1.0,1.94,257.91,280.87,94.46,True
736,3.94,366.08,3.28,1.0,1.36,221.44,365.98,136.11,True
737,3.98,304.91,3.1,1.0,0.9,192.21,434.18,169.49,True
738,3.96,338.45,3.2,1.0,1.15,208.23,396.8,151.19,True
739,3.96,332.55,3.18,1.0,1.11,205.41,403.37,154.41,True
740,3.94,374.22,3.3,1.0,1.42,225.33,356.91,131.67,True
741,3.96,331.25,3.18,1.0,1.1,204.79,404.82,155.12,True
742,3.97,323.74,3.16,1.0,1.04,201.2,413.2,159.22,True
743,3.85,532.64,3.77,1.0,2.62,301.03,180.26,45.22,True
744,3.92,410.64,3.41,1.0,1.7,242.73,316.3,111.8,True
745,3.88,481.84,3.62,1.0,2.23,276.75,236.91,72.94,True
746,3.94,368.39,3.29,1.0,1.38,222.54,363.41,134.85,True
747,3.97,317.19,3.14,1.0,0.99,198.07,420.49,162.79,True
748,3.8,602.23,3.98,1.0,3.14,334.29,102.67,7.24,True
749,3.93,388.27,3.35,1.0,1.53,232.04,341.24,124.0,True
750,3.83,551.09,3.83,1.0,2.76,309.85,159.69,35.15,True
751,3.83,562.98,3.86,1.0,2.85,315.53,146.43,28.66,True
752,3.97,315.89,3.13,1.0,0.98,197.45,421.95,163.5,True
753,3.96,339.3,3.2,1.0,1.16,208.64,395.85,150.73,True
754,3.9,448.64,3.52,1.0,1.98,260.89,273.92,91.06,True
755,3.91,426.66,3.46,1.0,1.82,250.39,298.43,103.05,True
756,3.91,428.75,3.47,1.0,1.83,251.38,296.1,101.91,True
757,3.94,365.94,3.28,1.0,1.36,221.37,366.14,136.19,True
758,3.81,586.17,3.93,1.0,3.02,326.61,120.57,16.01,True
759,3.9,438.98,3.5,1.0,1.91,256.27,284.69,96.33,True
760,3.97,324.53,3.16,1.0,1.05,201.58,412.31,158.78,True
761,3.91,428.04,3.46,1.0,1.83,251.05,296.89,102.3,True
762,3.91,424.41,3.45,1.0,1.8,249.31,300.94,104.28,True
763,3.85,526.24,3.75,1.0,2.57,297.98,187.39,48.71,True
764,3.91,417.88,3.43,1.0,1.75,246.19,308.22,107.84,True
765,3.81,600.91,3.97,1.0,3.13,333.66,104.13,7.96,True
766,3.87,485.48,3.63,1.0,2.26,278.49,232.85,70.95,True
767,3.83,557.69,3.85,1.0,2.81,313.0,152.33,31.55,True
768,3.88,473.41,3.6,1.0,2.17,272.72,246.31,77.54,True
769,3.96,344.95,3.22,1.0,1.2,211.34,389.54,147.64,True
770,3.91,418.04,3.43,1.0,1.75,246.26,308.05,107.76,True
771,4.0,274.86,3.01,1.0,0.67,177.85,467.69,185.89,True
772,3.99,290.05,3.06,1.0,0.79,185.11,450.75,177.6,True
773,3.91,418.26,3.43,1.0,1.75,246.37,307.79,107.63,True
774,3.99,287.1,3.05,1.0,0.76,183.69,454.05,179.21,True
