commit_id,ent,aexp,ndev,ns,age,asexp,la,ld,target
377,3.63771285265818,17,8.8,8,38.2,0.142857142862656,35,21,False
378,1.5,120,31.6666666666667,2,37.6666666666667,0.627105712890625,4,4,True
379,1.894034403112,2,3.5,1,2.0,1.0,98,2,True
380,1.2998037552123,2,5.66666666666667,2,25.0,0.25,23,5,False
381,0.0,31,0.0,1,0.0,20.0,114,0,False
382,1.7004433687836298,5,0.6,1,27.4,4.0,258,4,True
383,1.6504520771911202,187,2.25,2,25.0,0.0239257821813226,210,112,True
384,1.80526170410352,3,3.75,1,0.25,2.0,108,0,True
385,2.11394277178609,47,6.71428571428571,2,1.0,0.9101562499999928,185,20,True
386,1.70281011210222,286,1.75,1,3.0,22.0,87,19,False
387,1.49704531117117,49,11.333333333333302,2,0.0,0.910156250000002,119,6,False
388,2.48514212939995,97,3.85714285714286,2,0.857142857142857,0.87451171875,1202,24,True
389,1.75466324336247,51,3.5,2,3.5,0.910156250000004,120,1,True
390,2.36746392458156,0,1.5,2,59.6666666666667,0.0,21,12,False
391,2.62965090003066,142,2.76923076923077,1,55.3846153846154,95.0,684,28,True
392,0.591672778582327,101,0.5,1,2.0,2.0,7,0,False
393,2.16681017151015,55,2.71428571428571,1,9.428571428571429,51.0,50,74,False
394,2.66957158098681,196,1.81818181818182,1,3.54545454545455,48.0,266,72,True
395,2.35484544343294,103,5.25,2,2.75,0.0056534340801555,136,14,True
396,1.7528739526986798,34,3.6,1,2.0,22.0,400,8,False
397,2.11691845385144,12,12.625,4,11.125,0.269539356231689,617,5,True
398,2.03943850172603,942,4.44444444444444,2,1.88888888888889,1.9902469005515798e-174,421,247,True
399,2.81329488541466,949,4.3,2,0.6,1.9902469005515798e-174,256,38,True
400,0.172036949353114,14,2.5,1,0.0,3.0,39,39,False
401,1.5749180366673503,15,5.0,2,0.0,1.3908386230468797,28,4,False
402,3.6857804319119305,294,6.0625,2,9.75,0.7313544191363409,243,26,True
403,1.08377646543878,18,5.0,2,0.0,1.3908805847168002,75,43,False
404,1.49719620054261,295,2.0,1,0.0,30.0,161,23,True
405,3.12808987092279,9,6.5,1,14.333333333333302,8.0,59,15,True
406,3.5341612928995096,124,2.53846153846154,1,4.48717948717949,111.0,3087,100,True
407,3.70964471020988,199,1.2,2,13.35,0.0239257821813226,444,135,True
408,4.28352984493055,1586,5.925925925925927,6,39.8888888888889,1.5073686209574684e-92,78,80,True
409,0.954434002924965,76,2.5,1,19.0,51.0,4,4,False
410,3.53365795261973,957,4.91666666666667,2,8.41666666666667,0.500000000931948,355,631,True
411,4.22851019791509,200,1.92452830188679,3,16.207547169811303,0.501832752836161,459,473,True
412,0.0,8,5.0,1,3.0,0.0,1,1,True
413,3.99749193892649,960,1.90243902439024,2,5.78048780487805,4.77944589990609e-58,647,433,True
414,1.12461070058087,962,3.8,1,0.4,212.0,77,40,True
415,2.53414772301795,965,1.5,2,0.8,1.9902469005515798e-174,262,438,True
416,3.19982656013021,966,2.2272727272727297,1,9.59090909090909,216.0,113,111,True
417,4.34475208944853,967,2.60714285714286,2,1.28571428571429,4.77944589990609e-58,105,74,True
418,3.2956388615257204,103,5.07692307692308,1,11.0,99.0,389,20,True
419,1.21980525052002,969,2.3333333333333304,1,0.333333333333333,219.0,58,8,True
420,1.44667066772176,301,1.0,2,12.0,0.7313544191363409,31,4,True
421,2.3763467624457904,73,2.25,1,1.0,69.0,50,14,False
422,1.81449487344616,126,0.2,1,3.0,113.0,187,101,False
423,0.9438767571287908,972,1.5,1,0.0,220.0,69,14,False
424,2.7087883531364305,974,3.25,1,3.5833333333333304,222.0,430,53,True
425,1.09633192773372,104,5.33333333333333,2,3.0,0.87451171875,41,26,True
426,3.21153797074446,983,2.5652173913043503,2,2.82608695652174,1.9902469005515798e-174,286,252,True
427,3.014698571149069,305,2.0833333333333304,3,17.8333333333333,0.387449162613938,112,65,True
428,1.85820560770199,15,1.8,1,7.8,13.0,348,104,True
429,2.22985510792727,985,3.25,2,6.875,0.374618408136797,35,67,False
430,1.8495930701897705,986,1.75,2,2.25,0.374618408136797,36,32,False
431,2.22985510792727,989,3.25,2,0.0,0.374618408136797,67,35,False
432,4.215158955710311,77,2.02941176470588,2,6.882352941176469,0.91015625,430,181,True
433,0.684038435639042,991,3.0,1,0.0,6.0,41,3,False
434,1.7226912665287502,235,6.25,2,10.25,0.0001220982740335,102,2,True
435,2.8825359200041096,992,2.7,2,1.1,0.374618408136797,138,161,True
436,3.3386735200245803,205,1.69565217391304,1,1.6521739130434798,56.0,237,125,True
437,2.5347413448945897,0,4.25,3,0.625,0.0,180,0,False
438,2.0210495466451,308,1.5,4,8.16666666666667,0.270584420301265,353,126,True
439,2.02793394404992,993,1.55555555555556,1,1.0,238.0,544,10,True
440,2.59763804997793,9,4.375,3,0.0,0.1680130061474369,261,2,False
441,0.816916232512792,309,2.5,1,8.25,8.0,280,11,True
442,4.4077760605373495,78,2.3,2,1.525,0.91015625,750,532,True
443,2.31011767808932,10,5.5,3,0.0,0.168063811410862,109,13,False
444,2.12505221383271,1,4.5,3,0.125,1.0,156,0,True
445,2.06831642202131,211,3.5,2,1.625,0.0239257821813226,243,27,True
446,1.56981554380164,17,0.0,1,0.0,0.0,241,0,False
447,1.26544971744927,236,0.666666666666667,1,0.0,142.0,118,9,False
448,3.1145926028718502,997,1.3529411764705903,2,5.35294117647059,0.374618408136797,823,215,True
449,2.9983592696421004,79,1.25,2,0.625,0.9101562500000052,1295,31,True
450,3.1026312848114705,9,6.5333333333333306,4,56.4,0.274738311767578,394,17,True
451,0.994693795361306,80,3.0,1,2.5,76.0,70,0,False
452,0.650022421648354,1001,3.0,1,0.0,246.0,11,1,False
453,0.0,1,9.0,1,0.0,0.0,30,10,False
454,1.61239841072057,41,11.0,2,30.0,0.006428241782487,57,15,True
455,1.04788372954232,1003,1.0,2,0.5,0.374618408136797,65,85,True
456,3.9870589949553,175,3.96551724137931,8,93.8275862068966,0.2521978146035949,167,107,True
457,3.03616688975125,63,1.5,3,29.71428571428569,0.0002201561415095,265,40,False
458,1.86784446674142,310,0.5,3,34.875,0.387449162613938,372,167,True
459,2.67239707490613,82,2.36363636363636,1,3.09090909090909,78.0,80,108,True
460,3.35410131485369,216,3.3125,1,6.25,67.0,122,50,True
461,1.34051710852772,4,1.5,2,3.5,0.4375,78,0,True
462,0.0,311,3.0,1,0.0,172.0,1,0,False
463,1.32642731585648,137,0.75,2,7.5,0.499907970137428,141,21,True
464,2.46074325504154,138,7.0,1,4.875,123.0,80,46,True
465,2.70516100459246,217,1.4,2,7.6,0.0239257821813226,183,61,True
466,1.59565071930174,119,1.25,2,1.5,0.468746238035237,71,11,True
467,2.41011678628249,259,2.25,2,18.0,0.9960629193446658,184,22,True
468,3.24902513430399,1011,5.65,5,4.75,0.0419999950782463,93,46,True
469,1.7939895078748995,25,9.4,2,15.0,0.624984681606293,309,0,True
470,4.3183033142419,1021,0.794871794871795,3,13.7692307692308,0.129627097486517,371,499,True
471,0.0,852,1.0,1,8.0,5.0,3,0,False
472,3.06870790258859,213,0.1875,1,8.5625,184.0,374,136,True
473,1.7562667708087,85,2.5,2,3.3333333333333304,1.07922617116137,199,76,False
474,4.847054954209192,16,0.7317073170731708,2,24.7560975609756,0.024627685546875,138,22,True
475,2.27405010156389,51,2.8,1,20.0,34.0,99,3,False
476,1.16194801542625,251,3.5,1,0.0,154.0,28,25,False
477,0.0,238,10.0,1,3.0,6.0,25,6,True
478,3.01057093426848,3,2.3333333333333304,4,12.444444444444402,0.0,19,19,False
479,1.4418294953139998,240,2.0,2,4.66666666666667,0.0239257821813226,11,45,False
480,1.424852889806,1027,1.55555555555556,1,6.16666666666667,264.0,386,349,True
481,1.36227169704137,91,2.5,1,3.5,63.0,74,7,False
482,2.81662357767356,410,1.84615384615385,3,45.0769230769231,1.32599945432946e-10,28,54,True
483,3.35059130554335,40,0.454545454545455,1,79.4545454545455,34.0,35,30,False
484,3.57431908889942,43,0.7857142857142858,1,196.42857142857105,37.0,71,74,False
485,0.9784493292686188,44,6.0,2,1.0,0.875000000102716,171,3,False
486,2.75231153865273,117,14.7,7,19.3,0.1870746610276401,122,37,True
487,1.93241644457589,118,3.84615384615385,3,70.23076923076921,0.4856773206627839,221,36,True
488,1.517764486904,72,2.5,1,89.5,21.0,54,52,False
489,1.6058474843727195,19,0.0,1,0.0,8.0,256,0,True
490,1.263834651282,274,0.333333333333333,1,0.333333333333333,173.0,66,43,True
491,2.7809421181750698,0,6.375,3,18.5625,0.0,574,64,False
492,4.3853405319907885,120,6.653846153846152,13,7.076923076923079,0.0892504919734252,124,147,False
493,4.3853405319908,121,6.653846153846152,13,0.0,0.0892504919734252,147,124,False
494,0.0,76,0.0,1,0.0,23.0,108,0,False
495,0.0,122,2.0,1,15.0,10.0,10,5,False
496,1.52315461357445,1038,16.0,4,47.1428571428571,0.317708258594697,17,301,False
497,0.947435136184031,78,2.0,1,25.5,24.0,81,1,False
498,0.9798687566511528,80,24.0,1,5.0,1.0,24,0,False
499,0.86630067549805,5,2.5,1,0.0,5.0,59,0,False
500,3.82019312569471,16,4.4,2,34.2,0.1956329345703119,80,27,True
501,3.5600822823518503,185,2.64516129032258,4,37.5483870967742,0.333318074544271,1708,68,False
502,3.21211256440705,83,0.7,1,43.5,26.0,42,39,False
503,3.5600822823518503,276,2.64516129032258,4,0.0,0.332336425784948,68,1708,False
504,1.9486671561230504,332,5.0,1,27.0,179.0,27,30,True
505,0.882958969146225,84,24.5,1,5.0,2.0,56,17,True
506,1.47598372266154,5,2.0,3,41.3333333333333,0.168724279835391,52,51,True
507,2.40008710718862,108,1.25,1,36.0833333333333,104.0,950,84,True
508,1.54325590103116,110,1.33333333333333,1,0.0,106.0,0,808,False
509,2.06451847906953,124,7.16666666666667,3,45.5,0.610467650079196,48,27,True
510,4.70468410472683,127,5.0,17,19.5714285714286,0.0659602076214438,267,134,True
511,2.34014593513033,260,1.5833333333333302,1,7.0,97.0,352,266,True
512,0.959149554396894,1045,3.5,1,2.5,275.0,72,4,True
513,1.88798358043917,236,2.3333333333333304,1,11.8888888888889,203.0,723,159,True
514,3.4512918380751003,115,3.25,1,28.25,111.0,212,327,True
515,0.730926377590601,132,0.5,1,6.0,13.0,34,10,True
516,0.561094380014179,21,2.2,2,36.1,0.0246405601501465,640,494,True
517,2.95487132374303,117,1.8,1,9.4,113.0,174,192,False
518,2.57820493391254,269,2.42857142857143,1,1.57142857142857,105.0,291,132,True
519,4.03879357960385,341,4.6,4,47.6,0.5205891886728471,456,1317,True
520,5.17716433541928,1053,2.0,2,17.72,4.77944589990609e-58,76,48,True
521,1.0,270,1.5,1,0.5,106.0,35,5,False
522,2.0420100882674,48,1.0,1,115.222222222222,0.0,337,75,True
523,4.712439082710089,343,1.41379310344828,5,29.0689655172414,0.20993538542797,888,1255,True
524,2.93691455110119,24,1.44444444444444,2,3.0,2.5331974029541e-05,480,209,False
525,2.44577085881284,124,5.375,1,1.375,120.0,257,0,True
526,0.91829583405449,5,2.0,1,19.0,1.0,6,6,False
527,2.596044348467509,273,6.75,3,24.75,0.114929667574614,75,270,True
528,1.42074219706802,195,2.25,1,100.0,1.0,84,83,False
529,2.9411456863990004,1,1.75,2,6.5,0.0,391,207,False
530,0.990796231515788,1057,6.0,2,14.0,2.0063335976351182e-174,28,207,True
531,2.81617849043847,2,0.625,2,3.5,0.0,387,161,False
532,3.52873589398382,140,0.5,1,96.5,14.0,1196,29,True
533,3.0342224660536004,1062,1.23529411764706,2,0.294117647058824,0.374618408136797,1223,950,True
534,1.90396781308777,2,24.5,2,54.75,0.75,10,7,False
535,1.53467275521398,276,3.0,2,40.0,0.277717832618242,15,244,False
536,2.37380740095523,277,1.5,2,3.375,0.301643614799564,165,214,True
537,3.66056521281855,280,0.470588235294118,3,26.0,0.114929667574614,265,189,True
538,3.44765086390077,115,6.4,5,58.5333333333333,0.24998464,128,61,True
539,2.03032821379492,284,1.42857142857143,1,32.2857142857143,178.0,469,4,True
540,1.8155041113863104,136,5.875,1,5.5,131.0,644,12,True
541,3.6265142519159705,347,2.38095238095238,1,4.476190476190482,184.0,828,465,True
542,2.14559247561429,137,5.16666666666667,1,1.16666666666667,132.0,70,37,False
543,3.3989351507989403,1071,3.5,2,14.4285714285714,0.374618408136797,316,97,False
544,1.98765653645368,86,3.0,2,9.4,9.31570376394575e-10,281,0,False
545,2.5270780015637,0,0.142857142857143,2,10.857142857142902,0.0,527,330,True
546,1.9073069657837096,2,3.25,2,6.25,0.5,221,135,False
547,1.5926023061477,45,0.0,1,0.0,9.0,841,0,True
548,2.59182815807557,139,3.55555555555556,2,128.777777777778,1.00000001490116,118,25,False
549,1.13474317598236,36,3.0,1,106.333333333333,22.0,35,7,False
550,1.85175015762834,200,0.0,1,0.0,61.0,665,0,False
551,2.50402711559342,1,0.875,1,27.5,1.0,22,7,False
552,2.56943793807799,27,1.125,2,0.875,2.54139304161072e-05,438,247,False
553,2.2700392138578103,6,1.33333333333333,2,130.333333333333,0.3125,81,15,True
554,1.5565211890431,3,3.6666666666666696,2,11.333333333333302,0.25,200,143,False
555,2.5901455551556403,349,17.625,4,0.0,0.250004768371582,664,2,True
556,1.7831345698753205,142,4.75,2,24.25,0.907948453328547,39,13,True
557,3.20909360318592,245,4.466666666666669,1,2.2,211.0,309,197,True
558,2.73414889341167,3,1.5833333333333302,4,58.3333333333333,0.328125,485,52,True
559,1.9919646219068403,88,0.25,2,21.0,9.31570376394575e-10,206,66,True
560,2.9771069439816,284,6.25,1,26.5,60.0,402,52,True
561,3.17365845006164,3,0.307692307692308,2,2.84615384615385,0.75,885,514,False
562,4.20878007084848,89,1.1923076923076898,3,61.53846153846151,0.337524697863533,79,130,True
563,2.50080723590509,147,6.428571428571429,1,0.142857142857143,142.0,17,15,False
564,1.7581042992389,56,2.0,1,24.4,6.0,48,7,False
565,1.4915075551068402,151,0.8,2,2.8,1.00000001490116,92,9,True
566,0.0,87,5.0,1,38.0,0.0,10,7,True
567,2.936616074578,29,0.555555555555556,2,0.444444444444444,2.5423243641853305e-05,491,210,False
568,0.591672778582327,288,7.0,1,38.0,12.0,26,2,True
569,3.0920117004056697,30,0.4666666666666671,2,0.8,2.54251062870026e-05,1070,740,True
570,2.10867071922902,9,11.6,4,31.4,0.253925323486328,120,2,False
571,3.12394071757478,8,2.7391304347826098,2,102.869565217391,0.0625,84,50,True
572,2.4207473058754,355,2.3333333333333304,4,111.333333333333,0.5843051234262661,90,53,True
573,1.86303349460846,1087,0.75,1,0.5,305.0,166,40,False
574,1.7088016941661102,6,1.875,2,16.375,0.953125,944,43,True
575,1.94572281933331,201,9.75,2,53.75,0.9726524349495028,28,10,True
576,1.5788190211560602,39,6.4,2,14.4,0.5163440814085329,204,1,False
577,3.203696761006149,0,0.25,2,1.4375,0.0,1319,925,True
578,2.7664272625933,8,5.4,3,6.9,0.496265813138241,175,80,True
579,1.43482842943436,248,2.6666666666666696,2,0.666666666666667,0.2488400900683561,30,29,True
580,0.0,250,3.0,1,0.0,216.0,2,2,False
581,1.5788190211560602,296,6.6,2,0.0,0.0162660334173097,1,204,False
582,1.4079914302553302,1092,5.44444444444444,2,17.1111111111111,0.374618408136797,131,45,False
583,1.4955380299191103,147,1.0,1,142.666666666667,16.0,51,3,True
584,2.8423681059074504,149,12.5714285714286,4,12.7857142857143,0.32910284890416,356,47,True
585,1.88748304345768,1093,0.5,2,1.0,0.374618408136797,33,33,False
586,1.2867755604161202,1094,9.428571428571429,3,9.0,0.129627097486517,125,81,False
587,0.8014698931335291,293,2.5,1,18.0,63.0,19,22,True
588,1.73651854860484,1096,9.0,2,3.2,2.0063335976351182e-174,66,15,False
589,2.08652381077894,151,1.8,2,2.0,0.907948453563211,75,24,True
590,3.3685265384602703,152,1.77777777777778,2,24.0555555555556,0.907948453563211,374,192,True
591,3.4128567593446,11,4.38095238095238,3,51.952380952380885,0.461588398335845,327,135,False
592,1.3103816720032,298,2.25,2,7.5,0.301643614799564,139,9,True
593,3.4128567593446,361,4.38095238095238,3,3.619047619047621,0.387449162613938,135,327,False
594,2.5509946764586497,101,0.833333333333333,1,308.33333333333303,5.0,0,692,False
595,4.89498715789202,154,0.38,2,61.3,0.907948453563211,589,307,True
596,4.1355785894259895,256,7.12,7,80.96,0.16708315979453,152,133,False
597,2.0582105413948204,167,1.33333333333333,1,24.11111111111111,161.0,608,20,True
598,1.99563641328136,0,21.2,2,33.2,0.0,30,1,False
599,3.41551156880358,12,4.42857142857143,3,2.80952380952381,0.461594043365115,329,135,True
600,0.0,1,5.0,1,3.0,0.0,5,2,True
601,3.24296619906378,0,3.87096774193548,12,47.9354838709677,0.0,368,70,True
602,4.20804205675205,19,6.0,6,33.5,0.202314812058098,81,69,True
603,4.887392189623768,1,0.269230769230769,2,0.0,0.0,2806,1058,False
604,4.887392189623768,258,0.288461538461538,2,0.0,2.561250767030289e-09,1058,2806,False
605,1.89194349112552,45,1.8,2,52.8,1.00037955128934,96,27,False
606,4.8899401364209005,36,0.346153846153846,2,0.9807692307692312,2.54261831287295e-05,2820,1061,False
607,2.8430190302454,7,5.25,2,59.25,0.328125,18,12,True
608,1.72328228070929,96,19.2,3,44.2,0.499983064912186,64,7,True
609,1.57585840305019,51,8.0,2,2.5,3.81469726828954e-06,165,0,False
610,1.93492983025346,159,3.8,3,13.8,0.485772638253626,39,14,True
611,2.2384607661871003,107,3.8333333333333295,1,6.83333333333333,15.0,88,26,True
612,2.14650135894593,26,1.3636363636363602,2,12.4545454545455,0.0675811171531677,148,92,False
613,2.10085141559112,1111,11.266666666666698,10,107.333333333333,0.110211111111011,9,613,True
614,0.623856523833799,312,16.3333333333333,4,18.8333333333333,0.125625923334213,276,14,True
615,2.06257580158168,260,3.5714285714285694,1,2.85714285714286,227.0,232,10,True
616,1.85140690496375,29,13.8,2,170.8,0.0625009853392839,325,13,False
617,2.78998803960189,14,9.83333333333333,3,6.55555555555556,0.4958671068116901,5402,72,False
618,2.78998803960189,1116,9.83333333333333,3,0.0,0.333333333333338,72,5402,False
619,3.04028817708532,313,1.1875,1,43.4375,136.0,86,137,True
620,2.8297149530800403,15,9.83333333333333,3,2.0,0.4858252966584841,5443,73,True
621,4.7617774888085,207,4.5434782608695725,6,62.6521739130435,0.337984470185666,150,441,True
622,1.24814458102656,16,4.33333333333333,1,17.3333333333333,12.0,37,0,True
623,3.40179927518763,1127,6.107142857142861,4,39.2857142857143,0.25,174,1295,True
624,3.1891426417580497,1129,8.04545454545454,4,68.4545454545455,0.317708258594682,64,643,False
625,1.49269829516999,119,2.6666666666666696,1,127.0,61.0,205,3,True
626,1.57991629686297,2,3.6666666666666696,1,10.6666666666667,1.0,178,29,True
627,1.47309709388524,316,14.0,2,22.5,0.277717832618242,45,11,True
628,2.9737663897970497,17,6.06896551724138,4,2.55172413793103,0.329121907998342,2107,2806,True
629,2.18066514012917,208,11.8,2,11.2,0.5036078165399129,49,42,True
630,2.33166709611267,14,7.428571428571429,3,32.2857142857143,0.334018263551363,69,74,False
631,1.4461084413268,38,12.166666666666698,4,72.3333333333333,0.3372345613342999,202,20,False
632,3.8183145033134,210,3.2083333333333304,8,32.9166666666667,0.252197813539226,123,137,True
633,2.58333027784356,211,9.63157894736842,9,11.1052631578947,0.2235958475600989,333,85,True
634,2.52894263053942,18,0.0,1,0.0,14.0,1463,0,True
635,1.10586402214177,180,5.16666666666667,3,30.6666666666667,0.4856729854057879,288,29,False
636,0.9690632527820698,99,2.0,1,34.0,48.0,51,12,False
637,3.13115455712224,181,7.58333333333333,3,11.833333333333302,0.4856729854057879,84,64,False
638,0.0,21,6.0,1,29.0,1.0,6,7,False
639,3.31531349628694,19,4.75757575757576,3,19.3030303030303,0.4981710100864939,286,972,True
640,2.49436708855157,19,0.4166666666666671,2,2.8333333333333304,0.9776020050048828,625,56,True
641,0.0,184,4.0,1,16.0,178.0,2,5,False
642,3.36824972082771,322,3.62162162162162,1,10.0540540540541,144.0,694,107,True
643,0.0,186,12.0,1,43.0,5.0,2,5,False
644,3.86043787574748,306,2.7916666666666696,1,33.8333333333333,225.0,126,114,True
645,2.91710178077432,307,4.25925925925926,2,28.5185185185185,0.9960629193446658,281,246,False
646,3.80303258230721,47,9.54545454545454,8,47.4090909090909,0.143101274982001,601,185,False
647,3.54265577819377,28,5.15,1,6.4,23.0,322,122,True
648,2.64531385783644,267,16.5555555555556,4,0.444444444444444,1.5258789062502802e-05,892,12,True
649,1.67025215031828,269,0.25,1,1.5,1.0,213,19,False
650,2.27344480378827,191,2.0,1,25.142857142857103,184.0,258,78,True
651,2.2657754143089903,192,0.0,1,0.0,0.0,602,0,False
652,0.0,32,1.0,1,0.0,0.0,2,0,False
653,2.49645983825866,193,0.5,1,0.0,1.0,159,44,False
654,2.72087109100676,20,1.25,2,45.4375,0.968611717224121,1671,90,True
655,2.43744456854156,271,4.71428571428571,2,9.0,0.495605468283724,205,37,False
656,2.5366749472300296,194,2.42857142857143,2,0.142857142857143,0.91015625,306,93,False
657,1.10501399711353,21,0.333333333333333,1,0.0,17.0,32,120,False
658,1.51420448864856,273,2.3333333333333304,2,0.333333333333333,0.495605468283724,99,35,False
659,1.70495305985524,274,0.5,1,1.0,4.0,110,83,False
660,2.57069361375708,22,0.75,2,7.375,0.968612909317017,484,42,True
661,1.0,18,0.5,1,0.0,1.0,2,2,False
662,2.00903981929012,23,0.833333333333333,1,10.0,19.0,424,21,True
663,0.0,163,3.0,1,77.0,19.0,1,1,False
664,1.6265020757468,201,6.571428571428571,1,9.571428571428571,192.0,64,104,True
665,2.3297629686013703,339,1.28571428571429,1,40.1428571428571,72.0,35,21,True
666,2.45684325091207,341,6.6,3,24.0,0.114929667574614,182,127,True
667,0.994030211476956,0,19.0,1,24.0,0.0,22,0,False
668,2.6873784470652,14,3.9,4,64.4,0.31356181204319,431,298,True
669,2.4292244658860898,4,10.25,3,33.125,0.0,22,239,False
670,2.53641916234141,2,1.33333333333333,2,12.333333333333302,0.0,316,108,True
671,3.09736673749174,3,1.84615384615385,2,0.0,0.25,1025,650,True
672,1.9095882391298704,351,2.90909090909091,2,9.27272727272727,0.301643614799564,360,52,True
673,5.031005031128951,1172,2.17441860465116,2,41.4302325581395,0.500000000931948,206,97,True
674,0.621123117778407,0,0.333333333333333,1,23.3333333333333,0.0,43,1,False
675,0.0,19,5.0,1,194.0,1.0,4,2,False
676,2.80936271832006,406,4.09090909090909,4,123.772727272727,0.270584420301265,1384,438,True
677,0.0,3,4.0,1,4.0,1.0,1,1,False
678,1.3721825195198798,27,2.3333333333333304,1,11.666666666666698,23.0,59,54,False
679,2.94948590336435,1174,8.0,2,109.333333333333,0.8746184090687449,169,85,True
680,0.405977038475571,172,2.5,1,0.0,118.0,36,1,False
681,1.1606686662907502,5,2.4,1,25.4,5.0,122,35,True
682,0.0,3,1.0,1,75.0,0.0,2,4,False
683,0.0,4,0.0,1,0.0,1.0,81,0,False
684,3.12639577279781,3,1.625,3,40.125,0.407407407407407,715,447,True
685,0.995727452084926,68,0.0,1,0.0,0.0,11,2,True
686,2.67303682589431,31,3.22222222222222,1,3.88888888888889,27.0,284,45,True
687,2.35809461590966,229,12.8,4,139.7,0.0039876302012232,107,121,False
688,5.34611353423855,14,2.2711864406779703,8,100.322033898305,0.20731487870512,129,134,True
689,1.26077179389679,32,4.0,1,20.3333333333333,28.0,14,3,False
690,1.99608516206943,414,14.25,4,38.5,0.250004768371582,58,576,True
691,1.5549542572682398,52,6.33333333333333,2,5.66666666666667,0.51634408141085,133,0,False
692,0.0,39,1.0,1,0.0,18.0,4,3,False
693,4.17458661777058,283,4.75757575757576,4,0.787878787878788,0.0833330949147542,78,69,True
694,3.01938936188665,285,4.05882352941176,3,1.70588235294118,0.1665086058471309,40,54,False
695,6.1766722717358205,232,2.70652173913043,11,38.9565217391304,0.182644063748928,321,244,True
696,1.6100334718853102,175,6.0,2,27.0,1.19216623316348e-07,31,66,True
697,2.14030462858574,1,5.28571428571429,2,15.0,0.0,195,53,True
698,0.0,1,2.0,1,0.0,0.0,2,2,False
699,6.03051511576059,74,2.19047619047619,6,189.214285714286,0.001032977432499,13,7734,False
700,2.6833331763986497,177,18.0,6,22.88888888888889,3.677064477490471e-06,157,179,True
701,4.36426958395087,1186,3.77777777777778,1,12.666666666666698,377.0,105,99,True
702,4.26478535630511,233,3.3414634146341498,6,36.7317073170732,0.167442578041923,178,184,True
703,0.0,234,2.0,1,0.0,2.0,3,3,False
704,1.37649594774647,12,2.0,1,5.33333333333333,12.0,146,5,False
705,3.43975505713236,419,4.85714285714286,3,78.8571428571429,0.7208502362985051,135,73,True
706,0.305984873713835,8,4.5,2,48.5,0.1328125,128,0,False
707,2.94511280649785,421,4.27777777777778,3,59.1111111111111,0.387449162613938,463,138,True
708,0.0,9,1.0,1,1.0,5.0,11,9,False
709,1.43794043885081,15,2.625,1,2.75,15.0,75,364,True
710,1.83170685846001,1190,13.6,2,2.2,0.500000000931948,70,67,False
711,3.6392460342102,29,1.17567567567568,9,35.9189189189189,0.063273868310056,579,505,True
712,1.06709994997133,4,0.25,1,1.5,0.0,13,98,False
713,1.66544619439885,379,7.4,2,10.2,0.301643614799564,52,133,False
714,3.77276561605692,5,0.526315789473684,2,0.2105263157894739,0.875,1076,382,False
715,2.24167896277688,33,2.8333333333333304,1,18.8333333333333,29.0,97,14,False
716,3.77276561605692,307,0.526315789473684,2,0.0,0.0162660334173097,382,1076,False
717,0.7871265862012691,17,0.5,1,2.0,17.0,13,4,True
718,1.49101387075899,1192,20.0,1,2.3333333333333304,383.0,16,7,False
719,2.58496250072116,0,1.33333333333333,1,181.0,0.0,6,0,False
720,2.4578815533989102,1194,10.7777777777778,3,4.11111111111111,0.333333333333338,56,40,True
721,3.23404966065318,423,2.80645161290323,3,13.064516129032302,0.387449162613938,555,402,True
722,2.32066503857684,27,2.71428571428571,1,14.2857142857143,23.0,713,110,True
723,3.5119933918495096,7,1.26666666666667,2,7.0,0.921875,861,361,True
724,1.61011478954848,1196,3.5,1,4.25,387.0,1,99,False
725,4.8588755203995,82,4.525,7,10.675,0.0005368794760857,3765,20,True
726,1.7408692008793205,34,6.0,4,5.428571428571429,0.204788237287191,20,22,False
727,2.62457433321839,4,11.8888888888889,3,109.111111111111,0.3456790123456789,13,158,False
728,1.89371893574371,385,2.0,2,6.142857142857139,0.301643614799564,299,220,True
729,0.0,40,3.0,1,3.0,21.0,3,1,False
730,0.45868581620054,36,2.5,2,1.5,0.195641035796143,31,0,False
731,0.0,86,1.0,1,8.0,2.0,4,1,False
732,2.02524269080443,233,19.1666666666667,1,150.166666666667,13.0,80,16,True
733,2.092580776517,426,15.857142857142902,3,1.7142857142857095,1.4570807655057905e-13,46,105,True
734,0.0,20,1.0,1,10.0,0.0,1,1,False
735,1.6733845292166103,188,14.166666666666698,3,3.1666666666666696,0.4999999987111189,104,15,True
736,3.4635520350937403,427,3.15,3,8.65,0.387449162613938,345,176,True
737,2.69644580792754,1199,1.44444444444444,1,24.88888888888889,390.0,342,111,True
738,5.5933914993748495,48,2.20338983050847,7,29.4915254237288,0.0850448387601981,94,93,True
739,1.66944403011148,1205,10.857142857142902,3,38.0,0.4629604308198549,276,279,False
740,2.42588631507838,390,12.875,3,10.125,0.6149277858981911,83,16,True
741,1.56659050347412,16,0.333333333333333,1,2.0,4.0,124,0,True
742,1.29116410934492,17,1.0,2,1.6666666666666698,0.4375228881835939,118,41,True
743,1.6108797689946597,124,2.6,2,11.0,0.0019533634223168,144,138,False
744,1.5581024121339595,24,1.8,1,8.0,24.0,135,8,True
745,2.18176563470368,393,5.3846153846153895,1,4.15384615384615,210.0,267,234,True
746,0.0,21,0.0,1,0.0,1.0,29,1,True
