File,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_LINE,MAJOR_LINE,target
1716,0,0,1,0,0,1,1,23,3,2,0,3,0,4,0,3,2,0,4.0,0,1,0,1.0,1,0,False
1717,0,0,1,0,0,1,1,22,4,2,0,4,0,4,0,5,2,0,3.66666666666667,1,1,0,1.0,1,0,False
1718,1,0,1,0,0,2,1,23,3,0,1,3,1,1,0,6,2,0,6.0,1,1,0,0.5,2,0,False
1719,0,0,1,0,0,0,1,19,2,1,0,3,1,4,0,2,2,0,4.25,1,1,0,0.0,1,0,False
1720,0,0,1,0,0,0,1,19,2,1,0,1,2,5,0,1,2,0,4.5,1,1,0,1.0,1,0,False
1721,0,0,1,0,0,0,1,19,2,1,0,1,2,5,0,1,2,0,5.0,1,1,0,1.0,1,0,False
1722,0,0,1,1,0,0,1,28,7,5,0,18,2,4,3,7,2,0,5.1304347826087,0,1,0,1.0,1,1,False
1723,0,0,1,0,0,0,1,19,2,1,0,1,2,5,0,1,2,0,5.0,1,1,0,1.0,1,0,False
1724,0,0,1,0,0,0,1,19,4,1,1,5,0,4,0,3,2,0,3.0,1,1,0,1.0,1,0,False
1725,0,0,1,0,0,0,1,19,3,1,1,4,1,4,0,5,2,0,4.0,1,1,0,1.0,1,0,False
1726,0,0,1,1,0,0,1,19,3,2,0,4,2,4,0,5,2,0,5.0,1,1,0,0.0,2,2,False
1727,0,0,1,0,0,0,1,24,4,1,0,5,1,4,0,5,2,0,6.0,1,1,0,0.0,1,0,False
1728,0,0,1,0,0,1,1,24,3,1,0,3,1,4,0,5,2,0,6.5,1,1,0,0.0,1,0,False
1729,0,0,1,0,0,1,1,24,4,1,1,4,2,4,0,8,2,0,5.8,1,1,0,0.0,1,0,False
1730,0,0,1,0,0,0,1,20,2,1,0,2,1,4,0,3,2,0,4.33333333333333,1,1,0,0.0,1,0,False
1731,0,0,1,0,0,0,1,19,4,1,2,4,1,4,0,3,2,0,4.2,1,1,0,1.0,1,0,False
1732,0,0,1,0,0,1,1,24,4,3,2,4,1,4,2,5,2,0,4.42857142857143,1,1,0,1.0,1,0,False
1733,0,0,1,0,0,0,1,19,2,1,0,1,2,5,0,1,2,0,4.0,1,1,0,1.0,1,0,False
1734,0,0,1,0,0,0,1,19,2,1,0,2,2,4,0,2,2,0,2.33333333333333,1,1,0,1.0,1,0,False
1735,0,0,1,0,0,0,1,20,8,2,0,10,0,4,0,4,2,0,3.66666666666667,0,1,0,0.0,1,0,False
1736,0,0,1,0,0,0,1,21,2,2,4,3,1,4,0,3,2,0,4.0,1,1,0,0.0,1,3,False
1737,0,0,1,0,0,3,1,33,3,2,1,3,2,4,0,3,2,0,4.6,1,1,0,0.0,1,1,False
1738,0,0,1,0,0,0,1,21,3,1,0,3,1,4,0,3,2,0,4.75,1,1,0,0.0,1,0,False
1739,0,0,1,0,0,0,1,19,4,1,2,4,0,4,0,4,2,0,4.4,1,1,0,1.0,1,0,False
1740,0,0,1,0,0,2,1,25,3,1,0,3,1,4,0,2,2,0,3.25,1,1,0,0.0,1,0,False
1741,0,0,1,0,0,0,1,19,3,2,0,3,1,4,0,6,2,0,4.8,1,1,0,1.0,1,0,False
1742,0,0,1,0,0,0,2,20,3,1,0,3,3,4,0,2,2,0,5.5,1,1,0,0.0,1,0,False
1743,0,0,1,0,0,2,1,31,3,0,1,4,1,2,0,6,2,0,4.5,1,1,0,0.75,1,1,False
1744,0,0,1,0,0,4,1,34,4,0,1,5,2,2,0,7,2,0,4.8,1,1,0,1.0,1,0,False
1745,0,0,1,0,0,1,1,23,4,1,0,4,2,4,0,3,2,0,4.8,1,1,0,0.0,1,0,False
1746,0,0,1,0,0,1,1,21,2,1,0,2,2,4,0,2,2,0,4.33333333333333,1,1,0,0.0,1,0,False
1747,0,0,1,0,0,1,1,21,2,1,0,2,1,4,0,2,2,0,4.33333333333333,1,1,0,0.0,1,0,False
1748,0,0,1,0,0,0,1,19,2,1,0,2,2,4,0,2,2,0,4.0,1,1,0,0.0,1,0,False
1749,0,0,1,0,0,0,1,20,2,1,0,2,1,4,0,2,2,0,4.66666666666667,1,1,0,0.0,1,0,False
1750,0,0,1,0,0,0,1,19,4,1,0,6,0,4,0,4,2,0,4.57142857142857,0,1,0,0.0,1,0,False
1751,0,0,1,0,0,0,1,19,3,2,0,4,1,4,1,7,2,0,5.66666666666667,1,1,0,0.0,1,0,False
1752,0,0,1,0,0,0,1,19,3,2,0,3,0,4,1,7,2,0,5.2,1,1,0,0.0,1,1,False
1753,0,0,1,0,0,1,1,26,4,1,1,4,2,4,0,8,2,0,5.8,1,1,0,0.0,1,0,False
1754,0,0,1,1,0,0,1,21,3,2,0,3,0,4,0,4,2,0,2.6,1,1,0,1.0,1,1,False
1755,0,0,1,0,1,1,2,22,2,0,1,3,1,4,0,6,2,1,7.0,3,1,0,0.666666666666667,2,0,False
1756,0,0,1,1,0,2,1,24,2,2,0,2,0,4,0,4,2,0,4.25,1,1,0,0.0,1,0,False
1757,0,0,1,0,0,0,1,19,4,2,0,12,1,4,0,4,2,0,2.42857142857143,1,1,0,0.0,1,0,False
1758,0,0,1,0,0,0,1,19,4,2,0,12,1,4,0,4,2,0,2.42857142857143,1,1,0,0.0,1,0,False
1759,0,0,1,0,0,0,1,19,3,0,1,4,0,4,0,6,2,0,3.25,1,1,0,1.0,1,1,False
1760,0,0,1,0,0,0,1,19,4,1,1,4,0,4,0,1,2,0,1.6,1,1,0,0.0,1,0,False
1761,0,0,1,0,0,0,1,19,3,2,0,10,0,6,0,6,1,0,3.41666666666667,1,1,0,0.0,2,1,False
1762,0,0,1,0,0,0,1,18,1,1,0,2,0,6,0,0,1,0,1.0,1,1,0,0.0,1,0,False
1763,0,0,1,0,0,0,1,27,2,2,1,15,0,6,0,14,1,0,4.11764705882353,1,1,0,1.0,1,2,False
1764,0,0,1,0,0,0,1,16,1,1,0,3,0,6,0,1,1,0,1.25,1,1,0,0.0,1,0,False
1765,0,0,1,0,0,0,2,16,1,1,0,1,0,6,0,1,1,0,3.0,1,1,0,0.0,1,0,False
1766,0,0,1,0,0,0,1,16,1,2,0,3,0,6,0,2,1,0,1.4,1,1,0,0.0,1,1,False
1767,0,0,1,0,0,0,1,16,2,2,0,4,0,6,0,2,1,0,1.83333333333333,1,1,0,0.0,1,1,False
1768,0,0,1,0,0,0,1,19,1,1,0,4,1,6,0,4,1,0,4.2,1,1,0,1.0,1,1,False
1769,0,0,1,0,0,0,1,22,1,1,0,6,0,6,0,3,1,0,2.57142857142857,1,1,0,0.0,1,0,False
1770,0,0,1,0,0,0,1,19,2,1,0,2,0,4,0,4,2,0,4.33333333333333,1,1,0,0.0,1,0,False
1771,0,0,1,0,0,0,1,42,2,2,0,35,0,6,0,5,1,0,1.86486486486486,1,1,0,1.0,1,2,True
1772,0,0,1,0,0,0,2,20,1,0,0,5,0,5,0,3,1,1,5.2,5,2,1,0.666666666666667,2,1,False
1773,0,0,1,0,0,0,1,19,1,0,0,16,1,5,0,4,1,1,6.375,4,1,0,1.0,2,0,False
1774,0,0,1,0,0,0,2,19,1,0,0,7,1,5,0,4,1,2,7.28571428571429,7,2,1,1.0,2,1,False
1775,0,0,1,0,0,0,1,19,1,0,0,15,2,5,0,4,1,1,6.8,6,1,0,1.0,2,1,False
1776,0,0,1,0,0,0,1,20,1,0,0,1,3,5,0,4,1,1,7.0,7,1,0,1.0,2,1,False
1777,0,0,1,0,0,0,1,19,2,2,0,2,1,4,0,5,2,0,4.25,1,1,0,0.0,1,0,False
1778,1,0,1,0,0,0,1,34,4,3,6,95,1,6,0,18,1,0,4.50505050505051,1,1,0,0.916666666666667,1,7,False
1779,0,0,1,0,0,7,1,26,1,0,0,1,1,1,0,7,1,1,10.0,10,1,0,0.5,2,1,False
1780,0,0,1,0,0,0,1,19,2,1,0,2,0,4,0,2,2,0,3.33333333333333,1,1,0,0.0,1,0,False
1781,0,0,1,0,0,0,1,19,3,1,1,5,0,4,0,3,2,0,4.0,1,1,0,0.5,1,1,False
1782,0,0,1,0,0,0,1,16,1,1,0,23,2,5,0,4,1,1,6.79166666666667,3,1,0,1.0,1,0,False
1783,0,0,1,0,1,0,2,22,7,1,6,10,1,4,0,4,2,0,5.36363636363636,0,1,0,0.0,1,0,False
1784,0,0,1,0,0,1,1,21,2,2,0,2,1,4,0,4,2,0,4.25,1,1,0,0.0,1,1,False
1785,0,0,1,0,0,0,1,20,1,1,0,1,1,5,0,4,1,1,5.5,3,1,0,1.0,1,0,False
1786,0,0,1,0,0,0,1,20,1,1,0,1,1,5,0,4,1,1,5.5,3,1,0,1.0,1,0,False
1787,0,0,1,0,0,1,1,22,2,3,0,2,0,4,3,5,2,0,3.6,1,1,0,1.0,1,1,False
1788,2,0,1,0,0,0,2,19,3,1,0,3,0,4,0,2,2,0,3.83333333333333,1,1,0,0.0,1,1,False
1789,0,0,1,0,0,0,1,20,2,2,0,3,2,4,0,4,2,0,5.2,1,1,0,0.0,1,1,False
1790,0,0,1,0,0,1,1,25,2,3,4,4,1,4,0,3,2,0,4.42857142857143,1,1,0,0.0,2,1,False
1791,0,0,1,0,0,1,1,24,3,3,4,5,1,4,0,3,2,0,4.25,1,1,0,0.0,1,0,False
1792,1,0,1,4,0,13,2,46,2,1,0,2,2,4,0,2,2,0,4.0,1,1,0,0.0,1,0,False
1793,1,0,1,0,0,0,1,19,2,1,0,6,1,4,0,2,2,0,3.625,1,1,0,0.0,1,0,False
1794,0,0,1,0,1,0,2,22,7,1,6,10,1,4,0,4,2,0,5.27272727272727,0,1,0,0.0,1,0,False
1795,0,0,1,0,0,0,1,19,1,2,0,3,0,6,0,2,1,0,1.8,1,1,0,0.0,2,2,False
1796,0,0,1,0,0,2,1,41,1,8,0,0,0,5,14,3,1,3,2.25,1,1,0,0.0,3,2,False
1797,0,0,1,0,1,1,1,26,4,0,1,5,0,3,0,4,2,0,2.6,1,1,0,1.0,2,1,False
1798,0,0,1,0,0,0,1,20,2,0,0,2,2,2,0,7,2,0,9.5,2,1,0,1.0,2,1,False
1799,0,0,1,1,0,0,1,22,3,3,1,5,1,4,0,5,2,0,2.375,0,1,0,1.0,1,1,False
1800,0,0,1,0,0,0,1,19,4,3,5,5,0,4,0,3,2,0,4.125,1,1,0,0.0,1,1,False
1801,0,0,1,0,0,0,1,22,1,1,0,5,0,4,0,2,2,0,1.33333333333333,1,1,0,0.0,1,2,False
1802,0,0,1,0,0,2,1,23,1,0,0,1,8,1,0,2,1,1,17.0,17,1,0,1.0,1,0,False
1803,0,0,1,0,0,0,1,19,2,1,0,2,6,5,0,4,2,0,6.0,1,1,0,0.0,1,1,False
1804,0,0,1,0,0,0,1,19,2,1,0,2,4,5,0,1,2,0,3.33333333333333,1,1,0,0.0,1,0,False
1805,0,0,1,1,0,0,1,23,3,4,0,7,1,4,0,22,2,0,3.27272727272727,0,1,0,1.0,1,1,False
1806,0,0,1,1,0,1,1,29,3,4,0,5,1,4,0,9,2,0,3.11111111111111,0,1,0,0.0,1,1,False
1807,0,0,1,0,0,0,2,21,2,1,0,2,3,5,0,3,2,0,4.66666666666667,1,1,0,1.0,1,0,False
1808,0,0,1,1,0,2,1,41,3,4,0,6,2,4,1,8,2,0,4.7,0,1,0,1.0,1,1,False
1809,0,0,1,1,0,0,1,26,4,3,0,8,1,4,0,16,2,0,4.27272727272727,0,1,0,1.0,1,1,False
1810,0,0,1,1,0,0,1,20,4,3,0,8,1,4,0,11,2,0,4.45454545454545,0,1,0,1.0,1,1,False
1811,1,0,1,2,0,0,1,19,3,3,2,7,0,4,0,9,2,0,2.18181818181818,0,1,0,0.0,1,1,False
1812,0,0,1,0,0,0,1,21,4,2,0,4,1,4,0,3,2,0,2.66666666666667,0,1,0,0.0,2,0,False
1813,0,0,1,0,0,0,1,24,3,4,0,5,1,5,0,10,2,0,4.44444444444444,1,1,0,0.0,2,0,False
1814,0,0,1,0,0,0,1,21,1,3,0,1,1,6,0,2,1,0,2.75,1,1,0,0.0,1,1,False
1815,0,0,1,0,0,0,1,21,1,2,0,1,1,6,0,1,1,0,3.0,1,1,0,0.0,2,1,False
1816,0,0,1,0,0,0,1,21,2,4,2,2,1,4,0,5,2,0,3.83333333333333,1,1,0,0.5,1,1,False
1817,0,0,1,0,0,0,1,26,2,8,3,3,1,4,4,4,2,0,3.90909090909091,1,1,0,0.5,4,0,False
1818,0,0,2,0,0,0,2,23,1,3,0,1,0,6,0,1,1,0,2.5,1,1,0,1.0,2,1,False
1819,0,0,1,0,0,0,1,22,1,2,0,1,0,5,3,1,1,0,2.0,1,1,0,0.0,3,1,False
1820,0,0,1,0,0,1,2,27,1,5,2,0,0,5,0,1,1,0,3.8,1,1,0,1.0,3,1,True
1821,0,0,1,2,0,0,1,27,5,3,2,7,1,4,0,11,2,0,4.9,1,1,0,1.0,2,0,False
1822,0,0,1,0,0,3,1,34,2,2,0,3,4,5,0,5,2,0,5.2,1,1,0,0.0,1,0,False
1823,0,0,1,1,0,0,1,16,2,0,2,2,1,2,0,4,2,2,7.5,2,1,0,0.0,1,0,False
1824,0,0,1,0,0,0,3,16,1,0,0,2,0,2,0,1,1,0,5.0,4,2,1,0.0,1,0,False
1825,0,0,1,0,0,0,1,20,2,3,0,3,1,4,2,8,2,0,4.0,1,1,0,0.0,1,0,False
1826,0,0,1,0,0,0,1,26,2,1,0,8,5,5,0,2,2,0,10.6666666666667,1,1,0,1.0,1,1,False
1827,0,0,1,0,0,0,1,20,2,1,0,2,0,5,0,1,2,0,2.33333333333333,1,1,0,1.0,1,1,False
1828,0,0,1,0,0,0,1,21,2,1,0,2,2,5,0,2,2,0,5.33333333333333,1,1,0,1.0,1,1,False
1829,0,0,1,0,0,0,1,21,2,1,0,2,3,5,0,1,2,0,4.33333333333333,1,1,0,0.0,1,0,False
1830,0,0,1,0,0,0,1,19,2,1,0,2,1,5,0,1,2,0,5.0,1,1,0,0.0,1,0,False
1831,0,0,1,0,0,0,1,21,2,1,0,2,2,5,0,4,2,0,7.0,1,1,0,1.0,1,0,False
1832,0,0,1,0,0,1,1,22,2,1,0,2,3,5,0,2,2,0,4.66666666666667,1,1,0,0.0,1,0,False
1833,0,0,1,0,0,1,1,29,2,2,0,4,5,5,0,4,2,0,7.0,1,1,0,1.0,1,0,False
1834,0,0,1,0,0,1,1,23,2,1,0,2,11,5,0,3,2,0,8.33333333333333,1,1,0,0.0,1,0,False
1835,0,0,1,0,0,2,1,25,2,1,0,2,2,5,0,2,2,0,5.33333333333333,1,1,0,0.0,1,0,False
1836,0,0,1,0,0,0,1,19,2,1,0,2,4,5,0,2,2,0,4.66666666666667,1,1,0,1.0,1,0,False
1837,0,0,1,0,0,0,1,20,2,1,0,2,2,5,0,1,2,0,4.66666666666667,1,1,0,0.0,2,0,False
1838,0,0,2,0,0,4,2,31,2,1,0,2,6,5,0,8,2,0,8.0,1,1,0,0.0,1,0,False
1839,0,0,2,0,0,1,2,22,2,1,0,2,3,5,0,8,2,0,8.0,1,1,0,0.0,1,0,False
1840,0,0,1,0,0,0,1,22,3,1,1,5,0,5,0,3,2,0,3.5,1,1,0,0.0,1,2,False
1841,0,0,1,0,0,0,1,22,4,1,1,5,1,5,0,3,2,0,3.33333333333333,0,1,0,0.0,1,0,False
1842,0,0,1,0,0,0,1,22,3,1,1,5,0,5,0,3,2,0,3.66666666666667,1,1,0,0.0,1,1,False
1843,0,0,1,0,0,1,1,24,2,1,0,2,4,5,0,2,2,0,5.66666666666667,1,1,0,0.0,1,0,False
1844,0,0,1,0,0,0,1,21,2,2,0,2,1,3,0,9,2,0,6.75,1,1,0,0.0,2,1,False
1845,0,0,2,0,0,0,2,21,2,1,0,2,3,5,0,2,2,0,6.33333333333333,1,1,0,0.0,1,0,False
1846,0,0,1,1,0,0,2,21,3,1,0,3,6,5,0,4,2,0,8.0,1,1,0,0.0,1,0,False
1847,0,0,1,1,0,0,2,21,3,1,0,3,7,5,0,4,2,0,8.0,1,1,0,0.0,1,0,False
1848,0,0,1,0,0,0,1,20,2,1,0,2,2,5,1,1,2,0,4.66666666666667,1,1,0,0.0,1,0,False
1849,0,0,1,0,0,1,2,26,3,3,4,3,2,5,0,8,2,0,6.0,1,1,0,0.0,1,0,False
1850,0,0,1,0,0,0,1,21,2,1,0,2,3,5,0,2,2,0,5.66666666666667,1,1,0,1.0,1,0,False
1851,0,0,1,0,0,0,1,21,2,1,0,2,2,5,0,2,2,0,6.0,1,1,0,1.0,1,0,False
1852,0,0,2,0,0,1,2,27,3,3,3,4,3,5,0,6,2,0,6.57142857142857,1,1,0,1.0,2,0,False
1853,0,0,1,0,0,0,1,21,2,1,0,2,2,5,0,2,2,0,5.66666666666667,1,1,0,1.0,1,0,False
1854,0,0,1,0,0,0,1,19,2,2,0,2,0,5,1,3,2,0,3.25,1,1,0,1.0,1,0,False
1855,0,0,1,0,0,0,1,19,3,1,0,3,3,5,0,3,2,0,5.75,1,1,0,0.0,1,0,False
1856,0,0,1,0,0,0,1,21,3,1,0,3,4,5,0,2,2,0,6.0,1,1,0,0.0,1,0,False
1857,0,0,1,0,0,0,1,19,2,1,0,2,0,5,0,2,2,0,2.66666666666667,1,1,0,0.0,1,0,False
1858,0,0,1,0,0,2,1,25,2,1,0,2,2,5,0,1,2,0,2.33333333333333,1,1,0,0.0,1,0,False
1859,0,0,1,0,0,0,1,19,2,1,0,2,1,5,0,2,2,0,4.0,1,1,0,0.0,1,0,False
1860,0,0,1,0,0,2,1,25,2,1,0,2,3,5,0,3,2,0,5.33333333333333,1,1,0,0.0,1,0,False
1861,0,0,1,0,0,1,1,22,2,1,0,2,1,5,0,1,2,0,3.66666666666667,1,1,0,0.0,1,0,False
1862,0,0,1,0,0,2,1,29,4,1,0,4,1,5,0,4,2,0,4.2,1,1,0,1.0,1,0,False
1863,0,0,1,0,0,2,1,63,9,1,0,15,5,5,0,3,2,0,9.8125,1,1,0,0.714285714285714,1,1,False
1864,0,0,1,0,0,1,1,27,3,1,0,3,1,5,0,5,2,0,4.75,3,1,0,0.0,1,0,False
1865,0,0,1,0,0,1,1,25,3,1,0,3,1,5,0,3,2,0,3.5,1,1,0,0.0,1,0,False
1866,0,0,1,0,0,0,1,21,2,1,0,2,3,5,0,1,2,0,4.66666666666667,1,1,0,0.0,1,0,False
1867,0,0,1,0,0,1,1,24,2,1,0,2,4,5,0,3,2,0,6.33333333333333,1,1,0,0.0,1,0,False
1868,0,1,1,0,1,0,1,20,2,1,0,2,1,5,0,2,2,0,6.0,1,1,0,0.0,1,0,False
1869,0,0,1,0,0,0,1,21,2,1,0,2,2,5,0,4,2,0,6.66666666666667,1,1,0,1.0,1,0,False
1870,0,1,1,0,1,1,1,28,2,1,0,2,3,5,0,3,2,0,6.0,1,1,0,0.0,1,0,False
1871,0,0,2,0,0,1,2,22,2,1,0,2,4,5,0,2,2,0,6.0,1,1,0,0.0,1,0,False
1872,0,0,1,0,0,1,1,24,2,1,0,2,2,5,0,2,2,0,6.0,1,1,0,0.0,1,0,False
1873,0,1,1,0,1,2,1,28,2,1,0,2,3,5,1,3,2,0,6.25,1,1,0,1.0,1,0,False
1874,0,1,1,0,1,4,1,37,2,1,0,3,5,5,1,3,2,0,9.6,1,1,0,1.0,1,0,False
1875,0,1,1,0,1,2,1,27,2,1,0,2,3,5,1,3,2,0,6.25,1,1,0,1.0,1,0,False
1876,0,1,1,0,1,1,1,26,2,2,0,2,2,5,0,4,2,0,5.0,1,1,0,0.0,1,0,False
1877,0,0,2,0,0,3,2,27,2,1,1,2,4,5,0,3,2,0,8.33333333333333,1,1,0,1.0,1,0,False
1878,0,0,2,0,0,2,2,25,2,1,0,2,4,5,0,3,2,0,7.0,1,1,0,1.0,1,0,False
1879,0,1,1,0,1,1,1,27,2,2,0,2,2,5,0,4,2,0,5.2,1,1,0,0.0,2,0,False
1880,0,0,1,0,0,16,1,37,1,0,0,1,23,6,0,3,1,5,19.0,19,1,0,0.0,1,0,False
1881,0,1,1,0,1,2,1,29,2,2,0,2,2,5,1,4,2,0,5.0,1,1,0,0.0,1,0,False
1882,0,0,1,0,0,1,1,24,2,1,0,2,3,5,0,3,2,0,5.66666666666667,1,1,0,0.0,1,0,False
1883,0,0,1,0,0,1,1,24,2,1,0,2,2,5,0,4,2,0,6.0,1,1,0,0.0,1,0,False
1884,0,1,1,0,1,2,2,30,2,1,0,3,3,5,0,3,2,0,7.0,1,1,0,0.0,1,0,False
1885,0,1,1,0,1,2,1,29,2,2,0,2,2,5,0,4,2,0,5.0,1,1,0,0.0,1,0,False
1886,0,1,1,0,1,0,1,21,2,1,0,2,2,5,0,2,2,0,5.25,1,1,0,0.0,1,0,False
1887,0,0,1,0,0,0,1,21,2,2,0,4,1,5,0,4,2,0,4.66666666666667,1,1,0,0.0,1,0,False
1888,0,0,1,0,0,2,1,25,2,1,0,2,5,5,0,2,2,0,6.66666666666667,1,1,0,0.0,1,0,False
1889,0,0,1,0,0,1,1,23,2,1,0,2,4,5,0,2,2,0,6.33333333333333,1,1,0,1.0,1,0,False
1890,0,1,2,0,1,2,2,28,2,1,0,2,3,5,0,3,2,0,6.5,1,1,0,1.0,1,0,False
1891,0,0,1,0,0,3,1,28,2,1,0,2,5,5,0,3,2,0,5.66666666666667,1,1,0,0.0,1,0,False
1892,0,0,1,1,0,1,1,30,2,4,1,2,1,5,0,4,2,0,3.16666666666667,1,1,0,0.0,1,0,False
1893,0,0,1,0,0,0,1,20,2,1,0,2,1,5,0,3,2,0,4.0,1,1,0,1.0,1,0,False
1894,0,0,1,0,0,3,1,30,2,1,0,2,4,5,0,1,2,0,4.66666666666667,1,1,0,0.0,1,0,False
1895,0,0,1,0,0,1,1,25,2,2,0,2,1,5,1,4,2,0,4.25,1,1,0,0.0,1,0,False
1896,0,0,1,0,0,1,1,25,2,2,0,2,2,5,1,4,2,0,4.0,1,1,0,0.0,1,0,False
1897,0,0,1,0,0,1,1,24,2,1,0,2,4,5,0,2,2,0,7.0,1,1,0,0.0,1,0,False
1898,0,0,1,0,0,2,1,27,2,1,0,2,3,5,0,1,2,0,5.0,1,1,0,0.0,1,1,False
1899,0,0,1,0,0,2,1,28,3,2,1,3,3,5,0,3,2,0,6.0,1,1,0,0.0,1,0,False
1900,0,0,1,0,0,0,1,19,2,1,0,2,5,5,0,4,2,0,7.66666666666667,1,1,0,0.0,1,1,False
1901,0,0,1,0,0,0,1,20,2,1,0,2,4,5,0,2,2,0,5.0,1,1,0,0.0,1,0,False
1902,0,0,1,0,0,0,1,19,2,1,0,2,3,5,0,2,2,0,5.33333333333333,1,1,0,0.0,1,0,False
1903,0,0,1,0,0,4,2,32,2,1,0,2,5,5,0,2,2,0,6.0,1,1,0,0.0,2,0,False
1904,0,0,1,0,0,2,1,26,2,1,0,2,3,5,0,3,2,0,7.0,1,1,0,0.0,2,0,False
1905,1,0,1,0,0,0,1,21,2,1,0,2,7,5,0,3,2,0,5.75,1,1,0,0.0,1,0,False
1906,0,0,2,0,0,1,2,23,2,1,0,2,3,5,0,2,2,0,6.66666666666667,1,1,0,1.0,1,0,False
1907,0,0,1,0,0,1,1,20,1,0,0,1,9,5,0,2,1,2,12.0,12,1,0,1.0,1,1,False
1908,0,0,1,0,0,0,1,19,2,1,0,2,2,5,0,3,2,0,5.0,1,1,0,0.0,1,0,False
1909,0,0,1,0,0,0,1,20,2,1,0,2,2,5,0,3,2,0,5.0,1,1,0,0.0,1,0,False
1910,0,0,1,0,0,0,1,21,2,1,0,2,1,5,0,2,2,0,3.66666666666667,1,1,0,0.0,1,0,False
1911,0,0,1,0,0,0,1,19,2,1,0,2,1,5,0,1,2,0,4.66666666666667,1,1,0,0.0,1,0,False
1912,0,0,1,0,0,5,1,36,2,1,0,2,3,5,0,8,2,0,3.66666666666667,1,1,0,0.0,1,1,False
1913,0,0,1,0,0,0,1,19,2,1,0,2,1,5,0,2,2,0,3.66666666666667,1,1,0,0.0,1,0,False
1914,0,0,1,0,0,0,1,21,1,3,0,0,0,4,92,5,1,0,3.66666666666667,1,1,0,0.0,1,0,False
1915,0,0,1,0,0,1,1,25,3,1,0,4,1,5,0,2,2,0,3.0,1,1,0,0.0,1,2,False
1916,0,0,1,2,0,0,1,20,4,7,0,8,1,4,0,17,2,0,2.4,0,1,0,1.0,1,1,False
1917,0,0,1,0,0,0,1,20,2,3,0,3,1,4,1,6,2,0,3.83333333333333,1,1,0,1.0,1,0,False
1918,0,0,1,0,0,0,1,20,2,3,0,3,1,4,0,6,2,0,4.16666666666667,1,1,0,1.0,1,0,False
1919,0,0,1,1,0,0,1,20,3,4,1,5,1,4,0,6,2,0,2.44444444444444,0,1,0,1.0,1,1,False
1920,0,0,1,0,0,0,1,23,2,1,0,4,3,5,0,3,2,0,7.0,1,1,0,0.0,2,0,False
1921,0,0,1,0,0,0,1,20,1,2,2,1,1,3,0,8,1,1,7.33333333333333,2,1,0,1.0,1,0,False
1922,0,0,1,0,0,0,1,22,1,2,2,3,2,3,0,9,1,2,10.6,2,1,0,1.0,1,0,False
1923,0,0,1,0,0,0,1,19,1,2,2,1,2,3,0,6,1,2,7.0,2,1,0,0.0,1,0,False
1924,0,0,1,0,0,0,1,19,1,2,2,1,2,3,0,7,1,2,7.66666666666667,2,1,0,1.0,1,0,False
1925,0,0,1,0,0,0,2,23,1,0,0,10,2,3,0,5,1,0,9.9,9,1,0,1.0,1,0,False
1926,0,0,1,0,0,0,1,20,2,2,0,2,0,4,0,4,2,0,5.25,1,1,0,0.0,1,3,False
1927,0,0,1,0,0,0,1,19,1,1,0,2,0,4,0,7,1,0,9.0,8,1,0,1.0,4,2,False
1928,0,0,1,0,0,1,1,24,2,1,0,2,1,4,0,5,2,0,6.0,1,1,0,0.0,1,0,False
1929,0,0,1,0,0,0,1,20,1,0,0,2,2,4,0,5,1,0,8.0,1,1,0,0.0,1,0,False
1930,0,0,1,0,0,0,1,20,2,1,0,3,1,4,0,7,2,0,5.5,1,1,0,0.0,1,0,False
1931,0,0,1,0,0,0,1,22,3,1,2,7,0,4,0,8,2,0,4.0,0,1,0,0.0,1,0,False
1932,1,0,4,1,0,5,5,30,1,0,0,1,6,2,0,7,1,2,9.5,4,1,0,1.0,1,1,False
1933,0,0,1,0,0,0,2,19,2,0,0,2,0,4,0,2,2,0,3.5,2,1,0,0.0,1,0,True
1934,0,0,1,0,0,0,1,19,5,0,0,9,0,4,0,3,2,0,4.22222222222222,1,1,0,0.0,2,0,False
1935,0,0,1,0,0,0,1,21,1,9,0,41,0,4,0,30,1,0,5.02,2,1,0,0.333333333333333,4,3,False
1936,0,0,1,0,1,0,1,19,1,3,2,1,0,3,2,2,1,0,3.75,2,1,0,0.0,3,1,False
1937,0,0,1,0,0,0,1,19,1,0,1,5,0,1,0,0,2,0,1.2,1,1,0,0.0,2,0,False
1938,0,0,1,0,0,0,1,19,1,0,1,4,0,1,0,0,1,0,1.25,1,1,0,0.0,2,0,False
1939,0,0,1,0,0,0,2,23,3,0,0,5,2,4,0,5,2,0,7.4,1,1,0,0.0,1,0,False
1940,0,0,1,0,0,0,1,21,3,1,0,4,0,4,0,2,2,0,3.6,1,1,0,1.0,1,0,False
1941,0,0,1,0,0,2,1,26,2,1,0,2,1,4,1,2,2,0,3.66666666666667,1,1,0,0.0,1,0,False
