File,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
208,0,0,1,0,8,1,49,1,0,0,1.96,0,100,7,0,3,2,2.33333333333333,0,2,0,0,0.5,0,2,1,False
209,0,0,1,0,11,1,101,1,4,1,1.94,0,83,7,1,9,1,3.0,2,2,0,11,0.333333333333333,0,2,1,False
210,5,1,1,6,6,2,408,2,8,11,0.95,0,96,1,1,42,2,10.2549019607843,0,0,0,168,0.222222222222222,4,5,3,True
211,0,0,1,0,3,4,38,1,0,1,1.19,0,0,1,0,2,2,2.0,2,8,3,70,0.5,0,6,0,True
212,0,1,1,0,8,1,30,1,0,0,7.5,0,0,0,1,0,0,9.0,9,1,0,1,0.333333333333333,0,3,1,False
213,0,1,1,0,9,1,35,1,0,0,5.83,0,0,0,2,1,0,1.0,1,0,0,0,0.5,0,3,0,False
214,2,0,1,6,7,3,115,2,1,3,0.58,0,81,2,0,5,2,2.61538461538462,1,1,0,7,0.4,0,1,1,False
215,5,0,3,1,13,4,163,2,0,9,1.09,4,100,1,0,1,1,6.11111111111111,2,1,0,13,0.333333333333333,0,1,1,False
216,2,0,1,0,7,2,177,1,2,5,1.31,0,83,2,7,7,2,6.8,1,1,0,1,0.333333333333333,0,4,2,False
217,0,0,1,0,4,2,74,1,0,1,3.08,0,75,3,0,1,1,2.0,2,1,0,0,0.5,0,4,0,False
218,0,0,1,0,5,1,39,1,0,0,1.86,0,100,3,2,0,1,1.5,0,2,0,0,0.5,0,2,2,False
219,0,2,1,0,10,1,72,2,0,0,3.79,0,100,1,9,2,2,1.0,0,1,0,0,0.5,0,4,0,False
220,0,1,1,0,9,1,31,1,0,0,5.17,0,0,0,4,1,0,1.0,1,0,0,0,0.5,0,3,0,False
221,0,0,1,0,4,1,38,1,0,1,1.41,0,33,1,0,3,2,1.66666666666667,0,1,0,0,0.5,0,4,0,False
222,0,2,1,0,6,1,34,1,0,0,3.78,0,0,3,0,2,1,1.0,1,1,0,0,0.5,0,4,0,False
223,0,0,2,0,4,3,36,1,0,1,0.84,0,0,1,1,2,2,2.66666666666667,2,1,1,1,0.333333333333333,0,4,1,False
224,0,0,1,0,6,1,51,1,2,0,1.82,0,0,1,1,3,2,1.75,0,1,0,0,0.5,0,4,0,False
225,0,0,1,0,8,2,76,2,2,1,1.73,0,33,2,2,5,2,1.5,1,1,0,3,0.333333333333333,0,4,0,True
226,0,0,1,0,4,1,38,1,0,2,1.73,0,55,4,0,2,1,2.66666666666667,1,1,0,1,0.333333333333333,0,5,0,False
227,0,0,1,0,4,1,32,1,0,1,2.13,0,50,4,0,0,1,3.0,1,1,0,4,0.25,0,3,1,True
228,0,0,1,0,4,1,91,1,7,1,0.91,0,86,2,1,8,3,2.86666666666667,0,0,0,16,0.25,0,5,3,True
229,0,0,1,0,4,1,79,1,0,0,1.22,0,0,1,14,3,3,0.692307692307692,0,0,0,11,0.4,0,4,3,False
230,0,0,1,0,4,2,35,1,0,0,1.25,0,0,2,2,1,2,1.0,0,1,0,0,0.5,0,4,0,False
231,0,0,1,0,11,2,79,1,1,1,1.76,1,50,3,0,3,1,5.0,5,3,0,0,0.5,0,3,1,False
232,1,0,1,10,4,1,139,10,0,1,0.91,0,100,3,0,6,2,2.33333333333333,0,1,0,37,0.5,0,4,2,True
233,0,8,1,0,9,1,112,1,0,0,8.0,0,0,3,1,2,1,1.0,1,0,0,16,0.5,0,3,3,False
234,0,1,1,0,1,1,29,2,0,0,1.38,0,100,4,2,5,2,2.5,1,0,0,0,0.5,0,4,0,False
235,0,0,1,0,0,1,23,2,0,0,1.21,0,0,5,0,5,2,4.0,4,2,0,45,0.333333333333333,0,3,0,True
236,0,0,1,0,5,2,42,1,0,2,1.27,0,55,2,1,3,1,2.66666666666667,0,1,0,3,0.25,0,3,0,False
237,0,0,1,0,4,1,74,2,0,3,0.91,0,66,3,1,5,2,1.72727272727273,1,1,0,7,0.2,0,3,1,False
238,2,12,1,0,7,2,1556,10,39,13,1.05,0,100,2,30,53,2,10.4,0,0,0,1022,0.294117647058824,2,4,6,True
239,0,0,1,0,4,1,31,1,0,1,2.07,0,50,1,0,2,2,2.5,2,2,0,0,0.5,0,4,1,False
240,0,0,1,0,4,2,31,1,0,1,1.15,0,50,1,0,2,2,2.5,2,2,1,0,0.5,0,5,1,False
241,0,0,1,0,4,1,31,1,0,1,2.21,0,50,1,0,1,2,1.5,1,2,0,0,0.5,0,3,2,False
242,0,0,1,0,5,1,123,1,0,4,1.48,0,91,1,0,1,2,3.6,1,1,0,0,0.5,0,5,1,False
243,0,1,1,0,6,2,177,1,0,1,1.12,0,81,1,0,5,2,3.27272727272727,0,1,0,96,0.571428571428571,0,4,2,True
244,0,0,1,0,6,1,86,1,1,4,1.18,0,82,1,0,5,2,1.9,0,0,0,6,0.5,0,4,2,False
245,0,1,1,0,4,1,28,1,0,0,5.6,0,0,0,3,0,0,6.0,6,0,0,0,0.5,0,2,1,False
246,0,1,1,0,2,1,29,2,0,0,2.23,0,100,3,9,1,2,1.5,0,1,0,1,0.333333333333333,0,3,2,False
247,0,0,0,0,0,0,25,1,0,0,5.0,0,0,2,136,0,1,0.0,0,0,0,0,0.5,0,1,1,False
248,0,0,1,0,4,1,31,1,0,0,3.88,0,0,2,1,1,1,1.0,1,0,0,3,0.333333333333333,0,2,0,False
249,0,0,1,0,7,1,34,1,0,0,3.78,0,0,3,2,1,1,4.0,4,1,0,4,0.333333333333333,0,3,1,False
250,0,1,1,0,4,1,34,1,0,0,6.8,0,0,0,1,1,0,1.0,1,0,0,0,0.5,0,2,1,False
251,0,1,1,0,4,1,47,1,0,0,7.83,0,0,0,4,1,0,1.0,1,0,0,1,0.333333333333333,0,3,2,False
252,0,0,1,0,4,1,30,1,0,0,1.3,0,0,1,0,9,2,3.5,0,1,0,18,0.333333333333333,0,4,1,True
253,0,2,1,0,11,1,54,1,0,0,9.0,0,0,0,1,2,0,6.0,6,1,0,0,0.5,0,4,3,False
254,0,15,1,0,5,1,105,1,0,0,5.53,0,0,3,1,2,1,3.33333333333333,0,0,0,12,0.333333333333333,0,1,1,False
255,0,1,1,0,3,1,25,1,0,0,3.57,0,100,4,1,1,1,0.0,0,0,0,0,0.5,0,4,1,False
256,0,1,1,0,11,1,32,1,0,0,5.33,0,0,3,1,4,1,2.0,2,1,0,45,0.25,0,3,1,False
257,0,0,0,0,0,0,30,1,0,0,7.5,0,0,3,7,0,1,0.0,0,0,0,0,0.5,0,5,0,False
258,0,2,1,0,7,1,48,1,0,0,8.0,0,0,0,12,1,0,2.0,1,0,0,0,0.5,0,2,2,False
259,0,1,1,0,9,1,35,1,0,0,5.83,0,0,0,1,1,0,1.0,1,1,0,0,0.5,0,3,0,False
260,0,1,1,0,1,1,35,2,0,0,2.19,0,100,4,5,5,2,1.5,0,0,0,0,0.5,0,4,0,False
261,0,1,1,0,11,1,39,1,0,0,7.8,0,0,0,3,1,0,1.0,1,1,0,0,0.5,0,4,1,False
262,0,1,1,0,15,1,36,1,0,0,7.2,0,0,0,3,3,0,1.0,1,1,0,43,0.333333333333333,0,5,1,False
263,1,0,2,0,13,2,131,1,0,0,1.6,0,0,1,0,7,1,7.57142857142857,0,1,0,17,0.333333333333333,0,5,2,False
264,0,3,1,0,5,1,349,1,0,9,0.99,0,90,2,1,9,1,7.59259259259259,1,1,0,17,0.222222222222222,0,4,3,True
265,0,0,1,0,4,1,63,1,0,5,1.21,0,52,1,0,2,1,2.5,1,1,0,11,0.25,0,4,1,True
266,0,0,1,0,8,3,39,1,0,0,0.97,1,0,1,0,3,2,1.5,1,1,0,3,0.333333333333333,0,3,0,False
267,0,0,2,0,14,2,52,1,0,0,1.41,2,100,1,0,8,2,2.0,1,1,0,4,0.5,0,3,0,False
268,1,0,1,0,6,2,43,1,0,0,0.69,0,50,1,0,8,2,3.5,3,11,0,13,0.5,0,3,2,False
269,0,0,1,0,5,1,82,1,1,0,3.28,0,100,3,16,4,1,51.25,2,2,0,0,0.5,0,4,1,False
270,0,0,1,0,5,1,49,1,1,0,1.75,0,100,3,2,5,1,4.0,1,2,0,0,0.5,0,4,2,False
271,3,0,2,0,12,2,135,1,1,1,1.44,0,75,3,0,3,1,3.5,1,1,0,1,0.333333333333333,0,4,2,False
272,0,0,1,0,9,2,187,1,2,4,1.2,1,87,5,17,10,2,4.54545454545455,1,1,0,233,0.285714285714286,0,1,0,False
273,0,0,1,0,3,1,25,1,0,0,2.78,0,100,6,0,0,1,8.0,8,2,0,0,0.5,0,5,0,False
274,3,0,3,0,3,4,43,1,0,1,0.26,2,90,1,2,21,2,2.2,1,3,1,127,0.333333333333333,0,1,0,False
275,2,0,1,1,4,2,105,3,6,3,0.67,0,100,4,2,7,2,2.05882352941176,0,0,0,2,0.4,0,5,1,True
276,2,0,3,0,15,5,85,1,0,2,0.66,2,58,2,0,18,1,3.5,3,2,0,81,0.2,0,1,0,False
277,1,1,1,0,5,2,68,5,1,4,0.72,3,100,6,0,4,2,3.66666666666667,2,2,0,0,0.5,0,5,1,False
278,1,0,1,0,5,1,119,3,2,6,0.99,0,75,3,2,4,2,1.65,0,1,0,11,0.25,0,3,0,False
279,0,0,1,0,7,2,216,2,7,3,1.19,0,78,5,2,12,1,4.0,0,1,0,0,0.333333333333333,0,5,3,True
280,0,0,1,0,6,1,127,1,3,1,1.13,0,90,6,2,4,1,3.8,1,1,0,6,0.666666666666667,0,5,2,False
281,0,0,1,0,4,1,75,2,0,3,0.86,0,68,5,2,4,2,2.4,1,1,0,0,0.5,0,3,1,False
282,0,1,1,0,5,1,68,2,2,0,1.42,0,0,5,2,3,1,2.25,0,1,0,6,0.333333333333333,0,4,2,True
283,0,0,1,0,6,1,127,2,3,2,1.63,0,88,5,10,2,2,2.0,0,0,0,24,0.375,0,5,1,False
284,0,0,1,0,6,4,61,1,1,1,0.69,3,83,4,0,8,1,6.25,2,2,0,5,0.4,0,4,1,False
285,0,0,1,0,6,2,94,1,6,0,0.98,0,100,5,1,7,2,2.55555555555556,0,0,0,1,0.333333333333333,0,5,1,False
286,0,2,1,0,8,1,215,3,1,4,1.41,0,90,7,0,11,1,2.35,1,1,0,0,0.333333333333333,0,4,3,True
287,0,0,1,0,5,2,106,2,5,0,0.93,0,100,5,0,6,2,2.09090909090909,0,0,0,2,0.4,0,4,2,False
288,0,0,1,0,2,2,33,1,1,0,1.03,1,100,4,0,4,1,2.0,2,2,0,1,0.666666666666667,0,3,1,False
289,0,0,2,0,6,2,84,1,0,2,1.53,1,46,1,2,1,2,3.2,1,2,0,0,0.5,0,6,0,False
290,0,0,1,0,5,1,127,1,4,0,1.51,0,100,7,4,4,2,3.21428571428571,0,0,0,7,0.4,0,5,1,False
291,7,0,1,0,6,2,638,20,25,8,0.8,0,96,4,40,34,2,2.89156626506024,0,0,0,952,0.315789473684211,0,6,5,True
292,5,0,1,0,6,2,488,6,17,6,0.71,0,95,4,12,22,2,4.28358208955224,0,0,0,585,0.37037037037037,3,5,5,True
293,0,0,1,0,4,1,36,1,1,1,1.29,0,50,4,1,2,1,2.0,1,1,0,56,0.4,0,3,0,False
294,0,0,1,0,5,2,127,1,2,3,2.15,0,87,5,4,8,2,3.16666666666667,2,2,0,15,0.333333333333333,0,2,0,False
295,0,0,1,0,6,1,65,1,1,0,2.6,0,100,7,1,1,1,2.0,0,1,0,0,0.5,0,3,1,False
296,0,2,1,0,9,1,42,1,0,0,7.0,0,0,3,2,0,1,9.0,4,1,0,0,0.5,0,4,1,False
297,0,1,1,0,6,1,27,1,0,0,5.4,0,0,0,2,0,0,1.0,1,1,0,33,0.333333333333333,0,2,1,False
298,0,1,1,0,3,1,25,1,0,0,3.12,0,100,4,1,1,1,0.0,0,0,0,0,0.5,0,5,0,False
299,0,4,1,0,6,1,46,1,0,0,5.75,0,0,0,2,1,0,1.5,1,0,0,0,0.5,0,3,0,False
300,0,0,1,0,5,1,67,1,2,1,1.49,0,64,6,0,5,2,2.14285714285714,1,1,0,4,0.2,0,3,2,False
301,0,1,1,0,3,1,29,1,0,0,3.62,0,100,4,5,1,1,0.0,0,0,0,0,0.5,0,4,0,False
302,0,0,1,2,5,1,129,1,4,1,1.5,0,70,8,0,3,1,3.77777777777778,0,1,0,47,0.333333333333333,0,1,0,False
303,0,0,1,2,5,2,119,1,5,1,0.74,0,90,6,1,7,1,3.22222222222222,0,1,0,3,0.166666666666667,0,1,0,False
304,0,0,1,0,5,2,76,1,2,1,1.06,0,83,7,0,6,1,2.0,0,1,0,3,0.666666666666667,0,4,2,False
305,8,0,1,0,6,3,95,1,1,0,0.6,1,87,1,0,9,2,2.66666666666667,1,2,0,4,0.5,0,1,0,False
306,0,0,1,0,6,1,96,1,0,5,1.88,0,83,1,0,0,2,2.5,2,1,0,0,0.5,0,3,2,False
307,0,3,1,0,6,1,46,1,0,0,5.11,0,0,3,1,1,1,1.33333333333333,1,0,0,0,0.5,0,3,1,False
308,0,0,1,0,6,3,61,1,1,1,0.8,2,83,4,0,9,1,5.75,3,2,0,7,0.4,0,5,0,False
309,0,2,1,0,8,1,257,3,5,4,1.34,0,92,7,0,12,2,2.32,0,0,0,1,0.333333333333333,0,5,2,True
310,0,0,1,0,4,2,74,2,5,0,0.94,0,100,5,0,4,2,2.22222222222222,0,0,0,2,0.4,0,5,1,False
311,0,0,1,0,4,1,40,1,0,0,1.6,0,100,7,1,1,1,3.25,2,3,0,2,0.333333333333333,0,1,0,False
312,0,0,1,0,6,2,34,1,1,0,1.62,0,100,5,0,3,1,2.5,2,2,0,6,0.333333333333333,0,3,1,False
313,0,0,1,0,3,1,37,1,1,0,2.06,0,100,5,1,1,1,1.0,0,1,0,0,0.5,0,3,0,False
314,0,0,1,0,8,2,139,1,3,0,1.7,0,100,6,3,3,1,1.33333333333333,0,0,0,0,0.5,0,6,1,False
315,0,0,1,0,5,1,36,1,1,0,1.8,0,100,6,0,3,1,4.0,2,2,0,0,0.333333333333333,0,4,1,False
316,0,0,1,0,6,1,59,1,2,0,1.26,0,100,6,11,2,1,10.3333333333333,1,1,0,0,0.5,0,5,1,False
317,0,0,1,0,6,1,89,1,0,2,1.01,0,66,1,0,3,2,2.8,1,1,0,0,0.5,0,5,1,False
318,0,0,1,0,4,2,72,1,3,2,0.88,0,83,5,0,6,1,1.6,0,1,0,2,0.4,0,5,1,False
319,0,0,1,0,6,2,132,2,4,4,0.66,2,100,6,0,16,2,2.58333333333333,0,2,0,4,0.5,0,1,0,False
320,0,0,1,0,10,2,93,1,3,0,1.01,0,0,1,2,7,2,2.42857142857143,0,1,0,0,0.5,0,3,2,False
321,0,0,1,0,5,2,50,1,0,1,1.52,0,50,2,1,3,1,1.66666666666667,1,1,0,0,0.5,0,5,0,False
322,0,0,1,0,6,1,39,1,0,0,4.33,0,100,3,0,1,1,2.0,2,2,0,0,0.5,0,2,2,False
323,0,0,1,0,4,1,55,2,1,1,1.49,0,100,6,0,5,2,1.2,0,1,0,0,0.5,0,4,2,False
324,0,0,1,0,4,1,47,1,1,1,1.42,0,80,6,0,5,2,1.2,0,1,0,0,0.5,0,3,2,False
325,0,2,1,0,5,1,34,1,0,0,4.25,0,0,3,2,2,1,2.5,2,0,0,1,0.25,0,3,1,False
326,0,0,1,1,4,1,52,1,0,2,1.44,0,60,1,0,1,2,1.4,1,1,0,0,0.5,0,2,3,False
327,0,0,1,0,6,1,49,1,0,2,1.26,0,66,4,0,2,2,3.0,2,1,0,3,0.333333333333333,0,1,0,False
328,0,1,1,0,7,1,45,1,0,0,7.5,0,0,3,16,1,1,2.0,2,0,0,3,0.333333333333333,0,3,5,False
329,0,1,1,0,10,1,32,1,0,0,8.0,0,0,0,2,1,0,1.0,1,1,0,1,0.333333333333333,0,3,0,False
330,0,0,1,0,9,1,144,1,0,0,7.58,0,0,0,1,2,0,2.30769230769231,1,0,0,0,0.333333333333333,0,4,1,False
331,0,0,1,0,6,1,128,1,6,1,1.36,0,81,3,3,8,2,3.6875,0,0,0,0,0.5,0,5,2,False
332,0,0,1,0,7,1,77,1,1,0,1.79,0,100,4,0,6,1,1.85714285714286,1,2,0,1,0.333333333333333,0,3,0,False
333,0,0,2,0,4,2,48,1,2,0,0.94,0,0,5,0,2,1,1.16666666666667,0,1,0,0,0.5,0,3,2,False
334,0,0,1,0,3,1,52,1,1,1,1.68,0,83,5,0,0,1,1.33333333333333,1,1,0,0,0.5,0,3,1,False
335,0,0,1,2,4,1,110,1,1,7,0.87,0,90,6,0,0,1,2.58823529411765,1,1,0,0,0.5,0,2,3,False
336,0,0,1,0,3,1,48,2,0,0,0.96,0,75,2,0,5,2,2.0,1,2,0,0,0.5,0,3,1,False
337,0,0,1,0,4,1,102,2,4,4,1.17,0,80,4,5,3,2,2.46153846153846,0,1,0,11,0.25,0,1,0,True
338,7,0,1,0,7,2,175,3,1,7,0.78,0,100,2,0,18,3,4.0,1,1,0,47,0.6,0,3,3,False
339,0,0,1,0,4,1,97,1,3,4,1.18,0,80,5,2,1,1,2.75,1,1,0,0,0.5,0,3,2,False
340,3,0,1,0,7,2,152,1,3,0,1.52,0,94,3,0,8,1,2.22222222222222,1,2,0,0,0.5,0,3,2,False
341,0,1,1,0,3,1,26,1,0,0,3.25,0,100,4,1,1,1,0.0,0,0,0,0,0.5,0,3,0,False
342,1,0,1,0,5,3,80,1,1,2,1.04,1,81,4,0,4,1,2.25,0,1,0,181,0.333333333333333,0,3,0,False
343,0,0,1,0,3,2,67,1,0,1,0.6,0,92,1,2,5,2,3.53846153846154,0,1,0,0,0.333333333333333,0,1,0,False
344,0,0,1,0,4,1,38,1,0,0,2.38,0,100,4,0,0,1,1.0,0,1,0,7,0.25,0,3,0,False
345,1,0,2,0,8,3,140,3,3,2,0.9,1,83,4,1,9,2,1.7,0,1,0,40,0.285714285714286,0,1,0,False
346,0,1,1,0,13,1,35,1,0,0,7.0,0,0,0,1,0,0,1.0,1,1,0,0,0.5,0,2,1,False
347,1,0,1,1,3,2,85,4,6,2,0.59,0,100,5,1,5,2,1.6875,0,0,0,5,0.5,0,3,0,False
348,0,0,1,0,6,2,96,1,4,2,1.17,0,70,4,3,5,1,3.1,1,1,0,5,0.5,0,3,0,False
349,0,0,1,0,6,2,106,1,2,3,1.07,0,75,6,1,8,1,5.66666666666667,0,0,0,7,0.25,0,4,2,True
350,0,0,1,0,5,2,54,2,0,2,1.17,0,44,6,0,5,2,2.0,1,1,0,0,0.5,0,3,1,False
351,0,0,2,0,8,3,115,1,2,4,0.9,0,76,4,1,9,1,2.9,1,1,0,22,0.333333333333333,0,4,2,False
352,0,1,1,0,3,1,25,1,0,0,2.78,0,100,4,3,1,1,0.0,0,0,0,0,0.5,0,5,0,False
353,0,8,1,0,7,1,171,5,1,10,1.11,0,66,4,3,8,2,2.94444444444444,0,1,0,0,0.333333333333333,0,4,3,False
354,0,0,1,0,6,1,95,3,2,2,1.27,1,100,4,0,9,2,1.90909090909091,1,1,0,9,0.5,0,3,1,False
355,0,0,1,0,6,1,98,3,2,2,1.32,1,100,4,0,9,2,1.90909090909091,1,1,0,0,0.5,0,3,0,False
356,0,2,1,0,15,1,67,1,0,0,9.57,0,0,3,11,1,1,2.5,2,1,0,0,0.5,0,4,1,False
357,0,0,1,0,7,2,232,2,7,4,1.14,0,88,5,72,13,2,3.45,0,0,0,23,0.285714285714286,0,3,4,True
358,0,0,1,0,6,1,84,3,0,1,1.5,0,100,6,0,4,2,2.0,1,1,0,0,0.5,0,5,1,False
359,0,0,1,0,5,1,41,2,0,0,1.71,0,100,6,0,4,1,1.66666666666667,0,2,0,0,0.5,0,3,2,False
360,1,0,1,0,7,2,171,1,0,8,1.05,0,87,1,0,4,2,3.5,0,1,0,3,0.666666666666667,0,3,2,False
361,0,0,1,0,7,1,69,1,1,3,1.44,0,62,6,1,4,2,3.0,1,0,0,0,0.5,0,4,3,False
362,0,0,1,0,2,1,30,1,1,0,2.31,0,100,6,2,0,1,0.5,0,1,0,0,0.5,0,3,0,False
363,0,0,1,0,7,1,36,1,0,1,2.12,0,50,4,1,1,1,4.0,3,1,0,1,0.666666666666667,0,4,1,False
364,0,0,1,0,6,1,33,1,1,2,1.83,0,33,3,0,2,1,2.5,2,3,0,8,0.333333333333333,0,4,1,False
365,0,0,1,0,7,2,341,8,10,8,1.15,1,100,5,35,5,2,3.05714285714286,0,0,0,167,0.285714285714286,0,4,5,True
366,0,0,1,0,4,1,97,3,6,2,1.2,0,50,5,4,3,2,2.30769230769231,0,0,0,40,0.5,0,5,2,False
367,0,2,1,0,5,1,120,3,0,4,1.08,0,60,6,11,3,2,2.25,0,1,0,2,0.333333333333333,0,4,3,False
368,0,0,1,0,7,1,54,1,1,0,2.35,0,0,6,0,2,1,1.75,1,2,0,0,0.5,0,3,1,False
369,0,3,1,0,4,1,41,1,0,0,6.83,0,0,0,4,0,0,5.33333333333333,4,0,0,0,0.5,0,4,2,False
370,0,1,1,0,5,1,28,1,0,0,5.6,0,0,3,1,0,1,1.0,1,1,0,0,0.5,0,5,1,False
371,3,0,1,0,6,1,244,2,5,7,1.69,0,84,6,1,6,1,2.38888888888889,0,1,0,30,0.4,0,5,2,True
372,0,0,1,0,6,1,75,1,0,2,1.7,0,50,6,1,2,1,4.33333333333333,1,2,0,0,0.5,0,5,1,False
373,0,0,1,0,6,2,62,1,0,2,1.22,0,61,6,1,2,1,5.0,1,2,0,0,0.5,0,6,0,False
374,0,0,1,0,9,1,85,1,3,1,2.18,0,83,6,2,6,1,5.0,1,1,0,0,0.5,0,5,0,False
375,1,0,1,11,12,2,291,2,1,5,1.15,0,100,3,1,15,1,4.26315789473684,0,0,0,7,0.4,0,4,2,True
376,0,0,1,0,5,1,57,1,4,1,1.14,0,33,1,0,1,2,2.16666666666667,1,1,0,0,0.5,0,3,1,False
377,3,0,1,0,8,2,109,1,1,1,1.1,0,90,2,1,3,1,3.5,0,1,0,0,0.5,0,1,0,False
378,0,0,1,0,3,1,33,1,1,0,1.43,0,100,5,0,2,1,0.25,0,1,0,0,0.5,0,4,0,False
379,3,0,1,0,5,1,254,3,3,15,0.82,0,100,5,0,16,2,1.66666666666667,0,1,0,450,0.428571428571429,0,2,1,True
380,0,0,1,0,5,2,50,1,1,1,0.77,2,80,5,0,9,1,1.2,0,1,0,15,0.25,0,6,0,False
381,0,0,1,0,3,1,33,1,1,0,1.43,0,100,5,0,2,1,0.25,0,1,0,0,0.5,0,6,0,False
382,0,0,1,0,3,1,33,1,1,0,1.43,0,100,5,0,2,1,0.25,0,1,0,0,0.5,0,6,0,False
383,0,0,1,0,7,1,58,1,0,0,1.71,0,100,5,0,3,1,2.2,0,1,0,0,0.5,0,4,1,False
384,0,0,1,0,6,1,30,1,0,0,2.73,0,100,7,0,1,1,2.0,2,3,0,0,0.5,0,2,0,False
385,0,0,1,0,5,1,154,4,5,1,1.01,0,100,6,1,6,2,2.82608695652174,0,1,0,9,0.333333333333333,0,2,2,False
386,1,0,1,0,9,2,133,2,3,3,1.24,1,77,4,3,6,2,3.7,1,1,0,10,0.285714285714286,0,1,0,False
387,0,0,1,0,4,1,68,1,2,1,1.42,0,80,5,86,6,1,21.4,1,2,0,6,0.2,0,1,0,False
388,0,0,1,0,3,1,46,1,1,0,1.07,0,100,3,0,4,1,2.4,0,2,0,0,0.5,0,4,0,False
389,0,0,1,0,3,1,38,1,1,0,1.03,0,100,2,0,3,1,3.0,0,2,0,0,0.5,0,4,0,False
390,0,0,1,0,8,1,69,1,2,0,1.86,0,100,5,0,6,1,2.33333333333333,1,2,0,0,0.5,0,3,2,False
391,0,0,1,0,4,1,38,1,1,0,1.03,0,100,2,1,3,1,2.25,0,2,0,0,0.5,0,2,0,False
392,0,0,1,0,8,2,77,3,1,0,0.78,1,100,4,2,5,2,4.42857142857143,1,3,0,0,0.5,0,4,3,False
393,0,0,1,0,6,1,51,1,1,0,1.59,0,100,5,0,4,1,2.2,1,2,0,1,0.333333333333333,0,1,0,False
394,0,0,1,0,3,2,32,1,0,0,0.68,2,0,1,0,8,2,4.0,4,21,1,3,0.666666666666667,0,4,1,False
395,0,0,1,0,3,2,29,1,0,0,0.94,1,0,1,0,4,2,4.0,4,13,1,4,0.5,0,4,1,False
396,20,1,1,1,6,2,506,11,11,16,0.72,1,100,6,5,11,3,3.32352941176471,0,0,0,442,0.454545454545455,0,2,2,True
397,2,1,1,0,7,2,271,12,17,1,0.92,0,100,7,2,7,2,2.48387096774194,1,0,0,623,0.333333333333333,0,2,3,False
398,0,0,1,0,3,2,72,1,0,5,0.44,0,69,1,0,1,3,3.0,1,1,0,6,0.5,0,3,1,False
399,0,12,1,0,6,1,98,1,0,0,5.44,0,0,0,1,1,0,1.58333333333333,0,0,0,0,0.5,0,2,2,False
400,0,6,1,0,4,1,50,1,0,0,4.55,0,0,0,1,0,0,1.0,0,0,0,0,0.5,0,2,2,False
401,0,0,1,0,4,1,53,1,1,3,1.32,0,71,1,2,5,2,1.57142857142857,0,1,0,106,0.333333333333333,0,3,1,False
402,0,0,1,0,5,1,70,2,0,2,1.19,0,100,2,1,4,2,1.44444444444444,0,1,0,145,0.333333333333333,0,2,2,False
403,0,0,1,0,5,1,47,2,0,0,1.74,0,100,2,1,5,2,1.8,0,1,0,82,0.333333333333333,0,3,1,False
404,0,0,1,0,6,1,92,3,0,3,1.51,0,100,3,0,2,2,3.66666666666667,1,1,0,173,0.333333333333333,0,3,1,False
405,0,7,1,0,12,1,107,1,0,0,7.13,0,0,3,1,5,1,2.28571428571429,1,0,0,132,0.333333333333333,0,3,2,False
406,0,0,1,0,9,1,33,1,0,0,4.12,0,0,3,1,1,1,2.0,2,0,0,47,0.333333333333333,0,3,2,False
407,0,0,2,0,20,6,104,1,2,5,0.69,5,50,4,0,8,1,6.25,5,2,0,278,0.333333333333333,0,4,0,False
408,0,0,1,0,6,1,68,1,1,3,1.21,0,67,3,1,4,1,2.14285714285714,1,1,0,139,0.333333333333333,0,2,2,False
409,0,0,1,0,6,2,63,1,0,3,1.24,0,66,3,0,4,1,2.16666666666667,1,1,0,128,0.333333333333333,0,2,2,False
410,4,0,2,0,9,3,84,1,1,4,0.65,0,77,4,0,8,1,4.57142857142857,2,1,0,236,0.333333333333333,0,3,1,False
411,2,0,1,1,8,3,165,6,5,1,0.73,1,100,8,1,12,2,3.5625,0,1,0,432,0.333333333333333,0,2,4,False
412,0,0,1,0,6,1,65,3,2,0,1.02,1,100,8,2,5,2,1.57142857142857,0,2,0,902,0.4,0,3,1,False
413,0,0,1,0,3,1,37,1,1,0,1.95,0,100,2,8,2,1,10.0,1,1,0,0,0.5,0,4,2,False
414,0,0,1,0,4,1,39,1,0,0,1.7,0,100,3,47,2,1,25.25,0,1,0,2,0.333333333333333,0,5,1,False
415,0,0,1,0,5,1,45,1,1,1,1.5,0,87,4,3,4,2,3.75,2,2,0,2,0.333333333333333,0,1,0,False
416,1,1,1,0,6,2,162,2,10,4,0.74,0,95,4,230,19,2,3.25,0,1,0,255,0.285714285714286,0,3,4,True
417,0,0,1,0,6,2,42,1,2,0,1.62,0,0,2,5,2,1,2.33333333333333,1,1,0,0,0.5,0,5,1,False
418,1,0,1,0,0,1,25,1,0,0,2.08,0,100,3,0,0,1,1.0,1,2,0,0,0.5,0,2,0,False
