File,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,target
202,0,2,1,0,0,5,1,1,0,0,0,3.88,0,0,0,1,1,0,1.0,1,1,0,0.8,0.0,0,False
203,0,0,1,0,0,1,1,1,0,1,2,2.4,0,0,1,2,0,2,1.0,1,1,0,0.825,0.0,0,False
204,0,2,1,0,0,9,1,1,0,0,0,4.88,0,0,0,1,2,0,1.0,1,0,0,0.60377358490566,0.0,0,False
205,0,0,1,0,0,0,1,1,0,0,6,0.96,0,0,1,0,6,2,0.0,0,0,0,0.375,0.0,0,False
206,0,0,1,0,0,0,1,1,0,0,1,3.0,0,0,2,0,1,1,1.0,1,2,0,0.75,0.0,0,False
207,0,0,1,0,0,0,3,1,0,0,1,1.1,0,0,2,0,2,1,1.0,1,7,2,0.8125,0.0,0,False
208,0,1,1,0,0,10,1,1,0,0,0,4.57,0,0,0,3,3,0,1.0,1,1,0,0.571428571428571,1.0,0,False
209,0,1,1,0,0,6,1,1,0,0,0,6.4,0,0,0,2,1,0,1.0,1,1,0,0.829268292682927,0.0,0,False
210,0,1,1,0,0,7,1,1,0,0,0,4.14,0,0,0,3,3,0,1.0,1,1,0,0.512820512820513,1.0,0,False
211,0,1,1,0,0,8,1,1,0,0,0,5.0,0,0,0,2,2,0,1.0,1,1,0,0.538461538461538,1.0,0,False
212,0,0,1,1,0,1,1,1,0,23,50,0.36,0,95,2,0,24,1,2.6,1,1,0,0.507177033492823,0.909090909090909,1,True
213,0,0,1,0,0,1,1,1,1,1,4,1.15,0,60,2,0,2,1,5.8,1,1,0,0.676923076923077,0.0,0,False
214,0,0,1,0,0,1,1,1,0,1,3,1.87,0,0,1,0,3,2,1.33333333333333,1,1,0,0.86,0.0,0,False
215,0,0,1,1,0,0,1,2,3,4,9,0.3,0,81,1,0,15,2,2.08333333333333,0,0,0,0.598484848484849,0.0,1,False
216,0,0,3,1,0,11,6,1,0,0,1,0.87,5,100,1,0,3,2,3.0,3,8,2,0.395061728395062,1.0,0,False
217,0,0,1,0,0,0,1,1,0,1,3,1.67,0,0,2,0,2,1,1.0,1,1,0,0.659574468085106,0.0,1,False
218,0,0,4,0,0,2,4,1,0,0,1,1.0,2,0,1,0,4,2,3.0,3,5,2,0.303571428571429,1.0,0,False
219,0,0,1,0,0,1,1,1,0,1,2,1.39,0,0,1,1,5,2,3.0,2,2,0,0.708333333333333,0.666666666666667,0,False
220,0,0,1,0,0,10,1,1,0,0,1,3.18,0,0,1,0,4,2,5.0,5,2,0,0.571428571428571,1.0,0,False
221,0,0,1,0,0,7,1,1,0,0,1,3.1,0,0,1,0,4,2,2.0,2,2,0,0.533333333333333,1.0,0,False
222,0,0,3,0,0,13,3,1,0,0,1,1.64,2,0,1,0,3,2,3.0,3,6,2,0.390625,0.0,0,False
223,0,4,1,0,0,6,1,1,0,0,0,3.57,0,0,1,6,6,1,1.25,1,0,0,0.375,0.0,0,False
224,0,0,1,1,0,0,2,3,0,6,11,0.32,0,71,1,0,9,2,2.45454545454545,0,1,0,0.573529411764706,0.0,1,False
225,0,0,1,0,0,9,1,1,0,0,1,3.2,0,0,1,0,4,2,0.0,0,1,0,0.577777777777778,1.0,0,False
226,0,0,1,0,0,5,1,1,0,0,1,2.9,0,0,1,0,4,2,0.0,0,1,0,0.523809523809524,1.0,0,False
227,0,0,1,0,0,8,1,1,0,0,1,3.56,0,0,1,0,3,2,0.0,0,1,0,0.522727272727273,1.0,0,False
228,0,1,2,1,0,2,3,4,8,12,30,0.24,0,89,2,2,25,2,3.53846153846154,0,0,0,0.63849765258216,0.764705882352941,1,True
229,7,4,1,2,0,1,2,12,7,22,58,0.17,0,94,2,1,50,2,3.94736842105263,0,0,0,0.400495458298927,0.692307692307692,1,True
230,1,0,1,0,0,0,1,1,2,3,6,0.39,0,74,4,0,9,1,2.55555555555556,0,0,0,0.641975308641975,0.75,0,False
231,0,0,1,1,0,1,3,1,1,1,5,0.4,0,58,2,0,10,1,3.66666666666667,2,1,0,0.890625,0.5,0,True
232,0,7,1,0,0,0,1,1,0,1,0,2.0,0,100,1,2,2,1,2.0,1,0,0,0.80952380952381,1.0,0,False
233,0,0,1,0,0,0,2,1,2,0,2,0.53,0,0,2,1,12,1,3.75,0,2,0,0.447761194029851,1.0,1,False
234,0,0,1,1,0,1,1,1,4,0,5,0.42,0,88,3,1,14,2,2.66666666666667,0,0,0,0.422018348623853,0.888888888888889,0,False
235,0,14,1,0,0,5,1,1,0,0,0,3.12,0,0,1,2,14,1,5.78571428571429,1,0,0,0.460526315789474,1.0,0,False
236,0,0,1,2,0,0,2,1,7,19,66,0.06,0,92,1,1,43,2,3.84931506849315,0,0,0,0.354054054054054,0.8,1,True
237,0,30,1,0,0,3,1,1,0,0,0,3.04,0,0,1,1,10,1,1.9,0,0,0,0.392694063926941,0.75,1,True
238,0,2,1,0,0,5,1,1,0,0,0,4.71,0,0,0,1,3,0,4.0,3,1,0,0.822222222222222,0.0,0,False
239,0,0,1,0,0,3,2,1,0,1,4,0.62,0,50,3,0,15,1,5.75,4,3,0,0.948979591836735,0.5,0,False
240,0,0,1,1,0,1,1,1,2,1,3,0.62,0,80,3,1,15,1,4.8,3,1,0,0.453333333333333,0.857142857142857,0,False
241,0,0,1,0,0,4,1,1,0,1,3,1.1,0,33,3,0,10,2,3.0,0,0,0,0.986111111111111,0.5,1,False
242,0,0,1,1,0,1,2,1,2,0,3,0.5,0,80,3,1,14,1,5.0,3,1,0,0.511111111111111,1.0,1,False
243,1,1,1,1,0,1,2,6,3,11,37,0.18,1,88,2,1,45,2,3.02380952380952,0,0,0,0.464788732394366,0.777777777777778,2,True
244,3,0,2,1,0,0,3,1,4,4,7,0.14,1,81,2,1,26,1,3.92857142857143,0,1,0,0.601973684210526,1.0,1,False
245,3,0,1,2,0,2,2,3,1,12,33,0.28,0,89,2,0,27,2,2.89189189189189,0,1,0,0.447761194029851,1.0,1,False
246,0,0,1,0,0,1,1,1,0,4,10,0.95,0,80,1,2,2,2,1.4,0,0,0,0.855555555555556,1.0,1,False
247,0,0,2,0,0,0,5,1,0,3,2,0.39,2,0,2,0,6,1,5.0,5,5,0,0.715909090909091,1.0,0,True
248,0,0,1,0,0,0,1,1,0,0,1,2.56,0,0,2,0,2,1,0.0,0,3,0,0.771428571428571,1.0,1,False
249,0,0,1,0,0,0,1,1,0,0,1,2.88,0,0,2,0,2,1,0.0,0,3,0,0.794117647058823,0.0,0,False
250,0,0,1,0,0,1,1,1,0,3,9,0.82,0,77,1,0,3,1,1.88888888888889,1,1,0,0.957446808510638,0.0,1,False
251,0,0,1,1,0,1,2,2,2,4,10,0.44,0,74,1,0,4,3,2.25,1,1,0,0.753424657534247,1.0,0,False
252,0,2,1,0,0,3,1,1,0,0,0,3.38,0,0,1,2,2,1,1.0,1,1,0,0.769230769230769,0.0,0,False
253,0,0,1,0,0,0,2,2,1,2,5,0.44,0,60,1,0,3,2,2.0,0,0,0,0.688888888888889,1.0,0,False
254,0,0,1,0,0,0,1,1,0,3,9,0.97,0,77,1,0,4,2,1.22222222222222,0,0,0,0.873563218390805,1.0,1,False
255,0,0,1,0,0,0,1,1,1,2,2,0.92,0,33,2,0,4,1,3.33333333333333,2,3,0,0.826923076923077,0.0,0,False
256,0,0,1,0,0,0,2,1,0,2,13,0.18,0,34,1,0,5,2,1.69230769230769,0,1,0,1.0,1.0,0,False
257,0,0,1,0,0,13,1,1,1,0,2,2.37,0,0,2,0,4,1,5.0,5,2,0,1.0,1.0,0,True
258,0,0,1,1,0,0,2,3,0,3,17,0.21,0,80,2,0,21,2,3.64705882352941,1,1,0,0.463414634146341,0.0,1,False
259,5,0,1,3,0,1,2,4,13,38,76,0.15,0,95,1,1,70,4,3.09574468085106,0,1,0,0.709077380952381,0.529411764705882,1,True
260,0,0,1,0,0,0,1,1,0,4,10,0.47,0,75,2,0,3,1,4.1,1,1,0,1.0,0.0,0,False
261,0,13,1,0,0,0,1,1,0,0,0,0.83,0,0,0,2,5,0,1.07692307692308,0,0,0,1.0,0.0,0,False
262,1,0,1,1,0,0,2,3,3,16,38,0.21,0,92,1,2,18,3,4.80952380952381,1,1,0,0.468513853904282,0.5,1,False
263,0,1,1,1,0,0,2,1,3,5,5,0.35,0,72,1,0,3,3,2.88888888888889,1,1,0,0.5,0.0,0,False
264,0,0,1,0,0,0,1,1,0,0,2,1.85,0,0,2,0,3,1,2.0,2,2,0,0.51219512195122,0.0,0,False
265,0,0,1,1,0,0,2,1,2,7,16,0.22,0,88,1,0,4,6,1.55555555555556,0,1,0,0.835227272727273,1.0,0,False
266,0,1,1,0,0,0,1,1,0,0,0,4.2,0,0,0,1,0,0,2.0,2,0,0,0.964285714285714,0.0,1,False
267,1,0,1,1,0,0,2,1,1,3,7,0.32,0,83,1,0,3,2,2.44444444444444,1,1,0,0.84297520661157,0.0,0,False
268,0,0,1,0,0,0,1,1,0,3,8,0.56,0,66,3,0,5,1,1.5,1,1,0,0.810126582278481,0.0,0,False
269,0,0,1,0,0,0,1,1,1,1,3,0.86,0,25,4,0,0,1,1.25,0,1,0,1.0,0.0,0,False
270,0,0,1,0,0,1,3,1,0,0,1,1.48,0,0,3,0,2,1,3.0,3,7,2,0.814814814814815,1.0,0,False
271,1,0,1,1,0,0,1,1,4,8,37,0.1,0,93,3,1,27,1,2.54761904761905,1,1,0,0.980891719745223,0.0,1,False
272,0,0,1,1,0,0,2,1,9,8,6,0.11,1,84,3,0,12,1,4.8,2,2,0,0.823353293413174,0.0,1,False
273,0,0,1,0,0,1,1,1,0,2,3,1.69,0,33,1,0,2,2,1.66666666666667,1,1,0,0.857142857142857,0.0,0,False
274,0,0,1,1,0,0,2,1,4,0,3,0.2,1,71,3,0,5,1,3.28571428571429,2,2,0,0.859060402684564,0.0,0,False
275,0,0,1,0,0,1,1,1,0,1,3,1.8,0,0,1,0,2,2,1.33333333333333,1,1,0,0.857142857142857,0.0,0,False
276,0,0,1,0,0,0,1,1,2,2,1,0.78,0,50,2,2,0,1,4.33333333333333,1,0,0,0.8,0.0,0,False
277,0,0,1,0,0,0,1,1,1,1,2,1.0,0,33,2,0,3,2,2.66666666666667,2,1,0,0.977272727272727,0.0,1,False
278,0,0,1,0,0,0,1,1,1,1,3,0.96,0,50,4,0,3,2,1.25,0,1,0,0.981818181818182,0.0,1,False
279,0,0,1,0,0,0,1,1,2,4,19,0.32,0,88,1,2,5,3,1.9047619047619,0,1,0,0.943396226415094,0.0,0,False
280,0,0,1,0,0,0,2,2,4,9,13,0.21,0,84,1,2,3,2,2.88235294117647,0,0,0,0.890173410404624,0.0,0,False
281,0,0,1,0,0,0,3,1,1,4,5,0.33,0,54,2,2,3,1,4.5,1,0,0,0.807692307692308,0.0,0,False
282,0,0,1,0,0,0,1,1,0,0,4,1.05,0,0,2,0,3,2,1.0,0,2,0,0.916666666666667,0.0,0,False
283,0,0,1,0,0,3,1,1,0,0,2,2.07,0,0,2,0,2,2,2.0,0,2,0,0.92,0.0,0,False
284,0,0,1,0,0,9,1,1,0,0,4,2.86,0,0,3,0,2,2,2.75,0,1,0,0.626373626373626,0.0,0,False
285,0,0,1,0,0,0,1,1,0,0,4,1.11,0,0,2,0,3,2,1.5,0,2,0,0.94,0.0,0,False
286,0,0,1,0,0,13,1,1,0,0,6,3.52,0,0,3,0,2,2,2.66666666666667,0,1,0,0.958904109589041,0.0,1,False
287,0,0,1,0,0,5,1,1,0,0,3,2.0,0,0,2,0,2,2,2.0,0,2,0,0.938461538461538,0.0,0,False
288,0,0,1,0,2,1,1,1,3,2,11,0.62,0,85,2,0,2,1,1.92857142857143,0,1,0,0.638655462184874,1.0,0,True
289,0,0,2,0,1,2,2,1,2,3,8,0.59,0,80,2,0,2,1,2.3,1,1,0,0.637037037037037,1.0,0,False
290,0,0,1,1,0,0,2,2,3,4,12,0.23,0,80,1,0,7,4,2.13333333333333,0,1,0,1.0,1.0,0,True
291,0,0,1,0,0,0,1,1,1,0,0,1.5,0,0,2,0,1,1,3.0,3,3,0,1.0,0.0,0,False
292,0,1,1,1,0,0,2,4,5,10,13,0.12,0,80,2,0,4,2,3.0,0,1,0,1.0,0.0,0,False
293,0,0,1,0,1,9,1,1,0,0,1,2.9,0,0,1,0,1,1,3.0,3,2,0,0.976190476190476,0.0,1,False
294,1,0,1,0,1,2,1,2,0,1,6,0.67,0,60,1,0,3,2,1.42857142857143,0,1,0,1.0,0.0,0,False
295,0,1,1,0,0,9,1,1,0,0,0,6.4,0,0,0,3,0,0,1.0,1,0,0,0.575,0.0,0,False
296,1,0,1,2,0,1,1,1,0,6,17,0.41,0,87,4,0,3,2,2.83333333333333,0,1,0,0.894117647058824,0.0,0,True
297,4,0,2,1,0,7,2,2,1,4,37,0.99,0,76,4,0,7,2,6.14285714285714,0,0,0,0.614117647058824,0.0,1,False
298,0,0,2,13,3,0,2,1,2,6,29,0.11,0,93,2,3,6,5,11.4838709677419,0,1,0,0.463611859838275,0.0,3,False
299,5,0,2,1,0,7,2,1,1,1,32,1.04,0,72,4,0,8,2,6.63157894736842,0,1,0,0.653585926928281,0.0,2,False
300,1,1,1,2,2,0,2,12,5,1,69,0.09,0,96,3,10,12,2,5.65789473684211,0,0,0,0.656549520766773,1.0,2,False
301,1,0,1,2,0,3,2,1,0,1,9,0.7,0,76,4,0,7,2,3.1,0,1,0,0.617647058823529,0.0,1,True
302,0,0,1,2,0,0,1,1,1,0,6,0.89,0,92,3,0,1,2,24.0,0,1,0,0.580645161290323,0.0,0,False
303,4,0,3,1,0,8,5,1,1,4,30,0.57,0,75,4,0,7,2,11.0285714285714,0,0,0,0.758710801393728,0.0,2,False
304,0,0,1,1,0,0,1,1,0,3,11,0.42,0,79,3,2,1,1,2.27272727272727,0,1,0,0.463157894736842,0.0,1,False
305,0,0,1,2,0,0,1,1,1,0,7,0.67,0,93,4,0,2,2,2.875,0,1,0,0.612903225806452,0.0,0,False
306,0,0,1,2,0,0,1,1,1,0,7,0.67,0,93,4,0,2,2,2.875,0,1,0,0.655737704918033,0.0,0,False
307,1,0,1,1,0,1,2,1,0,1,8,0.32,0,61,4,0,8,2,4.88888888888889,0,1,0,0.63758389261745,1.0,1,False
308,0,0,1,2,0,0,1,1,1,0,6,0.81,0,92,3,0,1,2,16.0,0,1,0,0.633333333333333,0.0,0,False
309,0,0,1,0,0,0,1,1,0,4,19,0.5,0,86,1,24,2,2,6.31578947368421,0,1,0,0.856,0.0,0,False
310,0,0,1,0,0,1,1,1,0,2,6,0.94,0,50,1,1,2,2,1.5,1,1,0,0.884057971014493,0.0,0,False
311,0,0,1,1,0,0,1,1,0,1,9,0.61,0,61,1,0,1,2,5.66666666666667,0,1,0,0.444444444444444,0.0,0,False
312,0,0,1,1,0,2,1,1,0,12,27,0.87,0,92,2,0,4,1,8.51851851851852,0,1,0,0.358490566037736,0.0,1,False
313,0,17,1,0,0,0,1,1,0,0,0,1.57,0,0,1,4,3,1,4.0,0,0,0,0.452054794520548,0.0,1,False
314,0,0,0,0,0,0,0,1,0,68,0,0.99,0,0,0,0,0,0,0.0,0,0,0,0.654088050314465,0.0,1,False
315,0,0,1,1,0,2,1,1,0,5,12,1.24,0,84,2,0,3,1,7.66666666666667,1,1,0,0.658119658119658,0.0,0,False
316,0,0,1,1,0,1,1,1,0,2,6,1.08,0,72,2,0,4,1,7.83333333333333,1,1,0,1.0,0.0,0,False
317,0,0,1,1,0,0,1,1,0,1,14,0.43,0,57,1,0,4,3,5.5,0,1,0,0.451612903225806,0.0,1,False
318,0,0,1,1,0,2,1,1,0,9,24,0.76,0,89,2,0,6,1,12.3333333333333,1,1,0,0.398963730569948,0.0,1,False
319,0,0,1,1,0,3,1,1,0,6,14,1.21,0,86,2,0,4,1,7.07142857142857,1,1,0,0.785185185185185,0.0,0,False
320,0,0,1,1,0,0,1,1,0,6,15,0.39,0,76,1,0,2,2,10.0,0,1,0,0.590163934426229,0.0,0,False
321,0,0,1,5,0,2,1,1,0,19,51,0.71,0,94,2,0,9,1,14.1176470588235,1,1,0,0.517241379310345,1.0,1,False
322,0,0,1,1,0,0,1,1,0,1,4,1.44,0,62,2,0,3,1,6.0,1,1,0,0.615384615384615,0.0,0,False
323,0,0,1,1,0,0,1,1,0,1,5,1.21,0,60,3,0,1,1,6.2,1,1,0,0.480769230769231,0.0,0,False
324,0,0,1,1,0,0,1,1,0,1,5,1.26,0,60,3,0,1,1,5.6,1,1,0,0.480769230769231,0.0,0,False
325,0,2,1,0,0,1,1,1,0,0,0,4.4,0,0,0,16,0,0,14.5,3,1,0,0.533333333333333,0.0,0,False
326,0,0,1,3,0,1,1,1,0,5,16,0.58,0,85,2,0,6,1,10.9375,1,1,0,0.697674418604651,0.0,0,False
327,0,0,1,1,0,0,1,1,0,2,8,0.97,0,75,1,1,1,2,7.5,0,1,0,0.5,0.0,0,False
328,0,4,1,0,0,2,1,1,0,0,0,5.14,0,0,0,1,2,0,0.5,0,0,0,0.775510204081633,0.0,0,False
329,0,0,1,1,0,0,1,1,0,1,6,1.05,0,75,3,0,1,1,7.66666666666667,0,1,0,0.518518518518518,0.0,0,False
330,0,0,1,2,0,0,1,1,0,0,2,1.83,0,75,2,0,3,1,1.0,1,1,0,0.475,0.0,0,False
331,0,0,1,1,0,0,1,1,0,1,5,1.21,0,60,3,0,1,1,5.4,1,1,0,0.450980392156863,0.0,0,False
332,0,0,1,1,0,0,1,1,0,2,7,0.93,0,76,1,0,4,2,7.14285714285714,0,1,0,0.575757575757576,0.0,0,False
333,0,0,1,1,0,1,1,1,0,6,15,0.68,0,87,1,0,5,2,9.93333333333333,0,1,0,0.707964601769911,0.0,0,False
334,0,0,1,1,0,0,1,1,0,1,7,1.0,0,71,1,0,2,2,5.85714285714286,0,1,0,0.453125,0.0,0,False
335,0,0,1,6,0,0,1,1,0,3,11,0.6,0,89,1,0,3,2,7.0,0,1,0,0.538461538461538,0.0,0,False
336,0,0,1,1,0,0,1,1,0,2,16,0.48,0,89,2,0,5,1,0.4375,0,1,0,0.640776699029126,0.0,1,False
337,0,0,1,1,0,1,1,1,0,0,4,1.81,0,75,2,0,3,1,2.25,0,1,0,0.865384615384615,0.0,0,False
338,0,0,1,1,0,0,1,1,0,4,14,0.46,0,75,2,0,2,2,4.78571428571429,0,1,0,0.52991452991453,0.0,0,False
339,0,4,1,0,0,0,1,1,0,0,0,1.78,0,0,0,2,1,0,0.0,0,0,0,0.515151515151515,0.0,0,False
340,1,0,1,1,0,1,1,1,3,37,93,0.33,0,96,2,2,15,3,11.659793814433,0,0,0,0.640387275242047,1.0,2,True
341,0,0,1,5,0,1,1,1,0,8,26,0.62,0,89,2,0,9,1,10.5384615384615,0,1,0,0.682692307692308,0.0,1,False
342,0,0,1,1,0,0,1,1,0,7,17,0.52,0,88,2,0,6,1,8.70588235294118,0,1,0,0.65546218487395,0.0,0,False
343,0,0,1,1,0,1,1,1,0,4,11,0.76,0,83,2,0,6,1,8.18181818181818,0,1,0,0.692307692307692,0.0,0,False
344,0,0,1,1,0,1,1,1,0,5,20,0.44,0,76,1,0,3,3,11.8,0,1,0,0.521212121212121,0.0,0,False
345,0,0,1,1,0,1,1,1,0,5,13,0.94,0,85,2,0,7,1,5.30769230769231,1,1,0,0.991304347826087,0.0,1,False
346,0,0,2,2,1,0,2,1,1,2,11,0.36,0,79,1,0,7,3,5.33333333333333,0,1,0,0.985611510791367,0.0,1,False
347,0,0,1,1,0,0,1,1,0,4,23,0.39,0,90,1,1,4,2,2.04347826086957,0,0,0,0.950354609929078,0.0,1,False
348,0,0,1,1,0,1,1,1,0,2,9,0.97,0,66,2,0,4,1,3.44444444444444,1,1,0,1.0,0.0,0,False
349,1,0,1,1,0,0,1,1,0,6,16,0.39,0,76,1,0,2,2,8.52941176470588,0,1,0,0.650684931506849,0.0,0,False
350,0,0,1,1,0,1,1,1,0,5,18,0.67,0,86,2,0,8,1,9.38888888888889,1,1,0,0.550724637681159,0.0,0,False
351,0,0,1,1,0,1,1,1,0,1,10,0.79,0,55,2,0,7,1,5.9,1,1,0,0.63,0.0,0,False
352,0,0,1,1,0,1,1,1,0,3,10,0.87,0,77,2,0,4,1,7.6,1,1,0,0.546511627906977,0.0,1,False
353,0,0,1,1,0,1,1,1,0,5,14,1.02,0,86,2,0,3,1,3.85714285714286,0,1,0,0.942622950819672,0.0,0,False
354,0,0,1,1,0,0,1,1,0,1,6,0.96,0,75,2,5,2,1,6.83333333333333,0,1,0,0.589285714285714,0.0,0,False
355,0,0,1,1,0,0,1,1,0,5,15,0.37,0,75,1,0,4,2,8.06666666666667,0,1,0,0.571428571428571,0.0,0,False
356,0,0,1,1,0,0,1,1,0,1,8,0.75,0,62,2,0,6,1,7.5,1,1,0,0.608695652173913,0.0,0,False
357,0,0,1,1,0,0,1,1,0,0,3,1.5,0,66,2,0,3,1,0.666666666666667,0,1,0,0.404761904761905,0.0,1,False
358,0,0,1,1,0,1,1,1,0,5,17,0.68,0,83,1,0,3,2,9.88235294117647,0,1,0,0.410596026490066,0.0,0,False
359,0,0,1,0,0,0,1,1,0,0,4,2.22,0,0,1,2,0,2,2.0,0,1,0,0.375,0.0,0,False
360,0,0,1,9,0,0,1,1,0,3,10,0.45,0,84,2,0,5,1,14.1,1,1,0,0.631578947368421,0.0,0,False
361,2,0,1,3,0,0,1,1,1,6,53,0.29,0,94,1,0,9,3,2.96428571428571,0,0,0,0.64850136239782,1.0,2,False
362,1,0,1,1,1,0,1,1,0,5,16,0.32,0,76,2,0,2,3,5.76470588235294,0,1,0,0.631944444444444,0.0,0,False
363,0,0,1,1,0,0,1,1,0,0,1,2.62,0,100,2,0,0,1,2.0,2,1,0,0.5,0.0,0,False
364,0,4,2,0,0,1,3,1,1,3,0,0.41,0,40,1,0,5,1,3.6,1,1,0,0.712765957446808,0.0,0,False
365,0,0,1,1,0,0,1,1,0,0,1,2.62,0,100,2,0,0,1,4.0,4,1,0,0.5,0.0,0,False
366,1,0,1,1,1,0,1,1,0,0,2,1.05,0,100,2,0,0,1,1.33333333333333,0,1,0,0.431372549019608,0.0,2,False
367,0,8,1,0,0,0,1,1,0,0,0,1.42,0,0,2,1,1,1,0.875,0,1,0,0.925925925925926,0.0,0,False
368,0,1,1,0,0,2,1,1,0,0,0,5.25,0,0,0,2,0,0,0.0,0,0,0,1.0,0.0,0,False
369,0,1,1,0,0,7,1,1,0,0,0,3.62,0,0,2,2,1,3,1.0,1,1,0,1.0,1.0,0,False
370,0,0,1,0,0,0,2,2,2,1,10,0.22,0,81,1,1,0,2,1.75,0,1,0,0.992805755395683,0.0,1,False
371,2,0,1,3,5,0,2,6,12,0,12,0.21,0,81,2,5,1,2,2.42307692307692,0,1,0,0.774509803921569,0.0,1,False
372,0,0,1,0,0,2,1,1,0,2,9,1.35,0,55,1,3,0,2,2.44444444444444,0,1,0,0.8125,0.0,0,False
373,0,1,1,0,0,5,1,1,0,0,0,5.4,0,0,1,10,1,1,7.0,7,1,0,0.540540540540541,0.0,0,False
374,2,0,2,1,18,1,2,7,7,1,29,0.19,0,100,2,5,6,2,2.42105263157895,0,0,0,0.536866359447005,0.0,2,True
375,0,0,2,0,0,0,2,1,0,1,3,0.88,0,33,2,0,1,1,2.0,0,1,0,0.607843137254902,0.0,0,False
376,0,0,1,3,5,1,2,2,0,1,13,0.44,0,90,2,1,2,2,1.92307692307692,0,1,0,0.682926829268293,0.0,2,False
377,0,0,1,0,0,0,1,1,0,1,2,2.3,0,0,2,0,0,1,1.0,1,1,0,0.810810810810811,0.0,0,False
378,0,0,3,2,1,0,3,1,0,0,4,0.5,0,75,1,4,9,2,7.0,1,1,0,0.688311688311688,0.0,0,False
379,0,0,1,2,0,2,2,1,4,2,9,0.59,0,88,1,3,4,1,5.61538461538461,1,1,0,0.838235294117647,0.0,1,False
380,0,0,1,0,0,0,1,1,0,1,7,0.74,0,42,1,4,3,3,3.71428571428571,1,0,0,0.723684210526316,0.0,0,False
381,0,0,1,2,0,2,2,1,4,5,16,0.49,0,82,1,0,2,2,3.75,0,1,0,0.657039711191336,0.0,1,False
382,0,9,1,0,0,0,1,1,0,0,0,1.5,0,0,0,2,0,0,2.11111111111111,1,0,0,0.977777777777778,0.0,1,False
383,1,0,1,1,4,1,2,1,0,0,4,0.55,0,60,1,0,2,1,3.0,0,1,0,0.697674418604651,0.0,0,False
384,0,1,1,0,0,3,1,1,0,0,0,4.8,0,0,0,5,1,0,13.0,13,1,0,0.514285714285714,0.0,0,False
385,0,0,1,0,2,0,2,3,0,0,9,0.6,1,0,2,2,1,2,2.22222222222222,0,1,0,0.584269662921348,0.0,0,False
386,0,0,1,0,0,0,2,1,1,5,7,0.51,0,67,1,1,3,1,6.625,1,1,0,0.673684210526316,1.0,1,False
387,2,1,1,0,0,3,2,4,0,9,9,0.88,0,83,2,0,7,1,2.75,0,0,0,0.563706563706564,0.0,1,False
388,0,0,2,0,0,0,2,1,0,1,3,0.7,0,33,1,0,5,2,2.33333333333333,1,2,0,0.5625,0.0,0,False
389,0,0,1,0,0,0,1,1,1,0,2,1.5,0,0,2,0,2,1,0.666666666666667,0,0,0,1.0,1.0,0,False
390,0,0,2,0,0,1,2,1,0,1,5,0.84,0,40,2,0,2,1,1.4,0,1,0,0.716417910447761,0.0,0,False
391,0,1,1,1,0,0,2,18,0,2,23,0.18,0,47,1,16,4,2,1.625,1,1,0,0.502145922746781,0.0,1,False
392,0,0,1,0,0,0,1,1,0,1,3,1.5,0,33,2,0,1,1,1.33333333333333,0,1,0,0.604651162790698,0.0,0,False
393,1,0,2,1,7,1,2,6,0,1,25,0.28,0,82,2,4,4,2,2.15384615384615,0,1,0,0.607003891050584,0.0,0,False
394,0,0,2,0,0,1,2,1,0,1,5,0.7,0,40,2,0,2,1,1.6,0,1,0,0.756756756756757,0.0,0,False
395,2,0,2,0,0,0,2,1,0,1,2,0.32,1,25,1,0,2,2,2.0,1,2,0,0.547368421052632,0.0,0,True
396,2,2,2,4,1,0,2,2,0,4,3,0.3,0,87,1,3,5,2,2.28571428571429,1,1,0,0.59504132231405,0.0,0,False
397,0,1,1,0,0,1,1,1,0,1,3,1.26,0,50,1,0,2,2,1.25,1,1,0,0.6,0.0,0,False
398,0,0,1,3,0,1,2,3,10,3,7,0.36,0,100,1,1,5,2,2.05882352941176,1,1,0,0.712962962962963,0.0,1,False
399,0,0,1,0,0,9,4,1,1,0,1,1.15,3,0,2,0,0,1,2.0,1,3,0,0.767676767676768,0.0,1,False
400,0,0,1,0,0,5,1,1,2,1,5,1.56,0,71,1,2,1,3,1.57142857142857,0,0,0,0.781818181818182,0.0,0,False
401,0,0,1,1,2,10,4,1,0,0,3,0.75,1,33,1,0,1,2,5.0,3,5,1,1.0,0.0,0,False
402,0,2,1,0,0,5,1,1,0,0,0,4.14,0,0,2,1,0,1,1.0,1,0,0,1.0,0.0,0,False
403,0,0,1,0,0,0,2,1,1,0,1,1.17,0,0,2,2,0,1,1.5,1,1,0,0.571428571428571,0.0,0,False
404,0,0,1,0,0,0,1,1,0,0,1,2.1,0,0,1,0,0,2,1.0,1,1,0,0.529411764705882,0.0,0,False
405,0,3,1,3,0,0,2,4,5,6,41,0.19,0,90,2,2,3,3,1.36734693877551,0,0,0,0.743467933491686,0.0,2,True
